"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ขิง, ยาแคปซูล","134,014","86,807","2,969,446","8,371,828.14"
"รางจืด, ยาชง","130,098","104,004","1,632,834","6,926,428.83"
"มะแว้ง, ยาแคปซูล","122,428","100,781","336,233","2,055,533.20"
"หอมนวโกฐ, ยาเม็ด","121,595","92,310","1,603,369","6,597,562.96"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 1, ยาลูกกลอน","116,681","98,688","2,619,722","5,339,150.72"
"มะระขี้นก, ยาแคปซูล","115,991","86,183","8,487,217","14,265,226.00"
"มะขามป้อม, ยาน้ำ","96,323","71,028","131,113","2,914,588.09"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","94,199","71,820","103,442","3,130,902.12"
"แก้ไอยูอีคอฟ ซีดี, ยาน้ำ","74,717","54,707","104,683","1,293,643.62"
"เพชรสังฆาต, ยาเม็ด","71,743","51,800","3,301,916","6,297,411.90"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","63,937","48,254","71,864","4,162,613.70"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","62,487","47,340","76,035","4,133,698.72"
"แคปซูลเพชรสังฆาต ตราเคเอ็มพี, ยาแคปซูล","58,123","38,656","2,307,705","5,565,499.23"
"เหลืองปิดสมุทร, ยาแคปซูล","56,592","40,792","885,152","3,194,174.40"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","54,325","39,283","2,193,297","4,500,687.93"
"ตรีผลา / พิกัดตรีผลา , ยาแคปซูล","53,600","28,690","2,018,072","4,550,887.96"
"หญ้าหนวดแมว, ยาชง","53,399","41,454","588,237","7,870,655.76"
"หญ้าดอกขาว, ยาชง","51,705","41,678","537,132","5,393,067.50"
"แก้ไอมะขามป้อม ตราไอยรา, ยาน้ำ","51,681","35,841","78,731","1,452,243.22"
"จันทน์ลีลา, ยาแคปซูล","50,660","32,868","1,507,958","2,873,571.75"
"ธาตุบรรจบ , ยาแคปซูล","50,215","34,937","1,023,309","3,353,980.37"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","48,449","28,497","152,780","8,334,454.25"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","47,177","39,003","1,011,761","2,166,580.08"
"สหัสธารา, ยาแคปซูล","45,209","35,664","1,172,250","2,065,709.84"
"ประสะไพล , ยาแคปซูล","44,231","32,634","1,297,723","2,864,713.06"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","42,651","36,114","832,651","2,243,102.08"
"สมุนไพรอบตัว, ยาต้ม","41,834","32,475","47,172","2,989,155.95"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร, ยาน้ำ","40,065","25,399","168,117","1,041,110.85"
"แก้ไอผสมมะขามป้อม, ยาน้ำ","39,814","26,874","51,891","767,224.52"
"มะขามแขกตราธงทอง, ยาเม็ด","39,130","27,204","2,313,179","3,565,528.57"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","37,736","17,980","41,531","1,568,117.13"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","37,178","26,501","87,569","736,132.98"
"น้ำยูอีคอฟ สูตร 2 , ยาน้ำ","35,728","27,004","45,941","642,404.14"
"คำฝอย, ยาชง","34,878","25,625","490,444","2,837,779.90"
"ชุมเห็ดเทศ, ยาชง","33,553","23,169","565,684","1,800,191.45"
"ปราบชมพูทวีป, ยาแคปซูล","33,480","21,263","1,196,242","3,900,837.30"
"แก้ไอผสมมะขามป้อม ตราวังหลัง, ยาน้ำ","31,697","21,867","122,546","742,077.85"
"กระเจี๊ยบแดง, ยาชง","31,277","24,722","173,973","1,571,709.68"
"ว่านหางจระเข้, เจล","30,713","18,079","90,769","2,185,011.62"
"บำรุงโลหิต, ยาแคปซูล","29,683","19,671","1,091,703","2,498,257.99"
"แก้ไอมะแว้ง , ยาเม็ด","29,255","22,921","71,778","662,578.33"
"ซินโนวอล, ยาน้ำ","28,553","19,881","57,920","869,832.89"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","28,488","24,887","29,628","1,066,932.06"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","27,161","8,379","474,154","944,332.82"
"แก้ไอมะแว้งตราเคเอ็มพี , ยาน้ำ","25,345","18,603","59,862","389,926.20"
"น้ำมันกัญชา, ยาเข้าน้ำมัน","24,779","7,998","67,821","1,786,762.18"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","23,992","20,231","572,996","748,339.00"
"กระเทียม, ยาผง","23,992","5,566","1,876,527","5,430,027.63"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","23,105","16,202","1,136,912","1,943,803.00"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","22,121","14,909","664,501","1,730,072.54"
"บัวบก, ครีม","22,103","14,065","321,467","1,642,953.25"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","21,888","14,487","31,078","516,719.35"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","21,534","12,896","49,207","3,164,251.91"
"แก้ไอมะแว้งไล้ท์ ตราไอยรา, ยาน้ำ","21,480","14,929","30,814","597,979.82"
"กษัยเส้น ตราพรีราน่า, ยาแคปซูล","21,100","17,905","436,208","1,241,343.10"
"น้ำมันคนทีสอทะเล, ยาเข้าน้ำมัน","21,011","14,175","25,598","1,868,225.00"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","20,845","15,388","27,112","1,183,450.23"
"เขียวหอม, ยาเม็ด","20,339","13,630","436,235","1,654,155.79"
"พิมเสนน้ำ, ยาน้ำ","20,042","10,638","27,234","919,276.70"
"ธรณีสันฑะฆาต, ยาแคปซูล","19,726","12,827","666,421","1,366,339.96"
"หอมบำรุงหัวใจ, ยาผง","19,525","16,667","28,322","868,957.09"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","19,461","14,390","756,890","1,510,124.77"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","19,040","8,157","16,534","1,984,080.00"
"หอมทิพโอสถ, ยาผง","18,841","14,481","30,640","899,506.59"
"กล้วย, ยาผง","18,556","13,573","320,783","934,081.01"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","18,230","13,018","23,538","390,464.75"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","16,260","12,553","20,342","652,057.59"
"อมผสมมะแว้ง, ยาเม็ด","15,935","12,248","25,493","224,726.50"
"ธรณีสัณฑะฆาต, ยาแคปซูล","15,910","10,230","534,823","978,171.51"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","15,400","10,688","24,771","953,855.05"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","15,284","10,782","20,483","539,804.70"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","14,849","12,726","15,546","332,049.38"
"ปลูกไฟธาตุ, ยาแคปซูล","14,695","11,680","321,238","800,954.37"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","14,643","10,888","17,743","515,077.36"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","14,278","11,897","14,766","307,458.50"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","14,044","9,353","636,377","1,412,715.78"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","12,956","11,025","14,426","887,116.36"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","12,751","10,435","277,776","703,423.89"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","12,505","10,543","12,560","678,921.50"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","11,840","9,724","51,172","487,840.79"
"หม่องน้ำ, ยาน้ำ","10,774","6,512","13,541","371,509.50"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","10,715","4,652","1,039,407","1,557,959.50"
"หอมอินทจักร, ยาเม็ด","10,130","6,549","99,480","712,513.86"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","10,024","4,894","12,468","439,271.76"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","9,482","157","14,278","1,873,690.00"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","9,391","7,852","22,439","816,372.31"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","9,385","119","787,754","6,249,537.00"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","9,381","5,870","12,267","259,069.90"
"หม่องไพล, ขี้ผึ้ง","9,358","4,742","10,214","341,213.50"
"ฝาง, ยาต้ม","9,278","7,078","11,778","210,714.00"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","8,625","6,243","10,459","195,401.78"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","8,466","6,814","10,325","131,168.70"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","8,404","5,470","428,390","831,867.47"
"กษัยเส้น, ยาลูกกลอน","7,664","5,977","123,891","346,800.65"
"เลือดงาม, ยาแคปซูล","7,523","5,158","213,835","578,140.40"
"ไพลครีม  , ครีม","7,292","6,331","10,442","309,470.87"
"แก้ไอมะขามป้อมสูตร 2, ยาน้ำ","7,187","2,582","19,509","646,138.00"
"ผสมรางจืด หมอยาไทย, ยาผง","6,923","5,666","29,088","423,845.73"
"บอระเพ็ด, ยาแคปซูล","6,600","4,923","196,151","380,371.50"
"อำมฤควาที, ยาผง","6,564","3,704","95,901","379,543.93"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","6,504","5,182","12,855","88,650.54"
"ศุขไสยาศน์, ยาผง","6,067","2,163","106,335","738,159.16"
"ยาหอม  , ยาผง","5,865","1,939","50,031","538,610.95"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","5,630","3,008","10,523","101,421.19"
"แก้ไอผสมกานพลู, ยาลูกกลอน","5,470","4,428","9,916","150,729.55"
"สตรีหลังคลอด, ยาต้ม","5,442","3,843","7,827","415,562.54"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","5,263","4,673","17,304","153,737.02"
"กล้วยขมิ้น, ยาแคปซูล","5,113","4,283","130,448","242,095.09"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","5,080","3,223","14,758","97,056.75"
"ขี้เหล็ก, ยาแคปซูล","4,801","4,459","101,400","166,274.95"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","4,786","4,032","5,140","217,284.60"
"กันยุงตะไคร้หอม, ยาน้ำ","4,693","3,688","5,302","236,567.71"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาเม็ด","4,551","3,380","193,161","425,645.64"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","4,303","3,103","124,813","220,414.73"
"แก้ลมอัมพฤกษ์ , ยาผง","4,234","2,869","39,454","302,372.48"
"ผสมเพชรสังฆาต, ยาแคปซูล","4,157","3,051","192,221","315,113.45"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","4,125","3,317","4,846","94,304.00"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","4,124","3,483","11,480","108,288.70"
"ครีมไพล, ครีม","4,076","1,802","4,298","232,362.20"
"ทำลายพระสุเมรุ, ยาผง","4,054","1,839","98,714","484,537.75"
"อมฟ้าทะลายโจร, ยาลูกกลอน","3,995","2,343","6,152","82,012.25"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","3,939","3,130","97,377","183,750.60"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","3,886","3,089","4,828","187,642.00"
"อมรสบ๊วย, ยาลูกกลอน","3,724","2,947","5,003","52,978.12"
"ขี้ผึ้งสมุนไพร, ขี้ผึ้ง","3,674","3,383","3,712","113,375.00"
"อมมะขามป้อม, ยาเม็ด","3,582","2,890","4,947","137,200.50"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","3,334","2,627","4,197","65,517.00"
"แก้ปวดเมื่อย, ยาต้ม","3,303","2,548","6,052","146,717.76"
"ตำรับเบาหวาน, ยาแคปซูล","3,295","2,504","505,482","1,458,966.37"
"ตรีธาตุ, ยาแคปซูล","3,174","2,546","40,761","200,723.00"
"เจนิสต้า, ยาแคปซูล","3,096","2,268","106,908","207,418.00"
"แก้ไอมะขามป้อม ตราปาริฉัตร, ยาน้ำ","3,079","2,617","3,730","63,416.00"
"ครีมกะเม็ง, ครีม","3,072","2,531","5,054","383,486.00"
"ว่านชักมดลูก, ยาแคปซูล","2,987","2,212","50,482","141,432.75"
"หอมสินธร, ยาผง","2,966","395","7,684","380,415.00"
"ขับลม แฟลท-ทัย , ยาน้ำ","2,742","2,464","2,989","66,792.00"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","2,736","1,450","4,070","56,980.00"
"กระชายดำ, ยาแคปซูล","2,684","205","322,494","619,733.25"
"หญ้าปักกิ่ง, ยาแคปซูล","2,566","588","125,016","941,651.12"
"อโรติกา รัปโลชั่น, โลชั่น","2,548","0","2,596","219,362.00"
"ประสะกะเพรา, ยาแคปซูล","2,516","2,009","92,348","147,470.80"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","2,483","1,787","3,491","198,100.50"
"หม่องขมิ้นชัน, ขี้ผึ้ง","2,451","1,629","2,554","69,140.00"
"แคปซูลผสมรางจืด, ยาแคปซูล","2,420","1,757","45,652","102,990.17"
"แก้ไอกานพลู , ยาลูกกลอน","2,394","1,763","14,086","52,843.25"
"ประสะจันทน์แดง , ยาแคปซูล","2,394","1,099","82,479","165,617.16"
"แคปซี บาล์ม, ขี้ผึ้ง","2,393","914","2,461","113,371.50"
"พอกเข่าสมุนไพร, ยาพอก","2,392","1,800","2,725","297,146.50"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","2,391","1,329","127,826","206,630.00"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","2,294","1,065","85,188","285,168.10"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสกานพลู, ยาเม็ด","2,214","1,996","2,195","29,739.13"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","2,214","1,869","2,449","91,896.00"
"แก้ไอคัฟฟี, ยาน้ำ","2,109","1,831","3,156","57,026.50"
"หม่องพริกไพล, ขี้ผึ้ง","2,012","1,730","2,301","74,085.50"
"ยอ, ยาแคปซูล","1,978","1,349","27,878","147,181.48"
"การ์ซิดีน, ยาน้ำ","1,977","1,295","2,057","90,918.30"
"ตำรับโปร่งฟ้า , ยาแคปซูล","1,972","1,527","39,119","107,229.40"
"ส้มแขก, ยาแคปซูล","1,942","579","174,166","399,368.85"
"พอกเข่า (รพ.บ้านไผ่), ยาพอก","1,936","269","1,992","278,880.00"
"เซ็นนาฮอฟ, ยาแคปซูล","1,769","1,564","113,851","172,675.30"
"มหาหิงคุ์, ยาน้ำ","1,761","1,332","2,569","36,331.48"
"ชงสมุนไพรผสมรางจืด, ยาผง","1,753","1,452","4,759","74,107.26"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","1,753","752","50,704","139,400.40"
"อบหลังคลอด  หมอยาไทย, ยาผง","1,746","1,306","2,652","119,176.00"
"แผลไฟไหม้น้ำร้อนลวก, เจล","1,733","886","2,345","69,244.89"
"แคปซิลเจล , เจล","1,707","1,159","2,313","130,226.00"
"เฮโมลอน 3, ยาแคปซูล","1,670","730","70,897","147,814.18"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","1,668","691","2,384","143,040.00"
"มันทธาตุ, ยาแคปซูล","1,642","954","66,738","188,202.60"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","1,630","1,204","2,233","24,444.95"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","1,574","1,202","19,010","61,143.25"
"ชงกระเจี๊ยบ, ยาชง","1,570","909","16,481","74,847.14"
"แคปซูลบอระเพ็ด, ยาแคปซูล","1,565","1,060","66,530","112,558.00"
"แคปซูลผสมฟ้าทะลายโจร เอส.บี., ยาแคปซูล","1,526","1,212","33,265","99,207.32"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๑, ยาแคปซูล","1,513","1,071","52,254","164,885.03"
"หม่องพริก, ขี้ผึ้ง","1,504","1,046","1,737","63,660.35"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","1,434","1,240","3,284","43,572.50"
"ครีมไพล-ไพล ตราไทรทอง, ครีม","1,427","1,310","1,460","73,688.00"
"แก้ไอสมุนไพร (รพ.กระบี่), ยาน้ำ","1,416","754","1,743","60,755.00"
"พริกไทย, ยาแคปซูล","1,413","111","156,226","330,822.80"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","1,413","1,135","1,639","137,363.50"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","1,398","873","30,632","52,864.25"
"แก้ลมขึ้นเบื้องสูง, ยาผง","1,395","138","251,543","324,157.74"
"หม่องสมุนไพร, ขี้ผึ้ง","1,340","1,005","1,471","43,935.00"
"น้ำมันเขียว, ยาเข้าน้ำมัน","1,335","45","1,524","179,835.00"
"ใบเตย, ยาชง","1,326","237","4,470","156,534.00"
"ยาดมสมุนไพร, ยาดม","1,301","817","1,884","63,915.00"
"ฉวีเวชโอสถ, ยาเข้าน้ำมัน","1,263","814","1,529","165,304.00"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","1,247","301","6,100","132,129.50"
"แคปซูลอบเชย, ยาแคปซูล","1,238","1,048","8,980","34,921.90"
"ตะไคร้, ยาชง","1,228","368","3,306","152,479.00"
"ขี้ผึ้งเสลดพังพอนตราบักส์, ขี้ผึ้ง","1,223","804","1,469","32,262.10"
"แคปซูลดอกคำฝอย ตราธงทอง, ยาแคปซูล","1,214","1,075","35,395","53,092.50"
"ทับหม้อเกลือ, ยาประคบ","1,198","1,075","3,334","70,054.00"
"ตำรับโคคลาน, ยาต้ม","1,195","703","86,383","122,422.30"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","1,157","888","1,958","51,867.25"
"แก้ลมแก้เส้น, ยาผง","1,147","514","21,492","370,006.80"
"ยาอาบ   หมอยาไทย, ยาผง","1,106","846","1,327","76,504.00"
"ประสะกานพลู, ยาผง","1,104","590","39,198","63,750.53"
"มะรุม/ผักอีสุม



, ยาแคปซูล","1,072","11","175,973","333,730.96"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","1,069","893","1,200","14,403.00"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","1,068","977","3,590","31,117.84"
"แป๊ะก๊วย, ยาชง","1,048","16","12,238","314,842.00"
"แคปซูลรางจืด, ยาแคปซูล","1,043","865","26,478","48,832.30"
"ไฟประลัยกัลป์, ยาแคปซูล","1,043","664","28,701","65,120.70"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","1,003","669","54,923","90,447.84"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","990","627","1,639","69,487.00"
"พลู, ครีม","982","691","1,221","43,748.52"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","973","836","987","42,862.00"
"อมหญ้าดอกขาว, ยาลูกกลอน","971","907","2,301","56,245.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","970","684","51,071","302,352.00"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","956","678","34,869","62,168.30"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","952","740","1,236","63,158.50"
"มังคุด/เปลือกมังคุด, ยาน้ำ","930","611","2,318","48,640.65"
"ตรีพิกัด, ยาแคปซูล","928","634","26,767","86,256.70"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","921","744","17,208","162,792.50"
"พอกสมุนไพร, ยาพอก","899","215","3,984","115,635.42"
"ทิพย์โอสถ, ยาลูกกลอน","879","668","2,830","59,940.80"
"ทิงเจอร์พลู, ทิงเจอร์","875","654","1,243","41,361.80"
"ยาพอกดูดพิษ, ยาพอก","868","619","1,168","86,103.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","858","789","17,196","56,588.00"
"ลมปะกัง, ยาต้ม","855","88","907","58,572.00"
"สมุนไพรคำฝอยผสมเก๊กฮวย, ยาชง","826","1","24,022","131,536.00"
"พญายอครีม   , ครีม","814","568","1,232","60,896.37"
"ลม 108 จำพวก , ยาผง","813","724","823","26,307.00"
"ผสมรางจืด, ยาชง","806","605","6,705","39,995.00"
"แก้เจ็บคอ , อื่นๆ","787","633","10,828","19,995.30"
"หม่องผสมไพล ตราวังหลัง, ขี้ผึ้ง","781","300","1,061","27,907.00"
"อมผสมมะแว้งมะขามป้อม ตราอินทนนท์, ยาเม็ด","760","541","837","13,884.00"
"โคคลาน, ยาแคปซูล","760","554","14,143","35,520.60"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","727","486","1,030","12,796.42"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","722","396","64,084","72,611.50"
"อมยูอีคอฟ , ยาเม็ด","720","484","1,329","10,399.75"
"บำรุงสมองกลีบบัวแดง, ยาแคปซูล","693","79","1,609","160,900.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","687","330","36,964","85,746.00"
"พลูคาว, ยาแคปซูล","676","0","99,720","299,932.20"
"เจลเสลดพังพอน, เจล","676","51","764","45,450.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","674","543","1,124","53,193.00"
"อบเชย, ยาต้ม","658","574","759","16,896.50"
"พอกร้อน, ยาน้ำแขวนตะกอน","649","523","762","15,240.00"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","646","261","28,069","75,897.75"
"ดีบัว, ยาแคปซูล","643","156","1,558","155,800.00"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","634","3","1,793","62,125.00"
"หม่องสูตรไพล ตราบี-บาล์ม, ขี้ผึ้ง","625","424","733","32,079.00"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","625","555","6,274","53,827.00"
"มะตูม, ยาชง","619","490","871","27,949.00"
"ตำรับตะแบกป่า , ยาต้ม","617","150","2,998","43,679.00"
"แก้ลสิกาพิการ, ยาเข้าน้ำมัน","615","0","1,996","169,660.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","615","545","816","33,680.00"
"มธุรเมหะ (รพ.บางกระทุ่ม), ยาชง","604","0","2,529","75,870.00"
"เสลดพังพอนคาลาไมน์, โลชั่น","589","513","643","17,894.00"
"ผสมโคคลาน สูตรตำรับที่ ๓, ยาต้ม","574","38","610","31,093.00"
"เบอร์นีเจล, ครีม","566","447","739","30,327.45"
"แก้กษัยแคปซูลสูตร 1, ยาแคปซูล","565","423","6,061","22,728.75"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","562","382","26,133","35,217.45"
"แก้ไอมะนาว, ยาน้ำ","557","40","1,152","28,795.00"
"ผสมโคคลาน สูตรตำรับที่ ๒, ยาต้ม","551","338","612","30,993.00"
"เถาเอ็นอ่อน, ยาแคปซูล","550","263","12,174","41,952.00"
"หอมหทัยทิพย์, ยาผง","547","5","3,051","131,193.00"
"ขับลมเบอร์ 2, อื่นๆ","521","442","753","52,640.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","519","471","576","17,279.00"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","512","341","692","70,797.00"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม/ขี้ผึ้งไพล, ขี้ผึ้ง","511","254","523","11,246.70"
"ผสมโคคลาน สูตรตำรับที่ 1, ยาชง","508","144","1,615","45,110.13"
"ภูมิชีวา  , ยาแคปซูล","507","1","114,600","114,600.00"
"ผสมโคคลาน สูตรตำรับที่ 3, ยาต้ม","499","443","589","26,670.00"
"ผสมมะขามแขก, ยาแคปซูล","492","465","8,231","16,425.60"
"ลดไข้เบอร์ 1, ยาเม็ด","491","366","5,491","10,902.00"
"ดมส้มมือจรุงจิต ตรามงกุฎพญานาคคู่, ยาผง","487","470","487","14,580.00"
