"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","659","918","139.30","251","173","68.92","316","463","146.52","92","282","146.52","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","27,572","14,336","51.99","7,686","2,444","31.80","15,755","9,698","61.56","4,131","2,194","61.56","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","7,271","6,651","91.47","2,127","1,137","53.46","4,524","4,989","110.28","620","525","110.28","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","7,556","3,657","48.40","3,377","748","22.15","4,179","2,909","69.61","0","0","69.61","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","3,481","1,265","36.34","1,366","281","20.57","1,696","774","45.64","419","210","45.64","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,808","1,803","64.21","702","244","34.76","1,508","1,130","74.93","598","429","74.93","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","762","264","34.65","242","18","7.44","355","140","39.44","165","106","39.44","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","570","9","1.58","302","5","1.66","49","3","6.12","219","1","6.12","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","969","1","0.10","343","1","0.29","555","0","0.00","71","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","550","471","85.64","208","122","58.65","320","248","77.50","22","101","77.50","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","16,145","2,531","15.68","7,081","876","12.37","7,333","1,311","17.88","1,731","344","17.88","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","2,677","3,265","121.96","400","212","53.00","1,896","2,500","131.86","381","553","131.86","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","6,267","4,356","69.51","1,289","397","30.80","4,058","3,374","83.14","920","585","83.14","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","3,217","2,256","70.13","710","186","26.20","1,874","1,541","82.23","633","529","82.23","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","3,950","3,926","99.39","633","329","51.97","2,361","2,586","109.53","956","1,011","109.53","0","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","6,983","5,312","76.07","900","132","14.67","4,745","4,032","84.97","1,338","1,148","84.97","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","1,174","1,332","113.46","1,157","63","5.45","1","718","71,800.00","16","551","71,800.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","112","2","1.79","74","1","1.35","38","1","2.63","0","0","2.63","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","2,585","704","27.23","1,021","187","18.32","1,242","351","28.26","322","166","28.26","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","9,052","4,760","52.59","2,727","375","13.75","5,134","3,488","67.94","1,191","897","67.94","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","236","405","171.61","19","6","31.58","54","104","192.59","163","295","192.59","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","15,562","5,578","35.84","7,134","631","8.84","8,135","4,145","50.95","293","802","50.95","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","1,851","613","33.12","802","187","23.32","857","341","39.79","192","85","39.79","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","1,459","1,056","72.38","561","278","49.55","690","551","79.86","208","227","79.86","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,127","3,494","164.27","383","160","41.78","1,557","2,985","191.71","187","349","191.71","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","882","659","74.72","479","208","43.42","314","353","112.42","89","98","112.42","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,291","633","49.03","519","204","39.31","621","356","57.33","151","73","57.33","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","1,571","573","36.47","617","156","25.28","605","259","42.81","349","158","42.81","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","4,959","4,913","99.07","152","88","57.89","3,592","3,666","102.06","1,215","1,159","102.06","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","220","144","65.45","99","18","18.18","108","101","93.52","13","25","93.52","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","1,328","448","33.73","598","4","0.67","730","444","60.82","0","0","60.82","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,497","7,339","490.25","554","925","166.97","728","4,392","603.30","215","2,022","603.30","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","5,286","1,645","31.12","2,899","677","23.35","2,112","667","31.58","275","301","31.58","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,354","1,536","65.25","574","200","34.84","1,556","1,194","76.74","224","142","76.74","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2,165","4,060","187.53","847","389","45.93","1,266","2,222","175.51","52","1,449","175.51","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","1,218","755","61.99","414","149","35.99","697","509","73.03","107","97","73.03","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","962","652","67.78","212","44","20.75","612","465","75.98","138","143","75.98","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","3,769","2,415","64.08","1,226","592","48.29","1,859","1,301","69.98","684","522","69.98","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","997","873","87.56","447","252","56.38","489","557","113.91","61","64","113.91","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","1,460","904","61.92","594","253","42.59","866","651","75.17","0","0","75.17","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","1,993","1,610","80.78","475","216","45.47","1,372","1,200","87.46","146","194","87.46","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,373","1,190","86.67","409","158","38.63","862","863","100.12","102","169","100.12","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","1,751","716","40.89","768","271","35.29","781","352","45.07","202","93","45.07","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","712","685","96.21","121","56","46.28","436","453","103.90","155","176","103.90","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","3,422","2,913","85.13","479","210","43.84","1,478","1,282","86.74","1,465","1,421","86.74","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","242","235","97.11","86","73","84.88","137","136","99.27","19","26","99.27","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","590","457","77.46","171","88","51.46","317","243","76.66","102","126","76.66","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","7,506","1,208","16.09","3,121","126","4.04","3,776","960","25.42","609","122","25.42","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","4,268","3,975","93.13","497","391","78.67","3,076","2,883","93.73","695","701","93.73","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","1,370","1,040","75.91","540","198","36.67","711","632","88.89","119","210","88.89","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","5,276","3,613","68.48","778","126","16.20","3,098","2,365","76.34","1,400","1,122","76.34","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","2,674","2,181","81.56","348","134","38.51","1,356","1,075","79.28","970","972","79.28","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","7,067","4,570","64.67","1,272","433","34.04","3,984","3,199","80.30","1,811","938","80.30","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","1,398","1,081","77.32","200","57","28.50","908","782","86.12","290","242","86.12","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","26,158","13,962","53.38","7,371","1,849","25.08","16,275","11,185","68.73","2,512","928","68.73","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","6,296","1,958","31.10","2,637","461","17.48","3,247","1,258","38.74","412","239","38.74","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","2,154","407","18.90","805","108","13.42","911","233","25.58","438","66","25.58","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","107","365","341.12","51","139","272.55","55","187","340.00","1","39","340.00","0","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","10,185","7,161","70.31","2,234","737","32.99","6,981","5,936","85.03","970","488","85.03","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","2,644","2,065","78.10","485","344","70.93","1,912","1,666","87.13","247","55","87.13","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","1,620","886","54.69","546","169","30.95","806","496","61.54","268","221","61.54","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","785","558","71.08","357","116","32.49","381","389","102.10","47","53","102.10","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","1,444","716","49.58","516","167","32.36","603","296","49.09","325","253","49.09","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","2,550","1,832","71.84","371","100","26.95","1,113","841","75.56","1,066","891","75.56","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","1,733","930","53.66","477","165","34.59","835","555","66.47","421","210","66.47","0","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","11,134","4,795","43.07","3,525","573","16.26","4,653","2,371","50.96","2,956","1,851","50.96","0","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","6,490","3,797","58.51","1,497","334","22.31","2,852","1,784","62.55","2,141","1,679","62.55","0","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","2,102","1,216","57.85","373","32","8.58","884","515","58.26","845","669","58.26","0","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,286","685","53.27","319","32","10.03","585","289","49.40","382","364","49.40","0","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","2,585","2,124","82.17","126","45","35.71","975","763","78.26","1,484","1,316","78.26","0","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","1,369","2,247","164.13","361","473","131.02","782","1,167","149.23","226","607","149.23","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","15,443","3,199","20.71","5,759","842","14.62","6,460","1,527","23.64","3,224","830","23.64","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","1,139","327","28.71","475","54","11.37","471","184","39.07","193","89","39.07","0","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","1,439","352","24.46","471","32","6.79","580","176","30.34","388","144","30.34","0","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","912","200","21.93","264","24","9.09","352","63","17.90","296","113","17.90","0","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","3,261","1,450","44.46","955","197","20.63","1,429","713","49.90","877","540","49.90","0","0","0.00"
"10806  :  โรงพยาบาลหันคา","1,335","299","22.40","505","45","8.91","513","151","29.43","317","103","29.43","0","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","851","201","23.62","305","47","15.41","338","94","27.81","208","60","27.81","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","25,104","16,091","64.10","11,862","6,696","56.45","10,861","7,154","65.87","2,381","2,241","65.87","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","4,350","1,460","33.56","1,560","369","23.65","2,236","920","41.14","554","171","41.14","0","0","0.00"
