"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","62,606","0","0.00","26,758","0","0.00","27,567","0","0.00","8,281","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","12,059","0","0.00","5,084","0","0.00","5,380","0","0.00","1,595","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","49,269","0","0.00","21,828","0","0.00","20,951","0","0.00","6,490","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","7,570","11","0.15","7,570","11","0.15","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","7,191","0","0.00","7,191","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","84,783","0","0.00","33,212","0","0.00","51,571","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","5,598","5,512","98.46","0","0","0.00","5,598","5,512","98.46","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","304,193","11,734","3.86","119,107","3,628","3.05","130,209","5,479","4.21","54,877","2,627","4.79","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","73,583","10,177","13.83","30,922","3,711","12.00","33,005","5,096","15.44","9,656","1,370","14.19","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","91,665","10,115","11.03","41,947","1,966","4.69","49,718","8,149","16.39","0","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","52,783","10,926","20.70","19,673","2,960","15.05","24,704","5,513","22.32","8,406","2,453","29.18","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","50,901","6,820","13.40","16,145","1,111","6.88","22,174","3,524","15.89","12,582","2,185","17.37","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","28,719","71","0.25","11,579","21","0.18","14,677","48","0.33","2,463","2","0.08","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","19,106","6,157","32.23","6,663","1,245","18.69","7,614","3,728","48.96","4,829","1,184","24.52","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","340,314","21,538","6.33","136,556","9,156","6.70","161,213","9,731","6.04","42,545","2,651","6.23","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","35,409","2,798","7.90","11,800","677","5.74","15,013","1,264","8.42","8,596","857","9.97","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","98,649","16,358","16.58","33,657","5,250","15.60","40,372","6,741","16.70","24,620","4,367","17.74","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","95,500","10,774","11.28","32,513","2,084","6.41","43,133","4,896","11.35","19,854","3,794","19.11","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","76,630","12,988","16.95","26,938","2,614","9.70","30,640","5,548","18.11","19,052","4,826","25.33","0","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","71,925","7,467","10.38","26,647","2,606","9.78","36,201","3,398","9.39","9,077","1,463","16.12","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","37,578","0","0.00","25,363","0","0.00","0","0","0.00","12,215","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","31,862","1","0.00","11,442","1","0.01","14,928","0","0.00","5,492","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","70,648","2,408","3.41","27,189","771","2.84","27,792","984","3.54","15,667","653","4.17","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","6,824","482","7.06","3,348","79","2.36","2,109","110","5.22","1,367","293","21.43","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","308,953","12,551","4.06","143,577","5,026","3.50","129,976","5,785","4.45","35,400","1,740","4.92","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","172,753","15,967","9.24","82,962","4,667","5.63","64,523","7,194","11.15","25,268","4,106","16.25","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","74,879","9,464","12.64","20,772","920","4.43","25,695","3,237","12.60","28,412","5,307","18.68","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","42,183","10,946","25.95","13,320","3,102","23.29","17,919","5,279","29.46","10,944","2,565","23.44","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","65,204","9,065","13.90","33,226","887","2.67","21,293","2,768","13.00","10,685","5,410","50.63","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","34,545","5,209","15.08","16,693","525","3.15","14,375","3,505","24.38","3,477","1,179","33.91","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","132,232","4,690","3.55","66,705","860","1.29","43,088","2,384","5.53","22,439","1,446","6.44","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","28,267","5,773","20.42","7,017","443","6.31","14,658","2,409","16.43","6,592","2,921","44.31","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","5,304","14","0.26","2,511","4","0.16","2,269","9","0.40","524","1","0.19","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","42,253","0","0.00","20,577","0","0.00","21,676","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","322,871","10,967","3.40","137,571","3,561","2.59","117,783","4,847","4.12","67,517","2,559","3.79","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","116,921","9,914","8.48","40,032","2,958","7.39","45,856","3,994","8.71","31,033","2,962","9.54","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","79,739","5,169","6.48","36,026","1,401","3.89","34,896","2,177","6.24","8,817","1,591","18.04","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","60,684","1,630","2.69","32,761","564","1.72","23,931","839","3.51","3,992","227","5.69","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","30,878","1,794","5.81","10,598","554","5.23","13,764","762","5.54","6,516","478","7.34","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","37,315","2,931","7.85","18,611","406","2.18","14,642","1,460","9.97","4,062","1,065","26.22","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","61,098","12,468","20.41","22,390","2,719","12.14","24,810","5,590","22.53","13,898","4,159","29.93","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","35,228","4,533","12.87","12,888","1,051","8.15","14,347","1,791","12.48","7,993","1,691","21.16","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","30,717","6,218","20.24","11,422","1,363","11.93","12,914","2,522","19.53","6,381","2,333","36.56","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","48,977","2,611","5.33","23,109","760","3.29","20,325","1,213","5.97","5,543","638","11.51","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","33,650","8,210","24.40","12,478","1,480","11.86","16,247","4,382","26.97","4,925","2,348","47.68","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","103,323","3,567","3.45","47,216","1,059","2.24","39,622","1,478","3.73","16,485","1,030","6.25","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","21,440","2,326","10.85","11,077","575","5.19","8,386","1,224","14.60","1,977","527","26.66","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","49,761","10,454","21.01","15,932","3,286","20.63","20,346","4,374","21.50","13,483","2,794","20.72","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","14,525","2,828","19.47","6,320","1,078","17.06","6,292","1,382","21.96","1,913","368","19.24","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","24,317","3,919","16.12","9,567","687","7.18","10,296","1,988","19.31","4,454","1,244","27.93","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","166,912","9,935","5.95","89,054","3,690","4.14","49,231","4,304","8.74","28,627","1,941","6.78","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","32,157","5,413","16.83","10,402","2,157","20.74","13,370","2,010","15.03","8,385","1,246","14.86","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","63,783","4,367","6.85","35,286","1,236","3.50","21,079","1,700","8.06","7,418","1,431","19.29","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","100,235","7,586","7.57","50,588","2,841","5.62","29,741","2,874","9.66","19,906","1,871","9.40","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","52,617","6,262","11.90","29,195","1,719","5.89","14,951","2,228","14.90","8,471","2,315","27.33","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","69,193","11,580","16.74","23,315","3,280","14.07","28,323","4,158","14.68","17,555","4,142","23.59","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","41,176","2,808","6.82","20,428","1,013","4.96","12,684","1,090","8.59","8,064","705","8.74","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","497,242","22,893","4.60","235,605","5,342","2.27","172,637","10,874","6.30","89,000","6,677","7.50","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","113,521","5,163","4.55","59,445","580","0.98","35,720","1,926","5.39","18,356","2,657","14.47","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","43,530","4,659","10.70","18,495","1,577","8.53","17,462","2,160","12.37","7,573","922","12.17","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","83,137","6,541","7.87","43,482","1,898","4.37","28,184","2,922","10.37","11,471","1,721","15.00","0","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","204,057","6,628","3.25","96,059","1,331","1.39","72,144","2,045","2.83","35,854","3,252","9.07","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","68,256","7,018","10.28","28,678","1,037","3.62","29,035","3,893","13.41","10,543","2,088","19.80","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","31,280","6,893","22.04","10,682","2,275","21.30","13,351","2,693","20.17","7,247","1,925","26.56","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","26,574","2,994","11.27","8,672","1,306","15.06","11,815","1,358","11.49","6,087","330","5.42","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","49,605","5,307","10.70","22,794","1,601","7.02","17,625","1,992","11.30","9,186","1,714","18.66","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","27,897","2,466","8.84","9,468","986","10.41","11,424","885","7.75","7,005","595","8.49","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","36,794","2,606","7.08","13,098","1,142","8.72","13,390","903","6.74","10,306","561","5.44","0","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","134,924","24,017","17.80","48,492","6,590","13.59","53,901","10,033","18.61","32,531","7,394","22.73","0","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","119,330","14,896","12.48","51,603","3,977","7.71","44,844","5,887","13.13","22,883","5,032","21.99","0","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","34,038","4,109","12.07","11,628","1,154","9.92","13,160","1,523","11.57","9,250","1,432","15.48","0","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","42,278","8,848","20.93","17,492","3,251","18.59","15,973","3,450","21.60","8,813","2,147","24.36","0","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","38,347","6,085","15.87","15,182","1,262","8.31","14,737","3,251","22.06","8,428","1,572","18.65","0","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","19,113","3,704","19.38","7,570","417","5.51","7,139","1,477","20.69","4,404","1,810","41.10","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","218,360","9,649","4.42","106,930","2,628","2.46","70,425","3,700","5.25","41,005","3,321","8.10","0","0","0.00"
