"โรงพยาบาล","รวมทั้งปีงบประมาณ แยกรายกลุ่มอายุ(คน)","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"0-14","15-29","30-44","45-59","60+","รวมทุกกลุ่ม","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง"
"ชาย","หญิง","รวม","ชาย","หญิง","รวม","ชาย","หญิง","รวม","ชาย","หญิง","รวม","ชาย","หญิง","รวม","ชาย","หญิง","รวม","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","1","0","1","6","0","6","8","0","8","10","3","13","48","8","56","73","11","84","15","17","3","3","19","19","6","6","18","18","1","1","21","22","1","1"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","16","10","26","13","36","49","24","36","60","35","66","101","86","162","248","174","310","484","55","55","63","63","50","51","92","93","37","37","65","66","32","32","90","90"
"10752  :  โรงพยาบาลบางบ่อ","18","14","32","33","27","60","59","27","86","81","60","141","183","257","440","374","385","759","110","127","101","110","88","99","103","113","72","78","83","88","104","122","98","104"
"10753  :  โรงพยาบาลบางพลี","4","7","11","17","24","41","26","21","47","29","31","60","70","107","177","146","190","336","21","21","62","65","37","39","39","39","34","36","44","48","54","56","45","46"
"10754  :  โรงพยาบาลบางจาก","11","15","26","26","213","239","24","63","87","39","38","77","111","181","292","211","510","721","40","45","119","125","55","64","131","139","53","57","126","133","63","66","134","141"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","4","5","9","5","54","59","3","12","15","15","30","45","57","67","124","84","168","252","26","30","40","45","16","21","61","68","17","18","21","21","25","26","46","47"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","1","2","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","3","1","4","0","0","0","0","0","0","0","0","0","0","0","0","3","1","4","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","1","1","2","2","0","2","1","1","2","2","6","8","10","11","21","16","19","35","1","1","3","3","5","7","4","4","4","5","8","8","6","6","4","4"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1","1","2","30","25","55","79","60","139","249","180","429","649","759","1,408","1,008","1,025","2,033","311","336","279","293","275","301","288","319","258","279","285","309","164","169","173","179"
"10756  :  โรงพยาบาลบางกรวย","1","0","1","1","4","5","9","8","17","36","16","52","69","83","152","116","111","227","23","25","33","35","27","28","23","24","28","29","20","23","38","41","35","36"
"10757  :  โรงพยาบาลบางใหญ่","4","2","6","5","11","16","17","16","33","28","34","62","91","128","219","145","191","336","38","41","65","69","47","49","49","49","21","22","47","50","39","39","30","32"
"10758  :  โรงพยาบาลบางบัวทอง","1","0","1","10","9","19","16","15","31","50","26","76","112","124","236","189","174","363","43","43","42","45","46","47","42","45","46","48","44","47","54","58","46","49"
"10759  :  โรงพยาบาลไทรน้อย","0","2","2","3","3","6","3","3","6","9","8","17","31","26","57","46","42","88","12","12","11","11","11","12","8","8","10","10","12","12","13","14","11","11"
"10760  :  โรงพยาบาลปากเกร็ด","1","1","2","1","7","8","6","8","14","12","25","37","69","99","168","89","140","229","22","23","49","49","21","25","43","46","23","27","22","22","23","25","26","27"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","3","1","4","57","28","85","89","62","151","59","75","134","72","82","154","280","248","528","67","76","51","55","91","105","68","80","68","77","57","68","54","59","72","87"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","1","1","2","2","9","11","5","4","9","18","22","40","26","36","62","7","7","11","11","7","7","13","13","4","4","6","6","8","8","6","6"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","2","3","5","0","1","1","3","5","8","7","14","21","12","23","35","5","5","9","9","3","3","8","8","1","1","3","3","3","3","3","3"
"10687  :  โรงพยาบาลปทุมธานี","12","6","18","32","85","117","45","71","116","58","80","138","58","96","154","205","338","543","63","65","79","78","43","43","106","109","31","31","58","59","68","68","95","99"
"10761  :  โรงพยาบาลคลองหลวง","3","2","5","6","13","19","8","2","10","14","6","20","21","26","47","52","49","101","7","7","16","16","12","12","12","12","22","25","9","9","11","11","12","13"
"10762  :  โรงพยาบาลธัญบุรี","0","0","0","0","2","2","0","1","1","0","2","2","0","3","3","0","8","8","0","0","2","2","0","0","3","4","0","0","2","2","0","0","1","1"
"10763  :  โรงพยาบาลประชาธิปัตย์","0","0","0","2","7","9","5","3","8","6","13","19","36","30","66","49","53","102","13","15","15","15","14","14","15","15","11","12","12","13","11","11","11","11"
"10764  :  โรงพยาบาลหนองเสือ","0","0","0","0","22","22","3","7","10","3","5","8","11","7","18","17","41","58","3","3","14","14","0","0","13","13","1","1","7","7","13","14","7","9"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","0","0","0","1","1","2","3","1","4","5","2","7","9","7","16","18","11","29","2","2","3","3","1","1","1","1","7","7","3","3","8","9","4","4"
"10766  :  โรงพยาบาลลำลูกกา","2","8","10","4","9","13","7","24","31","36","38","74","88","112","200","137","191","328","17","19","48","40","38","37","37","36","45","42","49","46","37","42","57","50"
"10767  :  โรงพยาบาลสามโคก","7","8","15","5","32","37","13","11","24","18","14","32","20","29","49","63","94","157","15","15","26","23","12","12","24","24","20","20","20","22","16","16","24","24"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","1","0","1","34","7","41","32","9","41","15","1","16","3","0","3","85","17","102","35","35","7","7","20","20","6","6","14","14","4","4","16","16","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","16","11","27","74","84","158","145","154","299","298","274","572","696","833","1,529","1,229","1,356","2,585","377","404","395","436","277","293","345","373","261","275","274","291","314","346","342","368"
"10688  :  โรงพยาบาลเสนา","7","1","8","28","39","67","42","46","88","81","76","157","267","221","488","425","383","808","101","111","76","78","148","115","117","92","87","79","90","89","89","95","100","105"
"10768  :  โรงพยาบาลท่าเรือ","1","1","2","2","3","5","5","7","12","14","15","29","56","65","121","78","91","169","26","28","25","26","21","21","19","20","15","17","21","24","16","17","26","27"
