"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จ่ายยาสมุนไพรทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC"
"ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","15,633","21,009","7,322","8,671","3,374","4,301","662","745","4,814","6,407","2,760","3,271","2,896","4,189","1,496","1,807","4,549","6,112","2,404","2,848"
"10752  :  โรงพยาบาลบางบ่อ","14,892","18,054","7,657","8,904","5,402","6,502","2,816","3,336","3,718","4,308","1,887","2,115","2,285","2,682","1,192","1,334","3,487","4,562","1,762","2,119"
"10753  :  โรงพยาบาลบางพลี","14,283","18,111","6,010","7,752","3,643","4,784","1,708","2,239","4,211","5,676","1,875","2,567","2,846","3,466","1,028","1,268","3,583","4,185","1,399","1,678"
"10754  :  โรงพยาบาลบางจาก","6,867","8,077","4,817","5,581","1,545","1,721","1,063","1,146","1,881","2,136","1,402","1,544","1,360","1,745","965","1,254","2,081","2,475","1,387","1,637"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,446","3,793","2,631","2,798","979","1,079","732","780","804","888","604","646","704","773","551","585","959","1,053","744","787"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","21","21","1","1","6","6","0","0","9","9","0","0","1","1","1","1","5","5","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","1,244","1,467","1,102","1,296","310","324","278","288","323","348","276","295","225","246","206","224","386","549","342","489"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","14,891","30,956","1,953","2,020","3,766","7,798","520","541","3,780","7,767","539","551","3,410","7,190","399","414","3,935","8,201","495","514"
"10757  :  โรงพยาบาลบางใหญ่","6,198","6,683","3,754","4,037","1,529","1,586","743","761","1,289","1,335","789","814","1,012","1,080","627","669","2,368","2,682","1,595","1,793"
"10758  :  โรงพยาบาลบางบัวทอง","10,090","11,186","7,260","7,883","2,752","3,053","1,936","2,094","2,931","3,246","2,106","2,298","2,011","2,245","1,458","1,591","2,396","2,642","1,760","1,900"
"10759  :  โรงพยาบาลไทรน้อย","2,077","2,115","1,145","1,150","475","481","279","279","406","411","233","234","459","470","255","257","737","753","378","380"
"10760  :  โรงพยาบาลปากเกร็ด","5,976","6,092","2,446","2,496","1,606","1,632","668","681","1,617","1,646","662","677","1,057","1,090","430","445","1,696","1,724","686","693"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","8,255","9,010","1,114","1,199","2,139","2,331","288","307","2,659","2,913","358","388","1,579","1,717","227","243","1,878","2,049","241","261"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","652","700","11","11","1","1","0","0","190","201","3","3","202","224","3","3","259","274","5","5"
"10687  :  โรงพยาบาลปทุมธานี","14,322","19,090","6,217","8,401","3,661","5,182","1,627","2,334","3,931","5,341","1,788","2,425","2,650","3,496","1,213","1,621","4,080","5,071","1,589","2,021"
"10761  :  โรงพยาบาลคลองหลวง","6,992","8,705","5,588","6,963","2,070","2,577","1,668","2,078","2,130","2,748","1,706","2,200","1,358","1,678","1,112","1,375","1,434","1,702","1,102","1,310"
"10762  :  โรงพยาบาลธัญบุรี","1,457","1,514","798","835","418","434","172","179","337","341","197","199","215","228","144","154","487","511","285","303"
"10763  :  โรงพยาบาลประชาธิปัตย์","3,699","4,228","2,186","2,529","1,110","1,254","466","531","1,212","1,387","827","969","590","670","387","444","787","917","506","585"
"10764  :  โรงพยาบาลหนองเสือ","381","446","227","252","84","100","46","50","82","92","42","43","150","164","104","108","65","90","35","51"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,823","3,145","1,446","1,579","841","944","428","479","945","1,052","487","531","420","466","213","226","617","683","318","343"
"10766  :  โรงพยาบาลลำลูกกา","4,748","4,918","2,468","2,546","1,094","1,133","540","556","1,187","1,245","608","631","875","906","436","454","1,592","1,634","884","905"
"10767  :  โรงพยาบาลสามโคก","1,474","1,787","1,038","1,224","269","293","179","193","295","311","224","232","274","302","202","210","636","881","433","589"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","14,378","16,407","7,071","7,891","3,826","4,436","1,851","2,100","4,279","5,041","2,096","2,392","2,794","3,066","1,503","1,627","3,479","3,864","1,621","1,772"
"10768  :  โรงพยาบาลท่าเรือ","5,782","6,391","3,133","3,403","1,598","1,763","843","920","1,542","1,708","789","868","1,174","1,303","658","715","1,468","1,617","843","900"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","6,507","7,548","4,659","5,440","1,755","2,006","1,236","1,420","1,866","2,195","1,304","1,541","1,402","1,641","1,053","1,241","1,484","1,706","1,066","1,238"
"10770  :  โรงพยาบาลบางไทร","2,749","3,142","1,355","1,480","704","758","341","355","811","920","390","424","469","540","264","291","765","924","360","410"
"10771  :  โรงพยาบาลบางบาล","1,513","1,571","1,000","1,017","506","531","327","333","379","394","238","244","290","301","204","207","338","345","231","233"
"10772  :  โรงพยาบาลบางปะอิน","2,507","2,725","1,140","1,235","662","694","301","318","724","782","334","359","376","396","165","175","745","853","340","383"
"10773  :  โรงพยาบาลบางปะหัน","4,634","5,189","2,699","2,939","1,217","1,337","678","720","1,149","1,272","686","741","862","982","560","623","1,406","1,598","775","855"
"10774  :  โรงพยาบาลผักไห่","7,491","7,936","5,487","5,773","1,837","1,957","1,348","1,418","2,017","2,145","1,470","1,562","1,664","1,768","1,246","1,313","1,973","2,066","1,423","1,480"
"10775  :  โรงพยาบาลภาชี","2,504","2,684","1,430","1,534","755","805","361","386","614","662","353","380","484","515","320","339","651","702","396","429"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,980","2,444","1,167","1,342","508","654","297","341","462","557","264","294","436","572","273","334","574","661","333","373"
"10777  :  โรงพยาบาลวังน้อย","4,585","5,135","3,145","3,444","1,298","1,435","881","956","1,463","1,652","998","1,103","857","961","599","656","967","1,087","667","729"
"10778  :  โรงพยาบาลบางซ้าย","2,625","3,804","1,477","1,724","554","857","316","365","641","835","420","510","555","745","332","373","875","1,367","409","476"
"10779  :  โรงพยาบาลอุทัย","7,640","8,851","2,828","3,159","1,829","2,210","696","782","1,863","2,297","713","846","1,472","1,617","587","644","2,476","2,727","832","887"
"10780  :  โรงพยาบาลมหาราช","4,180","4,953","1,958","2,210","1,266","1,555","595","705","1,161","1,398","504","572","723","830","385","421","1,030","1,170","474","512"
"10781  :  โรงพยาบาลบ้านแพรก","3,076","3,806","1,488","1,814","826","975","392","463","923","1,178","448","571","566","677","292","341","761","976","356","439"
"10689  :  โรงพยาบาลอ่างทอง","1,074","1,156","453","479","308","326","129","136","362","393","167","178","133","144","53","56","271","293","104","109"
"10782  :  โรงพยาบาลไชโย","2,148","3,217","1,524","2,335","483","794","307","527","646","1,150","450","822","558","786","447","655","461","487","320","331"
"10784  :  โรงพยาบาลป่าโมก","3,003","3,191","1,683","1,768","1,042","1,142","547","586","756","786","405","410","419","428","251","253","786","835","480","519"
"10785  :  โรงพยาบาลโพธิ์ทอง","4,712","5,269","2,887","3,203","1,324","1,474","834","919","1,519","1,711","954","1,069","754","824","437","474","1,115","1,260","662","741"
"10786  :  โรงพยาบาลแสวงหา","5,893","6,937","4,599","5,331","1,520","1,888","1,165","1,415","1,633","1,973","1,269","1,510","1,251","1,411","988","1,101","1,489","1,665","1,177","1,305"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","22,944","29,273","9,494","9,956","5,152","6,416","2,277","2,385","7,933","10,027","3,198","3,328","4,616","5,998","1,819","1,921","5,243","6,832","2,200","2,322"
"10788  :  โรงพยาบาลสามโก้","2,984","4,709","1,174","1,524","763","1,239","265","390","707","1,038","247","292","674","998","276","297","840","1,434","386","545"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","19,843","23,912","7,790","8,886","5,774","6,867","2,264","2,554","5,554","6,746","2,056","2,359","3,492","4,268","1,378","1,597","5,023","6,031","2,092","2,376"
"10691  :  โรงพยาบาลบ้านหมี่","3,484","3,908","1,799","1,987","885","993","516","576","882","999","446","488","584","664","316","354","1,133","1,252","521","569"
"10789  :  โรงพยาบาลพัฒนานิคม","8,531","9,527","4,837","5,337","2,596","2,880","1,574","1,725","2,533","2,870","1,473","1,652","1,443","1,575","874","937","1,959","2,202","916","1,023"
"10790  :  โรงพยาบาลโคกสำโรง","8,357","9,378","5,664","6,274","2,194","2,450","1,484","1,636","2,499","2,960","1,576","1,825","1,608","1,745","1,151","1,255","2,056","2,223","1,453","1,558"
"10791  :  โรงพยาบาลชัยบาดาล","8,083","8,656","5,394","5,726","1,996","2,096","1,339","1,407","2,337","2,474","1,513","1,591","1,570","1,665","1,079","1,128","2,180","2,421","1,463","1,600"
"10792  :  โรงพยาบาลท่าวุ้ง","5,170","6,083","3,072","3,370","1,389","1,614","869","970","1,545","1,828","928","1,030","906","1,064","538","573","1,330","1,577","737","797"
"10793  :  โรงพยาบาลท่าหลวง","4,021","5,274","3,030","4,001","849","1,043","635","786","854","1,088","622","779","997","1,283","790","1,028","1,321","1,860","983","1,408"
"10794  :  โรงพยาบาลสระโบสถ์","2,169","2,369","1,350","1,484","557","612","327","364","553","597","361","393","512","567","333","366","547","593","329","361"
"10795  :  โรงพยาบาลโคกเจริญ","2,974","3,441","2,215","2,474","965","1,169","709","819","766","875","531","592","545","618","427","474","698","779","548","589"
"10796  :  โรงพยาบาลลำสนธิ","2,376","2,925","1,802","2,193","558","685","427","518","589","764","438","571","401","477","313","372","828","999","624","732"
"10797  :  โรงพยาบาลหนองม่วง","2,269","2,400","1,575","1,664","741","789","519","555","562","586","385","403","349","374","238","256","617","651","433","450"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","11,638","21,687","3,672","7,828","3,208","5,711","998","2,025","3,333","5,553","1,089","2,133","2,224","4,276","718","1,557","2,873","6,147","867","2,113"
"10693  :  โรงพยาบาลอินทร์บุรี","2,014","2,186","733","777","618","663","207","218","533","564","209","216","326","354","126","134","537","605","191","209"
"10798  :  โรงพยาบาลบางระจัน","3,082","3,424","2,252","2,467","901","1,003","660","724","987","1,122","713","797","600","659","451","491","594","640","428","455"
