"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","2,001","1,532","4,134","76,230.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร, ยาน้ำ","1,903","1,492","3,232","43,263.25"
"มะแว้ง, ยาแคปซูล","1,804","1,367","5,991","27,655.95"
"เหลืองปิดสมุทร, ยาแคปซูล","1,709","1,272","26,886","107,238.07"
"หญ้าดอกขาว, ยาชง","1,695","1,306","22,384","265,127.58"
"แคปซูลเถาวัลย์เปรียง ตราเคเอ็มพี, ยาแคปซูล","1,684","974","43,945","667,406.78"
"เพชรสังฆาต, ยาแคปซูล","1,639","1,260","85,677","458,998.31"
"แก้ไอมะแว้งไล้ท์ ตราไอยรา, ยาน้ำ","1,596","1,265","3,814","72,466.72"
"หญ้าหนวดแมว, ยาชง","1,565","1,230","15,313","215,161.60"
"หอมเทพจิตร, ยาแคปซูล","1,507","793","16,004","100,892.64"
"ไพลจีซาล , ครีม","1,433","957","1,823","92,997.84"
"ซินโนวอล, ยาน้ำ","1,328","956","2,913","62,347.30"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","1,299","755","1,428","94,751.00"
"สหัศธารา, ยาแคปซูล","1,256","927","32,627","881,739.11"
"รางจืด, ยาชง","1,216","905","22,045","120,610.48"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม / ขี้ผึ้งไพล, ขี้ผึ้ง","1,146","811","1,559","59,134.30"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","1,136","930","2,492","36,777.50"
"มหาหิงคุ์, ยาน้ำ","1,091","995","1,272","23,858.10"
"พริก, เจล","1,019","682","1,604","64,144.50"
"แก้ไอมะแว้งตราเคเอ็มพี , ยาน้ำ","998","740","2,019","22,955.25"
"ตรีผลา / พิกัดตรีผลา , ยาแคปซูล","934","791","34,730","65,351.65"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","911","761","1,542","48,640.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","893","712","37,272","5,330,614.11"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","868","596","1,072","32,652.00"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","857","574","4,397","89,920.00"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","820","524","4,401","105,183.00"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","812","640","10,918","36,981.44"
"ธาตุบรรจบ , ยาผง","811","660","12,307","81,709.39"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","797","463","13,454","22,671.00"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","789","455","18,472","30,489.38"
"ว่านหางจระเข้, เจล","756","463","2,150","1,161,985.95"
"หอมนวโกฐ, ยาผง","754","594","10,756","47,541.83"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","753","551","19,680","28,774.52"
"จันทน์ลีลา, ยาแคปซูล","742","609","16,313","54,831.55"
"กล้วย, ยาผง","707","568","18,039","45,793.75"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","686","502","914","25,699.00"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","660","430","5,927","142,165.50"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","631","443","1,099","65,889.50"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","622","320","261","31,320.00"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","598","486","28,802","1,731,231.65"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","550","468","1,505","24,992.00"
"แอนดิแลค, ยาแคปซูล","533","273","17,280","25,920.00"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 1, ยาลูกกลอน","533","389","11,787","18,866.75"
"มะระขี้นก, ยาแคปซูล","528","450","17,649","1,001,488.80"
"เซ็นนาฮอฟ, ยาแคปซูล","512","390","10,955","16,432.50"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","503","386","828","11,301.50"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","494","410","865","40,619.36"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","453","313","32,036","58,111.00"
"แก้ไอมะแว้ง , ยาลูกกลอน","447","341","2,848","10,121,389.61"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","431","328","2,754","108,801.00"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","423","338","879","11,057.00"
"ชุมเห็ดเทศ, ยาผง","422","323","9,075","20,644.00"
"อมผสมมะแว้ง, ยาเม็ด","381","222","-29,873","432,259,505.60"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","373","217","530","16,845.50"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","363","268","17,270","29,637.52"
"สเปรย์ตะไคร้หอม, ยาน้ำ","362","288","467","29,317.50"
"ปราบชมพูทวีป, ยาลูกกลอน","349","263","6,893","12,710.00"
"ไฟประลัยกัลป์, ยาผง","326","256","7,003","42,581.00"
"ประสะน้ำนม 1, ยาเม็ด","315","175","13,976","25,887.54"
"ธรณีสันฑะฆาต, ยาแคปซูล","315","277","5,043","11,182.00"
"หลังคลอด, ยาต้ม","310","186","335","16,265.00"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","294","219","494","22,706.00"
"บำรุงน้ำนม, ยาต้ม","280","261","1,522","12,275.00"
"อำมฤควาที, ยาผง","276","207","5,211","16,535.81"
"บำรุงน้ำนม (รพ.ขุนหาญ), ยาต้ม","270","121","353","10,590.00"
"อมมะขามป้อม, ยาเม็ด","267","242","1,490","49,915.00"
"เขียวหอม, ยาผง","247","203","8,169","26,479.10"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","236","183","7,995","8,745.00"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","232","180","443","4,430.50"
"กระตุ้นน้ำนม, ยาต้ม","228","64","238","7,140.00"
"บัวบก, ครีม","221","129","2,184","24,728.35"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","221","171","456","7,170.00"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","220","177","366","6,968.50"
"อมรสบ๊วย, ยาลูกกลอน","210","165","2,105","19,106.50"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","205","166","12,870","29,514.50"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","202","164","5,548","86,193.19"
"ครีมกะเม็ง, ครีม","201","157","441","26,577.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","187","160","250","19,117.75"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","185","131","263","58,595.00"
"ตรีธาตุ, ยาแคปซูล","185","160","3,003","17,136.10"
"บำรุงโลหิต, ยาแคปซูล","179","147","5,099","37,759.20"
"แก้ไอมะขามป้อมสูตร 2, ยาลูกกลอน","170","128","400","13,448.50"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","169","142","242","11,705.50"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","161","118","211","5,942.00"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาผง","160","130","3,626","253,750.75"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","160","138","2,133","3,199.50"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","150","63","228","2,267.00"
"แก้ไอผสมกานพลู, ยาลูกกลอน","143","109","205","5,728.00"
"เลือดงาม, ยาแคปซูล","133","73","6,499","14,089.00"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","125","103","1,620","11,553.75"
"สหัสธารา, ยาแคปซูล","121","62","9,847","14,544.60"
"บอระเพ็ด, ยาแคปซูล","117","101","2,912","4,282.90"
"ห้าราก/แก้ไข้ห้าราก/แก้วห้าดวง/เบญจโลกวิเชียร, ยาแคปซูล","114","80","2,385","3,583.50"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาลูกกลอน","104","67","6,543","9,917.80"
"หอมบำรุงหัวใจ, ยาผง","98","83","157","4,326.00"
"สมุนไพรอบตัว, ยาต้ม","97","66","171","10,271.00"
"แคปซูลอบเชย ตราธงทอง, ยาแคปซูล","88","55","227","7,037.00"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","81","66","1,840","8,448.30"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","77","43","2,383","3,574.50"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","76","52","94","3,776.00"
"ยาถ่าย, ยาเม็ด","75","67","1,545","1,545.00"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","74","38","3,794","194,882.50"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","72","57","1,190","2,648.50"
"หอมอินทจักร, ยาผง","66","46","3,026","4,343.38"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","66","29","1,379","6,036.18"
"ประสะน้ำนม ตราห้วยเฮิร์บ, ยาแคปซูล","63","44","2,282","3,230.84"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","63","25","46","2,760.00"
"กระเจี๊ยบแดง, ยาชง","60","36","153","5,447.25"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","59","53","2,616","5,219.00"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","59","40","2,461","5,940.50"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","57","42","66","7,428.50"
"เฮโมลอน 3, ยาแคปซูล","55","42","2,427","3,640.50"
"ธรณีสัณฑะฆาต, ยาแคปซูล","55","42","697","1,212.50"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","50","27","2,427","5,133.25"
"อบหลังคลอด  หมอยาไทย, ยาผง","47","39","66","2,714.00"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","47","42","105","1,470.00"
"อภัยสาลี, ยาลูกกลอน","46","40","2,110","3,339.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","46","39","87","1,305.00"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","45","40","2,240","3,877.50"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","44","36","877","32,762.00"
"ไฟห้ากอง , ยาแคปซูล","44","30","1,106","3,040.00"
"ผสมรางจืด หมอยาไทย, ยาผง","42","31","598","6,995.50"
"อมฟ้าทะลายโจร, ยาลูกกลอน","36","29","63","651.20"
"ครีมไพล, ครีม","34","25","80","4,000.00"
"บำรุงเลือด, ยาต้ม","33","32","1,946","2,529.80"
"เฮโมลอน, ยาแคปซูล","33","29","1,180","1,656.00"
"พอนส์ทั่ม, ยาแคปซูล","32","20","810","1,215.00"
"หอมทิพโอสถ, ยาผง","32","25","35","1,446.60"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","32","25","87","5,628.50"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","31","18","40","1,800.00"
"สเปรย์รางจืด, ยาน้ำ","30","3","3","600.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","28","22","52","3,822.00"
"แก้ไอมะนาว, ยาน้ำ","28","24","49","1,270.00"
"ทับทิมไทย, ยาแคปซูล","27","22","37","536.50"
"ตำรับโลดทะนงแดง  , ยาผง","26","21","39","3,036.00"
"หลังคลอด (รพ.เอราวัณ), ยาต้ม","25","19","33","1,320.00"
"อาบสมุนไพร, ยาต้ม","25","23","27","1,755.00"
"น้ำนมราชสีห์, ยาต้ม","23","20","25","1,400.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","21","16","27","1,053.00"
"แคปซูลบอระเพ็ด, ยาแคปซูล","21","12","331","496.50"
"สเปรย์หญ้าดอกขาว, ยาน้ำ","21","14","20","2,000.00"
"หม่องน้ำ, ยาน้ำ","20","12","20","506.00"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","20","1","679","1,018.50"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร ชนิดแคปซูล, ยาแคปซูล","20","14","600","2,250.00"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","19","17","487","851.75"
"บำรุงน้ำนม (รพ.พนา), ยาชง","19","14","59","1,770.00"
"ประสะน้ำนม (รพ.หนองสองห้อง), ยาต้ม","18","12","76","4,560.00"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","18","13","36","234.00"
"กษัยเส้น, ยาลูกกลอน","18","12","467","690.62"
"มังคุด/เปลือกมังคุด, ยาน้ำ","18","9","19","869.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๑, ยาแคปซูล","18","16","1,034","1,544.00"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","17","14","23","870.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","17","15","44","341.00"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","17","17","1,718","2,577.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","17","13","247","3,835.00"
"แคปซูลผสมรางจืด, ยาแคปซูล","16","14","1,316","1,974.00"
"แก้ลมอัมพฤกษ์ , ยาผง","16","8","55","2,111.00"
"ประคบใบหน้า/เต้านม, ยาประคบ","15","14","15","675.00"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","15","8","23","507.00"
"ยาอมบ้วนปากอดบุหรี่ ตราห้วยเฮิร์บ, ยาน้ำ","15","8","36","1,515.00"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","14","2","21","2,073.00"
"กระเทียม, ยาแคปซูล","13","7","379","829.50"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","13","6","13","195.00"
"หญ้าลูกใต้ใบ, ยาแคปซูล","13","9","608","965.00"
"คำฝอย, ยาชง","13","11","22","910.00"
"แคปซูลอบเชย, ยาแคปซูล","12","7","423","989.82"
"พอกเข่าสมุนไพร, ยาพอก","11","5","14","1,400.00"
"อมผสมมะแว้งรสบ๊วย ตราไอยรา, ยาเม็ด","11","6","58","870.00"
"พิมเสนน้ำ, ยาน้ำ","11","5","11","389.00"
"ยาถ่าย (รพ.ประโคนชัย), ยาแคปซูล","11","9","142","284.00"
"กันยุงตะไคร้หอม, ยาน้ำ","10","9","12","852.00"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","10","8","560","774.00"
"อโรติกา รัปโลชั่น, โลชั่น","10","0","16","1,352.00"
"เจนิสต้า, ยาแคปซูล","10","4","326","556.50"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","10","4","11","605.00"
"หม่องผสมไพล ตราวังหลัง, ขี้ผึ้ง","9","4","24","1,203.00"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","9","3","2","146.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","9","5","26","910.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","9","8","312","409.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","9","8","11","436.00"
"บรรเทาริดสีดวงทวาร (รพ.พล), ยาแคปซูล","8","3","774","1,161.00"
"ตำรับเบาหวาน, ยาแคปซูล","8","4","183","505.50"
"กานพลู, อื่นๆ","8","6","18","234.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","8","7","17","892.50"
"พญายอครีม   , ครีม","7","6","60","3,240.00"
"หญ้าปักกิ่ง, ยาแคปซูล","7","2","187","750.10"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","7","4","14","1,077.00"
"ลม 108 จำพวก , ยาผง","7","4","11","395.00"
"หม่องไพล, ขี้ผึ้ง","7","6","7","175.00"
"จิตรารมณ์, ยาแคปซูล","7","3","280","560.00"
"เบญจอำมฤตย์ , ยาแคปซูล","7","4","176","892.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๒, ยาแคปซูล","7","5","84","126.00"
"ริดสีดวงทวารแคปซูล สูตร 2, ยาแคปซูล","7","7","576","864.00"
"ผสมเพชรสังฆาตสูตรตำรับที่ 1, ยาแคปซูล","6","2","267","400.50"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","6","5","9","140.00"
"คลายเส้น (รพ.ตระการพืชผล), ยาแคปซูล","6","5","96","2,133.00"
"มันทธาตุ, ยาแคปซูล","6","5","194","466.00"
"แคปซูลหญ้าปักกิ่ง ตราธงทอง, ยาแคปซูล","6","4","406","1,412.88"
"หม่องขมิ้นชัน, ขี้ผึ้ง","6","5","6","150.00"
"ตำรับตะแบกป่า , ยาต้ม","6","6","19","28.50"
"แผลไฟไหม้น้ำร้อนลวก, เจล","5","5","7","239.00"
"ตะไคร้, ยาชง","5","1","5","158.00"
"แก้เจ็บคอ , อื่นๆ","5","4","12","912.00"
"ฝาง, ยาต้ม","5","1","8","229.00"
"ตำรับโคคลาน, ยาต้ม","5","4","11","1,650.00"
"แก้ปวดเมื่อย, ยาต้ม","5","4","5","120.00"
"วัฒนะ, ยาแคปซูล","5","5","116","110.20"
"อมยูอีคอฟ , ยาเม็ด","5","5","9","19.75"
"บรรเทาริดสีดวงทวาร , ยาเม็ด","5","4","369","553.50"
"ธาตุผสมอบเชย, ยาน้ำ","4","4","9","334.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","4","4","6","231.00"
"กล่อมนางนอน, ยาแคปซูล","4","4","130","260.00"
"โลชั่นตะไคร้หอม, ครีม","4","4","10","600.00"
"แก้คัน, ยาน้ำแขวนตะกอน","4","2","2","240.00"
"ทาพระเส้น, ครีม","4","3","3","100.00"
"ประสะน้ำนม, ยาต้ม","4","1","7","350.00"
"แก้ไอกานพลู , ยาลูกกลอน","4","4","6","108.00"
"บำรุงน้ำนม สูตรอภัยภูเบศร, ยาต้ม","4","0","4","400.00"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","4","4","4","48.00"
"ประสะกะเพรา, ยาผง","3","2","17","29.36"
"ประสะน้ำนม (รพ.ชำนิ), ยาต้ม","3","3","3","300.00"
"แก้ท้องเสียเบอร์ 6, ยาเม็ด","3","3","100","150.00"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","3","2","5","165.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","3","3","80","72.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","3","2","88","398.00"
"วาโย 6, ยาแคปซูล","3","3","30","60.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","3","3","137","34.50"
"ประสะจันทน์แดง , ยาแคปซูล","3","1","96","148.00"
"โมกหลวง, ยาแคปซูล","3","3","7","10.50"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","3","3","4","219.00"
"ทับหม้อเกลือ, ยาประคบ","3","0","7","322.00"
"แฮงคนชาย, ยาแคปซูล","3","0","2","300.00"
"ยาดมสมุนไพร, ยาดม","2","2","3","138.00"
"ผสมรางจืด, ยาชง","2","0","8","80.00"
"เสลดพังพอนคาลาไมน์, โลชั่น","2","2","3","75.00"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","2","0","2","70.00"
"อมหญ้าดอกขาว, ยาลูกกลอน","2","2","3","75.00"
"ยาทาสะเก็ดเงิน, ขี้ผึ้ง","2","2","4","240.00"
"แก้ไอมะขาม , ยาน้ำ","2","2","2","60.00"
"ดีบัว, ยาแคปซูล","2","0","0","0.00"
"มหาหิงคุ์ศิริบัญชา ชนิดน้ำ, ยาน้ำ","2","2","2","22.00"
"สามว่าน, ยาต้ม","2","2","2","90.00"
"พอกเข่า, ยาพอก","2","2","2","120.00"
"เตโชสมุฏฐาน, ยาต้ม","2","2","4","688.00"
"แก้น้ำนมพิการสูตร 2, ยาต้ม","2","1","4","120.00"
"แป๊ะก๊วย, ยาแคปซูล","2","0","2","230.00"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","2","2","2","70.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสกานพลู, ยาเม็ด","2","1","3","75.00"
"หม่องสมุนไพร, ขี้ผึ้ง","2","1","3","75.00"
"ชงกระเจี๊ยบ, ยาชง","2","0","12","660.00"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","2","2","6","222.00"
"คลายกล้ามเนื้อ, ยาต้ม","2","2","2","100.00"
"แคปซิลเจล , เจล","2","2","2","110.00"
"ว่านชักมดลูก, ยาแคปซูล","2","0","100","150.00"
"ยอ, ยาแคปซูล","1","1","6","7.20"
"หอมสินธร, ยาผง","1","1","1","50.00"
"บำรุงเลือด (รพ.กาบเชิง), ยาต้ม","1","1","1","60.00"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","1","0","30","30.00"
"สามสิบ, ยาแคปซูล","1","1","2","200.00"
"โคคลาน, ยาแคปซูล","1","0","50","85.00"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","1","0","3","4.50"
"แก้ปวดเมื่อย สูตรอภัยภูเบศร, ยาต้ม","1","0","0","0.00"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม/ขี้ผึ้งไพล, ขี้ผึ้ง","1","1","1","20.00"
"บำรุงโลหิตสำหรับสตรี, ยาแคปซูล","1","1","2","354.00"
"กำจัดเหา, ยาน้ำแขวนตะกอน","1","1","1","20.00"
"แคปซูลผสมมะรุม, ยาแคปซูล","1","0","1","1,430.00"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","1","1","18","9.00"
"เถาเอ็นอ่อน, ยาแคปซูล","1","1","10","20.00"
"ลูกใต้ใบ เครื่องหมายการค้าดอกว่าน, ยาเม็ด","1","1","66","99.00"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","1","1","59","64.90"
"หม่องพริกไพล, ขี้ผึ้ง","1","1","1","35.00"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","1","1","0","0.00"
"หลังคลอด (รพ.สูงเนิน), ยาต้ม","1","1","1","70.00"
"มธุรเมหะ (รพ.กาบเชิง), ยาต้ม","1","1","2","60.00"
"ยาพอกดูดพิษ, ยาพอก","1","1","4","268.00"
"ระย่อมลมสูง, ยาแคปซูล","1","0","0","0.00"
"บำรุงเลือด (รพ.บ้านนา), ยาแคปซูล","1","1","3","375.00"
"ทับทิม, ยาชง","1","1","1","7.00"
"พรายเลือดพรายลม, ยาต้ม","1","0","1","50.00"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","0","0","0","0.00"
"แก้พัทธะปิตตะ , ยาต้ม","0","0","0","0.00"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","0","0","0","0.00"
"แก้ประจำเดือนจะหมด, ยาแคปซูล","0","0","0","0.00"
"บำรุงสมองกลีบบัวแดง, ยาแคปซูล","0","0","0","0.00"
"ส้มแขก, ยาแคปซูล","0","0","0","0.00"
"กระชายดำ, ยาแคปซูล","0","0","0","0.00"
"ผสมถั่วเหลือง, ยาแคปซูล","0","0","0","0.00"
"ประสะน้ำนม 2, ยาเม็ด","0","0","0","0.00"
"แก้ยกนังพิการสูตร 1 , ยาลูกกลอน","0","0","0","0.00"
"ยาหอม  , ยาผง","0","0","0","0.00"
"เบอร์นีเจล, ครีม","0","0","0","0.00"
"ขี้เหล็ก, ยาแคปซูล","0","0","0","0.00"
