"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จ่ายยาสมุนไพรทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC"
"ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11537  :  โรงพยาบาลกลาง","176","182","0","0","38","41","0","0","114","117","0","0","24","24","0","0","0","0","0","0"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11539  :  โรงพยาบาลตากสิน","142","177","0","0","94","114","0","0","48","63","0","0","0","0","0","0","0","0","0","0"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","79","110","0","0","46","66","0","0","33","44","0","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","179","181","43","44","133","135","23","24","44","44","19","19","2","2","1","1","0","0","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","194","195","155","156","70","70","56","56","110","111","89","90","14","14","10","10","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","4","4","0","0","2","2","0","0","1","1","0","0","1","1","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","1,779","2,131","1,106","1,307","300","344","195","218","1,066","1,279","641","759","413","508","270","330","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","2,189","2,585","1,472","1,783","360","453","282","354","1,641","1,882","1,064","1,260","188","250","126","169","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","2,014","3,082","748","847","343","356","177","186","1,671","2,726","571","661","0","0","0","0","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","560","665","441","531","179","239","144","200","300","336","239","267","81","90","58","64","0","0","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","632","1,064","210","282","68","93","64","87","390","692","92","127","174","279","54","68","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","4","4","1","1","0","0","0","0","3","3","0","0","1","1","1","1","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","221","276","32","36","63","78","17","19","100","121","8","9","58","77","7","8","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1,516","1,844","1,154","1,417","689","831","509","614","670","788","519","616","157","225","126","187","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,146","1,216","317","328","32","34","23","24","880","925","211","216","234","257","83","88","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","985","1,024","741","765","246","254","208","215","549","575","399","413","190","195","134","137","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","1,002","1,076","402","454","88","95","65","71","587","625","245","271","327","356","92","112","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","434","480","140","158","87","93","25","26","191","211","59","68","156","176","56","64","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","1,290","1,455","934","1,037","55","62","40","45","925","1,075","677","771","310","318","217","221","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","559","593","301","321","172","184","93","100","268","283","136","146","119","126","72","75","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","947","971","333","337","30","31","12","12","793","814","268","272","124","126","53","53","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","346","349","176","176","16","17","10","10","79","79","20","20","251","253","146","146","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","3,501","3,675","1,759","1,825","252","258","66","68","2,407","2,516","1,131","1,174","842","901","562","583","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","118","123","86","89","30","31","25","26","61","63","42","43","27","29","19","20","0","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","264","264","165","165","35","35","25","25","119","119","82","82","110","110","58","58","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,990","2,772","633","899","103","133","69","89","1,676","2,418","476","720","211","221","88","90","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","355","390","109","115","124","133","86","92","171","195","12","12","60","62","11","11","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","256","268","133","139","105","108","61","62","121","130","56","61","30","30","16","16","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","92","96","75","79","32","32","30","30","42","44","28","30","18","20","17","19","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","2,399","3,340","1,336","1,800","39","43","34","38","1,779","2,681","927","1,363","581","616","375","399","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","105","142","1","1","5","5","1","1","78","105","0","0","22","32","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,785","2,208","1,062","1,310","674","829","491","609","741","911","525","648","370","468","46","53","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","665","830","449","582","268","361","194","273","234","297","161","210","163","172","94","99","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","270","273","120","122","57","57","39","39","146","148","63","65","67","68","18","18","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","3,892","3,942","2,404","2,437","306","310","161","164","2,137","2,159","1,269","1,283","1,449","1,473","974","990","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","185","196","96","102","46","48","31","32","81","87","46","49","58","61","19","21","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","524","533","316","322","42","47","31","35","368","371","224","226","114","115","61","61","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,456","1,708","722","888","496","542","226","257","602","708","299","368","358","458","197","263","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","492","506","266","277","120","123","74","76","319","327","150","157","53","56","42","44","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","641","1,278","355","653","121","158","97","123","520","1,120","258","530","0","0","0","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","542","638","310","365","99","122","54","62","311","340","170","187","132","176","86","116","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,062","1,246","489","581","138","146","95","101","753","919","336","414","171","181","58","66","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","165","176","139","148","78","85","68","74","68","70","59","61","19","21","12","13","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","190","203","115","122","50","52","35","36","133","144","75","81","7","7","5","5","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","1,092","1,190","218","249","62","68","42","45","410","448","104","118","620","674","72","86","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","117","135","55","60","37","40","28","30","65","74","27","30","15","21","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","305","335","134","149","62","68","39","42","114","119","50","52","129","148","45","55","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","72","133","55","101","0","0","0","0","9","17","7","13","63","116","48","88","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","106","106","52","52","13","13","11","11","24","24","12","12","69","69","29","29","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","455","462","195","196","12","12","8","8","321","327","142","143","122","123","45","45","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","230","239","155","161","56","57","44","44","130","134","83","86","44","48","28","31","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","518","541","352","368","62","68","44","48","220","230","145","152","236","243","163","168","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,799","1,917","1,321","1,407","186","238","152","196","982","1,033","714","746","631","646","455","465","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","31","33","23","25","13","14","12","13","9","10","4","5","9","9","7","7","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,539","1,806","932","1,092","307","449","188","277","1,108","1,221","669","734","124","136","75","81","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","265","287","157","168","109","115","81","87","96","105","43","44","60","67","33","37","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","379","404","261","277","123","131","98","106","162","174","106","110","94","99","57","61","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","1,000","1,346","582","842","199","306","160","252","509","706","253","394","292","334","169","196","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","864","945","257","275","83","86","28","30","761","839","214","230","20","20","15","15","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","175","183","107","114","38","38","35","35","94","102","48","55","43","43","24","24","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","113","134","66","83","36","54","30","46","69","72","32","33","8","8","4","4","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","455","473","256","267","136","143","121","128","168","174","97","100","151","156","38","39","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","231","242","177","184","39","40","36","37","71","80","54","60","121","122","87","87","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","105","106","51","52","39","40","31","32","53","53","15","15","13","13","5","5","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,583","3,759","1,422","2,088","305","555","184","346","1,499","2,219","815","1,218","779","985","423","524","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","580","611","377","398","31","34","21","23","246","262","166","177","303","315","190","198","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","137","147","107","114","18","21","16","18","85","90","60","63","34","36","31","33","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","573","758","289","378","32","35","25","25","285","410","163","227","256","313","101","126","0","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","753","871","352","401","36","42","20","25","233","274","111","124","484","555","221","252","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","1,083","1,285","604","696","98","105","51","54","473","555","270","310","512","625","283","332","0","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,869","2,547","1,210","1,638","490","643","376","495","893","1,128","531","667","486","776","303","476","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","215","265","154","189","42","44","36","38","116","150","75","95","57","71","43","56","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","163","178","128","137","23","25","19","20","85","95","68","74","55","58","41","43","0","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","140","141","25","25","15","15","11","11","38","38","6","6","87","88","8","8","0","0","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","1,116","2,061","880","1,550","171","238","149","204","550","1,051","429","775","395","772","302","571","0","0","0","0"
"10806  :  โรงพยาบาลหันคา","201","262","174","227","39","41","36","38","105","152","87","126","57","69","51","63","0","0","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","129","138","102","110","33","33","27","27","62","66","48","51","34","39","27","32","0","0","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","8,944","12,973","5,873","8,670","4,009","5,877","2,698","4,014","4,064","5,851","2,610","3,847","871","1,245","565","809","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","439","501","235","261","3","3","3","3","366","418","199","222","70","80","33","36","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","2,020","2,217","1,097","1,209","525","546","310","320","1,086","1,186","543","604","409","485","244","285","0","0","0","0"
