"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"กษัยเส้น ตราพรีราน่า, ยาแคปซูล","2,082","1,802","50,446","100,892.00"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","2,018","1,143","12,815","172,866.00"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","1,951","1,154","4,596","66,647.50"
"เถาวัลย์เปรียง, ยาแคปซูล","1,798","1,452","63,350","23,661,500.09"
"หญ้าดอกขาว, ยาชง","1,516","1,199","20,513","407,747.35"
"ชุมเห็ดเทศ, ยาผง","1,506","1,108","83,290","126,367.00"
"อมผสมมะแว้ง, ยาเม็ด","1,424","828","2,588","25,102.50"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","1,249","809","24,179","234,919.00"
"อมยูอีคอฟ , ยาเม็ด","1,196","134","2,688","20,832.00"
"หญ้าหนวดแมว, ยาชง","1,169","919","15,792","258,077.91"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","1,128","478","31,459","464,179.50"
"ว่านหางจระเข้, เจล","1,062","757","2,512","1,444,289.37"
"สตรีหลังคลอด, ยาต้ม","1,041","643","1,957","178,698.50"
"เพชรสังฆาต, ยาแคปซูล","992","744","112,594","2,671,329,500.75"
"แก้ไอมะขามป้อม ตราปาริฉัตร, ยาน้ำ","938","790","1,729","32,277.00"
"ประสะน้ำนม 1, ยาเม็ด","938","278","55,469","123,647.75"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","928","503","1,554","12,464.50"
"น้ำมันคนทีสอทะเล, ยาเข้าน้ำมัน","922","745","1,219","71,270.00"
"จันทน์ลีลา, ยาแคปซูล","903","584","27,354","76,047.85"
"หอมเทพจิตร, ยาเม็ด","829","653","5,622","50,674.35"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","812","443","870","59,160.00"
"เหลืองปิดสมุทร, ยาเม็ด","801","612","11,061","50,493.75"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","771","270","1,188","22,670.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","761","568","39,127","1,038,296.35"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม / ขี้ผึ้งไพล, ขี้ผึ้ง","754","591","942","32,870.00"
"หอมนวโกฐ, ยาผง","721","389","5,663","70,065.80"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","712","435","788","26,545.00"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","672","417","1,659","24,414.00"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","669","511","1,663","19,359.75"
"ซินโนวอล, ยาน้ำ","669","459","1,523","32,700.50"
"พริก, เจล","661","468","944","39,629.25"
"ตรีผลา / พิกัดตรีผลา , ยาแคปซูล","621","358","21,182","54,877.75"
"มหาหิงคุ์, ยาน้ำ","604","547","639","12,050.30"
"ไพลจีซาล , ครีม","586","388","749","162,477.75"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","579","381","3,023","36,310.00"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","572","200","840","8,400.00"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","569","370","14,155","24,511.50"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","528","336","774","76,657.50"
"ครีมกะเม็ง, ครีม","528","442","1,454","119,950.00"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","515","399","28,286","199,160.50"
"ลมปะกัง, ยาต้ม","509","429","541","35,165.00"
"รางจืด, ยาชง","503","407","7,871","88,652.19"
"อมมะขามป้อม, ยาเม็ด","496","376","4,582","122,705.00"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","478","10","33,835","51,513.75"
"ธาตุบรรจบ, ยาลูกกลอน","472","382","6,825","124,941.34"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","466","291","897","37,916.50"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","448","279","1,963","51,600.00"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","447","303","13,103","23,954.50"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","429","319","1,957","73,154.00"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","416","251","814","23,450.35"
"น้ำมันกัญชา, ยาเข้าน้ำมัน","410","325","676","76,662.94"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","405","232","521","62,520.00"
"หลังคลอด, ยาต้ม","400","274","404","13,476.00"
"สมุนไพรอบตัว, ยาต้ม","399","323","448","21,665.00"
"ประสะน้ำนม ตราห้วยเฮิร์บ, ยาแคปซูล","397","280","33,175","49,600.66"
"มะระขี้นก, ยาแคปซูล","393","321","15,686","66,333.13"
"ไฟประลัยกัลป์, ยาแคปซูล","364","207","15,309","36,964.00"
"อมรสบ๊วย, ยาลูกกลอน","343","218","1,340","12,071.50"
"แก้ไอมะขามป้อมสูตร 2, ยาน้ำ","341","284","1,001","35,035.00"
"แคปซูลเถาวัลย์เปรียง ตราเคเอ็มพี, ยาแคปซูล","331","252","6,388","14,316.10"
"แอนดิแลค, ยาแคปซูล","321","143","13,736","20,604.00"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","297","219","401","10,269.00"
"ปราบชมพูทวีป, ยาแคปซูล","287","186","8,661","70,954.75"
"กล้วย, ยาแคปซูล","280","229","6,282","11,872.75"
"แก้ไอผสมกานพลู, ยาลูกกลอน","278","126","202","4,439.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","274","208","13,200","24,916.00"
"สหัศธารา, ยาแคปซูล","249","180","6,837","406,279.02"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 1, ยาลูกกลอน","201","146","4,002","6,885.50"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","191","155","12,506","31,832.95"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","185","145","6,902","7,698.00"
"บำรุงน้ำนม (รพ.ขุนหาญ), ยาต้ม","183","129","190","5,700.00"
"บัวบก, ครีม","177","115","1,485","24,400.00"
"ศุขไสยาศน์, ยาผง","167","143","1,210","12,457.00"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","158","120","213","10,950.00"
"กระตุ้นน้ำนม, ยาต้ม","154","46","277","8,310.00"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","146","49","189","970.50"
"หม่องไพล, ขี้ผึ้ง","125","93","143","5,577.00"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","119","50","247","3,458.00"
"เขียวหอม, ยาผง","119","111","407","4,663.50"
"ธรณีสันฑะฆาต, ยาแคปซูล","112","86","1,731","2,220.00"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","100","68","138","7,018.25"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","99","48","6,960","808,359.00"
"อำมฤควาที, ยาผง","97","60","763","5,210.00"
"เซ็นนาฮอฟ, ยาแคปซูล","96","90","2,266","3,596.60"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","89","64","1,969","22,001.50"
"ตรีธาตุ, ยาแคปซูล","82","56","1,716","5,076.25"
"กระชาย, ยาแคปซูล","77","65","1,454","2,603.00"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","75","51","1,842","3,253.50"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","70","45","129","1,275.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","65","43","4,220","6,331.00"
"บำรุงโลหิต, ยาแคปซูล","61","37","2,040","5,294.10"
"เลือดงาม, ยาแคปซูล","59","32","4,174","17,807.00"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","59","53","169","2,123.25"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","59","55","105","2,271.00"
"แคปซูลอบเชย ตราธงทอง, ยาแคปซูล","57","43","146","4,526.00"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาลูกกลอน","56","36","2,622","4,925.00"
"กระเทียม, ยาแคปซูล","55","35","1,213","2,565.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","53","42","59","1,431.00"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","52","40","90","1,350.00"
"ประสะน้ำนม, ยาต้ม","51","24","68","3,400.00"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","50","35","113","1,356.00"
"เฮโมลอน, ยาแคปซูล","47","40","2,233","2,983.50"
"ธรณีสัณฑะฆาต, ยาแคปซูล","47","34","998","118,099.50"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","44","25","49","735.00"
"ครีมไพล, ครีม","39","34","65","3,238.00"
"น้ำแก้ไอผสมมะขามป้อม แสงสว่างตราค้างคาว, ยาน้ำ","38","28","50","482.50"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","37","30","810","22,806.00"
"แก้ไอมะนาว, ยาน้ำ","35","13","53","1,335.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","33","28","62","2,368.00"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","31","22","38","1,706.50"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","30","26","62","1,120.00"
"สหัสธารา, ยาแคปซูล","29","14","1,123","1,712.50"
"ตรีพิกัด, ยาแคปซูล","28","18","1,034","1,034.00"
"บรรเทาริดสีดวงทวาร (รพ.พล), ยาแคปซูล","26","16","1,686","1,661.40"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","25","24","680","1,214.50"
"ขมิ้นชันคาลาไมน์, โลชั่น","24","20","42","1,554.00"
"หอมบำรุงหัวใจ, ยาผง","24","24","27","1,319.00"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","24","17","41","1,123.00"
"เจนิสต้า, ยาแคปซูล","23","1","1,826","2,759.00"
"อาบสมุนไพร, ยาต้ม","23","17","30","1,292.75"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","23","16","544","816.00"
"ผสมรางจืด หมอยาไทย, ยาผง","22","19","275","5,153.50"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","22","11","560","840.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๑, ยาแคปซูล","21","19","1,144","1,854.50"
"หลังคลอด (รพ.แม่ลาว), ยาต้ม","21","19","30","1,290.00"
"พิมเสนน้ำ, ยาน้ำ","21","18","25","804.00"
"ทับทิมไทย, ยาแคปซูล","20","16","23","333.50"
"พญายอครีม   , ครีม","20","16","73","3,814.00"
"หอมอินทจักร, ยาเม็ด","20","19","176","756.00"
"น้ำนมราชสีห์, ยาต้ม","20","16","24","1,080.00"
"ประสะกานพลู , ยาเม็ด","19","19","162","668.50"
"หอมทิพโอสถ, ยาผง","18","11","31","1,146.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","17","15","42","2,205.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสกานพลู, ยาเม็ด","17","17","37","1,328.00"
"หม่องน้ำ, ยาน้ำ","16","13","24","615.00"
"กลีเซอรีนว่านตีนตะขาบ, ทิงเจอร์","15","14","24","1,560.00"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","15","11","332","542.40"
"แคปซูลหญ้าปักกิ่ง, ยาแคปซูล","15","12","26","3,750.00"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","13","6","13","676.00"
"บำรุงน้ำนม (รพ.พนา), ยาชง","13","12","59","1,770.00"
"อภัยสาลี, ยาแคปซูล","13","9","588","882.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","13","12","13","200.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 2, ยาลูกกลอน","12","11","12","120.00"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","12","12","238","376.50"
"หม่องขมิ้นชัน, ขี้ผึ้ง","12","7","17","510.00"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","12","7","75","4,444.50"
"หลังคลอด (รพ.เอราวัณ), ยาต้ม","11","7","11","440.00"
"ตำรับเบาหวาน, ยาแคปซูล","11","9","478","1,427.00"
"ทำลายพระสุเมรุ, ยาผง","11","8","156","508.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","11","8","27","1,725.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","11","7","9","369.00"
"อมฟ้าทะลายโจร, ยาลูกกลอน","10","8","13","158.00"
"ตะไคร้, ยาชง","10","4","15","1,080.00"
"สเปรย์ตะไคร้หอม, ยาน้ำ","10","10","20","810.00"
"ตำรับโลดทะนงแดง  , ยาผง","10","6","16","1,040.00"
"พอนส์ทั่ม, ยาแคปซูล","9","9","210","315.00"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","8","7","13","670.00"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","8","8","472","1,062.00"
"นมนาง, ยาต้ม","8","5","37","943.50"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","7","3","19","1,400.00"
"แก้น้ำนมพิการสูตร 2, ยาต้ม","7","4","7","210.00"
"หม่องสมุนไพร, ขี้ผึ้ง","7","5","9","270.00"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","7","7","9","387.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๒, ยาแคปซูล","7","6","198","297.00"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","6","4","6","78.00"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","6","6","18","900.00"
"อมบ้วนปากกานพลู, ยาน้ำ","6","5","7","175.00"
"กระเจี๊ยบแดง, ยาชง","6","6","50","646.50"
"ไฟห้ากอง , ยาแคปซูล","6","5","6","360.00"
"ประสะจันทน์แดง , ยาแคปซูล","6","2","148","273.00"
"แก้ท้องเสียเบอร์ 6, ยาเม็ด","6","0","260","390.00"
"กล่อมนางนอน, ยาแคปซูล","6","6","244","488.00"
"แก้ลมอัมพฤกษ์ , ยาผง","6","2","15","471.00"
"แคปซิลเจล , เจล","6","5","10","550.00"
"เฮโมลอน 3, ยาแคปซูล","5","5","190","330.00"
"แคปซูลรางจืด, ยาแคปซูล","5","5","180","232.00"
"คำฝอย, ยาชง","5","5","8","390.00"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","4","2","8","640.00"
"ผสมเพชรสังฆาตสูตรตำรับที่ 1, ยาแคปซูล","4","2","160","160.00"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","4","0","124","186.00"
"หญ้าปักกิ่ง, ยาแคปซูล","4","2","131","437.70"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","4","2","4","100.00"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","4","4","8","184.00"
"ตรีเกสรมาศ /พิกัดเกสรมาศ, ยาต้ม","4","4","4","280.00"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","4","4","4","132.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","4","2","4","140.00"
"แก้ลมแก้เส้น, ยาผง","3","1","41","900.00"
"แคปซูลผสมรางจืด, ยาแคปซูล","3","3","100","100.00"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","3","1","52","78.00"
"เบญจอำมฤตย์ , ยาแคปซูล","3","2","121","1,340.00"
"บอระเพ็ด, ยาแคปซูล","3","3","60","68.00"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","3","3","5","125.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","3","3","108","621.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","3","2","27","27.00"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","3","2","60","90.00"
"ฉวีเวชโอสถ, ยาเข้าน้ำมัน","3","3","4","420.00"
"ยาอาบ   หมอยาไทย, ยาผง","3","3","6","468.00"
"กระชายดำ, ยาแคปซูล","2","2","2","20.00"
"อมรสกานพลู, ยาลูกกลอน","2","0","2","40.00"
"ริดสีดวงทวารแคปซูล สูตร 2, ยาแคปซูล","2","1","330","495.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","2","2","80","120.00"
"พอกสมุนไพร, ยาพอก","2","2","2","103.00"
"ฝาง, ยาต้ม","2","2","2","33.00"
"ส้มแขก, ยาแคปซูล","2","0","0","0.00"
"เถาเอ็นอ่อน, ยาแคปซูล","2","2","58","116.00"
"พอกเข่าสมุนไพร, ยาพอก","2","2","3","660.00"
"พระอังคบพระเส้น ตำรับที่ 57, ยาประคบ","2","0","2","160.00"
"ผสมถั่วเหลือง, ยาแคปซูล","2","2","120","180.00"
"หอมแก้ลมวิงเวียน, ยาผง","2","0","0","0.00"
"เผาไพล, ยาผง","2","2","3","75.00"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","2","2","28","2,240.00"
"อมผสมมะแว้งรสบ๊วย ตราไอยรา, ยาเม็ด","2","0","2","16.50"
"ประสะเจตพังคี, ยาแคปซูล","2","2","60","90.00"
"แคปซี บาล์ม, ขี้ผึ้ง","1","0","1","43.00"
"เบอร์นีเจล, ครีม","1","1","1","41.00"
"ชงสมุนไพรผสมรางจืด, ยาผง","1","1","1","30.50"
"แก้สัณฑฆาต กล่อนแห้ง, ยาแคปซูล","1","1","1","210.00"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","1","1","4","4.00"
"ยาหอม  , ยาผง","1","1","1","17.00"
"ว่านชักมดลูก, ยาแคปซูล","1","0","2","3.00"
"อไภยสาลี, ยาผง","1","0","2","0.00"
"ประสะกะเพรา, ยาแคปซูล","1","1","20","40.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","1","1","1","33.00"
"น้ำมันเขียว, ยาเข้าน้ำมัน","1","0","1","120.00"
"หม่องผสมไพล ตราวังหลัง, ขี้ผึ้ง","1","1","1","33.00"
"สามสิบ, ยาต้ม","1","1","1","20.00"
"แก้ไอมะขาม , ยาน้ำ","1","0","2","50.00"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","1","1","9","9.00"
"กษัยเส้น, ยาลูกกลอน","1","1","1","40.00"
"อมหญ้าดอกขาว, ยาลูกกลอน","1","1","1","25.00"
"ทับทิม, ยาชง","1","1","1","12.50"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","1","1","18","21.60"
"ทิงเจอร์พลู, ทิงเจอร์","1","1","1","20.00"
"ทัพยาธิคุณ, ยาผง","1","1","2","38.00"
"ยาทาสะเก็ดเงิน, ขี้ผึ้ง","1","1","2","120.00"
"หม่องสูตรไพล ตราบี-บาล์ม, ขี้ผึ้ง","1","1","1","49.00"
