"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","110,536","0","0.00","30,412","0","0.00","29,565","0","0.00","26,105","0","0.00","24,454","0","0.00"
"12246  :  สถาบันราชานุกูล","17,173","13","0.08","5,667","13","0.23","5,348","0","0.00","3,737","0","0.00","2,421","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","108,860","0","0.00","36,384","0","0.00","30,894","0","0.00","25,339","0","0.00","16,243","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","88,701","55","0.06","17,651","0","0.00","30,197","0","0.00","16,185","26","0.16","24,668","29","0.12"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","68,978","0","0.00","21,403","0","0.00","19,269","0","0.00","14,918","0","0.00","13,388","0","0.00"
"12439  :  สถาบันประสาทวิทยา","158,473","0","0.00","46,082","0","0.00","42,902","0","0.00","41,726","0","0.00","27,763","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","483,280","18,824","3.90","149,436","6,774","4.53","130,913","4,556","3.48","107,778","3,461","3.21","95,153","4,033","4.24"
"10752  :  โรงพยาบาลบางบ่อ","129,248","13,157","10.18","39,856","4,174","10.47","35,231","3,179","9.02","28,043","2,426","8.65","26,118","3,378","12.93"
"10753  :  โรงพยาบาลบางพลี","173,505","14,292","8.24","57,615","5,545","9.62","48,871","3,617","7.40","41,047","2,726","6.64","25,972","2,404","9.26"
"10754  :  โรงพยาบาลบางจาก","80,846","10,073","12.46","25,246","3,185","12.62","21,374","2,517","11.78","17,291","2,005","11.60","16,935","2,366","13.97"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","75,278","5,051","6.71","21,505","1,714","7.97","19,669","1,117","5.68","18,213","886","4.86","15,891","1,334","8.39"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","41,190","179","0.43","5,752","26","0.45","7,810","39","0.50","10,687","34","0.32","16,941","80","0.47"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","30,782","6,550","21.28","8,811","3,678","41.74","7,693","1,887","24.53","8,756","280","3.20","5,522","705","12.77"
"10686  :  โรงพยาบาลพระนั่งเกล้า","356,897","23,833","6.68","0","6,189","0.00","131,718","8,139","6.18","111,916","4,525","4.04","113,263","4,980","4.40"
"10756  :  โรงพยาบาลบางกรวย","62,008","24,623","39.71","0","11,635","0.00","35,592","10,122","28.44","15,777","2,019","12.80","10,639","847","7.96"
"10757  :  โรงพยาบาลบางใหญ่","138,329","23,168","16.75","48,354","9,675","20.01","39,909","8,918","22.35","26,644","3,083","11.57","23,422","1,492","6.37"
"10758  :  โรงพยาบาลบางบัวทอง","98,295","11,570","11.77","0","3,265","0.00","21,364","3,235","15.14","37,071","2,648","7.14","39,860","2,422","6.08"
"10759  :  โรงพยาบาลไทรน้อย","111,357","11,431","10.27","34,274","3,696","10.78","30,591","2,915","9.53","24,732","2,324","9.40","21,760","2,496","11.47"
"10760  :  โรงพยาบาลปากเกร็ด","84,907","8,859","10.43","0","3,649","0.00","28,528","2,285","8.01","33,511","1,276","3.81","22,868","1,649","7.21"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","92,149","0","0.00","0","0","0.00","22,404","0","0.00","35,005","0","0.00","34,740","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","31,348","3","0.01","0","0","0.00","7,868","0","0.00","11,984","0","0.00","11,496","3","0.03"
"12260  :  โรงพยาบาลศรีธัญญา","112,836","3,221","2.85","30,474","827","2.71","30,204","764","2.53","26,419","801","3.03","25,739","829","3.22"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","14,622","396","2.71","7,104","248","3.49","4,432","109","2.46","2,105","30","1.43","981","9","0.92"
"10687  :  โรงพยาบาลปทุมธานี","438,983","17,188","3.92","106,826","6,986","6.54","91,165","4,301","4.72","100,791","2,751","2.73","140,201","3,150","2.25"
"10761  :  โรงพยาบาลคลองหลวง","91,034","18,232","20.03","26,722","5,116","19.15","23,202","4,711","20.30","20,203","4,486","22.20","20,907","3,919","18.74"
"10762  :  โรงพยาบาลธัญบุรี","102,563","5,689","5.55","34,488","1,255","3.64","27,235","3,199","11.75","22,253","728","3.27","18,587","507","2.73"
"10763  :  โรงพยาบาลประชาธิปัตย์","54,242","10,703","19.73","20,828","2,302","11.05","12,643","2,564","20.28","11,807","3,417","28.94","8,964","2,420","27.00"
"10764  :  โรงพยาบาลหนองเสือ","69,434","4,030","5.80","13,835","2,098","15.16","12,448","947","7.61","14,463","593","4.10","28,688","392","1.37"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","62,272","2,748","4.41","17,288","1,283","7.42","14,698","343","2.33","13,644","420","3.08","16,642","702","4.22"
"10766  :  โรงพยาบาลลำลูกกา","121,468","13,312","10.96","22,820","4,400","19.28","20,494","4,252","20.75","31,343","2,640","8.42","46,811","2,020","4.32"
"10767  :  โรงพยาบาลสามโคก","32,018","2,732","8.53","8,891","568","6.39","7,636","536","7.02","7,190","527","7.33","8,301","1,101","13.26"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","9,702","23","0.24","4,845","9","0.19","1,869","4","0.21","1,219","3","0.25","1,769","7","0.40"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","86,009","0","0.00","16,356","0","0.00","21,951","0","0.00","23,303","0","0.00","24,399","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","334,810","14,765","4.41","88,333","4,830","5.47","79,189","4,478","5.65","70,389","2,651","3.77","96,899","2,806","2.90"
"10688  :  โรงพยาบาลเสนา","154,363","13,470","8.73","46,647","4,360","9.35","40,175","3,622","9.02","33,662","2,420","7.19","33,879","3,068","9.06"
"10768  :  โรงพยาบาลท่าเรือ","98,927","7,923","8.01","21,411","2,990","13.96","14,987","1,917","12.79","15,553","1,695","10.90","46,976","1,321","2.81"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","78,037","4,738","6.07","12,915","1,200","9.29","11,347","1,855","16.35","12,633","956","7.57","41,142","727","1.77"
"10770  :  โรงพยาบาลบางไทร","48,858","3,733","7.64","13,662","1,479","10.83","12,696","1,034","8.14","12,602","713","5.66","9,898","507","5.12"
"10771  :  โรงพยาบาลบางบาล","32,195","2,185","6.79","9,835","835","8.49","7,835","617","7.87","7,342","400","5.45","7,183","333","4.64"
"10772  :  โรงพยาบาลบางปะอิน","96,751","11,269","11.65","29,612","3,832","12.94","24,639","3,167","12.85","20,373","1,529","7.51","22,127","2,741","12.39"
"10773  :  โรงพยาบาลบางปะหัน","48,617","4,331","8.91","14,434","1,544","10.70","13,061","1,164","8.91","10,656","730","6.85","10,466","893","8.53"
"10774  :  โรงพยาบาลผักไห่","50,613","5,322","10.52","15,390","1,796","11.67","13,490","1,453","10.77","11,198","1,030","9.20","10,535","1,043","9.90"
"10775  :  โรงพยาบาลภาชี","58,583","3,308","5.65","13,913","1,268","9.11","11,087","851","7.68","9,509","608","6.39","24,074","581","2.41"
"10776  :  โรงพยาบาลลาดบัวหลวง","49,258","6,126","12.44","13,921","1,851","13.30","13,148","1,735","13.20","11,341","1,206","10.63","10,848","1,334","12.30"
"10777  :  โรงพยาบาลวังน้อย","113,003","10,433","9.23","24,004","4,752","19.80","18,860","4,312","22.86","17,106","712","4.16","53,033","657","1.24"
"10778  :  โรงพยาบาลบางซ้าย","26,616","3,466","13.02","6,074","1,444","23.77","6,053","1,092","18.04","5,529","620","11.21","8,960","310","3.46"
"10779  :  โรงพยาบาลอุทัย","68,294","12,049","17.64","23,640","5,587","23.63","19,330","3,441","17.80","14,518","1,792","12.34","10,806","1,229","11.37"
"10780  :  โรงพยาบาลมหาราช","27,937","4,918","17.60","9,127","1,842","20.18","6,853","1,378","20.11","6,091","954","15.66","5,866","744","12.68"
"10781  :  โรงพยาบาลบ้านแพรก","30,949","6,111","19.75","7,584","2,614","34.47","6,119","1,932","31.57","5,249","859","16.37","11,997","706","5.88"
"10689  :  โรงพยาบาลอ่างทอง","177,605","10,055","5.66","55,071","5,097","9.26","43,885","2,706","6.17","46,060","1,846","4.01","32,589","406","1.25"
"10782  :  โรงพยาบาลไชโย","44,277","7,716","17.43","12,902","2,889","22.39","9,773","1,518","15.53","10,545","2,111","20.02","11,057","1,198","10.83"
"10784  :  โรงพยาบาลป่าโมก","72,066","6,800","9.44","20,641","2,444","11.84","17,270","1,549","8.97","15,284","1,728","11.31","18,871","1,079","5.72"
"10785  :  โรงพยาบาลโพธิ์ทอง","106,924","12,813","11.98","25,375","4,873","19.20","19,038","2,698","14.17","24,003","2,793","11.64","38,508","2,449","6.36"
"10786  :  โรงพยาบาลแสวงหา","64,886","7,168","11.05","15,383","2,222","14.44","12,616","1,713","13.58","14,062","2,078","14.78","22,825","1,155","5.06"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","99,723","16,851","16.90","31,990","5,935","18.55","23,169","3,867","16.69","23,284","4,125","17.72","21,280","2,924","13.74"
"10788  :  โรงพยาบาลสามโก้","48,984","5,204","10.62","11,103","1,515","13.64","9,069","1,350","14.89","11,277","1,298","11.51","17,535","1,041","5.94"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","333,099","26,026","7.81","101,369","8,403","8.29","90,672","6,928","7.64","76,558","6,924","9.04","64,500","3,771","5.85"
"10691  :  โรงพยาบาลบ้านหมี่","125,443","6,637","5.29","35,866","2,773","7.73","33,543","2,415","7.20","26,665","795","2.98","29,369","654","2.23"
"10789  :  โรงพยาบาลพัฒนานิคม","73,539","6,513","8.86","22,803","2,237","9.81","18,939","1,701","8.98","19,069","1,780","9.33","12,728","795","6.25"
"10790  :  โรงพยาบาลโคกสำโรง","108,072","7,235","6.69","23,179","2,153","9.29","21,172","1,815","8.57","19,950","1,636","8.20","43,771","1,631","3.73"
"10791  :  โรงพยาบาลชัยบาดาล","203,713","12,606","6.19","46,437","4,333","9.33","41,714","4,043","9.69","39,265","3,342","8.51","76,297","888","1.16"
"10792  :  โรงพยาบาลท่าวุ้ง","79,753","7,783","9.76","18,204","3,353","18.42","15,205","2,701","17.76","16,031","1,214","7.57","30,313","515","1.70"
"10793  :  โรงพยาบาลท่าหลวง","45,281","7,285","16.09","13,463","2,769","20.57","13,086","2,187","16.71","10,006","1,481","14.80","8,726","848","9.72"
"10794  :  โรงพยาบาลสระโบสถ์","36,014","5,271","14.64","10,472","1,682","16.06","11,002","1,666","15.14","7,337","958","13.06","7,203","965","13.40"
"10795  :  โรงพยาบาลโคกเจริญ","44,567","4,803","10.78","11,351","1,897","16.71","8,682","1,426","16.42","9,059","1,007","11.12","15,475","473","3.06"
"10796  :  โรงพยาบาลลำสนธิ","40,396","4,681","11.59","12,515","1,471","11.75","11,140","1,356","12.17","9,191","1,136","12.36","7,550","718","9.51"
"10797  :  โรงพยาบาลหนองม่วง","49,741","5,192","10.44","15,938","2,454","15.40","13,848","1,290","9.32","11,094","876","7.90","8,861","572","6.46"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","197,192","30,155","15.29","56,709","8,203","14.47","52,695","8,861","16.82","45,810","6,634","14.48","41,978","6,457","15.38"
"10693  :  โรงพยาบาลอินทร์บุรี","138,626","17,208","12.41","33,146","6,990","21.09","25,844","4,887","18.91","27,740","2,909","10.49","51,896","2,422","4.67"
"10798  :  โรงพยาบาลบางระจัน","43,175","4,799","11.12","13,895","1,673","12.04","10,949","1,173","10.71","9,046","974","10.77","9,285","979","10.54"
"10799  :  โรงพยาบาลค่ายบางระจัน","56,775","6,183","10.89","12,265","2,387","19.46","9,983","1,967","19.70","9,657","1,269","13.14","24,870","560","2.25"
