"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ปลูกไฟธาตุ, ยาแคปซูล","3,070","2,069","84,556","122,560.60"
"ยาประคบ, ยาประคบ","2,655","1,904","11,853","217,424,527.52"
"น้ำยูอีคอฟ สูตร 2 , ยาน้ำ","2,598","1,751","4,856","84,780.75"
"มะแว้ง, ยาแคปซูล","2,484","2,045","6,780","47,206.32"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","2,475","1,506","58,011","66,674.50"
"ไพล, ครีม","2,441","1,617","4,716","183,940.24"
"ขี้ผึ้งไพล สูตรตำรับที่ 1, ขี้ผึ้ง","2,418","1,833","3,404","100,973.49"
"กษัยเส้น ตราพรีราน่า, ยาแคปซูล","2,114","1,767","52,363","104,726.00"
"แก้ไอมะแว้งไล้ท์ ตราไอยรา, ยาน้ำ","1,941","1,532","4,456","84,383.00"
"สตรีหลังคลอด, ยาต้ม","1,911","1,095","5,863","107,479.00"
"แคปซูลเพชรสังฆาต ตราเคเอ็มพี, ยาแคปซูล","1,798","1,442","54,784","112,548.58"
"แก้ไอมะแว้งตราเคเอ็มพี , ยาน้ำ","1,546","1,305","4,338","99,236.53"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม / ขี้ผึ้งไพล, ขี้ผึ้ง","1,490","1,144","1,745","47,130.00"
"สหัศธารา, ยาแคปซูล","1,330","917","27,468","123,708.75"
"เพชรสังฆาต, ยาแคปซูล","1,247","905","109,718","166,652,826.48"
"น้ำมันไพล, ยาเข้าน้ำมัน","1,232","966","1,761","66,432.00"
"หญ้าดอกขาว, ยาชง","1,048","821","25,279","186,000.13"
"หญ้าหนวดแมว, ยาชง","1,042","827","12,673","111,117.59"
"มหาหิงคุ์, ยาน้ำ","968","835","1,012","20,624.75"
"กล้วย, ยาผง","909","776","17,688","23,306.15"
"หอมเทพจิตร, ยาผง","908","633","14,965","75,414.18"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","889","657","3,613","104,739.00"
"แอนดิแลค, ยาแคปซูล","866","7","52,826","79,239.00"
"มะระขี้นก, ยาแคปซูล","853","615","31,526","80,166.87"
"พริก, เจล","849","639","1,525","169,295.80"
"แคปซูลเถาวัลย์เปรียง ตราเคเอ็มพี, ยาแคปซูล","815","637","16,643","155,309.83"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","770","606","1,367","65,089.00"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","768","525","831","62,821.00"
"รางจืด, ยาแคปซูล","767","593","8,094","82,091.71"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","756","529","3,106","101,165.00"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","751","642","1,350","38,147.20"
"ตรีผลา / พิกัดตรีผลา , ยาน้ำ","747","618","23,401","58,458.15"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","681","492","1,147","20,362.50"
"ตำรับระบายสมุนไพร, ยาแคปซูล","655","419","9,827","14,740.50"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","632","441","13,580","21,243.50"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","627","517","1,058","53,178.03"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","621","359","822","24,126.25"
"แก้ไอมะแว้ง , ยาลูกกลอน","618","480","1,750","392,927.42"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 1, ยาลูกกลอน","596","471","11,434","18,140.00"
"หลังคลอด, ยาต้ม","585","336","803","24,316.00"
"ประสะน้ำนม 1, ยาแคปซูล","580","404","20,458","96,621.00"
"ชุมเห็ดเทศ, ยาชง","562","369","8,728","14,104,816.83"
"จันทน์ลีลา, ยาแคปซูล","554","461","12,317","35,024.15"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","553","406","23,175","80,836.90"
"หอมนวโกฐ, ยาผง","546","357","9,843","29,307.55"
"ธาตุบรรจบ , ยาลูกกลอน","535","421","4,134","18,043.00"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","506","424","642","34,822.00"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","499","389","12,457","35,028.56"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","476","393","832","23,218.00"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","461","317","1,565","81,205.00"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","437","299","842","13,472.00"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","425","351","1,064","21,388.00"
"ไฟประลัยกัลป์, ยาแคปซูล","425","343","10,516","30,059.50"
"ไพลจีซาล , ครีม","399","290","521","42,266.25"
"หลังคลอด (รพ.สูงเนิน), ยาต้ม","374","83","405","12,150.00"
"เหลืองปิดสมุทร, ยาแคปซูล","352","283","3,337","11,767.40"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","350","273","667","6,349.00"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","345","148","10,522","15,783.00"
"ธรณีสันฑะฆาต, ยาแคปซูล","341","290","6,303","11,881.48"
"ซินโนวอล, ยาน้ำ","335","227","920","18,453.75"
"อมผสมมะแว้ง, ยาเม็ด","326","208","641","6,988.20"
"สมุนไพรอบตัว, ยาต้ม","315","250","396","34,459.00"
"ว่านหางจระเข้, เจล","313","186","9,596","459,616,885.22"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","310","219","21,609","37,223.15"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","308","252","462","8,476.50"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","300","262","5,989","15,073.05"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","298","235","466","13,839.65"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","283","220","331","8,275.00"
"เซ็นนาฮอฟ, ยาแคปซูล","272","195","5,108","7,662.00"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","267","173","9,412","16,252.75"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","260","193","595","10,972.00"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","245","127","5,014","8,695.00"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","226","215","403","8,030.50"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","220","187","386","9,445.00"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","213","147","9,367","158,317.87"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","203","73","302","3,052.75"
"แก้ไอมะขามป้อมสูตร 2, ยาน้ำ","203","137","367","10,100.00"
"ปราบชมพูทวีป, ยาลูกกลอน","201","157","5,928","6,528.95"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","196","116","11,420","1,196,344.50"
"ตรีธาตุ, ยาแคปซูล","180","164","4,131","51,751.40"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","175","152","292","5,355.00"
"บัวบก, ครีม","163","81","4,230","25,784.16"
"เขียวหอม, ยาแคปซูล","143","104","2,381","6,959.00"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","142","120","247","11,567.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","136","8","263,307","394,914.50"
"ผสมรางจืด หมอยาไทย, ยาผง","114","63","4,380","19,101.00"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","114","99","2,660","35,911.61"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","108","70","1,782","3,013.00"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","108","78","2,861","3,858.50"
"หอมทิพโอสถ, ยาผง","107","42","274","200.00"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","99","60","1,720","5,890.90"
"บอระเพ็ด, ยาแคปซูล","91","70","3,174","7,587.40"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","90","0","102","5,349.90"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","90","69","1,882","2,823.00"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","86","67","3,223","6,255.24"
"ย่านางแดง, ยาชง","86","76","1,068","7,476.00"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","85","59","129","4,836.56"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","82","73","110","3,470.28"
"สเปรย์ตะไคร้หอม, ยาน้ำ","81","67","121","5,119.20"
"บำรุงโลหิต, ยาผง","81","67","3,443","5,974.44"
"อำมฤควาที, ยาผง","78","68","2,323","11,833.50"
"ประสะน้ำนม 2, ยาเม็ด","78","76","846","1,015.20"
"แก้ไอผสมมะขามป้อม ตราวังหลัง, ยาน้ำ","78","67","138","3,384.00"
"หอมอินทจักร, ยาผง","73","37","2,003","8,374.80"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาแคปซูล","73","44","3,825","4,495.28"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","71","64","1,124","1,124.00"
"น้ำนมราชสีห์, ยาต้ม","70","59","76","6,095.00"
"หม่องน้ำ, ยาน้ำ","57","46","69","1,179.00"
"ไฟห้ากอง , ยาแคปซูล","56","48","513","2,640.00"
"อบหลังคลอด  หมอยาไทย, ยาผง","44","34","64","2,947.00"
"อภัยสาลี, ยาแคปซูล","42","36","1,405","2,570.00"
"อมยูอีคอฟ , ยาเม็ด","41","37","50","500.00"
"กระเจี๊ยบแดง, ยาชง","41","31","549","3,706.25"
"หญ้าลูกใต้ใบ, ยาแคปซูล","38","24","1,756","1,933.10"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","36","29","55","3,457.00"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","35","29","1,696","3,392.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","34","30","56","1,495.00"
"หญ้าปักกิ่ง, ยาแคปซูล","33","29","778","1,421.40"
"อาบสมุนไพร, ยาต้ม","32","32","32","2,080.00"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","32","24","442","879.00"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","31","27","1,553","2,781.99"
"ธรณีสัณฑะฆาต, ยาแคปซูล","31","26","388","590.50"
"บำรุงน้ำนม (รพ.พนา), ยาชง","30","26","68","2,040.00"
"เฮโมลอน, ยาแคปซูล","29","20","782","1,109.40"
"กันยุงตะไคร้หอม, ยาน้ำ","28","24","23","1,448.00"
"พิมเสนน้ำ, ยาน้ำ","27","19","30","977.00"
"หม่องพริกไพล, ขี้ผึ้ง","26","15","27","752.50"
"ตำรับโลดทะนงแดง  , ยาผง","25","20","30","1,910.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","25","24","45","755.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","25","20","33","2,786.50"
"ถั่วเหลืองสกัด, ยาแคปซูล","23","21","991","1,519.50"
"เลือดงาม, ยาแคปซูล","22","15","566","1,447.00"
"หอมบำรุงหัวใจ, ยาผง","21","15","60","2,667.75"
"สหัสธารา, ยาแคปซูล","21","15","312","438.00"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","19","16","24","1,477.00"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","19","13","1,313","44,739.00"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","18","14","31","1,028.00"
"ประคบใบหน้า/เต้านม, ยาประคบ","18","18","18","850.00"
"กระเทียม, ยาแคปซูล","18","9","221","1,358.30"
"แก้ไอมะแว้ง ตราปาริฉัตร, ยาน้ำ","17","17","27","729.00"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","16","15","16","240.00"
"ประสะกานพลู , ยาเม็ด","15","13","16","98.00"
"ทับทิมไทย, ยาแคปซูล","14","10","24","131.04"
"เบญจอำมฤตย์ , ยาแคปซูล","14","12","330","1,800.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","14","11","21","1,102.50"
"อมฟ้าทะลายโจร, ยาลูกกลอน","13","9","23","285.60"
"เฮโมลอน 3, ยาแคปซูล","13","10","387","601.50"
"ประสะจันทน์แดง , ยาแคปซูล","13","12","131","176.85"
"หลังคลอด (รพ.เอราวัณ), ยาต้ม","12","12","12","480.00"
"แก้ไอผสมกานพลู, ยาลูกกลอน","12","10","13","252.00"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","12","8","345","477.50"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","11","8","17","310.00"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","10","10","327","11,717,806.00"
"กล่อมนางนอน, ยาแคปซูล","10","8","458","916.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","10","8","20","496.00"
"เบอร์นีเจล, ครีม","9","7","12","480.00"
"แผลไฟไหม้น้ำร้อนลวก, เจล","9","7","13","490.00"
"ทับทิม, ยาชง","9","9","13","78.00"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","8","4","144","294.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","8","5","12","452.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","8","5","30","1,755.00"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","8","7","12","239.00"
"ตำรับเบาหวาน, ยาแคปซูล","7","7","348","642.00"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","7","2","210","437.50"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","7","6","457","914.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","7","3","22","170.50"
"หอมสินธร, ยาผง","7","6","11","550.00"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","6","6","158","237.00"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","6","3","21","868.00"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","6","4","82","175.65"
"ประสะกะเพรา, ยาแคปซูล","6","1","151","402.00"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","6","3","14","350.00"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","6","5","339","949.20"
"การ์ซิดีน, ยาน้ำ","5","5","16","640.00"
"บำรุงน้ำนม, ยาต้ม","5","4","1","50.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","5","2","58","21,064.00"
"มันทธาตุ, ยาแคปซูล","5","3","144","564.00"
"ส้มแขก, ยาแคปซูล","5","1","6","12.00"
"มธุรเมหะ (รพ.อู่ทอง), ยาแคปซูล","5","4","253","506.00"
"ยาหอม  , ยาผง","4","4","4","104.00"
"คำฝอย, ยาชง","4","3","35","441.00"
"แก้ไอกานพลู , ยาลูกกลอน","4","4","8","230.00"
"มธุรเมหะ (รพ.กาบเชิง), ยาต้ม","4","4","5","170.00"
"พญายอครีม   , ครีม","4","4","4","316.00"
"ยาถ่าย, ยาเม็ด","4","0","12","30.00"
"มหาจักรใหญ่, ยาผง","4","0","216","432.00"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","4","2","4","180.00"
"ลูกใต้ใบ เครื่องหมายการค้าดอกว่าน, ยาเม็ด","4","2","282","423.00"
"ขี้เหล็ก, ยาแคปซูล","3","3","50","75.00"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร, ยาน้ำ","3","2","90","315.00"
"วัฒนะ, ยาลูกกลอน","3","2","48","45.60"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","3","1","16","686.00"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","3","1","4","256.00"
"แก้ไอ สูตร 1, ยาลูกกลอน","3","2","6","140.10"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 2, ยาลูกกลอน","3","1","9","315.00"
"ทิงเจอร์พลู, ทิงเจอร์","3","3","4","96.00"
"ฝาง, ยาชง","2","2","5","175.00"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","2","0","2","100.00"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","2","2","3","90.00"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","2","2","34","66.00"
"ยอ, ยาน้ำ","2","0","4","240.00"
"มหานิลแท่งทอง, ยาเม็ด","2","2","0","0.00"
"ว่านชักมดลูก, ยาแคปซูล","2","0","2","170.00"
"ใบหม่อน, ยาชง","2","2","4","180.00"
"ตำรับกระเทียมแคปซูล, ยาแคปซูล","2","2","384","768.00"
"ชงสมุนไพรผสมรางจืด, ยาผง","2","2","2","61.00"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","2","0","2","68.00"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","2","2","6","150.00"
"ผิดสำแดง, ยาต้ม","2","0","2","66.00"
"กษัยเส้น, ยาลูกกลอน","2","2","2","120.00"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","1","0","2","200.00"
"ขับลม แฟลท-ทัย , ยาน้ำ","1","1","1","20.00"
"ผสมรางจืด, ยาชง","1","0","1","43.00"
"พลู, ครีม","1","1","2","110.00"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","1","0","3","33.00"
"แก้ลมอัมพฤกษ์ , ยาผง","1","0","1","19.00"
"กษัยเบอร์ 2, ยาแคปซูล","1","1","9","9.00"
"แก้โลหิตตังพิการ (รพ.เรณูนคร), ยาแคปซูล","1","1","2","200.00"
"จิตรารมณ์, ยาแคปซูล","1","1","50","100.00"
"ประสะน้ำนม, ยาต้ม","1","1","1","50.00"
"กระชาย, ยาแคปซูล","1","1","1","100.00"
"มะรุม/ผักอีสุม



, ยาแคปซูล","1","0","2","4.40"
"แคปไซ-ไพลบาล์ม, ขี้ผึ้ง","1","1","1","45.00"
"แก้คัน, ยาน้ำแขวนตะกอน","1","1","1","120.00"
"แคปซิลเจล , เจล","1","1","1","55.00"
"คลายกล้ามเนื้อ, ยาต้ม","1","1","1","50.00"
"คลายเส้น (รพ.ตระการพืชผล), ยาแคปซูล","1","1","39","2,340.00"
"ไพลซาบาล์ม , ขี้ผึ้ง","1","0","3","390.00"
"รักษาวัยทอง, ยาต้ม","1","0","0","0.00"
"ทับหม้อเกลือ, ยาประคบ","1","1","1","0.00"
"กานพลู, อื่นๆ","1","1","2","52.00"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","0","0","0","0.00"
"ผสมมะขามแขก, ยาแคปซูล","0","0","0","0.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","0","0","0","0.00"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","0","0","0","0.00"
"แก้มุตตังพิการ(รพ.กุดชุม), ยาต้ม","0","0","0","0.00"
"แคปซูลผสมหญ้าปักกิ่ง ตราพระอินทร์, ยาแคปซูล","0","0","0","0.00"
"กำจัดเหา, ยาน้ำแขวนตะกอน","0","0","0","0.00"
"อายุวัตนะ , ยาแคปซูล","0","0","0","0.00"
"บำรุงเลือด (รพ.กาบเชิง), ยาต้ม","0","0","0","0.00"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","0","0","0","0.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","0","0","0","0.00"
"แคปซูลรางจืด, ยาแคปซูล","0","0","0","0.00"
"แคปซูลผสมรางจืด, ยาแคปซูล","0","0","0","0.00"
"หลังคลอด (รพ.นาด้วง), ยาต้ม","0","0","0","0.00"
"แก้ท้องเสียเบอร์ 6, ยาเม็ด","0","0","0","0.00"
"ทศเบญจกูล  , ยาแคปซูล","0","0","0","0.00"
"หลังคลอด (รพ.หนองหาน), ยาต้ม","0","0","0","0.00"
"บำรุงน้ำนม สูตรอภัยภูเบศร, ยาต้ม","0","0","0","0.00"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","0","0","0","0.00"
