"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ 2, ยาน้ำ","232,440","175,806","294,121","6,061,672.75"
"แคปซูลเถาวัลย์เปรียง ตราเคเอ็มพี, ยาแคปซูล","230,488","184,329","5,055,082","15,977,308.75"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม / ขี้ผึ้งไพล, ขี้ผึ้ง","224,862","174,907","242,169","7,189,292.79"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๒, ยาน้ำ","215,266","143,580","297,080","5,085,933.17"
"มะแว้ง, ยาแคปซูล","213,417","169,727","647,725","3,619,301.30"
"พริก, เจล","192,665","136,268","252,686","11,767,772.15"
"มะขามป้อม, ยาน้ำ","166,344","115,151","230,849","5,044,967.12"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","163,122","129,956","3,899,401","6,687,106.88"
"รางจืด, ยาชง","161,229","127,195","1,792,682","8,593,712.21"
"แก้ไอยูอีคอฟ ซีดี, ยาน้ำ","151,106","107,329","199,264","2,474,343.49"
"หอมนวโกฐ, ยาผง","136,524","103,625","1,860,854","6,975,750.84"
"ขิง, ยาแคปซูล","118,641","83,173","2,652,128","7,758,297.33"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 1, ยาลูกกลอน","116,796","100,121","2,604,888","5,592,753.13"
"มะระขี้นก, ยาแคปซูล","113,963","88,250","6,365,406","11,902,902.06"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","104,823","81,701","114,569","3,479,873.77"
"หญ้าดอกขาว, ยาชง","98,434","77,842","762,859","9,072,318.17"
"แก้ไอมะขามป้อม ตราไอยรา, ยาน้ำ","98,200","67,316","140,320","2,796,421.73"
"เพชรสังฆาต, ยาแคปซูล","90,501","64,497","4,244,632","8,783,955.45"
"น้ำยูอีคอฟ สูตร 2 , ยาน้ำ","88,647","64,943","117,696","1,714,551.55"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","84,952","68,705","105,187","5,578,575.10"
"สมุนไพรอบตัว, ยาต้ม","82,542","66,802","89,436","5,422,201.72"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","80,421","68,833","88,377","5,119,972.37"
"แคปซูลเพชรสังฆาต ตราเคเอ็มพี, ยาแคปซูล","74,426","52,238","2,782,989","6,465,750.01"
"จันทน์ลีลา, ยาแคปซูล","70,161","50,308","1,800,285","3,880,401.98"
"ตรีผลา / พิกัดตรีผลา , ยาแคปซูล","64,163","36,728","1,786,291","4,607,656.72"
"เหลืองปิดสมุทร, ยาเม็ด","62,793","44,995","841,454","2,909,237.12"
"หญ้าหนวดแมว, ยาชง","62,594","47,258","593,367","6,609,962.08"
"แก้ไอมะแว้ง , ยาเม็ด","61,910","48,676","160,505","1,326,020.49"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","61,589","43,069","184,589","7,831,508.70"
"ชุมเห็ดเทศ, ยาชง","59,875","44,072","967,914","2,614,415.72"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร, ยาน้ำ","59,165","39,846","89,929","1,159,841.10"
"สหัสธารา, ยาแคปซูล","56,923","44,428","1,695,496","3,086,448.57"
"แก้ไอมะแว้งไล้ท์ ตราไอยรา, ยาน้ำ","56,675","42,735","75,986","1,720,095.42"
"แก้ไอมะแว้งตราเคเอ็มพี , ยาน้ำ","53,159","37,231","111,567","883,274.92"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","51,961","38,407","75,746","928,111.21"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","51,648","38,852","2,068,058","4,342,664.20"
"ประสะไพล, ยาแคปซูล","50,870","37,554","1,493,268","3,373,258.94"
"ธาตุบรรจบ , ยาแคปซูล","49,756","35,386","1,012,212","3,073,194.97"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","47,635","39,886","970,662","2,336,069.61"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","46,284","22,825","53,212","1,903,739.85"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","44,574","37,967","891,589","2,932,162.46"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","43,582","37,415","1,003,071","1,295,409.18"
"คำฝอย, ยาชง","43,164","31,021","438,500","2,854,390.83"
"มะขามแขกตราธงทอง, ยาเม็ด","40,398","28,450","2,297,906","3,532,580.28"
"อมผสมมะแว้ง, ยาเม็ด","38,710","29,204","95,000","632,535.10"
"บำรุงโลหิต, ยาแคปซูล","38,171","26,232","1,173,325","4,498,746.27"
"ปราบชมพูทวีป, ยาแคปซูล","36,960","24,433","1,075,687","3,912,425.51"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","33,582","29,188","34,762","1,358,855.98"
"กระเจี๊ยบแดง, ยาชง","32,976","25,355","153,261","1,641,443.49"
"แก้ไอผสมมะขามป้อม, ยาน้ำ","32,939","22,269","42,486","703,014.66"
"ว่านหางจระเข้, เจล","31,231","20,766","58,783","1,919,776.58"
"บัวบก, ยาแคปซูล","30,881","20,835","445,888","2,102,094.10"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","30,859","20,763","42,312","761,316.94"
"ซินโนวอล, ยาน้ำ","30,816","23,645","62,155","868,448.82"
"แก้ไอผสมมะขามป้อม ตราวังหลัง, ยาน้ำ","30,529","20,203","65,983","611,291.14"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","30,143","21,484","40,685","1,007,852.90"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","30,041","20,481","814,605","1,826,602.01"
"ธรณีสันฑะฆาต, ยาแคปซูล","28,053","19,491","863,304","2,246,521.40"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","28,029","19,521","35,811","582,928.60"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","27,465","21,004","33,123","996,790.78"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","24,938","18,964","69,492","2,330,943.84"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","24,807","20,865","538,124","1,301,916.08"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","24,652","17,800","1,086,790","1,963,029.47"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","24,191","19,109","28,490","1,359,219.75"
"เขียวหอม, ยาเม็ด","23,159","16,536","419,531","2,440,903.67"
"กษัยเส้น ตราพรีราน่า, ยาแคปซูล","21,712","19,015","437,395","1,135,116.25"
"กล้วย, ยาผง","21,328","16,277","393,903","973,411.07"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","19,448","14,983","766,340","1,462,088.10"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","18,453","15,668","113,630","931,431.04"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","18,246","15,453","18,463","923,486.10"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","18,127","12,933","21,640","662,299.20"
"กระเทียม, ยาแคปซูล","18,020","3,077","1,392,224","4,515,130.97"
"พิมเสนน้ำ, ยาน้ำ","17,887","11,570","23,353","730,493.00"
"ธรณีสัณฑะฆาต, ยาแคปซูล","17,569","10,806","636,712","1,158,505.78"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","16,934","14,113","17,515","413,061.57"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","16,221","11,243","654,099","1,583,241.44"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","15,627","11,368","31,524","229,659.61"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","15,517","9,698","37,887","932,800.92"
"หอมทิพโอสถ, ยาผง","15,076","11,069","27,430","893,668.05"
"หอมบำรุงหัวใจ, ยาเม็ด","15,024","11,742","34,635","607,778.71"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","14,949","10,233","21,658","780,310.35"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","14,623","12,466","15,303","952,330.60"
"หม่องน้ำ, ยาน้ำ","14,615","10,178","16,578","412,773.50"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","14,486","5,776","14,650","1,758,000.00"
"หอมอินทจักร, ยาผง","14,451","10,223","106,265","1,098,690.71"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","14,389","10,928","17,654","929,528.75"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","14,152","9,752","370,896","1,617,271.66"
"ฝาง, ยาชง","13,702","11,920","16,341","324,856.50"
"กษัยเส้น, ยาลูกกลอน","13,028","10,036","279,529","669,190.83"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","12,856","9,951","15,144","292,652.14"
"ปลูกไฟธาตุ, ยาแคปซูล","12,693","9,576","280,448","697,493.96"
"อำมฤควาที, ยาลูกกลอน","11,925","7,461","195,013","663,584.77"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","10,594","7,746","35,579","214,065.45"
"ไพลครีม  , ครีม","10,578","8,952","15,605","462,291.75"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","10,539","7,654","13,328","202,556.00"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","10,383","6,682","16,649","170,703.45"
"บอระเพ็ด, ยาแคปซูล","10,215","8,138","275,612","623,729.91"
"แก้ไอผสมกานพลู, ยาลูกกลอน","9,941","7,677","18,712","264,396.15"
"แก้ไอมะขามป้อมสูตร 2, ยาลูกกลอน","9,682","4,656","18,749","558,875.75"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","9,306","7,620","39,667","333,411.79"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","9,244","7,005","19,822","212,571.60"
"อมรสบ๊วย, ยาลูกกลอน","8,985","7,458","16,812","122,490.88"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","8,751","275","599,559","4,743,297.00"
"เลือดงาม, ยาแคปซูล","8,639","5,753","294,020","651,971.94"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","7,957","6,281","8,189","203,410.00"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","7,930","198","13,512","1,473,089.00"
"ผสมรางจืด หมอยาไทย, ยาผง","7,859","6,154","34,205","544,339.16"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","7,583","6,767","23,897","245,420.87"
"อมมะขามป้อม, ยาเม็ด","7,277","6,000","9,867","260,672.00"
"กันยุงตะไคร้หอม, ยาน้ำ","7,223","6,214","8,604","361,217.92"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","7,209","4,688","403,461","919,899.35"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","6,825","5,382","8,220","141,881.00"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","6,764","5,680","9,872","367,643.49"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","6,739","3,723","7,482","448,920.00"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาแคปซูล","5,695","3,958","248,084","705,766.33"
"สตรีหลังคลอด, ยาต้ม","5,682","4,330","30,592","482,135.40"
"กล้วยขมิ้น, ยาแคปซูล","5,611","4,806","142,828","330,852.00"
"ยาหอม  , ยาผง","5,518","2,641","37,602","462,532.09"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","5,376","3,980","138,917","241,542.89"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","5,296","4,348","9,067","337,700.15"
"ครีมพริกไพล, ครีม","5,039","4,188","5,450","122,387.00"
"ขี้ผึ้งสมุนไพร, ขี้ผึ้ง","4,719","4,481","4,784","116,502.00"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","4,619","3,656","122,014","225,169.94"
"อมฟ้าทะลายโจร, ยาลูกกลอน","4,607","3,814","5,858","72,948.20"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","4,463","2,550","5,454","75,514.25"
"แก้ปวดเมื่อย, ยาต้ม","4,448","3,442","6,572","172,144.16"
"หม่องไพล, ขี้ผึ้ง","4,422","2,423","4,588","112,556.00"
"หญ้าปักกิ่ง, ยาแคปซูล","4,285","1,577","177,727","1,529,937.11"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","4,173","2,910","120,994","202,871.10"
"แก้ลมอัมพฤกษ์ , ยาผง","4,113","3,003","37,016","260,807.27"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","4,047","3,451","4,666","141,428.50"
"ตำรับโปร่งฟ้า , ยาแคปซูล","4,046","3,041","79,525","163,143.94"
"ขี้เหล็ก, ยาแคปซูล","4,021","3,379","129,013","166,711.01"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","4,003","2,919","4,873","91,154.00"
"ตรีธาตุ, ยาแคปซูล","3,919","3,246","23,609","229,977.82"
"แก้ไอคัฟฟี, ยาน้ำ","3,781","3,250","4,836","95,538.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","3,740","2,568","4,499","36,536.08"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","3,630","1,940","147,019","389,616.00"
"หม่องผสมไพล ตราวังหลัง, ขี้ผึ้ง","3,496","2,100","3,991","143,416.00"
"เซ็นนาฮอฟ, ยาแคปซูล","3,350","2,402","220,971","29,708,324.20"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","3,284","2,183","146,745","244,073.25"
"อโรติกา รัปโลชั่น, โลชั่น","3,265","0","3,290","278,005.00"
"ยาอาบ   หมอยาไทย, ยาผง","3,151","2,762","3,373","203,807.00"
"คลายเส้น (รพ.ตระการพืชผล), ยาแคปซูล","3,100","2,618","32,649","233,444.80"
"แก้ไอสมุนไพร (รพ.กระบี่), ยาน้ำ","3,091","1,384","3,766","131,761.00"
"แก้ไอกานพลู , ยาลูกกลอน","3,036","2,387","13,112","62,085.80"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","3,028","2,011","4,287","249,119.00"
"ชงสมุนไพรผสมรางจืด, ยาผง","3,014","2,354","30,263","108,462.04"
"ครีมไพล, ครีม","2,957","1,778","3,109","155,047.00"
"ประสะจันทน์แดง , ยาแคปซูล","2,772","1,173","110,533","194,420.56"
"ประสะกะเพรา, ยาแคปซูล","2,652","1,953","91,663","1,002,726.21"
"ว่านชักมดลูก, ยาแคปซูล","2,632","1,522","75,602","198,263.25"
"ส้มแขก, ยาแคปซูล","2,612","474","212,917","545,749.26"
"เจนิสต้า, ยาแคปซูล","2,610","1,048","82,511","164,416.50"
"เฮโมลอน 3, ยาแคปซูล","2,518","1,831","96,004","168,394.00"
"แคปซูลอบเชย, ยาแคปซูล","2,514","2,251","8,361","43,410.98"
"ผสมเพชรสังฆาต, ยาแคปซูล","2,513","2,254","70,064","114,181.55"
"ขับลม แฟลท-ทัย , ยาน้ำ","2,507","2,295","2,719","56,865.25"
"หอมสินธร, ยาผง","2,411","407","6,515","323,929.00"
"มหาหิงคุ์, ยาน้ำ","2,353","2,010","3,741","48,954.04"
"หม่องพริกไพล, ขี้ผึ้ง","2,324","1,904","2,788","84,469.00"
"ไฟประลัยกัลป์, ยาแคปซูล","2,273","1,607","65,868","178,219.98"
"แคปซูลผสมรางจืด, ยาแคปซูล","2,231","1,785","46,949","110,062.30"
"กระชายดำ, ยาแคปซูล","2,208","154","197,228","520,302.10"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","2,197","1,822","14,638","134,598.25"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","2,173","1,766","19,819","67,666.70"
"ทับหม้อเกลือ, ยาประคบ","2,162","1,982","2,162","124,659.00"
"ตำรับเบาหวาน, ยาแคปซูล","2,122","1,720","246,996","750,836.30"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","2,052","1,396","51,748","122,514.50"
"ผสมโคคลาน สูตรตำรับที่ 1, ยาชง","2,036","1,266","5,323","113,168.90"
"แคปซูลบอระเพ็ด, ยาแคปซูล","2,032","1,405","95,280","152,346.40"
"ยอ, ยาแคปซูล","2,021","975","34,333","228,290.65"
"หม่องพริก, ขี้ผึ้ง","2,008","1,634","2,312","93,090.80"
"หม่องขมิ้นชัน, ขี้ผึ้ง","1,983","1,481","2,298","57,519.00"
"ตำรับโคคลาน, ยาต้ม","1,953","1,484","65,536","131,220.48"
"แคปซิลเจล , เจล","1,950","1,296","2,273","134,295.20"
"แก้ตะโจพิการ , ยาผง","1,936","1,853","3,657","108,615.00"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","1,922","1,566","2,464","198,532.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","1,884","1,209","2,209","28,945.00"
"การ์ซิดีน, ยาน้ำ","1,837","1,363","1,880","80,837.50"
"แผลไฟไหม้น้ำร้อนลวก, เจล","1,792","909","2,509","59,794.99"
"แก้ไอมะนาว, ยาน้ำ","1,738","877","2,771","72,948.00"
"โคคลาน, ยาต้ม","1,719","1,058","55,884","148,209.70"
"อมยูอีคอฟ , ยาเม็ด","1,650","1,103","2,781","20,475.60"
"ประสะกานพลู, ยาแคปซูล","1,634","916","53,110","85,386.86"
"พลู, ครีม","1,604","1,328","2,378","73,275.32"
"อบหลังคลอด  หมอยาไทย, ยาผง","1,596","1,228","2,020","93,589.60"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","1,544","1,125","97,991","159,945.35"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","1,481","1,318","33,546","194,380.25"
"ผสมรางจืด, ยาชง","1,470","1,079","11,115","235,127.35"
"ตะไคร้, ยาชง","1,449","627","3,518","147,247.25"
"มันทธาตุ, ยาแคปซูล","1,428","767","51,106","153,093.76"
"มังคุด/เปลือกมังคุด, ยาน้ำ","1,410","1,022","3,757","66,049.93"
"ครีมกะเม็ง, ครีม","1,402","907","3,000","136,108.00"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","1,401","1,016","1,867","56,959.00"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","1,380","968","1,907","25,822.00"
"แป๊ะก๊วย, ยาชง","1,376","82","3,207","316,719.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","1,370","1,237","1,581","64,729.00"
"ลม 108 จำพวก , ยาผง","1,357","1,198","1,409","45,044.50"
"ใบเตย, ยาชง","1,350","214","4,583","160,583.50"
"พริกไทย, ยาแคปซูล","1,292","119","127,302","292,209.33"
"ชงกระเจี๊ยบ, ยาชง","1,284","461","20,521","86,028.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสกานพลู, ยาเม็ด","1,280","1,048","1,456","21,448.92"
"ยาอมบ้วนปากอดบุหรี่ ตราห้วยเฮิร์บ, ยาน้ำ","1,266","1,021","1,815","59,248.04"
"ใบหม่อน, ยาชง","1,265","793","14,692","94,530.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","1,237","767","39,464","114,913.00"
"แก้ไอมะขาม , ยาน้ำ","1,230","951","1,581","46,030.00"
"ยาดมสมุนไพร, ยาดม","1,206","945","1,539","51,409.00"
"แก้เจ็บคอ , อื่นๆ","1,202","1,028","13,804","82,237.82"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","1,195","956","19,045","79,552.25"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","1,169","783","1,562","19,553.00"
"ดีบัว, ยาแคปซูล","1,133","601","2,306","230,600.00"
"ตรีพิกัด, ยาแคปซูล","1,122","772","31,903","170,027.65"
"เถาเอ็นอ่อน, ยาแคปซูล","1,098","712","14,293","48,330.00"
"แก้ลมขึ้นเบื้องสูง, ยาแคปซูล","1,095","17","253,715","257,738.00"
"เจลเสลดพังพอน, เจล","1,092","112","1,193","69,071.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","1,064","832","1,401","85,824.34"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","1,058","678","43,230","78,872.30"
"พอกเข่า, ยาพอก","1,044","453","1,514","80,221.00"
"มะรุม/ผักอีสุม



, ยาแคปซูล","1,035","207","141,719","269,231.30"
"พอกเข่าสมุนไพร, ยาพอก","1,021","560","1,027","99,983.00"
"ห้าราก/แก้ไข้ห้าราก/แก้วห้าดวง/เบญจโลกวิเชียร, ยาแคปซูล","1,015","453","34,381","51,984.50"
"แคปซูลรางจืด, ยาแคปซูล","995","846","37,511","61,024.50"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","993","347","6,100","395,022.00"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","963","772","21,228","187,279.80"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","947","772","10,025","30,169.57"
"อมผสมมะแว้งรสบ๊วย ตราไอยรา, ยาเม็ด","946","565","2,317","29,313.74"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","945","12","2,873","98,385.00"
"อมแก้ไอมะแว้ง, ยาลูกกลอน","942","760","1,364","13,952.55"
"แก้คัน, ยาน้ำแขวนตะกอน","942","624","1,193","171,421.50"
"เบอร์นีเจล, ครีม","936","683","1,232","48,251.65"
"บรรเทาอาการปวดเมื่อยตามร่างกาย, ยาเม็ด","916","747","15,834","20,058.00"
"หม่องสมุนไพร, ขี้ผึ้ง","915","732","967","24,175.00"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","911","409","5,014","88,420.50"
"พญายอครีม   , ครีม","884","637","1,409","75,297.31"
"อบเชย, ยาต้ม","883","791","1,082","18,064.50"
"ตำรับชุมเห็ดเทศ, ยาชง","877","793","2,135","42,184.86"
"แก้ปวดกล้ามเนื้อ, ยาแคปซูล","861","786","20,513","34,275.00"
"มธุรเมหะ (รพ.บางกระทุ่ม), ยาชง","860","0","3,488","104,640.00"
"น้ำแก้ไอผสมมะขามป้อม, ยาน้ำ","848","773","3,149","37,250.40"
"ทาพระเส้น, ยาน้ำ","846","703","1,608","36,560.00"
"อมสมุนไพรผสมมะแว้งรสบ๊วย, ยาเม็ด","828","679","2,139","11,440.00"
"แก้ลสิกาพิการ, ยาเข้าน้ำมัน","817","250","2,485","211,225.00"
"แก้ไอมะแว้งสูตร 2, ยาน้ำ","773","631","1,120","17,519.00"
"ปัญจขันธ์, ยาแคปซูล","763","6","178,594","298,317.98"
"ทิงเจอร์พลู, ทิงเจอร์","763","519","1,031","30,418.50"
"เสลดพังพอนคาลาไมน์, โลชั่น","751","620","796","13,639.00"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","739","478","2,053","45,189.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","722","260","84,745","82,709.30"
"ตำรับระบายสมุนไพร, ยาแคปซูล","699","567","14,477","26,959.40"
"พระขรรค์ชัย, ยาลูกกลอน","698","242","81,892","532,298.00"
"ยาผสมหมามุ่ย, ยาแคปซูล","671","8","153,995","385,185.00"
"ไฟห้ากอง , ยาแคปซูล","667","424","22,594","29,762.20"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","664","587","3,209","23,831.26"
"บำรุงสมองกลีบบัวแดง, ยาแคปซูล","662","90","1,461","146,100.00"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","661","232","23,629","36,197,372.25"
"แก้แพ้อากาศ, ยาลูกกลอน","660","426","52,584","49,711.00"
"น้ำมันเขียว, ยาเข้าน้ำมัน","650","16","980","115,610.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","646","484","824","29,198.80"
"ขลู่, ยาชง","638","598","13,753","15,354.50"
"ตำรับตะแบกป่า , ยาต้ม","625","178","5,377","42,062.50"
"ทิพย์โอสถ, ยาลูกกลอน","615","541","5,041","49,964.20"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","614","396","23,358","69,313.85"
"สเปรย์ตะไคร้หอม, ยาน้ำ","601","386","814","47,310.35"
"บำรุงน้ำนม, ยาต้ม","599","476","2,308","29,794.00"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","599","424","7,770","45,608.00"
"ยาถ่าย, ยาแคปซูล","585","528","17,086","17,573.45"
"มะตูม, ยาชง","581","434","1,186","37,197.40"
"เฮโมลอน, ยาแคปซูล","580","413","28,446","44,438.50"
"ถั่วเหลืองสกัด, ยาแคปซูล","568","385","35,109","141,950.00"
"ขับลมเบอร์ 2, อื่นๆ","562","280","816","56,900.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๑, ยาแคปซูล","562","462","21,351","47,217.70"
"อภัยสาลี, ยาเม็ด","560","356","25,688","50,682.70"
"คลายเส้น, ยาแคปซูล","559","279","35,693","123,387.25"
