"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ประสะไพล, ยาแคปซูล","42,923","29,944","1,357,942","2,862,418.20"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","42,143","22,521","52,852","1,751,636.25"
"บำรุงโลหิต, ยาผง","36,195","24,630","1,101,591","2,828,631.64"
"คำฝอย, ยาชง","36,014","24,854","405,790","2,579,710.74"
"เหลืองปิดสมุทร, ยาลูกกลอน","35,978","25,375","495,316","1,914,877.06"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","34,694","23,118","45,106","782,984.60"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","34,573","30,229","36,188","1,325,311.82"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","34,548","21,712","47,913","823,340.80"
"มะขามแขกตราธงทอง, ยาเม็ด","34,362","23,767","2,043,683","3,113,812.65"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","34,167","29,104","701,645","1,670,616.52"
"ปราบชมพูทวีป, ยาลูกกลอน","33,805","22,251","948,879","3,808,077.20"
"อมผสมมะแว้ง, ยาเม็ด","33,619","23,160","93,419","646,033.51"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","33,097","25,604","40,251","1,296,700.85"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","32,296","24,459","107,919","5,333,618.90"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","31,291","22,031","41,923","1,035,254.50"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","29,938","19,483","853,054","1,797,210.90"
"กระเจี๊ยบแดง, ยาชง","29,238","21,754","155,277","1,571,536.01"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","27,361","21,433","33,590","1,670,899.04"
"ธรณีสันฑะฆาต, ยาแคปซูล","26,940","18,545","849,036","2,022,462.00"
"แก้ไอผสมมะขามป้อม ตราวังหลัง, ยาน้ำ","26,697","16,400","32,652","565,698.88"
"ซินโนวอล, ยาน้ำ","25,609","19,629","60,047","746,495.80"
"ว่านหางจระเข้, เจล","25,109","16,731","54,694","1,456,439.77"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","24,849","17,349","1,059,780","1,858,841.97"
"บัวบก, ครีม","22,248","12,875","321,810","2,058,646.25"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","21,532","15,647","75,255","2,232,419.27"
"เขียวหอม, ยาผง","21,483","15,274","392,007","1,710,062.37"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","21,328","15,686","26,091","805,883.45"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","20,795","17,703","21,565","1,023,056.90"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","20,359","16,943","498,986","1,134,576.27"
"กล้วย, ยาผง","20,314","15,515","373,516","999,385.39"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","19,939","14,080","37,576","307,756.27"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","19,404","16,075","177,968","1,153,109.82"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","17,886","13,602","745,842","1,310,655.33"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","17,768","12,209","23,556","738,297.70"
"ธรณีสัณฑะฆาต, ยาแคปซูล","16,404","10,194","568,378","985,617.40"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","16,146","11,508","20,109","611,545.80"
"หอมบำรุงหัวใจ, ยาเม็ด","15,895","11,377","56,176","819,708.31"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","15,719","13,020","16,620","410,563.44"
"กระเทียม, ยาแคปซูล","15,296","2,199","1,057,918","3,707,218.73"
"กษัยเส้น ตราพรีราน่า, ยาแคปซูล","15,021","13,304","320,148","748,936.50"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","14,444","10,722","17,379","341,420.90"
"พิมเสนน้ำ, ยาน้ำ","13,802","7,925","18,485","566,333.00"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","13,796","9,713","559,948","1,422,713.17"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","13,680","9,858","58,151","312,378.45"
"บอระเพ็ด, ยาแคปซูล","13,463","10,101","347,183","940,863.40"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","13,195","8,992","355,152","995,400.64"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","13,130","11,170","13,880","876,018.46"
"แก้ไอผสมมะขามป้อม, ยาน้ำ","13,008","8,649","16,211","337,296.00"
"อำมฤควาที, ยาผง","12,169","7,909","226,162","725,227.88"
"อมรสบ๊วย, ยาลูกกลอน","12,168","9,673","25,046","228,217.88"
"แก้ไอผสมกานพลู, ยาลูกกลอน","11,912","9,361","18,055","289,119.10"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","11,639","7,242","18,909","205,113.99"
"ฝาง, ยาต้ม","11,593","10,315","15,886","260,875.00"
"ปลูกไฟธาตุ, ยาลูกกลอน","11,437","8,771","201,647","579,555.03"
"หอมทิพโอสถ, ยาผง","11,295","7,922","28,734","777,781.69"
"หอมอินทจักร, ยาผง","11,003","7,726","93,997","648,608.34"
"กษัยเส้น, ยาลูกกลอน","10,642","8,038","227,773","504,660.84"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","9,952","7,667","17,375","223,414.50"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","9,853","8,863","11,751","396,813.49"
"เลือดงาม, ยาแคปซูล","9,723","6,364","282,143","773,434.60"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","9,642","6,954","11,572","509,147.00"
"แก้ไอมะขามป้อมสูตร 2, ยาลูกกลอน","9,579","5,447","15,328","426,677.00"
"หม่องน้ำ, ยาน้ำ","9,212","5,787","10,924","280,803.75"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","8,804","4,325","9,385","563,100.00"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","8,639","7,649","35,060","259,386.84"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","8,536","3,550","8,544","1,025,280.00"
"ครีมพริกไพล, ครีม","8,533","6,861","8,934","208,790.00"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","7,977","5,830","9,412","158,242.00"
"อมมะขามป้อม, ยาเม็ด","7,971","6,198","10,092","274,041.70"
"ไพลครีม  , ครีม","7,568","6,579","12,538","352,504.32"
"กันยุงตะไคร้หอม, ยาน้ำ","7,245","6,081","8,602","357,776.77"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","7,185","5,408","7,580","178,386.50"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","7,009","5,058","8,762","151,530.25"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","6,957","5,391","33,824","254,990.56"
"กล้วยขมิ้น, ยาแคปซูล","6,887","5,806","174,740","323,956.24"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","6,811","4,897","210,307","323,437.49"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","6,725","224","11,188","1,220,335.00"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาแคปซูล","5,908","3,830","222,163","638,564.72"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","5,779","255","353,900","2,888,607.40"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","5,448","3,376","299,357","653,971.10"
"ผสมรางจืด หมอยาไทย, ยาผง","5,429","4,297","28,839","428,528.03"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","5,289","4,201","5,818","229,797.12"
"สตรีหลังคลอด, ยาต้ม","5,259","4,032","35,042","429,450.10"
"อมฟ้าทะลายโจร, ยาลูกกลอน","5,159","3,987","6,735","84,791.99"
"หญ้าปักกิ่ง, ยาแคปซูล","5,120","1,490","177,884","1,844,811.21"
"แก้ไอคัฟฟี, ยาน้ำ","4,863","4,202","6,312","135,077.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร, ยาน้ำ","4,613","2,880","5,426","104,857.25"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","4,544","3,724","112,174","204,836.12"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","4,485","3,406","5,610","111,533.00"
"ยาหอม  , ยาผง","4,375","2,552","24,294","308,681.40"
"แคปซูลอบเชย, ยาแคปซูล","4,222","3,759","16,869","85,276.66"
"หม่องพริก, ขี้ผึ้ง","4,202","3,569","4,657","139,712.05"
"ขี้เหล็ก, ยาแคปซูล","4,125","3,302","126,785","235,340.68"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","4,089","2,263","179,245","461,210.00"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","4,033","3,165","102,758","193,969.72"
"แก้ลมอัมพฤกษ์ , ยาผง","3,986","2,848","46,906","242,450.04"
"ขี้ผึ้งสมุนไพร, ขี้ผึ้ง","3,968","3,767","4,027","95,588.00"
"แก้ปวดเมื่อย, ยาต้ม","3,936","3,013","4,662","158,366.70"
"ตำรับโปร่งฟ้า , ยาแคปซูล","3,935","3,067","80,807","150,498.75"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","3,752","3,379","4,002","103,212.00"
"แก้ไอสมุนไพร (รพ.กระบี่), ยาน้ำ","3,588","1,699","4,211","147,385.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","3,465","2,707","4,964","46,787.60"
"ชงสมุนไพรผสมรางจืด, ยาผง","3,464","2,461","42,691","120,564.45"
"ว่านชักมดลูก, ยาแคปซูล","3,434","2,186","93,795","212,634.00"
"ตำรับโคคลาน, ยาต้ม","3,421","2,713","61,577","176,238.68"
"ประสะกะเพรา, ยาแคปซูล","3,339","2,634","91,221","270,922.29"
"ส้มแขก, ยาแคปซูล","3,194","538","240,292","654,060.36"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","3,107","2,092","3,554","53,842.00"
"ไฟประลัยกัลป์, ยาแคปซูล","3,102","2,283","93,729","180,484.04"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","3,042","2,546","129,471","499,673.45"
"หม่องพริกไพล, ขี้ผึ้ง","3,025","2,332","3,483","98,546.50"
"ผสมโคคลาน สูตรตำรับที่ 1, ยาชง","2,956","1,156","10,603","192,044.50"
"กระชายดำ, ยาแคปซูล","2,934","288","205,516","658,903.66"
"ยาอาบ   หมอยาไทย, ยาผง","2,930","2,516","3,108","204,495.00"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","2,881","1,648","3,450","48,366.00"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","2,842","2,331","2,979","92,512.47"
"ตรีธาตุ, ยาแคปซูล","2,813","2,209","12,559","214,705.60"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","2,785","1,923","104,390","186,286.50"
"ประสะจันทน์แดง , ยาแคปซูล","2,771","1,112","113,560","213,298.92"
"เซ็นนาฮอฟ, ยาแคปซูล","2,765","1,989","146,387","7,054,730.10"
"มหาหิงคุ์, ยาน้ำ","2,702","2,188","3,843","57,782.86"
"แคปซูลบอระเพ็ด, ยาแคปซูล","2,687","1,925","73,351","200,597.75"
"ครีมไพล, ครีม","2,685","1,845","2,776","138,426.50"
"อมยูอีคอฟ , ยาเม็ด","2,685","2,115","4,243","39,371.25"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","2,457","1,470","3,000","190,085.00"
"ทับหม้อเกลือ, ยาประคบ","2,449","2,073","2,440","120,004.00"
"หอมสินธร, ยาผง","2,372","523","5,927","293,163.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","2,317","2,030","61,872","95,664.25"
"พริกไทย, ยาแคปซูล","2,307","288","113,887","397,515.70"
"คลายเส้น (รพ.ตระการพืชผล), ยาแคปซูล","2,217","1,872","32,304","128,791.02"
"ประสะกานพลู , ยาเม็ด","2,188","1,262","70,525","98,000.68"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","2,166","1,627","120,930","209,316.54"
"หม่องขมิ้นชัน, ขี้ผึ้ง","2,135","1,509","2,277","58,061.25"
"การ์ซิดีน, ยาน้ำ","2,130","828","2,185","105,118.90"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","2,113","1,357","56,447","125,481.50"
"แก้ไอกานพลู , ยาลูกกลอน","2,098","1,421","22,404","60,719.80"
"เจนิสต้า, ยาแคปซูล","2,077","1,218","73,639","130,479.75"
"แผลไฟไหม้น้ำร้อนลวก, เจล","2,073","1,292","2,630","63,960.96"
"ขับลม แฟลท-ทัย , ยาน้ำ","2,067","1,907","2,307","47,264.75"
"แก้ไอมะขาม , ยาน้ำ","2,056","1,537","2,594","66,668.00"
"ยอ, ยาแคปซูล","2,046","601","37,166","282,885.60"
"ตำรับเบาหวาน, ยาแคปซูล","2,040","1,533","220,988","824,685.51"
"แคปซูลผสมรางจืด, ยาแคปซูล","2,031","1,559","52,596","108,630.44"
"หม่องไพล, ขี้ผึ้ง","1,922","1,114","1,960","46,468.00"
"ตะไคร้, ยาชง","1,914","984","4,914","166,548.60"
"มันทธาตุ, ยาแคปซูล","1,865","1,065","59,530","185,088.97"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสกานพลู, ยาเม็ด","1,861","1,601","2,516","26,543.18"
"อบหลังคลอด  หมอยาไทย, ยาผง","1,829","1,535","2,229","108,616.50"
"มังคุด/เปลือกมังคุด, ยาน้ำ","1,812","1,307","10,715","86,741.02"
"แก้ไอมะนาว, ยาน้ำ","1,731","903","2,678","78,430.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","1,708","1,474","39,627","194,055.60"
"เฮโมลอน 3, ยาแคปซูล","1,687","1,126","76,853","121,354.60"
"แคปซูลรางจืด, ยาแคปซูล","1,662","1,465","47,077","229,969.52"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","1,654","1,357","17,228","54,887.45"
"อมสมุนไพรผสมมะแว้งรสบ๊วย, ยาเม็ด","1,652","1,191","2,533","18,265.50"
"ลม 108 จำพวก , ยาผง","1,642","1,329","1,691","51,012.50"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","1,601","1,087","2,052","62,699.00"
"ตรีพิกัด, ยาแคปซูล","1,499","1,096","43,499","170,824.30"
"อมแก้ไอมะแว้ง, ยาลูกกลอน","1,464","1,119","1,993","20,950.76"
"แคปซิลเจล , เจล","1,443","921","1,742","100,625.00"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","1,410","1,076","1,438","121,684.50"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","1,401","1,169","6,679","65,995.25"
"โคคลาน, ยาต้ม","1,365","831","46,053","89,501.20"
"ดีบัว, ยาแคปซูล","1,299","609","2,797","279,700.00"
"พอกเข่าสมุนไพร, ยาพอก","1,262","882","1,330","132,886.00"
"อโรติกา รัปโลชั่น, โลชั่น","1,256","0","1,260","106,606.50"
"แก้ไอมะแว้งสูตร 2, ยาน้ำ","1,244","1,085","1,613","28,539.00"
"พลู, ครีม","1,241","998","1,452","66,118.85"
"แก้ลมขึ้นเบื้องสูง, ยาแคปซูล","1,219","161","239,213","279,656.00"
"ชงกระเจี๊ยบ, ยาชง","1,218","350","24,471","64,411.25"
"อบเชย, ยาต้ม","1,203","1,080","1,676","28,065.50"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","1,194","374","6,815","453,657.00"
"น้ำแก้ไอผสมมะขามป้อม, ยาน้ำ","1,193","1,066","1,277","16,330.48"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","1,190","928","1,577","78,329.38"
"ผสมรางจืด, ยาชง","1,164","790","14,044","242,461.50"
"แก้เจ็บคอ , อื่นๆ","1,135","977","14,197","96,177.03"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","1,129","678","14,204","96,056.50"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","1,072","718","1,336","15,963.00"
"ใบเตย, ยาชง","1,057","188","3,403","123,090.50"
"แป๊ะก๊วย, ยาผง","1,025","97","2,337","234,369.00"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","990","776","17,266","170,238.40"
"แก้ปวดกล้ามเนื้อ, ยาแคปซูล","988","920","19,509","34,417.50"
"มธุรเมหะ (รพ.บางกระทุ่ม), ยาชง","961","0","4,611","119,310.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","926","808","1,255","52,512.00"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","924","487","1,209","15,570.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 2, ยาลูกกลอน","918","838","1,054","15,772.00"
"มะตูม, ยาชง","903","710","1,035","36,376.60"
"มะรุม/ผักอีสุม



, ยาแคปซูล","893","28","139,573","269,300.98"
"ทิพย์โอสถ, ยาลูกกลอน","886","679","7,849","68,481.00"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","881","608","6,622","71,458.00"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","874","6","2,717","94,835.00"
"ดมสมุนไพร, ยาดม","873","748","883","25,780.50"
"เถาเอ็นอ่อน, ยาแคปซูล","864","497","18,966","62,423.00"
"ใบหม่อน, ยาชง","859","435","9,083","61,545.50"
"เจลเสลดพังพอน, เจล","858","42","908","53,397.00"
"บำรุงน้ำนม, ยาต้ม","852","688","4,865","42,693.50"
"ปัญจขันธ์, ยาแคปซูล","828","14","192,047","321,814.20"
"ชะเอมเทศ, ยาผง","825","598","12,911","28,405.20"
"ยาถ่าย, ยาแคปซูล","822","723","28,009","46,259.50"
"เสลดพังพอนคาลาไมน์, โลชั่น","814","692","879","17,730.40"
"ครีมกะเม็ง, ครีม","811","517","2,711","88,874.00"
"คลายเส้น, ยาแคปซูล","800","400","1,604","48,120.00"
"ตำรับชุมเห็ดเทศ, ยาชง","800","669","3,789","50,725.28"
"ระย่อมลมสูง, ยาแคปซูล","787","366","2,045","245,400.00"
"ทิงเจอร์พลู, ทิงเจอร์","787","554","1,106","32,967.00"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","782","706","2,925","30,178.01"
"บรรเทาอาการปวดเมื่อยตามร่างกาย, ยาเม็ด","781","674","20,421","40,292.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","775","332","78,458","89,130.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","762","471","33,604","97,750.20"
"พระขรรค์ชัย, ยาลูกกลอน","762","287","80,585","523,802.50"
"พญายอครีม   , ครีม","758","531","952","53,494.51"
"ห้าราก/แก้ไข้ห้าราก/แก้วห้าดวง/เบญจโลกวิเชียร, ยาแคปซูล","756","337","25,813","39,279.50"
"ขลู่, ยาชง","734","696","19,634","24,128.50"
"เบอร์นีเจล, ครีม","724","545","814","33,452.38"
"ยาพอกดูดพิษ, ยาพอก","722","617","758","33,781.00"
"ช่วยย่อยอาหาร สูตร 1, ยาแคปซูล","721","656","828","9,805.50"
"ยาดมสมุนไพร, ยาดม","719","495","759","27,539.00"
"หม่องผสมไพล ตราวังหลัง, ขี้ผึ้ง","715","652","754","15,912.00"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","714","464","26,578","49,898.30"
"แก้ลสิกาพิการ, ยาเข้าน้ำมัน","713","250","2,363","200,855.00"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","689","510","15,793","29,523.40"
"ภูมิชีวา  , ยาแคปซูล","687","188","111,575","125,832.00"
"กรีนครีม, ครีม","685","468","1,579","21,701.00"
"แคปซูลหญ้าปักกิ่ง ตราธงทอง, ยาแคปซูล","672","282","48,930","210,275.06"
"แก้ไข้หวัด, ยาแคปซูล","643","469","14,793","24,117.00"
"น้ำมันเขียว, ยาเข้าน้ำมัน","641","19","946","109,150.00"
"ไพลซาบาล์ม , ขี้ผึ้ง","636","477","793","103,170.00"
"ไฟห้ากอง , ยาแคปซูล","631","411","23,131","36,320.10"
"ยาผสมหมามุ่ย, ยาแคปซูล","630","0","143,160","357,900.00"
"ทาพระเส้น, ยาน้ำ","623","475","1,118","25,340.00"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","620","351","1,144","34,518.10"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","609","204","20,686","117,319.50"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","608","308","22,960","54,999.80"
"ตำรับระบายสมุนไพร, ยาแคปซูล","599","505","12,694","21,060.10"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","593","288","1,663","57,241.10"
"ขับลมเบอร์ 2, อื่นๆ","592","279","827","57,065.00"
"มหาจักรใหญ่, ยาแคปซูล","574","2","46,851","30,770.30"
"ยาอมบ้วนปากอดบุหรี่ ตราห้วยเฮิร์บ, ยาน้ำ","573","445","831","26,014.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","569","358","45,533","161,736.50"
