"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC"
"คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","1,560","2,302","312","482","472","755","216","346","558","757","80","99","530","790","16","37","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","6,272","8,462","592","810","1,618","2,190","583","800","1,742","2,458","8","9","1,116","1,414","0","0","1,796","2,400","1","1"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","1,264","1,395","153","169","1,264","1,395","153","169","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","6,613","13,663","2,377","3,801","1,858","3,996","615","998","2,094","4,143","736","1,215","1,047","1,735","431","563","1,614","3,789","595","1,025"
"10752  :  โรงพยาบาลบางบ่อ","4,161","8,055","373","574","1,315","2,694","227","383","1,295","2,431","121","162","530","818","10","12","1,021","2,112","15","17"
"10753  :  โรงพยาบาลบางพลี","4,782","12,602","1,188","2,259","1,389","3,913","357","779","1,462","3,717","324","660","703","1,278","165","194","1,228","3,694","342","626"
"10754  :  โรงพยาบาลบางจาก","3,911","5,397","2,596","3,678","1,165","1,478","693","899","1,488","2,055","1,039","1,454","434","599","311","437","824","1,265","553","888"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,884","3,153","1,413","2,516","568","995","414","792","623","1,066","484","864","256","334","178","242","437","758","337","618"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","135","141","110","113","18","19","15","15","69","71","54","56","45","48","39","40","3","3","2","2"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","5,439","27,203","1,870","9,683","1,935","9,993","767","4,341","1,874","9,803","715","3,771","380","952","44","72","1,250","6,455","344","1,499"
"10756  :  โรงพยาบาลบางกรวย","13,492","37,173","350","420","3,712","10,173","119","143","3,980","10,293","139","173","1,819","4,599","33","35","3,981","12,108","59","69"
"10757  :  โรงพยาบาลบางใหญ่","16,019","45,576","8,268","23,058","4,831","13,017","2,647","6,949","3,934","12,498","1,934","6,218","2,408","5,181","1,168","2,429","4,846","14,880","2,519","7,462"
"10758  :  โรงพยาบาลบางบัวทอง","6,226","10,202","3,248","4,195","1,762","3,095","951","1,323","1,666","2,995","745","1,049","921","1,252","433","501","1,877","2,860","1,119","1,322"
"10759  :  โรงพยาบาลไทรน้อย","3,563","9,259","630","783","1,071","2,825","277","337","995","2,690","207","275","557","1,321","46","47","940","2,423","100","124"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","4","4","2","2","0","0","0","0","0","0","0","0","1","1","1","1","3","3","1","1"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","1,980","4,559","33","43","621","1,588","9","11","436","936","7","8","374","819","9","14","549","1,216","8","10"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","65","67","45","47","29","29","22","22","14","14","9","9","8","8","6","6","14","16","8","10"
"10687  :  โรงพยาบาลปทุมธานี","8,828","18,314","1,913","2,680","2,314","5,560","660","959","2,817","5,710","524","701","1,103","1,623","250","289","2,594","5,421","479","731"
"10761  :  โรงพยาบาลคลองหลวง","12,873","18,341","9,812","11,605","3,408","4,915","2,566","3,207","3,577","5,439","2,702","3,285","2,986","3,995","2,426","2,698","2,902","3,992","2,118","2,415"
"10762  :  โรงพยาบาลธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,052","1,776","615","1,114","351","630","209","397","321","628","176","399","168","215","103","126","212","303","127","192"
"10764  :  โรงพยาบาลหนองเสือ","4,416","7,648","3,305","5,518","1,514","2,748","1,172","2,055","1,407","2,509","1,094","1,915","714","1,054","527","741","781","1,337","512","807"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,203","2,822","352","664","393","881","121","218","403","920","132","232","111","204","18","27","296","817","81","187"
"10766  :  โรงพยาบาลลำลูกกา","10,813","14,193","8,388","9,989","2,001","2,850","1,295","1,575","3,245","4,266","2,427","2,981","2,796","3,287","2,421","2,771","2,771","3,790","2,245","2,662"
"10767  :  โรงพยาบาลสามโคก","232","343","106","182","77","136","35","81","57","79","30","47","12","12","6","6","86","116","35","48"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","298","929","61","71","94","390","6","9","80","249","18","22","56","116","12","12","68","174","25","28"
"10688  :  โรงพยาบาลเสนา","3,727","7,463","2,029","3,219","1,037","2,045","569","940","1,038","2,145","568","955","686","1,227","409","553","966","2,046","483","771"
"10768  :  โรงพยาบาลท่าเรือ","1,507","3,149","374","528","454","1,039","104","155","487","1,082","138","214","173","221","29","29","393","807","103","130"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","353","819","166","398","127","276","69","156","96","243","56","137","55","100","21","44","75","200","20","61"
"10770  :  โรงพยาบาลบางไทร","1,319","2,719","271","491","375","775","85","157","427","944","85","151","175","238","37","48","342","762","64","135"
"10771  :  โรงพยาบาลบางบาล","812","1,086","572","630","77","162","19","26","247","352","171","194","257","278","217","226","231","294","165","184"
"10772  :  โรงพยาบาลบางปะอิน","3,122","7,464","279","756","742","1,747","90","217","880","1,937","79","240","808","1,644","52","156","692","2,136","58","143"
"10773  :  โรงพยาบาลบางปะหัน","1,354","2,498","801","1,470","419","832","248","481","454","925","264","529","172","187","101","111","309","554","188","349"
"10774  :  โรงพยาบาลผักไห่","1,433","3,188","246","565","424","943","80","193","439","981","87","188","213","421","24","49","357","843","55","135"
"10775  :  โรงพยาบาลภาชี","1,474","2,702","800","1,474","377","658","215","387","422","851","230","473","216","368","102","173","459","825","253","441"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,351","2,447","574","986","408","651","163","254","387","744","176","293","197","329","74","127","359","723","161","312"
"10777  :  โรงพยาบาลวังน้อย","2,513","3,921","524","875","759","1,186","171","302","770","1,217","162","278","230","305","45","67","754","1,213","146","228"
"10778  :  โรงพยาบาลบางซ้าย","1,828","2,801","1,050","1,775","478","825","270","540","561","821","355","557","354","431","198","243","435","724","227","435"
"10779  :  โรงพยาบาลอุทัย","5,314","7,886","1,632","2,297","1,837","2,713","605","853","1,555","2,369","538","768","667","867","190","226","1,255","1,937","299","450"
"10780  :  โรงพยาบาลมหาราช","1,404","2,617","225","298","461","793","80","105","449","920","83","110","139","197","15","20","355","707","47","63"
"10781  :  โรงพยาบาลบ้านแพรก","2,835","9,020","580","1,211","955","3,357","216","485","1,024","3,428","224","464","293","589","14","14","563","1,646","126","248"
"10689  :  โรงพยาบาลอ่างทอง","6,603","20,527","1,101","2,168","2,166","6,989","393","867","2,021","6,411","348","698","804","1,853","214","312","1,612","5,274","146","291"
"10782  :  โรงพยาบาลไชโย","2,571","10,587","269","354","700","2,754","82","105","671","2,733","59","75","473","2,281","22","40","727","2,819","106","134"
"10784  :  โรงพยาบาลป่าโมก","3,307","8,517","970","1,513","773","2,268","143","265","1,379","2,834","630","847","574","1,701","97","204","581","1,714","100","197"
"10785  :  โรงพยาบาลโพธิ์ทอง","5,518","13,619","1,908","2,220","1,472","3,635","567","691","1,475","3,573","548","642","1,128","2,943","417","457","1,443","3,468","376","430"
"10786  :  โรงพยาบาลแสวงหา","912","3,921","98","114","246","1,013","31","34","215","966","27","31","204","950","15","17","247","992","25","32"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","9,359","16,446","1,886","2,670","2,627","4,809","612","892","2,894","5,123","619","899","1,850","2,796","289","347","1,988","3,718","366","532"
"10788  :  โรงพยาบาลสามโก้","4,283","9,300","898","1,464","1,018","2,234","233","417","1,145","2,478","268","475","1,056","2,275","181","258","1,064","2,313","216","314"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","8,987","18,978","1,198","1,901","2,898","6,360","344","567","2,861","6,128","343","560","1,014","1,464","154","177","2,214","5,026","357","597"
"10691  :  โรงพยาบาลบ้านหมี่","2,673","5,506","606","619","973","2,037","331","341","883","1,868","271","274","281","419","2","2","536","1,182","2","2"
"10789  :  โรงพยาบาลพัฒนานิคม","2,587","5,294","531","637","937","1,847","263","322","775","1,648","148","177","241","357","55","62","634","1,442","65","76"
"10790  :  โรงพยาบาลโคกสำโรง","2,465","5,234","944","1,650","741","1,638","196","422","770","1,654","334","598","565","845","359","503","389","1,097","55","127"
"10791  :  โรงพยาบาลชัยบาดาล","4,449","12,252","1,966","4,702","1,355","4,308","642","1,754","1,361","3,964","584","1,458","492","850","215","366","1,241","3,130","525","1,124"
"10792  :  โรงพยาบาลท่าวุ้ง","5,340","10,681","1,068","1,557","1,798","3,913","400","629","1,680","3,577","396","573","518","619","104","124","1,344","2,572","168","231"
"10793  :  โรงพยาบาลท่าหลวง","5,943","9,210","4,771","6,613","2,189","3,323","1,816","2,575","2,285","3,469","1,887","2,590","417","612","271","339","1,052","1,806","797","1,109"
"10794  :  โรงพยาบาลสระโบสถ์","1,530","2,930","902","1,458","467","922","281","461","432","901","246","455","228","340","143","182","403","767","232","360"
"10795  :  โรงพยาบาลโคกเจริญ","2,483","3,356","1,899","2,435","573","851","420","599","912","1,236","683","865","400","451","323","360","598","818","473","611"
"10796  :  โรงพยาบาลลำสนธิ","2,308","3,943","1,374","1,641","815","1,048","503","578","819","1,432","517","634","283","407","171","190","391","1,056","183","239"
"10797  :  โรงพยาบาลหนองม่วง","3,736","6,509","1,833","2,216","865","1,835","333","468","1,019","1,827","447","547","618","755","348","382","1,234","2,092","705","819"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","11,992","21,186","3,413","4,089","3,590","6,626","1,023","1,260","3,922","6,880","1,390","1,624","1,649","2,224","355","396","2,831","5,456","645","809"
"10693  :  โรงพยาบาลอินทร์บุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","1,483","4,916","631","1,364","452","1,336","219","414","405","1,315","184","388","306","1,057","110","253","320","1,208","118","309"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,432","2,939","499","904","482","1,120","163","331","531","1,088","162","301","178","252","70","97","241","479","104","175"
"10800  :  โรงพยาบาลพรหมบุรี","847","3,926","108","211","217","1,004","32","72","257","1,260","36","74","159","671","18","25","214","991","22","40"
"10801  :  โรงพยาบาลท่าช้าง","344","565","103","157","93","144","31","48","92","142","24","32","76","121","24","31","83","158","24","46"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","10,340","18,392","1,598","2,410","3,348","6,122","551","861","3,352","6,145","594","911","949","1,125","120","135","2,691","5,000","333","503"
"10802  :  โรงพยาบาลมโนรมย์","1,640","3,658","1,028","2,301","520","1,197","330","753","535","1,179","341","748","153","246","100","153","432","1,036","257","647"
"10803  :  โรงพยาบาลวัดสิงห์","3,402","6,183","645","1,082","1,238","2,359","264","449","1,134","2,157","224","388","285","336","53","56","745","1,331","104","189"
"10804  :  โรงพยาบาลสรรพยา","3,097","5,979","1,360","2,498","932","1,854","424","762","1,000","1,826","467","809","403","571","160","234","762","1,728","309","693"
"10805  :  โรงพยาบาลสรรคบุรี","7,856","11,705","1,922","2,385","2,718","4,084","959","1,165","2,296","3,547","537","703","986","1,089","139","160","1,856","2,985","287","357"
