"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","5,097,986,415.75","5,064,712,249.25","33,274,166.50","0.65","2,271,848,092.75","2,256,657,939.25","15,190,153.50","0.67","1,818,626,689.75","1,807,228,476.75","11,398,213.00","0.63","1,007,511,633.25","1,000,825,833.25","6,685,800.00","0.66","0.00","0.00","0.00","0.00"
"11537  :  โรงพยาบาลกลาง","110,765,353,938.25","110,765,196,360.25","157,578.00","0.00","76,791,689,395.50","76,791,639,297.00","50,098.50","0.00","10,365,189,041.25","10,365,119,657.25","69,384.00","0.00","9,829,154,966.25","9,829,137,947.25","17,019.00","0.00","13,779,320,535.25","13,779,299,458.75","21,076.50","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","4,391,020,396.00","4,391,020,396.00","0.00","0.00","1,043,165,660.75","1,043,165,660.75","0.00","0.00","1,061,702,082.25","1,061,702,082.25","0.00","0.00","1,150,353,284.00","1,150,353,284.00","0.00","0.00","1,135,799,369.00","1,135,799,369.00","0.00","0.00"
"11539  :  โรงพยาบาลตากสิน","32,711,217,927.00","32,711,170,914.50","47,012.50","0.00","8,356,957,561.20","8,356,957,473.20","88.00","0.00","8,462,183,311.30","8,462,166,777.80","16,533.50","0.00","7,935,016,000.75","7,934,996,129.75","19,871.00","0.00","7,957,061,053.75","7,957,050,533.75","10,520.00","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","4,883,835,798.25","4,875,891,555.25","7,944,243.00","0.16","1,073,475,817.00","1,072,485,019.00","990,798.00","0.09","1,323,690,395.00","1,321,424,582.00","2,265,813.00","0.17","1,151,911,184.75","1,149,922,088.75","1,989,096.00","0.17","1,334,758,401.50","1,332,059,865.50","2,698,536.00","0.20"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","5,102,103,412.50","5,102,029,242.50","74,170.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2,524,848,311.25","2,524,813,062.25","35,249.00","0.00","2,577,255,101.25","2,577,216,180.25","38,921.00","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11592  :  โรงพยาบาลบางนา1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","89,358,878.25","88,879,597.25","479,281.00","0.54","21,568,554.00","21,520,287.00","48,267.00","0.22","25,106,338.25","24,996,472.25","109,866.00","0.44","20,003,775.50","19,879,572.50","124,203.00","0.62","22,680,210.50","22,483,265.50","196,945.00","0.87"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11621  :  โรงพยาบาลบางไผ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11626  :  โรงพยาบาลคลองตัน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11628  :  โรงพยาบาลพระราม 9","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11676  :  โรงพยาบาลยันฮี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11686  :  โรงพยาบาลบางโพ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","148,690,475.00","148,690,475.00","0.00","0.00","36,579,051.25","36,579,051.25","0.00","0.00","39,821,373.00","39,821,373.00","0.00","0.00","37,070,334.75","37,070,334.75","0.00","0.00","35,219,716.00","35,219,716.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","1,470,920,478.00","1,470,920,478.00","0.00","0.00","354,245,282.00","354,245,282.00","0.00","0.00","401,727,629.00","401,727,629.00","0.00","0.00","315,071,907.00","315,071,907.00","0.00","0.00","399,875,660.00","399,875,660.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","78,814,324.04","78,814,324.04","0.00","0.00","21,514,302.00","21,514,302.00","0.00","0.00","20,679,943.60","20,679,943.60","0.00","0.00","15,592,754.00","15,592,754.00","0.00","0.00","21,027,324.44","21,027,324.44","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","55,543,829.75","55,543,829.75","0.00","0.00","11,212,595.25","11,212,595.25","0.00","0.00","16,963,284.75","16,963,284.75","0.00","0.00","13,260,190.00","13,260,190.00","0.00","0.00","14,107,759.75","14,107,759.75","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","83,957,061.00","83,957,061.00","0.00","0.00","23,709,259.25","23,709,259.25","0.00","0.00","23,315,458.25","23,315,458.25","0.00","0.00","18,195,533.75","18,195,533.75","0.00","0.00","18,736,809.75","18,736,809.75","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","294,644,419.50","294,644,419.50","0.00","0.00","79,692,950.00","79,692,950.00","0.00","0.00","84,559,777.00","84,559,777.00","0.00","0.00","75,085,604.50","75,085,604.50","0.00","0.00","55,306,088.00","55,306,088.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","12,576,997,497.00","12,576,877,770.50","119,726.50","0.00","2,908,822,749.75","2,908,775,414.75","47,335.00","0.00","7,550,385,116.75","7,550,332,602.75","52,514.00","0.00","2,117,789,630.50","2,117,769,753.00","19,877.50","0.00","0.00","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","55,517,817,632.00","55,517,069,278.00","748,354.00","0.00","12,651,787,164.00","12,651,556,286.00","230,878.00","0.00","14,566,269,898.75","14,566,131,305.75","138,593.00","0.00","14,687,831,814.25","14,687,681,810.25","150,004.00","0.00","13,611,928,755.00","13,611,699,876.00","228,879.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","138,121.42","15,263.00","122,858.42","88.95","138,121.42","15,263.00","122,858.42","88.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","313,419,267.18","312,397,621.18","1,021,646.00","0.33","78,509,710.97","78,199,303.47","310,407.50","0.40","83,395,376.94","83,019,187.69","376,189.25","0.45","69,431,873.12","69,287,572.12","144,301.00","0.21","82,082,306.15","81,891,557.90","190,748.25","0.23"
"10752  :  โรงพยาบาลบางบ่อ","50,683,111.39","49,669,507.75","1,013,603.64","2.00","12,625,538.70","12,277,873.25","347,665.45","2.75","13,287,577.70","12,985,391.75","302,185.95","2.27","12,204,253.65","12,018,162.25","186,091.40","1.52","12,565,741.34","12,388,080.50","177,660.84","1.41"
"10753  :  โรงพยาบาลบางพลี","74,773,648.45","74,150,966.95","622,681.50","0.83","19,813,857.64","19,625,509.89","188,347.75","0.95","19,044,271.07","18,852,727.82","191,543.25","1.01","17,459,142.76","17,349,193.51","109,949.25","0.63","18,456,376.98","18,323,535.73","132,841.25","0.72"
"10754  :  โรงพยาบาลบางจาก","27,228,373.34","26,612,197.91","616,175.43","2.26","6,501,302.49","6,354,988.49","146,314.00","2.25","7,171,749.30","6,984,390.61","187,358.69","2.61","6,382,902.98","6,266,472.98","116,430.00","1.82","7,172,418.57","7,006,345.83","166,072.74","2.32"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","34,262,393.35","34,011,299.85","251,093.50","0.73","8,271,155.20","8,208,154.20","63,001.00","0.76","8,726,222.00","8,650,321.50","75,900.50","0.87","8,619,822.75","8,563,784.75","56,038.00","0.65","8,645,193.40","8,589,039.40","56,154.00","0.65"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","19,634,104.50","19,634,104.50","0.00","0.00","5,192,216.50","5,192,216.50","0.00","0.00","5,037,648.00","5,037,648.00","0.00","0.00","4,575,769.50","4,575,769.50","0.00","0.00","4,828,470.50","4,828,470.50","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","218,691,284.00","218,612,436.00","78,848.00","0.04","55,690,573.00","55,655,351.00","35,222.00","0.06","48,756,023.00","48,727,863.00","28,160.00","0.06","45,902,959.50","45,895,105.50","7,854.00","0.02","68,341,728.50","68,334,116.50","7,612.00","0.01"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","36,913,492.75","36,856,367.75","57,125.00","0.15","9,110,240.75","9,094,413.75","15,827.00","0.17","10,054,380.50","10,032,800.50","21,580.00","0.21","9,111,795.75","9,102,278.75","9,517.00","0.10","8,637,075.75","8,626,874.75","10,201.00","0.12"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","25,960,432.80","25,960,432.80","0.00","0.00","8,637,979.00","8,637,979.00","0.00","0.00","8,876,192.80","8,876,192.80","0.00","0.00","6,184,431.00","6,184,431.00","0.00","0.00","2,261,830.00","2,261,830.00","0.00","0.00"
