"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร","มูลค่ารวม(บาท)","ยาแผนปัจจุบัน(บาท)","ยาแผนไทย(บาท)","ร้อยละมูลค่าสมุนไพร"
"11546  :  โรงพยาบาลบี เอ็น เอช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11592  :  โรงพยาบาลบางนา1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","4,364,866.75","4,352,582.25","12,284.50","0.28","1,053,213.25","1,048,450.25","4,763.00","0.45","1,131,347.50","1,128,740.00","2,607.50","0.23","1,023,317.75","1,020,380.75","2,937.00","0.29","1,156,988.25","1,155,011.25","1,977.00","0.17"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11621  :  โรงพยาบาลบางไผ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11626  :  โรงพยาบาลคลองตัน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11628  :  โรงพยาบาลพระราม 9","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11676  :  โรงพยาบาลยันฮี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11686  :  โรงพยาบาลบางโพ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","8,112,715.40","8,112,715.40","0.00","0.00","2,121,593.50","2,121,593.50","0.00","0.00","2,310,695.30","2,310,695.30","0.00","0.00","1,960,695.25","1,960,695.25","0.00","0.00","1,719,731.35","1,719,731.35","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","7,567,802.75","7,565,572.75","2,230.00","0.03","1,894,225.00","1,893,799.00","426.00","0.02","2,071,748.75","2,071,054.75","694.00","0.03","1,731,429.25","1,730,970.75","458.50","0.03","1,870,399.75","1,869,748.25","651.50","0.03"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","14,364,789.25","14,364,784.75","4.50","0.00","0.00","0.00","0.00","0.00","4,665,150.75","4,665,150.75","0.00","0.00","4,834,102.00","4,834,102.00","0.00","0.00","4,865,536.50","4,865,532.00","4.50","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","123,656,175.87","123,634,546.37","21,629.50","0.02","31,870,938.79","31,866,466.29","4,472.50","0.01","31,682,616.67","31,675,570.67","7,046.00","0.02","31,501,915.73","31,497,366.73","4,549.00","0.01","28,600,704.68","28,595,142.68","5,562.00","0.02"
"10752  :  โรงพยาบาลบางบ่อ","13,981,460.50","13,942,738.00","38,722.50","0.28","3,835,772.04","3,827,247.29","8,524.75","0.22","3,343,598.84","3,337,079.84","6,519.00","0.19","3,509,970.54","3,494,205.79","15,764.75","0.45","3,292,119.08","3,284,205.08","7,914.00","0.24"
"10753  :  โรงพยาบาลบางพลี","21,108,001.74","21,092,074.99","15,926.75","0.08","5,813,775.25","5,809,716.00","4,059.25","0.07","5,665,488.86","5,660,590.86","4,898.00","0.09","5,103,927.06","5,100,747.06","3,180.00","0.06","4,524,810.57","4,521,021.07","3,789.50","0.08"
"10754  :  โรงพยาบาลบางจาก","5,444,332.48","5,410,392.98","33,939.50","0.62","1,257,821.07","1,250,249.82","7,571.25","0.60","1,319,799.70","1,311,066.20","8,733.50","0.66","1,243,521.08","1,234,714.33","8,806.75","0.71","1,623,190.63","1,614,362.63","8,828.00","0.54"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","4,759,630.35","4,744,704.85","14,925.50","0.31","1,242,019.40","1,238,336.90","3,682.50","0.30","1,283,682.65","1,280,725.65","2,957.00","0.23","957,258.45","955,447.95","1,810.50","0.19","1,276,669.85","1,270,194.35","6,475.50","0.51"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,899,319.50","1,899,319.50","0.00","0.00","421,806.50","421,806.50","0.00","0.00","434,833.00","434,833.00","0.00","0.00","502,696.00","502,696.00","0.00","0.00","539,984.00","539,984.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","24,148,102.00","24,148,014.00","88.00","0.00","7,173,327.00","7,173,327.00","0.00","0.00","7,359,193.00","7,359,127.00","66.00","0.00","7,240,382.00","7,240,360.00","22.00","0.00","2,375,200.00","2,375,200.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","684,333.50","683,658.50","675.00","0.10","232,252.25","231,622.25","630.00","0.27","151,785.75","151,740.75","45.00","0.03","191,357.50","191,357.50","0.00","0.00","108,938.00","108,938.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","542,396.29","541,221.79","1,174.50","0.22","151,434.86","151,287.11","147.75","0.10","137,432.03","137,006.03","426.00","0.31","163,374.95","162,977.20","397.75","0.24","90,154.45","89,951.45","203.00","0.23"
"10686  :  โรงพยาบาลพระนั่งเกล้า","134,458,364,915.28","134,445,781,947.03","12,582,968.25","0.01","3,566,559,314.25","3,562,062,153.25","4,497,161.00","0.13","3,683,783,617.34","3,679,837,785.09","3,945,832.25","0.11","3,221,910,916.25","3,219,115,459.75","2,795,456.50","0.09","123,986,111,067.44","123,984,766,548.94","1,344,518.50","0.00"
"10756  :  โรงพยาบาลบางกรวย","9,104,252.52","9,091,807.02","12,445.50","0.14","3,528,908.67","3,523,591.67","5,317.00","0.15","2,078,754.35","2,076,411.85","2,342.50","0.11","1,543,362.28","1,541,394.28","1,968.00","0.13","1,953,227.22","1,950,409.22","2,818.00","0.14"
"10757  :  โรงพยาบาลบางใหญ่","12,382,361.75","12,366,246.25","16,115.50","0.13","2,569,053.25","2,564,486.75","4,566.50","0.18","2,965,542.25","2,960,632.25","4,910.00","0.17","3,248,186.75","3,244,349.75","3,837.00","0.12","3,599,579.50","3,596,777.50","2,802.00","0.08"
