"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","44,445","31,127","49,756","2,948,032.95"
"แก้ไอมะแว้ง , ยาเม็ด","43,538","30,454","88,392","869,738.74"
"เพชรสังฆาต, ยาแคปซูล","40,368","29,403","1,901,102","3,540,220.22"
"ตรีผลา / พิกัดตรีผลา , ยาชง","39,319","19,736","1,480,032","3,399,593.93"
"แคปซูลเพชรสังฆาต ตราเคเอ็มพี, ยาแคปซูล","38,961","25,143","1,389,065","2,416,197.37"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","37,014","27,986","42,083","2,383,667.18"
"เหลืองปิดสมุทร, ยาลูกกลอน","35,255","25,217","539,056","2,175,843.91"
"แก้ไอผสมมะขามป้อม ตราวังหลัง, ยาน้ำ","33,539","21,754","99,806","707,525.43"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","33,257","24,597","74,118","711,856.59"
"น้ำยูอีคอฟ สูตร 2 , ยาน้ำ","32,418","24,005","39,876","556,343.85"
"หญ้าหนวดแมว, ยาชง","31,074","24,196","369,183","3,821,285.01"
"ธาตุบรรจบ , ยาลูกกลอน","31,002","20,462","666,543","2,274,474.13"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","30,892","18,620","83,558","4,078,884.10"
"แก้ไอมะแว้งไล้ท์ ตราไอยรา, ยาน้ำ","30,694","20,566","44,832","809,021.62"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","30,051","21,302","1,264,195","2,476,344.08"
"จันทน์ลีลา, ยาแคปซูล","29,317","19,276","840,349","1,788,297.02"
"ชุมเห็ดเทศ, ยาชง","27,938","17,198","977,140","2,064,397.26"
"สหัสธารา, ยาแคปซูล","27,288","21,738","699,087","1,223,953.25"
"หญ้าดอกขาว, ยาชง","24,009","19,589","246,262","3,526,043.66"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","23,613","20,062","524,580","1,155,229.17"
"อมผสมมะแว้ง, ยาเม็ด","23,507","15,075","36,399","294,778.35"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","23,412","16,032","540,995","1,301,893.50"
"ประสะไพล , ยาแคปซูล","23,228","16,762","697,285","1,501,652.11"
"มะขามแขกตราธงทอง, ยาเม็ด","23,047","15,624","1,388,316","2,148,831.04"
"สมุนไพรอบตัว, ยาต้ม","22,263","17,579","25,886","1,625,896.20"
"ว่านหางจระเข้, เจล","21,170","12,913","92,236","1,435,214.47"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","20,874","15,541","23,670","652,923.40"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","20,710","8,967","23,327","904,265.64"
"ปราบชมพูทวีป, ยาแคปซูล","20,034","11,823","718,757","3,535,349.59"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","19,457","6,756","386,466","774,235.55"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","18,835","15,248","401,691","894,538.77"
"ซินโนวอล, ยาน้ำ","18,293","12,281","36,652","563,057.27"
"คำฝอย, ยาชง","18,277","12,843","246,500","1,455,624.58"
"กระเจี๊ยบแดง, ยาชง","17,372","13,148","110,462","1,004,048.54"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","17,322","14,836","18,527","773,023.07"
"น้ำมันกัญชา, ยาเข้าน้ำมัน","16,598","6,069","30,098","2,813,703.08"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","16,158","12,367","23,596","643,994.57"
"น้ำมันคนทีสอทะเล, ยาเข้าน้ำมัน","15,542","10,390","20,367","1,481,963.50"
"บำรุงโลหิต, ยาแคปซูล","15,081","9,820","575,440","1,349,868.19"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","14,469","9,584","402,415","1,000,206.92"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","14,184","10,195","18,036","504,841.50"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","14,025","11,293","370,247","511,858.25"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","13,472","9,425","622,454","1,030,272.26"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","12,912","9,227","15,761","231,170.50"
"กระเทียม, ยาแคปซูล","12,409","1,882","1,381,134","4,145,086.52"
"หอมบำรุงหัวใจ, ยาเม็ด","12,385","10,535","16,592","544,310.49"
"บัวบก, ครีม","12,228","7,619","208,178","1,804,902.68"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","12,045","7,601","15,774","321,611.25"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","11,667","8,799","12,681","630,876.72"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","11,391","5,063","9,537","1,144,440.00"
"เขียวหอม, ยาผง","11,004","6,263","229,960","899,337.89"
"กล้วย, ยาแคปซูล","10,911","7,807","182,730","572,408.53"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","10,875","7,748","450,105","917,440.35"
"ธรณีสันฑะฆาต, ยาแคปซูล","10,524","6,123","405,086","859,601.35"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","9,834","6,432","13,706","226,118.73"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","9,788","4,695","20,547","2,263,387.55"
"พิมเสนน้ำ, ยาน้ำ","9,657","5,246","13,040","405,814.00"
"กษัยเส้น ตราพรีราน่า, ยาแคปซูล","9,252","7,612","199,938","833,528.00"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","9,148","4,678","12,878","136,344.58"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","9,107","7,665","9,758","214,036.50"
"หอมทิพโอสถ, ยาผง","9,034","6,926","18,984","406,425.70"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","8,631","6,893","9,450","608,462.83"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","8,096","6,312","17,584","105,575.50"
"ปลูกไฟธาตุ, ยาแคปซูล","7,902","6,300","181,847","418,192.58"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","7,778","3,429","10,273","375,302.19"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","7,545","4,977","345,816","786,337.84"
"หม่องไพล, ขี้ผึ้ง","7,258","3,762","7,319","270,486.62"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","7,010","3,273","712,316","1,126,510.90"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","6,856","4,722","10,323","389,552.72"
"หม่องน้ำ, ยาน้ำ","6,792","3,456","9,667","279,874.70"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","6,785","5,787","26,256","282,360.94"
"หอมอินทจักร, ยาผง","6,706","4,302","53,302","460,783.45"
"อมมะขามป้อม, ยาเม็ด","6,525","5,833","11,035","246,692.00"
"ธรณีสัณฑะฆาต, ยาแคปซูล","6,517","3,944","237,900","435,091.89"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","6,071","4,615","7,597","128,782.50"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","6,015","122","8,720","1,406,995.00"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","5,545","4,374","5,629","324,256.50"
"แก้ไอมะขามป้อมสูตร 2, ยาน้ำ","5,524","1,703","15,653","520,179.50"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","5,395","4,294","5,666","130,317.20"
"เผาไพล, ยาผง","5,356","4,156","5,436","135,900.00"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","5,267","3,525","266,911","509,480.50"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","5,127","54","509,846","4,059,411.00"
"แก้ไอผสมกานพลู, ยาลูกกลอน","4,844","3,792","8,209","133,687.65"
"ฝาง, ยาต้ม","4,536","3,347","4,804","93,327.00"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","4,536","3,590","7,465","59,964.81"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","4,507","3,595","104,731","236,312.79"
"อำมฤควาที, ยาผง","4,141","2,033","60,466","263,788.69"
"พอกเข่าสมุนไพร, ยาพอก","4,133","3,805","4,305","423,609.00"
"ขี้ผึ้งสมุนไพร, ขี้ผึ้ง","4,091","3,706","4,222","168,363.00"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","3,890","3,288","18,417","199,302.60"
"กษัยเส้น, ยาลูกกลอน","3,879","2,855","81,674","232,239.97"
"ยาหอม  , ยาผง","3,832","1,181","27,025","396,659.00"
"ผสมรางจืด หมอยาไทย, ยาผง","3,723","2,956","9,263","216,896.42"
"ไพลครีม  , ครีม","3,711","3,279","5,300","142,044.37"
"อมฟ้าทะลายโจร, ยาลูกกลอน","3,654","2,040","5,214","67,443.50"
"ครีมไพล, ครีม","3,550","1,583","3,701","205,928.20"
"ยอ, ยาแคปซูล","3,523","2,924","21,131","101,085.50"
"เลือดงาม, ยาแคปซูล","3,343","2,198","94,432","369,243.97"
"อมรสบ๊วย, ยาลูกกลอน","3,171","2,643","4,414","44,523.52"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","3,160","2,483","7,667","76,470.80"
"ศุขไสยาศน์, ยาผง","3,154","1,687","61,113","775,477.56"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","3,136","2,644","3,475","65,001.00"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","3,134","2,744","9,426","105,190.50"
"กล้วยขมิ้น, ยาแคปซูล","2,797","2,422","66,909","123,245.09"
"กันยุงตะไคร้หอม, ยาน้ำ","2,627","2,207","2,921","127,455.45"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","2,578","2,197","2,812","113,173.50"
"แก้ลมอัมพฤกษ์ , ยาผง","2,552","1,699","21,397","197,965.74"
"สตรีหลังคลอด, ยาต้ม","2,501","1,669","3,526","204,713.42"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","2,449","1,922","2,657","106,728.82"
"ผสมเพชรสังฆาต, ยาแคปซูล","2,415","1,824","101,477","167,478.65"
"อมยูอีคอฟ , ยาเม็ด","2,402","1,884","4,782","38,922.50"
"ครีมกะเม็ง, ครีม","2,318","1,926","3,763","280,947.00"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาแคปซูล","2,292","1,743","106,946","244,989.56"
"บอระเพ็ด, ยาแคปซูล","2,278","1,673","79,596","139,650.74"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","2,091","1,415","64,578","119,661.74"
"แก้ไอมะขามป้อม ตราปาริฉัตร, ยาน้ำ","2,059","1,537","2,824","48,010.00"
"ขี้เหล็ก, ยาแคปซูล","2,032","1,864","46,818","95,274.60"
"ลมปะกัง, ยาต้ม","1,968","1,038","2,078","123,199.00"
"ประสะจันทน์แดง , ยาแคปซูล","1,903","891","54,698","132,588.47"
"ประสะกานพลู, ยาผง","1,903","1,168","30,189","75,961.39"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","1,833","1,376","56,246","326,552.40"
"ตำรับโปร่งฟ้า , ยาแคปซูล","1,814","1,299","76,616","137,949.25"
"แก้ไอกานพลู , ยาลูกกลอน","1,673","1,380","10,466","27,600.70"
"แก้ปวดเมื่อย, ยาต้ม","1,614","1,170","6,556","81,897.50"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","1,586","1,391","1,738","56,338.00"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","1,558","739","53,562","195,259.60"
"หอมสินธร, ยาผง","1,542","293","4,327","213,665.00"
"แคปซูลผสมรางจืด, ยาแคปซูล","1,532","1,072","37,031","79,364.00"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","1,492","808","2,338","32,732.00"
"กระชายดำ, ยาแคปซูล","1,482","65","226,924","363,632.98"
"กระชาย, ยาแคปซูล","1,436","1,059","24,870","51,883.50"
"เจนิสต้า, ยาแคปซูล","1,423","1,037","57,977","103,258.00"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","1,387","906","64,120","119,074.75"
"หม่องขมิ้นชัน, ขี้ผึ้ง","1,353","750","1,414","40,218.75"
"หญ้าปักกิ่ง, ยาชง","1,351","268","61,304","500,193.34"
"ขับลม แฟลท-ทัย , ยาน้ำ","1,325","1,177","1,449","31,570.00"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","1,289","475","36,796","71,419.80"
"หม่องพริกไพล, ขี้ผึ้ง","1,280","1,115","1,487","46,866.00"
"ตำรับเบาหวาน, ยาแคปซูล","1,272","911","212,760","702,798.11"
"แคปซูลดอกคำฝอย ตราธงทอง, ยาแคปซูล","1,198","1,125","39,540","59,620.50"
"แก้ไอสมุนไพร (รพ.กระบี่), ยาน้ำ","1,195","620","1,707","59,546.00"
"แก้ไอคัฟฟี, ยาน้ำ","1,194","1,052","1,487","21,329.00"
"ฉวีเวชโอสถ, ยาเข้าน้ำมัน","1,180","851","2,482","116,485.00"
"อบหลังคลอด  หมอยาไทย, ยาผง","1,178","966","1,517","67,523.50"
"ประสะกะเพรา, ยาแคปซูล","1,169","809","44,973","115,097.79"
"ทำลายพระสุเมรุ, ยาผง","1,100","555","45,675","418,896.27"
"แคปซี บาล์ม, ขี้ผึ้ง","1,051","494","1,086","48,036.00"
"แก้ลมแก้เส้น, ยาผง","1,049","494","28,995","922,669.00"
"ตรีธาตุ, ยาแคปซูล","1,022","867","7,201","70,957.30"
"พอกดองดึง, ยาน้ำ","1,001","895","1,001","25,025.00"
"แผลไฟไหม้น้ำร้อนลวก, เจล","1,000","523","1,432","44,285.36"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","988","873","992","43,034.00"
"ส้มแขก, ยาแคปซูล","974","242","92,423","221,901.20"
"ชงกระเจี๊ยบ, ยาชง","971","590","7,659","44,185.36"
"การ์ซิดีน, ยาน้ำ","964","594","1,027","39,136.80"
"น้ำมันเขียว, ยาเข้าน้ำมัน","954","7","1,047","125,040.00"
"เฮโมลอน 3, ยาแคปซูล","917","401","43,630","95,456.75"
"ทับหม้อเกลือ, ยาประคบ","911","865","2,952","61,480.00"
"แคปซิลเจล , เจล","882","590","1,206","66,380.00"
"พริกไทย, ยาแคปซูล","879","29","96,759","201,653.70"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","878","714","1,313","15,539.00"
"อโรติกา รัปโลชั่น, โลชั่น","877","12","893","75,458.50"
"พอกสมุนไพร, ยาพอก","843","246","2,269","76,227.92"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๑, ยาแคปซูล","837","613","32,836","66,678.80"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสกานพลู, ยาเม็ด","831","708","713","13,206.16"
"ยาอาบ   หมอยาไทย, ยาผง","828","608","1,538","112,708.00"
"มหาหิงคุ์, ยาน้ำ","819","626","950","15,885.65"
"ว่านชักมดลูก, ยาแคปซูล","798","536","19,606","54,863.25"
"อมผสมมะแว้งมะขามป้อม ตราอินทนนท์, ยาเม็ด","797","556","832","14,432.00"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","795","111","1,289","84,580.00"
"ทิงเจอร์พลู, ทิงเจอร์","778","624","1,156","35,964.00"
"ยาพอกเข่า, ยาพอก","765","491","1,042","69,684.00"
"ยาดมสมุนไพร, ยาดม","749","491","867","34,256.50"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","742","208","4,284","46,400.00"
"แคปซูลอบเชย, ยาแคปซูล","738","665","963","9,609.50"
"ใบเตย, ยาชง","733","44","2,763","97,200.00"
"พอกสมุนไพรสูตรร้อน, ยาผง","726","426","2,421","31,429.50"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","725","344","1,345","14,695.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","706","639","739","11,807.85"
"ตรีพิกัด, ยาแคปซูล","706","506","19,897","55,982.20"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","705","577","775","70,137.50"
"แป๊ะก๊วย, ยาผง","690","2","9,254","216,440.00"
"มันทธาตุ, ยาแคปซูล","689","333","26,678","73,707.16"
"ตำรับโคคลาน, ยาต้ม","688","375","38,264","76,773.20"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","671","376","40,894","69,293.76"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","661","363","15,443","29,373.50"
"มังคุด/เปลือกมังคุด, ยาน้ำ","649","473","1,360","27,852.13"
"แก้ลมขึ้นเบื้องสูง, ยาผง","648","47","128,760","146,977.00"
"ขี้ผึ้งเสลดพังพอนตราบักส์, ขี้ผึ้ง","632","231","912","18,897.00"
"สมุนไพรคำฝอยผสมเก๊กฮวย, ยาชง","629","13","22,890","125,785.00"
"คลายกล้ามเนื้อ, ยาต้ม","609","15","1,690","78,910.00"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","604","433","7,388","22,970.98"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","600","489","10,724","144,767.20"
"หม่องพริก, ขี้ผึ้ง","591","444","677","22,921.85"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","588","435","1,053","27,557.25"
"หม่องสมุนไพร, ขี้ผึ้ง","586","391","644","19,320.00"
"ไฟประลัยกัลป์, ยาแคปซูล","585","342","24,085","45,943.05"
"ตำรับตะแบกป่า , ยาต้ม","577","155","3,392","43,860.50"
"ครีมไพล-ไพล ตราไทรทอง, ครีม","566","477","576","33,270.50"
"พลู, ครีม","560","419","689","26,018.24"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","548","348","1,079","64,732.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","541","503","11,712","34,060.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","524","383","719","35,988.00"
"ทิพย์โอสถ, ยาลูกกลอน","523","335","2,423","43,475.80"
"แก้เจ็บคอ , อื่นๆ","522","380","9,859","18,784.77"
"มะรุม/ผักอีสุม



, ยาแคปซูล","516","4","89,092","167,976.80"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","513","452","1,115","14,895.00"
"แคปซูลผสมฟ้าทะลายโจร เอส.บี., ยาแคปซูล","510","393","11,224","37,366.00"
"แก้กษัยแคปซูลสูตร 1, ยาแคปซูล","505","417","2,863","24,405.00"
"ตรีเกสรมาศ /พิกัดเกสรมาศ, ยาต้ม","504","375","586","41,020.00"
"อมผสมมะแว้งรสบ๊วย ตราไอยรา, ยาเม็ด","502","190","1,023","8,256.00"
"พอกร้อน, ยาน้ำแขวนตะกอน","492","438","537","10,740.00"
"แก้ไอมะนาว, ยาน้ำ","488","63","959","23,970.00"
"หม่องผสมไพล ตราวังหลัง, ขี้ผึ้ง","485","315","586","19,914.00"
"หม่องสูตรไพล ตราบี-บาล์ม, ขี้ผึ้ง","484","388","537","24,197.00"
"แคปซูลบอระเพ็ด, ยาแคปซูล","478","217","22,803","39,867.00"
"ตะไคร้, ยาชง","478","150","1,422","57,847.00"
"วาโย 6, ยาแคปซูล","464","32","1,839","64,955.00"
"น้ำแก้ไอผสมมะขามป้อม แสงสว่างตราค้างคาว, ยาน้ำ","461","233","570","8,255.25"
"ถั่วเหลืองสกัด, ยาแคปซูล","446","305","25,235","197,667.10"
"ยาพอกดูดพิษ, ยาพอก","437","325","488","39,060.00"
"แก้ลสิกาพิการ, ยาเข้าน้ำมัน","437","1","1,401","119,085.00"
"พลูคาว, ยาแคปซูล","431","2","63,600","190,800.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","429","310","569","5,920.06"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","429","297","14,217","26,236.70"
"บำรุงสมองกลีบบัวแดง, ยาแคปซูล","424","31","803","82,740.00"
"ชงสมุนไพรผสมรางจืด, ยาผง","423","291","1,081","13,814.40"
"พญายอครีม   , ครีม","419","268","654","35,469.41"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม/ขี้ผึ้งไพล, ขี้ผึ้ง","412","155","421","9,159.20"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","411","295","535","56,229.00"
"อบเชย, ยาต้ม","409","352","430","10,256.00"
"เถาเอ็นอ่อน, ยาแคปซูล","407","67","3,524","51,896.50"
"แก้ปวดกล้ามเนื้อ, ยาแคปซูล","405","292","11,385","17,197.50"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","399","366","1,840","14,248.60"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","398","342","606","29,492.50"
"เจลเสลดพังพอน, เจล","392","21","412","24,480.00"
"ขมิ้นชันคาลาไมน์, โลชั่น","389","302","549","17,536.00"
"แฮงคนชาย, ยาแคปซูล","387","12","1,314","197,100.00"
"แคปซูลรางจืด, ยาแคปซูล","380","289","11,537","23,769.40"
"ขับลมเบอร์ 2, อื่นๆ","377","315","512","35,770.00"
"ลม 108 จำพวก , ยาผง","373","344","378","12,253.50"
"โคคลาน, ยาแคปซูล","372","322","2,822","12,470.00"
"หอมหทัยทิพย์, ยาผง","368","0","2,031","87,333.00"
"เซ็นนาฮอฟ, ยาแคปซูล","357","313","21,721","32,868.50"
"แก้คัน, ยาน้ำแขวนตะกอน","350","316","387","40,656.50"
"ไฟห้ากอง , ยาแคปซูล","348","252","7,183","24,639.60"
"ดีบัว, ยาแคปซูล","348","39","774","79,320.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","343","148","19,113","34,273.50"
"แอนดิแลค, ยาแคปซูล","338","319","14,031","20,216.50"
"ผสมโคคลาน สูตรตำรับที่ ๓, ยาต้ม","334","45","351","17,898.00"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","324","289","2,071","26,215.00"
"ผสมโคคลาน สูตรตำรับที่ ๒, ยาต้ม","324","274","351","15,135.00"
"เบอร์นีเจล, ครีม","322","230","628","25,833.52"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","314","0","1,156","33,800.00"
"พอกเข่า (รพ.บ้านไผ่), ยาพอก","311","35","325","45,500.00"
"แคปซูลอบเชย ตราธงทอง, ยาแคปซูล","304","185","4,994","36,870.00"
"มะตูม, ยาชง","303","233","424","13,312.75"
"แคปซูลผสมเพชรสังฆาต ตราปาริฉัตร, ยาแคปซูล","289","190","8,558","50,218.50"
"ใบหม่อน, ยาชง","288","240","5,968","21,090.00"
"อมสมุนไพรผสมมะแว้งรสบ๊วย, ยาเม็ด","287","216","2,240","5,683.50"
"ดมส้มมือจรุงจิต ตรามงกุฎพญานาคคู่, ยาผง","283","265","283","8,490.00"
