"โรงพยาบาล","รวมทั้งปีงบประมาณ แยกรายกลุ่มอายุ(คน)","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"0-14","15-29","30-44","45-59","60+","รวมทุกกลุ่ม","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง"
"ชาย","หญิง","รวม","ชาย","หญิง","รวม","ชาย","หญิง","รวม","ชาย","หญิง","รวม","ชาย","หญิง","รวม","ชาย","หญิง","รวม","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","4","5","9","11","21","32","28","31","59","42","96","138","64","186","250","149","339","488","57","59","124","141","49","50","114","122","43","45","101","103","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","1","0","1","25","42","67","98","160","258","163","329","492","159","260","419","446","791","1,237","0","0","0","0","446","834","791","1,563","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","371","346","717","487","816","1,303","376","709","1,085","478","807","1,285","861","1,527","2,388","2,573","4,205","6,778","637","715","1,070","1,214","1,277","1,364","2,067","2,284","659","684","1,068","1,116","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","47","51","98","443","639","1,082","393","521","914","445","694","1,139","908","1,449","2,357","2,236","3,354","5,590","750","871","1,114","1,313","1,181","1,330","1,749","2,057","305","311","491","515","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","335","277","612","1,047","1,212","2,259","800","951","1,751","606","832","1,438","620","1,035","1,655","3,408","4,307","7,715","501","562","632","741","2,907","3,074","3,675","3,951","0","0","0","0","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","167","143","310","463","590","1,053","392","518","910","626","1,083","1,709","1,351","2,279","3,630","2,999","4,613","7,612","714","1,039","1,159","1,832","1,501","1,967","2,271","3,448","784","950","1,183","1,438","0","0","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","210","223","433","505","589","1,094","339","456","795","455","753","1,208","666","1,217","1,883","2,175","3,238","5,413","278","340","535","658","1,204","1,331","1,672","1,896","693","757","1,031","1,157","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","61","61","122","225","226","451","202","234","436","205","183","388","89","115","204","782","819","1,601","83","85","97","102","458","474","466","481","241","244","256","265","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","8","5","13","3","16","19","3","11","14","0","14","14","14","46","60","4","4","15","17","10","15","29","33","0","0","2","2","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","354","311","665","537","738","1,275","386","484","870","341","475","816","376","466","842","1,994","2,474","4,468","114","132","150","181","1,444","1,513","1,753","1,849","436","486","571","628","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1","3","4","106","157","263","221","382","603","594","1,044","1,638","1,878","3,105","4,983","2,800","4,691","7,491","1,169","1,371","1,968","2,338","1,219","1,454","2,020","2,428","412","424","703","722","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","45","44","89","142","169","311","170","215","385","195","309","504","404","802","1,206","956","1,539","2,495","195","228","374","434","464","497","674","760","297","308","491","518","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","37","31","68","157","250","407","166","264","430","280","594","874","606","1,047","1,653","1,246","2,186","3,432","355","539","612","1,070","489","734","869","1,415","402","515","705","986","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","119","129","248","831","1,105","1,936","742","885","1,627","637","1,016","1,653","732","1,298","2,030","3,061","4,433","7,494","368","461","599","752","1,372","1,502","1,965","2,295","1,321","1,358","1,869","1,951","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","305","297","602","995","1,117","2,112","970","1,173","2,143","714","959","1,673","697","1,013","1,710","3,681","4,559","8,240","281","349","407","524","1,716","1,801","2,044","2,208","1,684","1,763","2,108","2,272","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","145","110","255","244","295","539","193","256","449","238","429","667","425","878","1,303","1,245","1,968","3,213","262","318","488","693","570","647","883","1,096","413","421","597","608","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","33","30","63","154","159","313","175","228","403","177","332","509","539","749","1,288","191","323","272","448","194","308","275","454","154","189","202","268","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","32","31","63","123","209","332","175","320","495","256","455","711","477","892","1,369","1,063","1,907","2,970","269","341","523","657","515","578","898","1,028","279","283","486","493","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","16","12","28","72","61","133","49","78","127","49","76","125","24","35","59","210","262","472","28","29","43","45","40","40","68","68","142","142","151","151","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","51","42","93","236","351","587","290","450","740","425","958","1,383","718","1,455","2,173","1,720","3,256","4,976","575","721","1,146","1,472","836","1,031","1,508","1,910","309","327","602","634","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","91","101","192","502","643","1,145","459","549","1,008","394","593","987","466","678","1,144","1,912","2,564","4,476","243","308","393","469","1,080","1,147","1,376","1,482","589","618","795","827","0","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","45","25","70","427","586","1,013","296","372","668","295","433","728","166","294","460","1,229","1,710","2,939","119","136","202","266","121","143","213","265","989","1,014","1,295","1,334","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","156","142","298","563","721","1,284","458","628","1,086","489","815","1,304","895","1,835","2,730","2,561","4,141","6,702","456","519","957","1,127","1,505","1,611","2,184","2,386","600","640","1,000","1,070","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","315","266","581","856","1,040","1,896","789","1,020","1,809","638","931","1,569","343","556","899","2,941","3,813","6,754","54","65","95","103","780","792","1,064","1,104","2,107","2,120","2,654","2,679","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","110","118","228","567","768","1,335","426","723","1,149","321","551","872","358","552","910","1,782","2,712","4,494","189","204","274","314","1,155","1,231","1,823","1,948","438","465","615","661","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","109","111","220","312","401","713","275","382","657","274","432","706","544","698","1,242","1,514","2,024","3,538","225","256","316","367","779","828","1,028","1,104","510","529","680","710","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","200","199","399","624","856","1,480","698","756","1,454","468","579","1,047","280","435","715","2,270","2,825","5,095","124","138","197","230","955","995","1,149","1,207","1,191","1,228","1,479","1,576","0","0","0","0"
