"โรงพยาบาล","ได้รับบริการ(คน)","พบประวัติคลอด(คน)","จำนวนบริการ(ครั้ง)","บริการพบประวัติ(ครั้ง)","บริการล่าช้า (คน)","บริการเกิน 90 วัน (คน)"
"ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC"
"11539  :  โรงพยาบาลตากสิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","27","0","9","0","75","0","27","0","23","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","101","85","37","34","324","324","126","126","94","78","0","0"
"10753  :  โรงพยาบาลบางพลี","43","7","16","5","94","21","26","13","30","3","0","0"
"10754  :  โรงพยาบาลบางจาก","33","15","13","13","92","69","60","60","21","3","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","8","4","7","4","19","19","19","19","1","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","12","2","5","2","50","5","19","5","11","2","0","0"
"10756  :  โรงพยาบาลบางกรวย","12","4","5","3","20","7","5","4","9","2","0","0"
"10757  :  โรงพยาบาลบางใหญ่","4","2","0","0","0","0","0","0","4","2","1","1"
"10758  :  โรงพยาบาลบางบัวทอง","54","50","45","45","173","162","148","148","28","24","0","0"
"10759  :  โรงพยาบาลไทรน้อย","219","120","205","114","167","127","150","130","20","10","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0","0","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","6","0","1","0","22","0","5","0","6","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","28","10","15","8","95","32","49","25","25","8","0","0"
"10761  :  โรงพยาบาลคลองหลวง","22","11","12","10","46","22","23","20","18","8","0","0"
"10762  :  โรงพยาบาลธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","9","6","6","6","17","13","13","13","5","2","0","0"
"10764  :  โรงพยาบาลหนองเสือ","31","21","16","16","96","65","48","48","18","6","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","11","6","5","5","0","0","0","0","6","1","0","0"
"10766  :  โรงพยาบาลลำลูกกา","28","28","27","27","50","50","45","45","2","2","0","0"
"10767  :  โรงพยาบาลสามโคก","7","7","7","7","14","14","14","14","1","1","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","19","9","12","7","54","27","31","19","12","4","0","0"
"10768  :  โรงพยาบาลท่าเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0","0","0","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","22","9","11","7","4","4","4","4","11","2","0","0"
"10771  :  โรงพยาบาลบางบาล","0","0","0","0","0","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","5","1","4","1","8","1","7","1","2","0","0","0"
"10774  :  โรงพยาบาลผักไห่","17","16","15","14","31","29","24","22","3","3","0","0"
"10775  :  โรงพยาบาลภาชี","6","3","3","2","17","15","11","10","3","1","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","9","3","2","1","14","6","3","1","9","3","0","0"
"10777  :  โรงพยาบาลวังน้อย","29","13","11","7","101","55","40","29","22","8","0","0"
"10778  :  โรงพยาบาลบางซ้าย","3","2","2","1","6","6","3","3","2","2","0","0"
"10779  :  โรงพยาบาลอุทัย","64","33","36","26","62","61","47","47","35","14","0","0"
"10780  :  โรงพยาบาลมหาราช","15","7","6","4","6","5","3","3","10","4","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","2","0","0","0","0","0","0","0","2","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","22","5","13","5","68","16","35","16","13","1","0","0"
"10782  :  โรงพยาบาลไชโย","0","0","0","0","0","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","0","0","0","0","0","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","32","30","31","29","130","123","127","120","16","15","0","0"
"10786  :  โรงพยาบาลแสวงหา","0","0","0","0","0","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","6","4","6","4","0","0","0","0","1","1","0","0"
"10788  :  โรงพยาบาลสามโก้","13","3","4","1","1","1","1","1","10","2","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","92","11","37","8","14","2","2","2","66","5","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","4","2","1","1","7","7","2","2","3","1","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","35","30","27","26","64","55","51","48","9","4","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","194","193","184","184","943","940","902","902","118","117","1","1"
"10791  :  โรงพยาบาลชัยบาดาล","41","37","22","18","146","139","75","68","33","30","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","4","1","3","1","4","4","4","4","2","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","4","4","3","3","2","2","2","2","1","1","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","29","21","23","20","64","53","52","49","8","2","0","0"
"10796  :  โรงพยาบาลลำสนธิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","28","12","12","8","93","53","42","33","19","6","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","201","149","174","138","682","670","635","627","50","20","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","27","11","20","9","120","54","90","45","17","6","0","0"
"10798  :  โรงพยาบาลบางระจัน","0","0","0","0","0","0","0","0","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","6","5","5","5","0","0","0","0","2","1","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","8","1","5","1","13","2","7","2","7","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","18","10","13","10","4","4","4","4","8","3","0","0"
"10804  :  โรงพยาบาลสรรพยา","19","13","10","10","67","41","33","33","10","4","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","28","16","17","14","37","32","32","30","16","6","0","0"
"10806  :  โรงพยาบาลหันคา","18","10","13","9","26","10","16","7","8","3","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","14","14","9","9","52","52","35","35","6","6","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","5","3","3","3","6","3","4","3","5","3","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0","0","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","19","0","7","0","13","0","8","0","17","0","0","0"
"10808  :  โรงพยาบาลหนองแค","1","0","1","0","0","0","0","0","1","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","3","1","1","1","4","2","2","2","2","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","3","0","2","0","6","0","5","0","1","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","13","5","10","5","34","19","29","19","7","2","0","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","3","1","1","1","5","1","1","1","2","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","129","10","67","5","382","38","192","20","102","5","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","25","13","18","13","55","34","45","34","11","1","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","13","13","11","11","59","59","49","49","3","3","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","70","32","56","27","58","25","49","20","31","12","0","0"
"10817  :  โรงพยาบาลบ้านบึง","30","12","16","8","27","27","16","16","26","10","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","12","11","12","11","18","18","18","18","6","6","0","0"
"10819  :  โรงพยาบาลบางละมุง","59","21","19","7","200","78","68","29","42","12","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","13","4","4","2","23","11","10","6","12","3","0","0"
"10821  :  โรงพยาบาลพานทอง","35","18","24","15","97","66","73","58","15","3","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","81","21","56","18","228","70","164","56","46","11","0","0"
"10823  :  โรงพยาบาลแหลมฉบัง","107","102","102","100","257","239","242","235","36","32","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","18","15","18","15","43","40","43","40","11","8","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","12","4","5","3","26","11","16","11","8","1","0","0"
"10826  :  โรงพยาบาลบ่อทอง","0","0","0","0","0","0","0","0","0","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","5","0","3","0","0","0","0","0","3","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","6","0","3","0","14","0","8","0","4","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","64","42","33","26","246","179","135","114","36","18","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","27","17","22","17","99","68","82","68","18","11","0","0"
"10663  :  โรงพยาบาลระยอง","80","18","48","15","50","50","42","42","63","9","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","9","0","8","0","6","0","6","0","9","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","1","0","1","0","0","0","0","0","1","0","0","0"
"10829  :  โรงพยาบาลแกลง","6","6","6","6","14","14","14","14","0","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","36","12","22","9","70","23","44","16","29","7","0","0"
"10831  :  โรงพยาบาลบ้านค่าย","17","5","12","4","1","1","0","0","10","1","0","0"
"10832  :  โรงพยาบาลปลวกแดง","3","1","3","1","7","2","7","2","2","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1","0","1","0","0","0","0","0","1","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0","0","0","0","0","0","0","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","16","14","12","11","62","62","47","47","11","9","0","0"
"10835  :  โรงพยาบาลท่าใหม่","13","6","9","5","22","14","15","12","8","3","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","24","16","18","13","60","40","45","28","13","6","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","5","2","4","1","0","0","0","0","3","2","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","7","5","5","4","0","0","0","0","4","2","0","0"
"10839  :  โรงพยาบาลมะขาม","1","0","1","0","4","0","4","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","6","1","3","0","5","0","1","0","4","1","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","38","33","25","21","118","106","73","61","22","18","0","0"
"10843  :  โรงพยาบาลนายายอาม","13","9","12","9","0","0","0","0","7","4","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","62","52","28","23","199","194","96","92","37","29","0","0"
"10696  :  โรงพยาบาลตราด","29","8","19","7","21","1","11","1","20","4","0","0"
"10845  :  โรงพยาบาลคลองใหญ่","22","16","15","13","47","46","38","38","16","10","0","0"
"10846  :  โรงพยาบาลเขาสมิง","9","6","4","3","42","27","18","13","6","4","0","0"
"10847  :  โรงพยาบาลบ่อไร่","53","44","51","44","128","107","125","107","3","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","62","52","46","43","217","209","186","184","23","16","1","1"
"10849  :  โรงพยาบาลเกาะกูด","6","4","6","4","18","11","18","11","2","1","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","2","1","1","1","0","0","0","0","1","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","20","6","14","5","21","4","13","4","10","2","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","34","31","29","28","161","150","143","138","27","25","1","1"
"10850  :  โรงพยาบาลบางคล้า","2","0","2","0","6","0","6","0","0","0","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","42","37","40","37","185","175","175","175","3","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","34","29","30","29","140","130","136","131","30","26","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","63","43","48","37","191","172","156","148","37","21","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","19","6","10","4","71","18","37","12","12","3","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","30","10","15","7","48","47","33","33","20","5","0","0"
"10856  :  โรงพยาบาลแปลงยาว","25","13","20","13","88","48","75","48","10","3","0","0"
"13747  :  โรงพยาบาลราชสาส์น","13","10","11","10","56","48","50","48","9","7","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10858  :  โรงพยาบาลนาดี","3","0","2","0","8","0","5","0","1","0","0","0"
