"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จ่ายยาสมุนไพรทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC"
"ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","575","622","465","502","119","130","93","100","104","116","83","92","124","133","100","109","228","243","189","201"
"10752  :  โรงพยาบาลบางบ่อ","715","800","514","574","222","252","147","165","187","206","137","151","150","168","111","125","156","174","119","133"
"10753  :  โรงพยาบาลบางพลี","311","353","240","273","62","78","46","60","82","92","70","78","68","74","52","57","99","109","72","78"
"10754  :  โรงพยาบาลบางจาก","925","1,028","607","692","247","281","163","188","228","244","157","172","235","256","139","156","215","247","148","176"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","157","168","147","157","39","43","35","39","32","35","30","33","38","39","36","36","48","51","46","49"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","5","5","5","5","0","0","0","0","0","0","0","0","3","3","3","3","2","2","2","2"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","461","544","342","410","1","1","0","0","1","1","1","1","10","10","7","7","449","532","334","402"
"10756  :  โรงพยาบาลบางกรวย","135","163","112","134","37","43","32","38","33","40","28","33","27","30","23","26","38","50","29","37"
"10757  :  โรงพยาบาลบางใหญ่","230","286","202","251","68","84","60","75","51","65","44","55","70","84","62","76","41","53","36","45"
"10758  :  โรงพยาบาลบางบัวทอง","434","491","383","434","98","107","83","92","117","140","103","123","119","136","107","123","100","108","90","96"
"10759  :  โรงพยาบาลไทรน้อย","52","59","36","41","10","10","5","5","12","12","9","9","10","10","8","8","20","27","14","19"
"10760  :  โรงพยาบาลปากเกร็ด","54","54","46","46","9","9","8","8","11","11","8","8","14","14","14","14","20","20","16","16"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","166","177","129","139","8","9","4","5","22","23","19","20","88","95","65","71","48","50","41","43"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","74","78","28","30","21","21","11","11","14","15","3","3","14","15","6","7","25","27","8","9"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","17","17","0","0","2","2","0","0","4","4","0","0","6","6","0","0","5","5","0","0"
"10687  :  โรงพยาบาลปทุมธานี","620","652","366","389","163","176","96","105","123","128","65","68","137","141","74","78","197","207","131","138"
"10761  :  โรงพยาบาลคลองหลวง","168","178","144","152","59","60","49","49","36","38","32","34","36","40","30","33","37","40","33","36"
"10762  :  โรงพยาบาลธัญบุรี","9","10","9","10","2","2","2","2","2","3","2","3","0","0","0","0","5","5","5","5"
"10763  :  โรงพยาบาลประชาธิปัตย์","75","83","72","80","17","17","16","16","9","12","8","11","18","21","18","21","31","33","30","32"
"10764  :  โรงพยาบาลหนองเสือ","65","67","53","55","15","15","13","13","19","19","16","16","12","14","9","11","19","19","15","15"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","43","45","34","35","4","5","3","3","2","2","2","2","9","9","7","7","28","29","22","23"
"10766  :  โรงพยาบาลลำลูกกา","162","167","123","126","49","52","42","45","32","33","19","19","33","34","24","24","48","48","38","38"
"10767  :  โรงพยาบาลสามโคก","138","252","130","235","33","67","30","60","44","86","41","80","32","53","31","51","29","46","28","44"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,287","1,668","929","1,219","0","0","0","0","0","0","0","0","356","443","253","312","931","1,225","676","907"
"10688  :  โรงพยาบาลเสนา","865","909","626","655","194","202","142","147","231","252","161","176","191","194","139","141","249","261","184","191"
"10768  :  โรงพยาบาลท่าเรือ","170","174","125","126","56","57","37","37","37","37","29","29","38","40","29","30","39","40","30","30"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","341","390","269","306","88","109","70","86","69","78","51","58","74","76","59","60","110","127","89","102"
"10770  :  โรงพยาบาลบางไทร","182","224","147","181","44","75","32","55","32","39","26","33","54","54","46","46","52","56","43","47"
"10771  :  โรงพยาบาลบางบาล","50","50","36","36","14","14","12","12","15","15","11","11","10","10","8","8","11","11","5","5"
"10772  :  โรงพยาบาลบางปะอิน","564","567","267","270","147","147","74","74","116","116","51","51","166","166","72","72","135","138","70","73"
"10773  :  โรงพยาบาลบางปะหัน","195","219","160","180","52","66","50","64","57","61","46","49","28","30","22","24","58","62","42","43"
"10774  :  โรงพยาบาลผักไห่","190","196","153","158","32","34","27","29","48","50","39","41","59","59","46","46","51","53","41","42"
"10775  :  โรงพยาบาลภาชี","185","190","132","136","45","46","31","32","48","51","37","39","35","35","27","27","57","58","37","38"
"10776  :  โรงพยาบาลลาดบัวหลวง","98","99","92","93","20","20","20","20","15","15","13","13","26","27","22","23","37","37","37","37"
"10777  :  โรงพยาบาลวังน้อย","321","353","281","310","65","67","55","57","78","87","70","79","64","70","58","64","114","129","98","110"
"10778  :  โรงพยาบาลบางซ้าย","117","137","104","123","44","51","37","43","41","50","38","47","17","19","15","17","15","17","14","16"
"10779  :  โรงพยาบาลอุทัย","227","247","151","166","57","58","37","38","33","35","20","22","51","54","34","35","86","100","60","71"
"10780  :  โรงพยาบาลมหาราช","219","260","168","190","28","30","22","23","59","70","47","54","66","81","47","56","66","79","52","57"
"10781  :  โรงพยาบาลบ้านแพรก","202","241","151","183","54","64","36","43","35","42","29","36","48","58","39","46","65","77","47","58"
"10689  :  โรงพยาบาลอ่างทอง","91","170","55","101","33","63","18","34","25","49","14","27","30","54","22","39","3","4","1","1"
"10782  :  โรงพยาบาลไชโย","163","172","122","128","36","37","28","29","57","61","43","45","39","42","29","31","31","32","22","23"
"10784  :  โรงพยาบาลป่าโมก","156","159","99","102","40","40","23","23","39","41","25","27","34","35","27","28","43","43","24","24"
"10785  :  โรงพยาบาลโพธิ์ทอง","354","398","258","284","68","72","50","53","48","52","40","44","96","109","67","72","142","165","101","115"
"10786  :  โรงพยาบาลแสวงหา","322","395","243","295","88","98","68","78","72","83","55","61","65","69","48","50","97","145","72","106"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,100","1,230","824","918","290","318","226","247","249","277","183","206","240","273","189","215","321","362","226","250"
"10788  :  โรงพยาบาลสามโก้","80","81","63","64","18","18","14","14","8","8","5","5","18","18","13","13","36","37","31","32"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","753","962","489","631","130","138","81","85","182","241","122","166","152","214","100","144","289","369","186","236"
"10691  :  โรงพยาบาลบ้านหมี่","281","305","190","209","99","111","63","72","71","75","51","54","45","49","30","34","66","70","46","49"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","686","724","592","625","216","234","189","206","158","164","134","140","158","162","133","134","154","164","136","145"
"10791  :  โรงพยาบาลชัยบาดาล","831","886","672","715","252","270","203","217","211","220","166","173","193","203","168","178","175","193","135","147"
"10792  :  โรงพยาบาลท่าวุ้ง","319","339","280","297","84","88","76","79","59","61","53","55","47","50","38","41","129","140","113","122"
"10793  :  โรงพยาบาลท่าหลวง","164","186","135","156","24","26","19","21","26","28","21","23","30","37","25","31","84","95","70","81"
"10794  :  โรงพยาบาลสระโบสถ์","73","93","63","80","26","37","23","33","17","21","15","18","11","12","10","11","19","23","15","18"
"10795  :  โรงพยาบาลโคกเจริญ","237","257","208","224","75","82","65","70","64","71","54","59","37","41","34","38","61","63","55","57"
"10796  :  โรงพยาบาลลำสนธิ","214","245","190","217","70","78","58","64","29","32","25","28","52","59","49","56","63","76","58","69"
"10797  :  โรงพยาบาลหนองม่วง","121","125","103","107","25","25","19","19","24","25","20","21","29","30","29","30","43","45","35","37"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","637","684","331","349","189","214","99","109","153","160","75","78","120","127","62","66","175","183","95","96"
"10693  :  โรงพยาบาลอินทร์บุรี","151","177","114","129","21","22","18","18","39","51","29","37","18","21","14","15","73","83","53","59"
"10798  :  โรงพยาบาลบางระจัน","205","222","170","184","51","57","41","46","57","61","49","53","51","56","40","43","46","48","40","42"
"10799  :  โรงพยาบาลค่ายบางระจัน","238","284","208","250","45","49","37","41","48","50","44","45","57","61","52","55","88","124","75","109"
"10800  :  โรงพยาบาลพรหมบุรี","171","189","134","146","41","53","28","35","24","25","20","21","47","50","40","42","59","61","46","48"
"10801  :  โรงพยาบาลท่าช้าง","336","381","247","279","119","145","85","103","103","115","78","87","63","69","43","48","51","52","41","41"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","244","250","155","157","44","45","31","31","39","39","24","24","61","64","33","34","100","102","67","68"
"10802  :  โรงพยาบาลมโนรมย์","182","198","152","164","57","66","45","50","34","34","29","29","31","32","25","26","60","66","53","59"
"10803  :  โรงพยาบาลวัดสิงห์","57","59","38","40","6","6","3","3","6","7","4","5","11","12","10","11","34","34","21","21"
"10804  :  โรงพยาบาลสรรพยา","96","100","77","80","28","29","25","25","24","26","20","22","25","26","18","19","19","19","14","14"
"10805  :  โรงพยาบาลสรรคบุรี","607","703","514","599","164","194","132","157","176","209","149","180","131","150","118","135","136","150","115","127"
"10806  :  โรงพยาบาลหันคา","84","89","70","72","12","12","9","9","15","15","12","12","23","26","17","18","34","36","32","33"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","6,910","9,576","4,818","6,778","3,305","4,802","2,377","3,450","1,012","1,295","675","881","840","1,094","593","791","1,753","2,385","1,173","1,656"
"10695  :  โรงพยาบาลพระพุทธบาท","30","31","15","15","1","1","1","1","5","5","2","2","5","6","0","0","19","19","12","12"
"10807  :  โรงพยาบาลแก่งคอย","376","402","279","298","63","66","51","53","83","90","55","57","88","96","68","76","142","150","105","112"
"10808  :  โรงพยาบาลหนองแค","328","539","256","424","108","288","83","228","123","148","92","109","54","59","48","53","43","44","33","34"
"10809  :  โรงพยาบาลวิหารแดง","251","276","187","204","75","83","55","59","92","106","72","83","33","34","21","22","51","53","39","40"
"10810  :  โรงพยาบาลหนองแซง","21","21","17","17","5","5","5","5","11","11","9","9","1","1","0","0","4","4","3","3"
