"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","610","473","18,270","30,487.50"
"หอมนวโกฐ, ยาผง","597","375","5,147","43,352.50"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","595","453","1,054","69,305.00"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","589","484","3,377","32,548.32"
"แก้ไอมะแว้ง , ยาน้ำ","524","380","1,921","632,017.74"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","471","371","18,627","100,006.02"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","452","345","729","18,025.00"
"ตรีผลา / พิกัดตรีผลา , ยาชง","446","368","14,920","20,746.70"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","446","208","569","15,143.75"
"ไฟประลัยกัลป์, ยาแคปซูล","445","323","10,955","29,861.50"
"ชุมเห็ดเทศ, ยาผง","417","230","4,050","53,286.27"
"แก้ไอมะขามป้อมสูตร 2, ยาน้ำ","415","255","787","19,000.00"
"ไพลจีซาล , ครีม","413","283","608","63,194.54"
"ซินโนวอล, ยาน้ำ","355","242","684","14,140.00"
"หอมเทพจิตร, ยาแคปซูล","339","271","5,911","790,861.44"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","330","280","752","16,028.00"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","296","165","5,727","10,254.00"
"ธาตุบรรจบ , ยาลูกกลอน","246","208","2,454","8,623.70"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","240","165","4,370","8,041.00"
"ว่านหางจระเข้, เจล","232","121","6,349","208,728,013.45"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","212","138","4,046","5,944.12"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","211","118","9,627","22,869.75"
"ตำรับระบายสมุนไพร, ยาแคปซูล","208","71","4,644","6,922.21"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","206","154","432","7,701.50"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","205","120","4,633","11,083.70"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","201","173","347","31,291.00"
"บอระเพ็ด, ยาแคปซูล","187","168","6,307","10,202.00"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","187","157","2,007","70,332.00"
"อมผสมมะแว้ง, ยาเม็ด","186","133","447","4,638.10"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","186","142","2,211","51,635.80"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","172","107","274","7,559.90"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","172","136","346","4,834.50"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","171","47","196","1,987.75"
"พิมเสนน้ำ, ยาน้ำ","146","120","183","4,607.00"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","144","123","420","8,400.00"
"หญ้าปักกิ่ง, ยาชง","141","99","2,565","4,687.20"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","132","103","1,475","2,661.00"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","127","96","5,802","19,127.37"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","127","109","231","4,619.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","125","96","5,406","12,414.85"
"ประสะน้ำนม 1, ยาเม็ด","123","86","2,900","6,681.00"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","122","54","132","3,096.55"
"ถั่วเหลืองสกัด, ยาแคปซูล","122","106","3,236","4,854.00"
"อมยูอีคอฟ , ยาเม็ด","120","114","133","1,330.00"
"หลังคลอด, ยาต้ม","119","70","129","3,870.00"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","104","84","6,097","21,296.50"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","95","82","143","10,620.00"
"เซ็นนาฮอฟ, ยาแคปซูล","92","76","1,787","2,680.50"
"หม่องพริกไพล, ขี้ผึ้ง","85","68","93","2,441.25"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","72","42","1,728","2,592.00"
"เหลืองปิดสมุทร, ยาแคปซูล","71","53","898","2,503.50"
"ไฟห้ากอง , ยาแคปซูล","70","53","262","4,192.00"
"ธรณีสันฑะฆาต, ยาแคปซูล","69","47","1,900","9,875.40"
"บัวบก, ครีม","66","46","997","4,582.50"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","65","46","75","2,936.00"
"หอมอินทจักร, ยาผง","58","43","687","14,775.80"
"น้ำนมราชสีห์, ยาต้ม","54","45","65","5,510.00"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","48","42","2,054","2,738.90"
"ฝรั่ง, ยาน้ำ","48","35","97","335.75"
"ผสมรางจืด หมอยาไทย, ยาผง","47","39","948","5,027.50"
"อมฟ้าทะลายโจร, ยาลูกกลอน","46","39","81","901.20"
"อำมฤควาที, ยาผง","45","40","888","12,068.90"
"ปราบชมพูทวีป, ยาแคปซูล","44","35","738","764.00"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","44","0","46","2,006.05"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาลูกกลอน","41","28","2,099","4,711.86"
"หญ้าลูกใต้ใบ, ยาแคปซูล","39","33","3,200","4,238.00"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","38","32","2,579","5,031.42"
"แก้ไอผสมกานพลู, ยาลูกกลอน","36","34","38","2,057.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","35","28","1,121","1,121.00"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","33","30","105","1,042.00"
"กระเทียม, ยาแคปซูล","32","24","1,520","4,854.50"
"เลือดงาม, ยาแคปซูล","28","18","1,544","2,116.00"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","25","17","25","640.00"
"กันยุงตะไคร้หอม, ยาน้ำ","25","22","28","2,106.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","23","20","51","3,139.04"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","21","16","31","1,030.00"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","21","2","51","5,100.00"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","21","13","33","1,065.00"
"ตำรับโลดทะนงแดง  , ยาผง","19","15","30","1,956.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","18","18","29","850.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","18","12","29","3,963.00"
"ธรณีสัณฑะฆาต, ยาแคปซูล","16","12","121","181.50"
"ประคบใบหน้า/เต้านม, ยาประคบ","16","16","16","760.00"
"ทับทิม, ยาชง","15","8","19","122.00"
"หอมบำรุงหัวใจ, ยาผง","14","10","16","592.00"
"ขี้เหล็ก, ยาแคปซูล","14","12","316","474.00"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","13","6","30","950.00"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","13","9","684","1,455.25"
"เฮโมลอน, ยาแคปซูล","13","7","389","587.10"
"บำรุงโลหิต, ยาแคปซูล","12","8","326","1,068.30"
"อาบสมุนไพร, ยาต้ม","12","12","12","780.00"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร, ยาน้ำ","12","9","480","1,680.00"
"ขลู่, ยาชง","12","12","878","878.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","11","11","623","1,026.50"
"วิสัมพญาใหญ่, ยาผง","10","8","236","413.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","10","9","29","546.00"
"เฮโมลอน 3, ยาแคปซูล","10","10","354","531.00"
"เขียวหอม, ยาผง","10","6","76","471.92"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","9","9","495","742.50"
"สหัสธารา, ยาแคปซูล","9","3","102","744.00"
"กระเจี๊ยบแดง, ยาชง","9","5","92","445.00"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","9","6","0","0.00"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร ชนิดแคปซูล, ยาแคปซูล","9","7","390","1,365.00"
"แก้แพ้อากาศ, ยาลูกกลอน","8","4","60","3,660.00"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","8","6","178","356.00"
"พญายอครีม   , ครีม","8","2","7","437.00"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","8","6","34","376.00"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","8","6","8","751.00"
"ประสะกานพลู, ยาแคปซูล","8","5","205","300.00"
"บรรเทาหวัดแพ้อากาศ , ยาแคปซูล","8","7","796","955.20"
"หอมทิพโอสถ, ยาผง","8","5","102","156.00"
"แก้ไอเบอร์ 8, ยาแคปซูล","7","6","436","218.00"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","7","7","112","252.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","7","5","12","432.00"
"แผลไฟไหม้น้ำร้อนลวก, เจล","7","6","42","1,530.00"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","6","4","35","155.10"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","6","4","68","102.00"
"เบอร์นีเจล, ครีม","6","6","12","474.00"
"อบหลังคลอด  หมอยาไทย, ยาผง","6","6","8","480.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","6","0","9","735.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","5","4","5","175.00"
"วัฒนะ, ยาแคปซูล","5","5","744","372.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","4","4","7","217.00"
"อมรสบ๊วย, ยาลูกกลอน","4","2","5","100.00"
"ประสะกะเพรา, ยาแคปซูล","4","3","88","134.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","4","2","4","132.00"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","4","2","10","532.50"
"สมุนไพรอบตัว, ยาต้ม","3","3","6","340.00"
"สัตถกวาตะ, ยาแคปซูล","3","3","62","31.00"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","3","2","1","450.00"
"ตำรับเบาหวาน, ยาแคปซูล","3","2","124","282.00"
"ลดไข้เบอร์ 1, ยาเม็ด","3","3","64","32.00"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","3","2","327","163.50"
"น้ำมันมะพร้าว, ยาเข้าน้ำมัน","3","0","7","4,250.00"
"ว่านชักมดลูก, ยาแคปซูล","3","1","8","520.00"
"มหานิลแท่งทอง, ยาเม็ด","3","2","103","103.00"
"มันทธาตุ, ยาแคปซูล","3","3","18","36.00"
"หม่องน้ำ, ยาน้ำ","3","3","3","83.25"
"น้ำมันเขียว, ยาเข้าน้ำมัน","3","3","9","1,080.00"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","2","0","196","392.00"
"กษัยเส้น, ยาลูกกลอน","2","1","47","52.64"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","2","1","28","30.00"
"หอมเบอร์ 80, ยาแคปซูล","2","2","64","83.20"
"มธุรเมหะ (รพ.อู่ทอง), ยาแคปซูล","2","0","84","252.00"
"หอมเบอร์ 20 , ยาแคปซูล","2","2","196","137.20"
"คำฝอย, ยาชง","2","0","10","300.00"
"ตำรับมะเร็ง, ยาต้ม","2","1","2","300.00"
"แคปซิลเจล , เจล","2","1","2","110.00"
"หอมสินธร, ยาผง","2","0","2","100.00"
"ผสมรางจืด, ยาชง","2","1","10","382.00"
"ผสมกระเทียมสกัดชนิดเม็ดเครื่องหมายกการค้าขาวละออ, ยาเม็ด","2","0","2","4.00"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","2","2","90","180.00"
"แก้ไอ สูตร 1, ยาลูกกลอน","2","2","400","280.00"
"ฟีก้าครีม, ครีม","2","0","2","31.00"
"หม่องฟ้าทะลายโจร, ขี้ผึ้ง","2","2","2","90.00"
"พริกไทย, ยาแคปซูล","2","0","6","390.00"
"กานพลู, อื่นๆ","2","2","3","60.00"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","2","2","2","40.00"
"ยาพอกดูดพิษ, ยาพอก","2","2","4","268.00"
"ทศเบญจกูล  , ยาแคปซูล","1","1","34","3,502.00"
"ประสะเจตพังคี, ยาแคปซูล","1","0","10","15.00"
"ตำรับกระเทียมแคปซูล, ยาแคปซูล","1","0","1","120.00"
"ทิงเจอร์พลู, ทิงเจอร์","1","1","1","30.00"
"ยาหอม  , ยาผง","1","1","1","12.00"
"แก้ลมอัมพฤกษ์ , ยาผง","1","1","1","49.00"
"แก้ฝีมะเร็งทรวง, ยาน้ำแขวนตะกอน","1","1","1","180.00"
"ลูกใต้ใบ เครื่องหมายการค้าดอกว่าน, ยาเม็ด","1","1","33","66.00"
"กานพลูผสมหญ้าดอกขาว, ยาน้ำ","1","1","1","50.00"
"น้ำมันไพลมะกรูด, ยาเข้าน้ำมัน","1","0","3","198.00"
"การ์ซิดีน, ยาน้ำ","1","1","4","160.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","1","1","42","63.00"
"แคปซูลรางจืด, ยาแคปซูล","1","0","42","63.00"
"แคปซูลใบแปะก๊วย, ยาแคปซูล","1","1","0","0.00"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","1","0","0","0.00"
"ผสมเพชรสังฆาตสูตรตำรับที่ 1, ยาแคปซูล","1","1","18","18.00"
"แคปซูลบอระเพ็ด, ยาแคปซูล","1","0","4","4.00"
"ตำรับรากสามสิบ, ยาต้ม","1","0","0","0.00"
"มธุรเมหะ (รพ.เทิง), ยาแคปซูล","1","0","6","12.00"
"เบญจอำมฤตย์ , ยาแคปซูล","1","1","0","0.00"
"ไพลซาบาล์ม , ขี้ผึ้ง","1","0","1","160.00"
"ส้มแขก, ยาแคปซูล","1","0","2","200.00"
"ชงกระเจี๊ยบ, ยาชง","1","1","3","90.00"
"ประสะน้ำนม, ยาต้ม","1","1","3","150.00"
"แก้กษัย, ยาแคปซูล","1","0","6","12.00"
"หอมเบอร์ 24, ยาแคปซูล","1","1","75","225.00"
"เจลเสลดพังพอน, เจล","0","0","0","0.00"
"ชงสมุนไพรผสมรางจืด, ยาผง","0","0","0","0.00"
"หม่องสูตรไพล ตราบี-บาล์ม, ขี้ผึ้ง","0","0","0","0.00"
"แคปซูลกระชายดำ ตราธันยพรสมุนไพร, ยาแคปซูล","0","0","0","0.00"
"กษัยเบอร์ 50, ยาแคปซูล","0","0","0","0.00"
"มะรุม/ผักอีสุม



, ยาแคปซูล","0","0","0","0.00"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","0","0","0","0.00"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","0","0","0","0.00"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","0","0","0","0.00"
"หลังคลอด (รพ.เอราวัณ), ยาต้ม","0","0","0","0.00"
"ขี้ผึ้งผสมพญายอ, ขี้ผึ้ง","0","0","0","0.00"
