"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม / ขี้ผึ้งไพล, ขี้ผึ้ง","134,280","107,678","151,600","3,889,888.53"
"สหัศธารา, ยาแคปซูล","108,454","81,804","3,072,319","7,281,518.12"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ 2, ยาน้ำ","88,827","69,581","121,693","2,601,252.40"
"แคปซูลเถาวัลย์เปรียง ตราเคเอ็มพี, ยาแคปซูล","85,406","62,832","2,120,683","8,328,878.03"
"มะขามป้อม, ยาน้ำ","68,267","47,493","99,389","2,139,151.95"
"รางจืด, ยาแคปซูล","63,888","48,754","640,542","4,349,848.21"
"แก้ไอมะแว้ง , ยาน้ำ","62,352","52,041","178,998","1,436,254.56"
"แก้ไอมะแว้งไล้ท์ ตราไอยรา, ยาน้ำ","60,670","43,055","86,483","1,897,262.86"
"มะระขี้นก, ยาแคปซูล","59,518","42,890","3,348,439","9,454,890.30"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","57,648","49,189","62,581","3,530,746.94"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๒, ยาน้ำ","57,593","36,420","76,058","1,624,016.50"
"เพชรสังฆาต, ยาแคปซูล","56,263","40,309","2,359,573","7,518,901.22"
"แก้ไอมะแว้งตราเคเอ็มพี , ยาน้ำ","56,163","39,877","118,409","1,292,627.43"
"น้ำยูอีคอฟ สูตร 2 , ยาน้ำ","51,407","37,115","68,800","1,281,362.60"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 1, ยาลูกกลอน","49,492","42,713","1,272,961","2,735,943.42"
"หอมนวโกฐ, ยาเม็ด","48,959","36,356","655,029","2,835,881.70"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","48,569","37,653","54,257","1,581,271.49"
"ชุมเห็ดเทศ, ยาชง","47,498","34,668","658,722","2,788,342.81"
"ขิง, ยาแคปซูล","46,631","33,949","1,000,732","4,644,136.45"
"หอมเทพจิตร, ยาผง","43,677","32,683","358,325","2,236,367.80"
"แคปซูลเพชรสังฆาต ตราเคเอ็มพี, ยาแคปซูล","43,042","30,320","1,717,277","4,521,252.08"
"แก้ไอยูอีคอฟ ซีดี, ยาน้ำ","41,198","26,288","54,336","1,059,286.60"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","40,194","33,774","52,387","2,726,937.50"
"แก้ไอมะขามป้อม ตราไอยรา, ยาน้ำ","38,918","24,985","55,024","1,135,272.15"
"จันทน์ลีลา, ยาแคปซูล","37,481","28,879","820,317","1,771,613.14"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","34,441","28,282","44,558","1,206,110.32"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","33,521","25,763","40,716","1,189,465.61"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","29,986","22,120","916,755","1,928,489.98"
"สมุนไพรอบตัว, ยาต้ม","29,095","22,969","37,056","1,590,487.38"
"หญ้าดอกขาว, ยาชง","28,858","22,185","387,740","5,839,560.02"
"ประสะไพล , ยาแคปซูล","25,876","19,202","789,200","5,638,476.23"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","23,376","18,936","31,746","450,964.63"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","23,308","16,311","1,013,267","3,892,585.96"
"หญ้าหนวดแมว, ยาชง","20,315","12,689","223,194","2,493,780.06"
"บำรุงโลหิต, ยาแคปซูล","19,251","16,160","245,483","1,528,754.81"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","19,017","15,712","49,271","553,618.15"
"ธาตุบรรจบ , ยาแคปซูล","18,589","14,491","333,413","874,598.85"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","18,527","14,777","296,637","1,591,684.89"
"สหัสธารา, ยาแคปซูล","18,437","14,786","556,105","1,353,200.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","18,311","12,804","23,845","660,206.23"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","17,605","15,222","491,206","1,010,181.17"
"ว่านหางจระเข้, เจล","17,046","12,332","52,854","961,851.15"
"บอระเพ็ด, ยาแคปซูล","17,016","13,454","497,013","1,156,143.52"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","15,954","13,851","18,308","676,106.90"
"แก้ไอมะขามป้อมสูตร 1 , ยาน้ำ","15,836","11,879","21,580","527,830.55"
"กระเทียม, ยาแคปซูล","15,644","3,368","613,174","3,659,144.14"
"มะขามแขกตราธงทอง, ยาเม็ด","15,433","10,080","1,024,364","1,544,444.20"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","15,155","13,571","16,196","298,026.50"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","15,095","11,545","424,609","888,555.58"
"อมผสมมะแว้ง, ยาเม็ด","14,754","9,438","44,023","330,077.40"
"ธรณีสันฑะฆาต, ยาแคปซูล","14,384","9,552","402,442","1,025,113.15"
"เขียวหอม, ยาผง","12,877","9,918","135,061","672,173.45"
"ตรีผลา / พิกัดตรีผลา , ยาแคปซูล","12,864","8,131","378,144","1,229,704.67"
"คำฝอย, ยาชง","11,885","5,490","63,825","1,120,490.34"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","11,854","8,963","256,342","1,670,598.69"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","11,749","8,558","14,538","276,132.25"
"กระเจี๊ยบแดง, ยาชง","11,724","8,312","167,511","1,219,349.81"
"บัวบก, ครีม","11,454","5,699","65,954","2,399,269.33"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","11,022","10,094","11,651","316,058.00"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","10,744","8,263","86,920","1,909,812.75"
"ซินโนวอล, ยาน้ำ","9,806","7,090","12,529","305,907.60"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","9,582","6,386","402,472","904,473.49"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","9,409","6,281","456,412","917,030.80"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","9,170","5,201","18,961","847,032.68"
"แก้ไอมะขามป้อมสูตร 2, ยาลูกกลอน","9,154","3,575","13,926","417,533.00"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","8,774","6,656","13,475","861,939.50"
"กล้วย, ยาลูกกลอน","8,611","6,559","244,256","445,028.00"
"พิมเสนน้ำ, ยาน้ำ","8,409","4,785","12,417","380,286.00"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","8,399","6,452","243,786","334,439.30"
"ครีมพริกไพล, ครีม","7,136","5,390","8,179","194,661.00"
"กล้วยขมิ้น, ยาแคปซูล","6,632","5,761","181,887","380,209.10"
"แก้ไอผสมกานพลู, ยาลูกกลอน","6,626","5,169","9,592","179,486.30"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","6,531","5,262","14,899","101,666.61"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","6,506","3,911","264,715","1,289,296.15"
"ไพลครีม  , ครีม","6,201","5,554","6,366","341,604.60"
"น้ำมันทาถูนวด , ยาเข้าน้ำมัน","6,043","5,790","6,380","191,615.00"
"หอมอินทจักร, ยาแคปซูล","5,959","4,537","43,877","377,522.39"
"อำมฤควาที, ยาแคปซูล","5,920","4,301","84,023","279,014.24"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","5,892","3,194","9,097","115,777.36"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","5,276","3,582","6,168","150,954.50"
"หอมทิพโอสถ, ยาผง","4,914","3,862","55,052","318,788.12"
"เลือดงาม, ยาผง","4,852","3,859","171,846","434,706.00"
"ผสมรางจืด หมอยาไทย, ยาผง","4,829","3,693","62,890","1,499,429.72"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","4,807","3,954","5,778","140,601.00"
"ขี้ผึ้งสมุนไพร, ขี้ผึ้ง","4,784","4,062","4,864","117,448.00"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","4,557","3,409","91,215","307,485.70"
"ธรณีสัณฑะฆาต, ยาแคปซูล","4,550","3,112","141,330","411,160.83"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","4,462","3,034","10,581","178,660.50"
"ส้มแขก, ยาแคปซูล","4,462","190","54,706","881,023.30"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","4,427","4,138","4,559","158,600.25"
"หอมบำรุงหัวใจ, ยาเม็ด","4,324","2,705","9,629","285,914.08"
"หม่องพริกไพล, ขี้ผึ้ง","4,230","3,541","4,911","119,223.25"
"ยาหอม  , ยาผง","4,039","2,541","12,292","269,935.79"
"แก้ไอสมุนไพร (รพ.กระบี่), ยาน้ำ","3,947","1,748","5,364","186,060.00"
"ปราบชมพูทวีป, ยาลูกกลอน","3,929","2,526","164,921","394,409.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","3,859","2,096","4,464","144,291.49"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","3,796","3,388","4,153","298,371.00"
"หญ้าปักกิ่ง, ยาแคปซูล","3,697","746","35,786","1,791,586.07"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","3,607","1,714","177,485","479,373.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","3,336","2,245","3,778","130,928.50"
"หม่องพริก, ขี้ผึ้ง","3,284","2,630","3,548","118,009.50"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","3,081","2,425","30,338","84,434.35"
"อมฟ้าทะลายโจร, ยาลูกกลอน","3,017","0","3,976","49,682.85"
"ตำรับโคคลาน, ยาต้ม","2,953","2,279","3,851","162,768.00"
"พริกไทย, ยาแคปซูล","2,920","619","39,097","425,874.30"
"อมมะขามป้อม, ยาเม็ด","2,833","2,372","3,729","65,428.00"
"แคปซูลดอกคำฝอย ตราธงทอง, ยาแคปซูล","2,749","2,286","19,438","248,752.50"
"แก้ไอคัฟฟี, ยาน้ำ","2,634","2,300","3,213","60,142.63"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาแคปซูล","2,632","1,247","97,384","414,204.71"
"ว่านชักมดลูก, ยาแคปซูล","2,587","1,286","50,271","229,981.60"
"หม่องน้ำ, ยาน้ำ","2,563","1,470","3,865","103,534.25"
"กษัยเส้น, ยาลูกกลอน","2,550","1,990","63,343","140,752.42"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","2,472","74","5,508","588,230.00"
"กระชายดำ, ยาแคปซูล","2,378","835","24,206","478,243.50"
"กันยุงตะไคร้หอม, ยาน้ำ","2,303","1,866","2,535","93,958.00"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","1,954","1,388","62,210","114,250.20"
"แก้ไอมะแว้งสูตร 2, ยาเม็ด","1,935","1,680","2,375","39,578.58"
"แคปซูลอบเชย, ยาแคปซูล","1,923","1,772","1,994","22,045.00"
"เหลืองปิดสมุทร, ยาลูกกลอน","1,905","1,184","43,672","310,767.02"
"ประสะกะเพรา, ยาแคปซูล","1,903","1,637","47,160","135,741.37"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","1,899","1,632","2,540","50,800.00"
"ปลูกไฟธาตุ, ยาแคปซูล","1,866","1,589","47,306","114,890.90"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","1,719","1,255","47,095","81,242.50"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","1,680","1,205","2,756","50,004.00"
"ยอ, ยาแคปซูล","1,640","62","6,143","327,575.60"
"ประสะกานพลู, ยาแคปซูล","1,591","1,422","25,308","99,366.24"
"มะรุม/ผักอีสุม



, ยาแคปซูล","1,584","39","74,917","396,673.40"
"ถั่วเหลืองสกัด, ยาแคปซูล","1,557","1,106","129,679","197,943.00"
"ตำรับระบายสมุนไพร, ยาแคปซูล","1,521","626","43,053","64,486.30"
"ตำรับโปร่งฟ้า , ยาแคปซูล","1,510","1,321","33,349","71,995.90"
"สตรีหลังคลอด, ยาต้ม","1,379","1,072","12,866","83,243.80"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","1,374","910","42,821","90,633.50"
"หอมสินธร, ยาผง","1,365","247","3,283","163,978.00"
"ขี้เหล็ก, ยาแคปซูล","1,360","674","9,342","133,102.50"
"ไพลซาบาล์ม , ขี้ผึ้ง","1,356","454","1,906","286,845.00"
"ไฟประลัยกัลป์, ยาแคปซูล","1,336","1,102","24,275","106,319.10"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","1,280","182","3,181","121,070.00"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","1,277","959","52,970","141,592.50"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","1,273","802","78,344","170,570.11"
"พลู, ครีม","1,235","1,009","1,464","71,937.36"
"มหาหิงคุ์, ยาน้ำ","1,190","995","1,284","26,626.02"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","1,180","904","1,348","26,913.00"
"ตำรับชุมเห็ดเทศ, ยาชง","1,180","1,006","8,586","71,842.41"
"ขมิ้นชันคาลาไมน์, โลชั่น","1,139","968","3,157","30,483.00"
"ประสะจันทน์แดง , ยาเม็ด","1,104","825","21,975","44,532.98"
"แคปซูลรางจืด, ยาแคปซูล","1,098","947","18,684","89,369.55"
"หม่องขมิ้นชัน, ขี้ผึ้ง","1,024","0","1,069","26,320.00"
"แคปไซ-ไพลบาล์ม, ขี้ผึ้ง","985","52","1,873","84,299.86"
"ชงสมุนไพรผสมรางจืด, ยาผง","984","813","1,884","25,782.20"
"ชะเอมเทศ, ยาผง","955","628","15,518","34,985.20"
"ใบหม่อน, ยาผง","943","260","1,659","55,820.00"
"เสลดพังพอนคาลาไมน์, โลชั่น","939","776","1,069","23,895.50"
"ยาอาบ   หมอยาไทย, ยาผง","932","868","981","71,788.00"
"กรีนครีม, ครีม","920","682","1,469","58,465.00"
"ปัญจขันธ์, ยาแคปซูล","883","31","3,454","335,920.00"
"ทับหม้อเกลือ, ยาประคบ","849","839","849","34,085.00"
"แก้ไอ สูตร 1, ยาลูกกลอน","845","752","3,683","27,219.40"
"มธุรเมหะ (รพ.บางกระทุ่ม), ยาชง","843","0","3,267","196,020.00"
"แก้ปวดกล้ามเนื้อ, ยาแคปซูล","832","782","14,452","14,111.70"
"แก้ลมอัมพฤกษ์ , ยาผง","831","719","1,185","40,539.40"
"เซ็นนาฮอฟ, ยาแคปซูล","828","644","23,611","34,377.20"
"แคปซูลผสมรางจืด, ยาแคปซูล","823","370","12,769","42,168.16"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","819","494","1,165","60,827.96"
"แก้ลมขึ้นเบื้องสูง, ยาแคปซูล","806","0","3,131","187,860.00"
"บรรเทาริดสีดวงทวาร (รพ.พระปกเกล้า), ยาแคปซูล","769","711","17,478","27,131.36"
"เหงือกปลาหมอ, ยาแคปซูล","758","452","16,718","49,477.40"
"เจลเสลดพังพอน, เจล","733","49","803","46,324.00"
"แก้เจ็บคอ , อื่นๆ","726","504","15,385","20,127.70"
"ขลู่, ยาชง","725","336","15,693","35,859.00"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","721","675","2,762","34,762.93"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","683","516","729","18,866.00"
"ตะไคร้, ยาชง","679","141","1,953","73,440.00"
"ตรีพิกัด, ยาแคปซูล","667","438","23,257","52,009.51"
"สเปรย์ตะไคร้หอม, ยาน้ำ","655","544","669","75,653.87"
"แป๊ะก๊วย, ยาผง","644","96","4,041","134,111.50"
"อบเชย, ยาต้ม","640","523","5,461","22,239.00"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","633","489","845","21,726.20"
"ขับลม แฟลท-ทัย , ยาน้ำ","609","570","622","18,955.00"
"แก้ตะโจพิการ , ยาผง","601","587","748","17,889.00"
"ใบเตย, ยาชง","601","4","2,262","78,616.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","600","439","15,104","28,949.80"
"แคปซูลสมุนไพรตราฟิตเน่, ยาแคปซูล","584","518","10,852","18,360.00"
"ขี้ผึ้งเสลดพังพอนตราบักส์, ขี้ผึ้ง","580","512","603","20,159.00"
"แก้ไอมะแว้ง ตราปาริฉัตร, ยาน้ำ","579","471","820","21,751.00"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","578","11","1,249","42,785.00"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","567","140","4,084","3,172,852.00"
"อมยูอีคอฟ , ยาเม็ด","562","300","1,280","16,397.00"
"อบหลังคลอด  หมอยาไทย, ยาผง","559","461","932","51,600.30"
"แคปซูลบอระเพ็ด, ยาแคปซูล","547","123","7,147","46,707.45"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","542","440","6,750","14,504.10"
"ยากระเพาะอาหาร, ยาแคปซูล","533","423","11,561","327,728.40"
"ขับลมเบอร์ 1    , ยาแคปซูล","528","482","16,845","19,446.60"
"แก้ยกนังพิการสูตร 1 , ยาลูกกลอน","515","480","515","9.00"
"เฮโมลอน, ยาแคปซูล","507","289","24,583","47,063.80"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","507","329","679","80,584.50"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","504","364","22,192","53,916.50"
"หม่องไพล, ขี้ผึ้ง","501","0","501","9,327.00"
"กานพลู, อื่นๆ","492","397","2,595","18,494.00"
"ผสมโคคลาน สูตรตำรับที่ 1, ยาชง","487","409","534","15,760.00"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","487","389","30,586","48,091.60"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","487","390","833","8,044.80"
"หม่องฟ้าทะลายโจร, ขี้ผึ้ง","487","6","965","35,445.00"
"บำรุงเลือด (รพ.สรรคบุรี), ยาแคปซูล","478","36","28,136","71,207.00"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","477","338","640","16,833.50"
"บำรุงเลือด (รพ.บ้านนา), ยาแคปซูล","449","1","842","67,360.00"
"แผลไฟไหม้น้ำร้อนลวก, เจล","447","325","542","21,145.18"
"ไฟห้ากอง , ยาแคปซูล","443","354","15,704","26,939.70"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","428","230","5,471","51,355.50"
"คลายเส้น สูตร 1, ยาแคปซูล","427","30","21,819","47,325.00"
"ภูมิชีวา  , ยาแคปซูล","425","0","1,587","95,220.00"
"เบอร์นีเจล, ครีม","407","263","509","21,007.52"
"แก้แพ้อากาศ, ยาลูกกลอน","405","209","30,969","53,228.00"
"เถาเอ็นอ่อน, ยาแคปซูล","403","3","27,279","50,372.50"
"แก้ไอสมุนไพรบ๊วย, ยาลูกกลอน","388","6","858","9,050.00"
"สมุนไพรคำฝอยผสมเก๊กฮวย, ยาชง","384","8","3,690","53,030.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","383","190","809","65,420.00"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","379","332","14,548","35,962.50"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","372","57","4,806","23,838.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","369","231","9,745","12,435.60"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","365","235","49,363","31,532.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","365","109","2,818","46,648.00"
"กานพลูผสมหญ้าดอกขาว, ยาน้ำ","363","301","399","18,137.00"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","356","233","12,409","20,798.50"
"แห้ม/แฮ่ม, ยาแคปซูล","351","32","1,962","67,956.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","341","291","508","4,766.05"
"ประสะเจตพังคี, ยาแคปซูล","337","224","14,747","8,653.00"
"น้ำมันเขียว, ยาเข้าน้ำมัน","336","7","773","90,440.00"
"พลูคาว, ยาแคปซูล","335","33","2,485","210,490.00"
"ผสมรางจืด, ยาชง","334","230","2,236","35,396.25"
"ดองมะกรูด แผนไทย, ยาน้ำ","327","0","985","88,650.00"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","326","250","364","14,857.60"
"เฮโมลอน 3, ยาแคปซูล","322","168","12,684","20,477.75"
"พญายอครีม   , ครีม","319","271","417","28,407.41"
"แคปซิลเจล , เจล","301","233","473","27,515.00"
"ส้มโอมือ, ยาผง","299","133","315","15,750.00"
"ขี้ผึ้งตราโอสถทิพย์, ขี้ผึ้ง","292","262","297","5,106.00"
"แอนดิแลค, ยาแคปซูล","291","234","19,246","28,869.00"
"วัฒนะ, ยาแคปซูล","286","29","3,445","35,817.00"
"หญ้าลูกใต้ใบ, ยาชง","283","188","18,095","22,383.00"
"เกสรทั้ง 5, ยาชง","278","0","491","14,730.00"
"ผสมกระเทียมสกัดชนิดเม็ดเครื่องหมายกการค้าขาวละออ, ยาเม็ด","268","124","15,176","2,615,618.50"
"ลูกใต้ใบ เครื่องหมายการค้าดอกว่าน, ยาเม็ด","256","150","68,720","103,080.00"
"อัมรินทร์, ยาแคปซูล","255","121","12,530","32,175.00"
"น้ำมันคลายกล้ามเนื้อ, ยาเข้าน้ำมัน","251","121","246","14,730.00"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","248","227","263","7,067.60"
"แก้ไอสมุนไพรส้ม, ยาลูกกลอน","245","6","468","4,853.00"
"หม่องสูตรไพล ตราบี-บาล์ม, ขี้ผึ้ง","236","60","388","19,014.00"
"ลดไข้เบอร์ 1, ยาเม็ด","234","212","5,546","7,632.00"
"แคปซูลหญ้าปักกิ่ง, ยาแคปซูล","231","71","5,282","31,089.00"
"แก้ท้องเสีย, อื่นๆ","227","170","3,813","5,274.00"
"อภัยสาลี, ยาลูกกลอน","227","188","8,666","27,050.00"
"คลายเส้น สูตร 2, ยาแคปซูล","226","19","13,574","28,201.00"
"ยาต้มเบาหวาน ตำรับที่ 1, ยาต้ม","221","176","207","33,120.00"
"ผสมเพชรสังฆาตสูตรตำรับที่ 1, ยาแคปซูล","221","115","19,504","23,523.50"
"บรรเทาริดสีดวงทวาร (รพ.พล), ยาแคปซูล","215","188","17,814","16,791.60"
"ประสะน้ำนม 1, ยาเม็ด","209","155","2,889","19,726.50"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","208","42","7,004","133,083.00"
"ขี้ผึ้งไพล สูตรตำรับที่ ๒, ขี้ผึ้ง","193","189","200","10,197.50"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","191","149","390","6,326.00"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","190","85","10,827","19,167.00"
"คลายกล้ามเนื้อ, ยาแคปซูล","190","7","508","20,165.00"
"คลายเส้น (รพ.ห้วยทับทัน), ยาต้ม","189","135","189","11,118.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","187","139","9,306","47,140.10"
"มันทธาตุ, ยาแคปซูล","185","111","3,376","28,841.40"
"ชงกระเจี๊ยบ, ยาชง","174","109","1,802","8,768.00"
"บุก, ยาแคปซูล","174","2","13,050","25,800.00"
"ข่า, เจล","169","140","236","3,904.50"
"ประสะเปราะใหญ่, ยาแคปซูล","167","125","1,325","5,490.50"
"ดีบัว, ยาแคปซูล","164","27","374","97,800.00"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","161","156","3,482","6,964.00"
"แก้ปวดเมื่อย สูตรอภัยภูเบศร, ยาต้ม","153","36","442","149,200.00"
"ฝรั่ง, ยาน้ำ","150","110","401","3,403.25"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","148","115","266","9,930.00"
"นมนาง, ยาต้ม","148","0","862","18,010.00"
"เพกา, ยาแคปซูล","146","6","301","50,845.50"
"แก้โลหิตตังพิการ (รพ.เรณูนคร), ยาแคปซูล","146","75","529","52,660.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","141","120","159","26,158.11"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ ๒, ยาแคปซูล","140","127","1,314","87,421.30"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","140","107","169","4,235.00"
"แคปซูลขับลมบำรุงธาตุ, ยาแคปซูล","137","114","2,428","2,798.30"
"ผสมโคคลาน สูตรตำรับที่ 3, ยาต้ม","137","110","138","11,020.00"
"แก้ไอสมุนไพรฟ้าทะลายโจร, ยาลูกกลอน","137","0","360","3,563.50"
"แก้ไข้หวัด, ยาแคปซูล","136","133","2,700","2,700.00"
