"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","9,340","7,596","14,755","332,915.80"
"กันยุงตะไคร้หอม, ยาน้ำ","8,836","7,543","11,246","433,918.73"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","8,701","6,571","255,480","569,820.66"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","8,553","6,461","264,234","358,739.00"
"ไพลครีม  , ครีม","8,546","7,600","8,945","408,860.67"
"ปลูกไฟธาตุ, ยาลูกกลอน","8,130","6,206","132,907","428,754.07"
"กล้วยขมิ้น, ยาแคปซูล","8,046","6,778","215,268","394,861.28"
"ผสมรางจืด หมอยาไทย, ยาผง","8,012","6,308","46,347","867,404.55"
"กษัยเส้น, ยาแคปซูล","7,828","5,871","144,815","610,789.94"
"หม่องน้ำ, ยาน้ำ","7,534","4,119","9,607","250,594.50"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","7,516","5,228","9,113","137,523.00"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","7,279","3,707","11,084","178,041.50"
"อมมะขามป้อม, ยาเม็ด","7,251","5,726","10,314","243,741.00"
"แก้ไอคัฟฟี, ยาน้ำ","6,972","5,993","10,144","269,276.68"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","6,820","5,047","173,514","389,267.30"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาเม็ด","6,634","4,391","226,052","706,832.35"
"ขี้เหล็ก, ยาแคปซูล","6,579","5,365","136,794","274,835.56"
"หม่องพริกไพล, ขี้ผึ้ง","6,247","4,964","7,204","215,103.50"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","5,992","4,604","13,691","198,087.86"
"แก้ปวดเมื่อย, ยาต้ม","5,828","4,276","6,653","237,446.49"
"ไฟประลัยกัลป์, ยาผง","5,652","3,701","122,626","539,095.29"
"ยาหอม  , ยาผง","5,470","3,509","22,330","464,715.35"
"แก้ไอกานพลู , ยาลูกกลอน","5,437","4,149","30,077","131,119.35"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","5,344","4,327","5,817","226,421.97"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","5,309","4,190","6,994","123,779.50"
"ส้มแขก, ยาแคปซูล","5,262","916","82,009","1,023,220.65"
"สตรีหลังคลอด, ยาต้ม","5,181","3,988","58,634","399,597.85"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","5,025","95","9,235","989,614.00"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","4,983","3,994","5,677","148,884.00"
"อมฟ้าทะลายโจร, ยาลูกกลอน","4,748","3,584","6,232","77,248.19"
"หญ้าปักกิ่ง, ยาชง","4,714","1,110","94,481","1,571,239.03"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","4,654","3,863","118,928","236,985.24"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","4,607","3,204","6,277","79,208.50"
"แก้ไอตราเอ็มบาซิน, ยาน้ำ","4,386","3,319","6,702","156,039.50"
"หอมสินธร, ยาผง","4,354","1,737","7,917","395,632.00"
"แคปซูลอบเชย, ยาแคปซูล","4,309","3,748","53,280","194,565.35"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","4,270","2,093","161,945","544,816.54"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","4,179","3,161","131,714","314,725.67"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","4,074","2,210","4,911","311,388.50"
"ว่านชักมดลูก, ยาแคปซูล","3,954","2,454","103,745","257,006.30"
"แก้ลมอัมพฤกษ์ , ยาผง","3,930","2,642","58,813","218,623.10"
"ประสะจันทน์แดง , ยาเม็ด","3,581","1,729","122,239","197,646.44"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","3,516","3,205","3,767","99,549.50"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","3,485","2,407","159,552","320,264.50"
"ขี้ผึ้งสมุนไพร, ขี้ผึ้ง","3,484","3,193","3,694","100,183.00"
"หม่องพริก, ขี้ผึ้ง","3,466","2,790","4,170","149,017.15"
"ตำรับโคคลาน, ยาต้ม","3,454","2,710","4,380","175,263.30"
"ชงสมุนไพรผสมรางจืด, ยาผง","3,410","2,875","39,821","127,441.85"
"แก้ไอสมุนไพร (รพ.กระบี่), ยาน้ำ","3,308","1,431","4,133","160,895.00"
"แคปซูลบอระเพ็ด, ยาแคปซูล","3,271","2,765","39,501","173,094.10"
"ประสะกานพลู , ยาเม็ด","3,226","2,151","89,543","103,586.11"
"ตำรับโปร่งฟ้า , ยาแคปซูล","3,124","2,406","69,218","127,127.80"
"ยอ, ยาแคปซูล","3,076","1,670","57,561","255,340.68"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","3,042","1,809","4,052","56,794.00"
"พริกไทย, ยาแคปซูล","2,968","276","21,556","480,728.00"
"กระชายดำ, ยาแคปซูล","2,787","554","39,802","586,138.40"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","2,756","2,255","2,854","90,753.60"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","2,754","2,321","177,135","525,113.50"
"อมยูอีคอฟ , ยาเม็ด","2,410","1,698","4,682","46,522.75"
"คลายเส้น (รพ.ตระการพืชผล), ยาแคปซูล","2,399","2,124","36,900","199,480.60"
"มหาหิงคุ์, ทิงเจอร์","2,383","2,070","3,221","51,510.58"
"ผสมโคคลาน สูตรตำรับที่ 1, ยาชง","2,381","1,498","4,535","127,533.50"
"ตะไคร้, ยาชง","2,351","1,523","5,094","203,788.30"
"แคปซูลรางจืด, ยาแคปซูล","2,323","1,909","56,739","203,875.32"
"ขลู่, ยาชง","2,317","2,110","83,571","88,547.00"
"ประสะกะเพรา, ยาผง","2,315","1,687","80,844","118,932.31"
"กรีนครีม, ครีม","2,312","1,815","2,694","102,845.00"
"แก้ไอมะแว้ง ตราปาริฉัตร, ยาน้ำ","2,224","1,548","3,042","99,735.00"
"ทับหม้อเกลือ, ยาประคบ","2,215","2,009","2,221","101,144.50"
"มันทธาตุ, ยาแคปซูล","2,179","1,153","71,964","261,402.40"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","2,164","274","64,431","1,091,897.00"
"ยาอาบ   หมอยาไทย, ยาผง","2,140","1,841","2,220","142,944.00"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","2,072","1,512","119,359","203,011.54"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","1,989","1,338","2,306","34,905.50"
"ตรีธาตุ, ยาแคปซูล","1,966","1,542","6,323","190,721.80"
"เซ็นนาฮอฟ, ยาแคปซูล","1,960","1,575","83,701","126,033.00"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","1,939","1,631","2,418","255,236.00"
"ตำรับเบาหวาน, ยาแคปซูล","1,926","1,463","213,843","654,522.71"
"หม่องขมิ้นชัน, ขี้ผึ้ง","1,848","1,441","1,947","47,910.00"
"ตรีพิกัด, ยาแคปซูล","1,825","1,391","36,292","176,066.30"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","1,819","1,283","2,333","74,286.63"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสกานพลู, ยาเม็ด","1,799","1,561","2,969","32,197.30"
"พลู, ครีม","1,797","1,453","2,058","117,606.44"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","1,748","979","122,450","234,720.50"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","1,693","1,274","28,091","97,220.95"
"แคปไซ-ไพลบาล์ม, ขี้ผึ้ง","1,653","109","1,721","78,825.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","1,628","1,201","11,963","75,879.07"
"ชงกระเจี๊ยบ, ยาชง","1,611","704","22,147","106,914.65"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","1,592","1,398","36,576","157,359.00"
"ไพลซาบาล์ม , ขี้ผึ้ง","1,585","1,225","2,359","321,430.00"
"แก้ไอมะแว้งสูตร 2, ยาเม็ด","1,559","1,338","2,167","40,459.50"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","1,550","1,259","19,963","55,716.50"
"เฮโมลอน 3, ยาแคปซูล","1,531","981","68,066","108,323.15"
"ผสมโคคลาน สูตรตำรับที่ 3, ยาต้ม","1,498","1,326","1,627","73,895.00"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","1,445","641","2,114","27,011.00"
"ลม 108 จำพวก , ยาผง","1,389","1,089","1,460","45,651.13"
"ครีมไพล, ครีม","1,383","1,072","1,376","68,800.00"
"แผลไฟไหม้น้ำร้อนลวก, เจล","1,373","843","1,665","47,826.69"
"ขับลม แฟลท-ทัย , ยาน้ำ","1,348","1,137","1,381","32,827.50"
"มะตูม, ยาชง","1,346","1,153","2,559","86,696.50"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","1,292","1,042","1,390","13,726.00"
"อบเชย, ยาต้ม","1,236","953","3,589","37,228.00"
"การ์ซิดีน, ยาน้ำ","1,216","227","1,245","58,097.50"
"ขมิ้นชันคาลาไมน์, โลชั่น","1,206","1,018","3,393","252,011.00"
"แคปซิลเจล , เจล","1,189","820","1,978","116,712.50"
"อภัยสาลี, ยาเม็ด","1,183","802","63,559","119,758.80"
"แก้ลมขึ้นเบื้องสูง, ยาแคปซูล","1,176","39","4,498","287,595.00"
"ตำรับชุมเห็ดเทศ, ยาชง","1,169","955","5,596","66,785.47"
"แคปซูลผสมรางจืด, ยาแคปซูล","1,164","777","19,904","101,665.25"
"มธุรเมหะ (รพ.บางกระทุ่ม), ยาชง","1,163","6","4,693","141,270.00"
"เสลดพังพอนคาลาไมน์, โลชั่น","1,152","879","1,705","34,463.90"
"หม่องไพล, ขี้ผึ้ง","1,150","876","1,163","24,329.00"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","1,121","23","4,387","141,935.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","1,104","714","1,477","69,161.58"
"ขี้ผึ้งไพล สูตรตำรับที่ ๒, ขี้ผึ้ง","1,083","979","1,099","54,775.00"
"โคคลาน, ยาต้ม","1,081","492","48,673","86,425.70"
"มะรุม/ผักอีสุม



, ยาแคปซูล","1,018","39","32,168","311,289.75"
"อมแก้ไอมะแว้ง, ยาลูกกลอน","966","849","3,235","19,248.48"
"หลังคลอด (รพ.สูงเนิน), ยาต้ม","962","847","1,021","84,360.00"
"ผสมรางจืด, ยาชง","954","603","5,128","53,398.85"
"พระขรรค์ชัย, ยาลูกกลอน","950","46","104,419","678,723.50"
"เจลเสลดพังพอน, เจล","942","118","1,161","67,050.00"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","927","496","15,514","71,679.50"
"ยาผสมหมามุ่ย, ยาแคปซูล","919","0","3,505","525,800.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","911","794","27,859","58,136.20"
"ชะเอมเทศ, ยาชง","883","693","13,836","26,693.30"
"ปัญจขันธ์, ยาแคปซูล","878","59","4,674","325,384.00"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","876","605","7,513","63,106.50"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","874","504","17,130","76,121.85"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","872","808","3,544","30,504.95"
"เบอร์นีเจล, ครีม","871","637","1,050","44,222.17"
"ทิงเจอร์พลู, ทิงเจอร์","841","612","2,084","55,361.60"
"แก้ไอมะนาว, ยาน้ำ","841","368","1,532","44,364.00"
"แป๊ะก๊วย, ยาผง","826","114","6,565","207,876.00"
"ตำรับระบายสมุนไพร, ยาแคปซูล","824","552","21,027","34,597.40"
"ประสะเจตพังคี, ยาแคปซูล","803","556","33,519","51,621.10"
"อายุวัตนะ , ยาแคปซูล","802","452","28,070","35,662.60"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","799","634","23,514","346,287.10"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","791","202","6,595","406,271.00"
"แก้ไข้หวัด, ยาแคปซูล","784","626","22,097","38,488.00"
"ผสมมะขามแขก, ยาแคปซูล","775","679","18,467","27,199.92"
"พญายอครีม   , ครีม","767","589","892","50,810.35"
"อบหลังคลอด  หมอยาไทย, ยาผง","758","666","889","44,382.30"
"ไฟห้ากอง , ยาแคปซูล","742","469","32,402","43,090.40"
"อมสมุนไพรผสมมะแว้งรสบ๊วย, ยาเม็ด","741","630","1,149","8,369.00"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","737","348","751","45,060.00"
"ใบเตย, ยาชง","733","244","2,248","80,577.00"
"มหาจักรใหญ่, ยาแคปซูล","724","113","55,822","47,864.55"
"เฮโมลอน, ยาแคปซูล","717","515","30,603","48,863.90"
"แอนดิแลค, ยาแคปซูล","713","548","29,013","49,890.40"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 2, ยาลูกกลอน","703","632","892","13,600.00"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","695","533","49,271","43,213.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","688","573","934","37,630.00"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","678","563","12,925","27,652.60"
"ยาดมโบราณ, ยาดม","666","580","751","15,025.00"
"ยาถ่าย, ยาแคปซูล","645","559","19,545","47,444.10"
"ใบหม่อน, ยาชง","644","241","3,000","41,835.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","642","373","24,190","61,575.50"
"แก้ไอมะขาม , ยาน้ำ","639","413","1,013","25,849.00"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","638","473","1,161","102,447.00"
"แก้ลสิกาพิการ, ยาเข้าน้ำมัน","635","11","2,002","170,170.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","635","439","43,889","168,625.50"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","635","382","1,192","35,187.60"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","611","492","1,373","56,428.50"
"ดีบัว, ยาแคปซูล","571","111","1,261","125,703.00"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","564","236","565","67,800.00"
"เหงือกปลาหมอ, ยาชง","559","266","7,958","44,582.00"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","547","313","10,898","42,780.00"
"ช่วยย่อยอาหาร สูตร 1, ยาแคปซูล","543","477","735","8,252.50"
"บรรเทาอาการปวดเมื่อยตามร่างกาย, ยาเม็ด","542","454","17,849","39,779.00"
"ขี้ผึ้งเสลดพังพอนตราบักส์, ขี้ผึ้ง","542","448","665","16,915.50"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","530","400","16,403","28,987.50"
"พอนส์ทั่ม, ยาแคปซูล","520","380","19,356","31,764.00"
"พลูคาว, ยาแคปซูล","515","8","1,191","295,355.00"
"ภูมิชีวา  , ยาแคปซูล","510","27","1,733","112,750.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","491","379","676","19,906.44"
"กานพลู, อื่นๆ","484","338","582","10,881.00"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","479","5","1,483","42,735.00"
"คลายเส้น (รพ.ห้วยทับทัน), ยาต้ม","472","434","485","30,794.00"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","464","326","511","16,024.70"
"ผสมโคคลาน สูตรตำรับที่ ๒, ยาต้ม","461","387","486","17,785.00"
