"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","88","0","0.00","30","0","0.00","38","0","0.00","20","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","1,143","0","0.00","658","0","0.00","485","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","7","0","0.00","2","0","0.00","3","0","0.00","2","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","83","0","0.00","0","0","0.00","0","0","0.00","83","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","39,462","665","1.69","10,232","137","1.34","9,901","114","1.15","9,572","148","1.15","9,757","266","2.73"
"10752  :  โรงพยาบาลบางบ่อ","8,397","754","8.98","2,298","225","9.79","1,982","203","10.24","2,096","160","10.24","2,021","166","8.21"
"10753  :  โรงพยาบาลบางพลี","13,630","309","2.27","3,171","62","1.96","3,343","80","2.39","3,365","68","2.39","3,751","99","2.64"
"10754  :  โรงพยาบาลบางจาก","5,104","928","18.18","1,338","248","18.54","1,280","230","17.97","1,151","234","17.97","1,335","216","16.18"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,989","178","5.96","758","40","5.28","659","35","5.31","734","47","5.31","838","56","6.68"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","949","0","0.00","0","0","0.00","14","0","0.00","427","0","0.00","508","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","7,339","5","0.07","1,842","0","0.00","1,651","0","0.00","1,866","3","0.00","1,980","2","0.10"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","486","1","0.21","200","0","0.00","190","1","0.53","79","0","0.53","17","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","29,409","433","1.47","7,764","1","0.01","7,009","1","0.01","6,271","10","0.01","8,365","421","5.03"
"10756  :  โรงพยาบาลบางกรวย","2,471","136","5.50","623","36","5.78","571","33","5.78","600","27","5.78","677","40","5.91"
"10757  :  โรงพยาบาลบางใหญ่","3,018","265","8.78","815","88","10.80","686","56","8.16","740","75","8.16","777","46","5.92"
"10758  :  โรงพยาบาลบางบัวทอง","4,120","443","10.75","1,083","107","9.88","1,000","119","11.90","1,029","116","11.90","1,008","101","10.02"
"10759  :  โรงพยาบาลไทรน้อย","4,158","57","1.37","1,087","12","1.10","963","13","1.35","1,063","11","1.35","1,045","21","2.01"
"10760  :  โรงพยาบาลปากเกร็ด","3,860","88","2.28","940","10","1.06","882","15","1.70","978","28","1.70","1,060","35","3.30"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","642","0","0.00","642","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","1,726","181","10.49","32","8","25.00","165","21","12.73","1,142","94","12.73","387","58","14.99"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","11,164","80","0.72","3,129","21","0.67","2,911","18","0.62","2,558","14","0.62","2,566","27","1.05"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","521","17","3.26","76","2","2.63","120","4","3.33","152","6","3.33","173","5","2.89"
"10687  :  โรงพยาบาลปทุมธานี","30,772","712","2.31","7,563","185","2.45","7,520","141","1.88","7,814","178","1.88","7,875","208","2.64"
"10761  :  โรงพยาบาลคลองหลวง","2,895","179","6.18","700","64","9.14","681","41","6.02","713","36","6.02","801","38","4.74"
"10762  :  โรงพยาบาลธัญบุรี","3,219","9","0.28","848","2","0.24","851","2","0.24","715","0","0.24","805","5","0.62"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,684","75","4.45","418","17","4.07","429","9","2.10","435","18","2.10","402","31","7.71"
"10764  :  โรงพยาบาลหนองเสือ","1,499","65","4.34","398","15","3.77","378","19","5.03","393","12","5.03","330","19","5.76"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,778","42","2.36","409","4","0.98","390","2","0.51","417","9","0.51","562","27","4.80"
"10766  :  โรงพยาบาลลำลูกกา","2,859","168","5.88","754","50","6.63","637","33","5.18","714","34","5.18","754","51","6.76"
"10767  :  โรงพยาบาลสามโคก","1,148","177","15.42","305","44","14.43","269","56","20.82","289","36","20.82","285","41","14.39"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","2,531","1,233","48.72","650","0","0.00","615","0","0.00","622","349","0.00","644","884","137.27"
"10688  :  โรงพยาบาลเสนา","10,529","864","8.21","2,639","193","7.31","2,521","230","9.12","2,569","192","9.12","2,800","249","8.89"
"10768  :  โรงพยาบาลท่าเรือ","2,564","170","6.63","642","56","8.72","572","37","6.47","635","38","6.47","715","39","5.45"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2,061","335","16.25","537","88","16.39","428","68","15.89","515","72","15.89","581","107","18.42"
"10770  :  โรงพยาบาลบางไทร","2,077","182","8.76","525","44","8.38","461","32","6.94","535","54","6.94","556","52","9.35"
"10771  :  โรงพยาบาลบางบาล","1,056","50","4.73","300","14","4.67","228","15","6.58","269","10","6.58","259","11","4.25"
"10772  :  โรงพยาบาลบางปะอิน","4,194","570","13.59","974","150","15.40","896","116","12.95","1,087","168","12.95","1,237","136","10.99"
"10773  :  โรงพยาบาลบางปะหัน","2,401","193","8.04","636","52","8.18","611","56","9.17","544","27","9.17","610","58","9.51"
"10774  :  โรงพยาบาลผักไห่","2,061","190","9.22","536","32","5.97","519","48","9.25","490","59","9.25","516","51","9.88"
"10775  :  โรงพยาบาลภาชี","2,519","185","7.34","699","45","6.44","584","48","8.22","584","35","8.22","652","57","8.74"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,798","98","5.45","465","20","4.30","448","15","3.35","462","26","3.35","423","37","8.75"
"10777  :  โรงพยาบาลวังน้อย","3,445","321","9.32","824","64","7.77","808","76","9.41","859","63","9.41","954","118","12.37"
"10778  :  โรงพยาบาลบางซ้าย","636","118","18.55","244","44","18.03","203","40","19.70","108","19","19.70","81","15","18.52"
"10779  :  โรงพยาบาลอุทัย","2,048","234","11.43","481","59","12.27","488","34","6.97","514","52","6.97","565","89","15.75"
"10780  :  โรงพยาบาลมหาราช","898","219","24.39","274","28","10.22","206","60","29.13","222","67","29.13","196","64","32.65"
"10781  :  โรงพยาบาลบ้านแพรก","1,007","201","19.96","274","54","19.71","250","34","13.60","217","48","13.60","266","65","24.44"
"10689  :  โรงพยาบาลอ่างทอง","18,451","102","0.55","4,904","33","0.67","4,270","29","0.68","4,399","35","0.68","4,878","5","0.10"
"10782  :  โรงพยาบาลไชโย","1,933","162","8.38","459","36","7.84","436","57","13.07","469","39","13.07","569","30","5.27"
"10784  :  โรงพยาบาลป่าโมก","3,307","156","4.72","907","40","4.41","801","39","4.87","835","34","4.87","764","43","5.63"
"10785  :  โรงพยาบาลโพธิ์ทอง","5,539","353","6.37","1,514","67","4.43","1,336","48","3.59","1,415","96","3.59","1,274","142","11.15"
"10786  :  โรงพยาบาลแสวงหา","2,394","322","13.45","681","89","13.07","559","73","13.06","557","65","13.06","597","95","15.91"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","7,854","1,112","14.16","2,129","292","13.72","1,812","256","14.13","1,728","240","14.13","2,185","324","14.83"
"10788  :  โรงพยาบาลสามโก้","2,243","80","3.57","785","18","2.29","596","8","1.34","517","18","1.34","345","36","10.43"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","22,826","742","3.25","2,459","129","5.25","6,675","177","2.65","6,515","151","2.65","7,177","285","3.97"
"10691  :  โรงพยาบาลบ้านหมี่","12,005","279","2.32","2,922","99","3.39","2,875","71","2.47","2,983","44","2.47","3,225","65","2.02"
"10789  :  โรงพยาบาลพัฒนานิคม","4,625","23","0.50","1,120","4","0.36","1,050","5","0.48","1,241","8","0.48","1,214","6","0.49"
"10790  :  โรงพยาบาลโคกสำโรง","3,616","735","20.33","1,298","232","17.87","954","169","17.71","408","166","17.71","956","168","17.57"
"10791  :  โรงพยาบาลชัยบาดาล","8,379","854","10.19","2,109","256","12.14","2,121","220","10.37","1,670","200","10.37","2,479","178","7.18"
"10792  :  โรงพยาบาลท่าวุ้ง","3,262","321","9.84","824","85","10.32","804","61","7.59","786","47","7.59","848","128","15.09"
"10793  :  โรงพยาบาลท่าหลวง","2,267","161","7.10","645","24","3.72","525","26","4.95","447","30","4.95","650","81","12.46"
"10794  :  โรงพยาบาลสระโบสถ์","1,257","83","6.60","361","32","8.86","319","18","5.64","300","12","5.64","277","21","7.58"
"10795  :  โรงพยาบาลโคกเจริญ","2,255","246","10.91","613","75","12.23","526","66","12.55","590","40","12.55","526","65","12.36"
"10796  :  โรงพยาบาลลำสนธิ","1,743","213","12.22","479","70","14.61","346","28","8.09","462","52","8.09","456","63","13.82"
"10797  :  โรงพยาบาลหนองม่วง","2,644","122","4.61","628","25","3.98","634","25","3.94","673","29","3.94","709","43","6.06"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","630","0","0.00","359","0","0.00","271","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","16,615","647","3.89","4,297","188","4.38","3,872","152","3.93","3,990","126","3.93","4,456","181","4.06"
"10693  :  โรงพยาบาลอินทร์บุรี","6,353","206","3.24","1,491","25","1.68","1,443","50","3.47","1,606","45","3.47","1,813","86","4.74"
"10798  :  โรงพยาบาลบางระจัน","2,192","223","10.17","582","55","9.45","474","63","13.29","524","54","13.29","612","51","8.33"
"10799  :  โรงพยาบาลค่ายบางระจัน","2,036","251","12.33","444","46","10.36","436","55","12.61","555","63","12.61","601","87","14.48"
"10800  :  โรงพยาบาลพรหมบุรี","1,102","173","15.70","285","42","14.74","238","25","10.50","289","47","10.50","290","59","20.34"
"10801  :  โรงพยาบาลท่าช้าง","1,892","335","17.71","494","119","24.09","426","102","23.94","487","63","23.94","485","51","10.52"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","22,770","520","2.28","6,021","133","2.21","5,593","118","2.11","5,727","157","2.11","5,429","112","2.06"
"10802  :  โรงพยาบาลมโนรมย์","2,440","181","7.42","711","56","7.88","563","34","6.04","542","31","6.04","624","60","9.62"
"10803  :  โรงพยาบาลวัดสิงห์","2,102","57","2.71","575","6","1.04","516","6","1.16","540","11","1.16","471","34","7.22"
"10804  :  โรงพยาบาลสรรพยา","1,694","288","17.00","461","28","6.07","379","44","11.61","415","139","11.61","439","77","17.54"
"10805  :  โรงพยาบาลสรรคบุรี","3,522","625","17.75","963","169","17.55","854","185","21.66","856","135","21.66","849","136","16.02"
"10806  :  โรงพยาบาลหันคา","2,991","83","2.77","801","12","1.50","693","15","2.16","720","23","2.16","777","33","4.25"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","30,840","6,550","21.24","7,815","3,174","40.61","7,632","937","12.28","7,181","780","12.28","8,212","1,659","20.20"
"10695  :  โรงพยาบาลพระพุทธบาท","14,632","29","0.20","3,860","1","0.03","3,303","5","0.15","4,082","5","0.15","3,387","18","0.53"
"10807  :  โรงพยาบาลแก่งคอย","5,802","445","7.67","1,345","73","5.43","1,306","103","7.89","1,515","105","7.89","1,636","164","10.02"
"10808  :  โรงพยาบาลหนองแค","3,027","384","12.69","855","125","14.62","753","137","18.19","672","72","18.19","747","50","6.69"
