"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","16,979","24","0.14","4,184","8","0.19","4,111","1","0.02","4,227","8","0.02","4,457","7","0.16"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","1,496","144","9.63","394","46","11.68","384","43","11.20","380","33","11.20","338","22","6.51"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","2,675","0","0.00","653","0","0.00","670","0","0.00","640","0","0.00","712","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","35","0","0.00","23","0","0.00","12","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","1,587","0","0.00","1,301","0","0.00","286","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","4","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","217","0","0.00","149","0","0.00","68","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","4,017","41","1.02","0","0","0.00","983","10","1.02","1,420","9","1.02","1,614","22","1.36"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","42,417","944","2.23","10,146","339","3.34","10,841","242","2.23","10,753","220","2.23","10,677","143","1.34"
"10752  :  โรงพยาบาลบางบ่อ","8,419","738","8.77","2,024","189","9.34","2,139","185","8.65","1,978","170","8.65","2,278","194","8.52"
"10753  :  โรงพยาบาลบางพลี","15,215","452","2.97","3,887","139","3.58","3,830","103","2.69","3,507","109","2.69","3,991","101","2.53"
"10754  :  โรงพยาบาลบางจาก","5,354","907","16.94","1,277","262","20.52","1,295","219","16.91","1,291","214","16.91","1,491","212","14.22"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,596","321","8.93","865","53","6.13","919","70","7.62","900","95","7.62","912","103","11.29"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","2,048","0","0.00","462","0","0.00","591","0","0.00","494","0","0.00","501","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","7,088","8","0.11","1,837","1","0.05","2,041","2","0.10","1,957","1","0.10","1,253","4","0.32"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","800","2","0.25","198","0","0.00","191","0","0.00","224","1","0.00","187","1","0.53"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","65","6","9.23","0","0","0.00","0","0","0.00","0","0","0.00","65","6","9.23"
"10686  :  โรงพยาบาลพระนั่งเกล้า","32,798","2,147","6.55","8,191","562","6.86","8,174","502","6.14","8,244","569","6.14","8,189","514","6.28"
"10756  :  โรงพยาบาลบางกรวย","1,868","126","6.75","665","45","6.77","669","34","5.08","494","39","5.08","40","8","20.00"
"10757  :  โรงพยาบาลบางใหญ่","4,261","352","8.26","768","52","6.77","1,034","85","8.22","1,103","96","8.22","1,356","119","8.78"
"10758  :  โรงพยาบาลบางบัวทอง","3,905","380","9.73","983","118","12.00","951","106","11.15","797","72","11.15","1,174","84","7.16"
"10759  :  โรงพยาบาลไทรน้อย","4,047","75","1.85","866","9","1.04","985","17","1.73","1,116","24","1.73","1,080","25","2.31"
"10760  :  โรงพยาบาลปากเกร็ด","4,116","94","2.28","1,074","31","2.89","1,010","23","2.28","982","15","2.28","1,050","25","2.38"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","4,173","481","11.53","1,154","142","12.31","985","106","10.76","1,291","145","10.76","743","88","11.84"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","7,958","50","0.63","2,543","11","0.43","1,812","15","0.83","2,296","13","0.83","1,307","11","0.84"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","688","15","2.18","161","1","0.62","161","3","1.86","207","2","1.86","159","9","5.66"
"10687  :  โรงพยาบาลปทุมธานี","30,959","647","2.09","7,593","175","2.30","7,442","126","1.69","7,374","139","1.69","8,550","207","2.42"
"10761  :  โรงพยาบาลคลองหลวง","2,967","190","6.40","823","40","4.86","841","41","4.88","716","59","4.88","587","50","8.52"
"10762  :  โรงพยาบาลธัญบุรี","3,403","22","0.65","865","11","1.27","839","6","0.72","865","5","0.72","834","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,057","120","5.83","564","27","4.79","505","20","3.96","524","36","3.96","464","37","7.97"
"10764  :  โรงพยาบาลหนองเสือ","1,635","104","6.36","368","23","6.25","367","37","10.08","407","29","10.08","493","15","3.04"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,181","54","2.48","537","26","4.84","557","9","1.62","499","6","1.62","588","13","2.21"
"10766  :  โรงพยาบาลลำลูกกา","3,036","195","6.42","766","39","5.09","741","32","4.32","741","59","4.32","788","65","8.25"
"10767  :  โรงพยาบาลสามโคก","1,242","171","13.77","345","39","11.30","346","47","13.58","305","46","13.58","246","39","15.85"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","1,873","254","13.56","489","103","21.06","464","50","10.78","548","52","10.78","372","49","13.17"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","2,630","2,543","96.69","664","568","85.54","662","652","98.49","653","846","98.49","651","477","73.27"
"10688  :  โรงพยาบาลเสนา","11,322","1,015","8.96","2,834","294","10.37","2,963","291","9.82","2,893","227","9.82","2,632","203","7.71"
"10768  :  โรงพยาบาลท่าเรือ","2,647","113","4.27","654","37","5.66","655","26","3.97","666","18","3.97","672","32","4.76"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2,314","417","18.02","545","126","23.12","596","108","18.12","560","92","18.12","613","91","14.85"
"10770  :  โรงพยาบาลบางไทร","2,452","228","9.30","554","51","9.21","695","52","7.48","519","48","7.48","684","77","11.26"
"10771  :  โรงพยาบาลบางบาล","1,350","156","11.56","351","25","7.12","363","64","17.63","345","33","17.63","291","34","11.68"
"10772  :  โรงพยาบาลบางปะอิน","5,381","599","11.13","1,361","148","10.87","1,427","131","9.18","1,157","119","9.18","1,436","201","14.00"
"10773  :  โรงพยาบาลบางปะหัน","2,477","232","9.37","546","59","10.81","641","66","10.30","606","48","10.30","684","59","8.63"
"10774  :  โรงพยาบาลผักไห่","2,124","278","13.09","473","48","10.15","593","72","12.14","504","89","12.14","554","69","12.45"
"10775  :  โรงพยาบาลภาชี","2,559","243","9.50","617","49","7.94","706","70","9.92","594","53","9.92","642","71","11.06"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,867","208","11.14","423","59","13.95","517","66","12.77","429","45","12.77","498","38","7.63"
"10777  :  โรงพยาบาลวังน้อย","4,160","443","10.65","954","110","11.53","1,062","128","12.05","1,027","130","12.05","1,117","75","6.71"
"10778  :  โรงพยาบาลบางซ้าย","506","60","11.86","133","11","8.27","120","15","12.50","120","13","12.50","133","21","15.79"
"10779  :  โรงพยาบาลอุทัย","2,410","314","13.03","599","87","14.52","573","77","13.44","534","79","13.44","704","71","10.09"
"10780  :  โรงพยาบาลมหาราช","1,038","230","22.16","264","71","26.89","248","52","20.97","241","60","20.97","285","47","16.49"
"10781  :  โรงพยาบาลบ้านแพรก","877","155","17.67","224","45","20.09","227","45","19.82","190","33","19.82","236","32","13.56"
"10689  :  โรงพยาบาลอ่างทอง","16,964","44","0.26","4,604","9","0.20","4,703","20","0.43","4,212","9","0.43","3,445","6","0.17"
"10782  :  โรงพยาบาลไชโย","2,002","113","5.64","437","24","5.49","512","34","6.64","469","26","6.64","584","29","4.97"
"10784  :  โรงพยาบาลป่าโมก","3,175","124","3.91","818","36","4.40","981","33","3.36","762","28","3.36","614","27","4.40"
"10785  :  โรงพยาบาลโพธิ์ทอง","4,859","209","4.30","1,357","76","5.60","1,607","54","3.36","1,212","51","3.36","683","28","4.10"
"10786  :  โรงพยาบาลแสวงหา","2,373","430","18.12","529","103","19.47","607","102","16.80","538","95","16.80","699","130","18.60"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","8,401","1,709","20.34","2,108","445","21.11","2,157","453","21.00","1,938","426","21.00","2,198","385","17.52"
"10788  :  โรงพยาบาลสามโก้","1,712","110","6.43","498","34","6.83","582","40","6.87","396","18","6.87","236","18","7.63"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","20,360","977","4.80","3,902","344","8.82","6,006","291","4.85","5,179","169","4.85","5,273","173","3.28"
"10691  :  โรงพยาบาลบ้านหมี่","12,443","355","2.85","3,281","65","1.98","3,281","90","2.74","3,229","76","2.74","2,652","124","4.68"
"10789  :  โรงพยาบาลพัฒนานิคม","5,004","93","1.86","1,228","14","1.14","1,212","20","1.65","1,255","27","1.65","1,309","32","2.44"
"10790  :  โรงพยาบาลโคกสำโรง","3,884","487","12.54","186","144","77.42","1,359","128","9.42","975","102","9.42","1,364","113","8.28"
"10791  :  โรงพยาบาลชัยบาดาล","8,658","851","9.83","1,881","197","10.47","2,393","224","9.36","2,234","185","9.36","2,150","245","11.40"
"10792  :  โรงพยาบาลท่าวุ้ง","2,583","287","11.11","617","53","8.59","751","92","12.25","582","61","12.25","633","81","12.80"
"10793  :  โรงพยาบาลท่าหลวง","1,186","400","33.73","635","105","16.54","281","92","32.74","90","94","32.74","180","109","60.56"
"10794  :  โรงพยาบาลสระโบสถ์","1,076","92","8.55","296","19","6.42","281","13","4.63","296","28","4.63","203","32","15.76"
"10795  :  โรงพยาบาลโคกเจริญ","2,221","243","10.94","504","72","14.29","645","66","10.23","539","53","10.23","533","52","9.76"
"10796  :  โรงพยาบาลลำสนธิ","1,775","200","11.27","410","52","12.68","426","48","11.27","481","40","11.27","458","60","13.10"
"10797  :  โรงพยาบาลหนองม่วง","2,920","94","3.22","726","21","2.89","751","23","3.06","679","29","3.06","764","21","2.75"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","16,330","567","3.47","4,106","93","2.26","4,193","141","3.36","3,788","133","3.36","4,243","200","4.71"
"10693  :  โรงพยาบาลอินทร์บุรี","7,644","208","2.72","1,902","63","3.31","2,009","43","2.14","1,881","57","2.14","1,852","45","2.43"
"10798  :  โรงพยาบาลบางระจัน","2,451","195","7.96","624","42","6.73","602","53","8.80","608","46","8.80","617","54","8.75"
"10799  :  โรงพยาบาลค่ายบางระจัน","2,216","198","8.94","491","33","6.72","582","40","6.87","517","75","6.87","626","50","7.99"
"10800  :  โรงพยาบาลพรหมบุรี","1,344","164","12.20","288","46","15.97","371","46","12.40","320","49","12.40","365","23","6.30"
"10801  :  โรงพยาบาลท่าช้าง","1,421","139","9.78","365","41","11.23","406","43","10.59","367","28","10.59","283","27","9.54"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","21,776","592","2.72","5,404","95","1.76","5,545","178","3.21","5,145","150","3.21","5,682","169","2.97"
"10802  :  โรงพยาบาลมโนรมย์","2,352","250","10.63","545","73","13.39","575","42","7.30","605","55","7.30","627","80","12.76"
"10803  :  โรงพยาบาลวัดสิงห์","1,873","126","6.73","486","40","8.23","565","39","6.90","372","21","6.90","450","26","5.78"
"10804  :  โรงพยาบาลสรรพยา","1,803","347","19.25","420","58","13.81","504","207","41.07","398","65","41.07","481","17","3.53"
"10805  :  โรงพยาบาลสรรคบุรี","3,583","553","15.43","916","193","21.07","923","211","22.86","899","93","22.86","845","56","6.63"
"10806  :  โรงพยาบาลหันคา","3,092","141","4.56","750","32","4.27","803","42","5.23","750","30","5.23","789","37","4.69"
"27974  :  โรงพยาบาลหนองมะโมง","530","96","18.11","0","0","0.00","0","0","0.00","240","43","0.00","290","53","18.28"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","44,697","16,379","36.64","10,712","4,184","39.06","11,251","4,054","36.03","11,282","3,926","36.03","11,452","4,215","36.81"
"10695  :  โรงพยาบาลพระพุทธบาท","11,623","264","2.27","1,521","47","3.09","2,693","100","3.71","3,654","67","3.71","3,755","50","1.33"
"10807  :  โรงพยาบาลแก่งคอย","6,325","545","8.62","1,562","177","11.33","1,651","119","7.21","1,525","110","7.21","1,587","139","8.76"
