"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จ่ายยาสมุนไพรทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC"
"ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","1,480","1,533","720","731","340","350","180","185","399","420","186","188","361","372","172","174","380","391","182","184"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","12,106","13,236","0","0","7,979","8,765","0","0","4,127","4,471","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","1,009","1,009","226","226","0","0","0","0","243","243","55","55","334","334","44","44","432","432","127","127"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","19,416","25,471","11,392","13,599","5,055","6,692","2,896","3,458","4,924","6,322","2,889","3,413","4,280","5,628","2,481","2,986","5,157","6,829","3,126","3,742"
"10752  :  โรงพยาบาลบางบ่อ","13,374","17,148","6,904","8,229","3,705","4,779","1,830","2,191","3,544","4,682","1,837","2,246","2,991","3,910","1,576","1,875","3,134","3,777","1,661","1,917"
"10753  :  โรงพยาบาลบางพลี","14,785","18,983","7,523","9,722","4,785","6,114","2,354","3,077","4,185","5,288","2,096","2,680","2,952","3,871","1,476","1,934","2,863","3,710","1,597","2,031"
"10754  :  โรงพยาบาลบางจาก","9,785","12,114","7,321","9,075","2,579","3,287","1,881","2,373","2,274","2,897","1,732","2,215","2,374","2,909","1,803","2,220","2,558","3,021","1,905","2,267"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","4,200","5,335","3,197","3,867","1,172","1,497","898","1,096","1,132","1,459","860","1,038","866","1,045","655","759","1,030","1,334","784","974"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","2,324","2,324","1,908","1,908","704","704","575","575","683","683","573","573","527","527","437","437","410","410","323","323"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","88","103","10","10","14","14","0","0","7","7","0","0","14","14","3","3","53","68","7","7"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","1,558","2,165","1,371","1,897","419","638","367","553","439","604","390","535","382","513","338","453","318","410","276","356"
"10686  :  โรงพยาบาลพระนั่งเกล้า","12,074","12,285","8,125","8,214","3,055","3,089","2,037","2,058","3,054","3,116","2,072","2,098","2,955","3,003","2,032","2,052","3,010","3,077","1,984","2,006"
"10756  :  โรงพยาบาลบางกรวย","7,343","14,289","451","495","2,601","5,034","152","164","2,666","5,148","165","184","1,733","3,413","115","126","343","694","19","21"
"10757  :  โรงพยาบาลบางใหญ่","12,880","14,604","6,450","7,382","2,629","2,898","1,546","1,701","3,721","4,199","1,958","2,206","2,985","3,458","1,379","1,652","3,545","4,049","1,567","1,823"
"10758  :  โรงพยาบาลบางบัวทอง","11,510","13,604","8,617","10,043","3,140","3,715","2,330","2,738","3,034","3,607","2,287","2,678","2,168","2,538","1,657","1,909","3,168","3,744","2,343","2,718"
"10759  :  โรงพยาบาลไทรน้อย","4,460","4,648","2,559","2,642","551","575","313","321","1,447","1,506","742","759","1,037","1,102","620","655","1,425","1,465","884","907"
"10760  :  โรงพยาบาลปากเกร็ด","7,726","8,685","3,284","3,647","1,928","2,025","833","870","2,045","2,318","870","981","1,546","1,737","650","705","2,207","2,605","931","1,091"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","1,669","1,713","1,025","1,031","452","463","268","270","305","308","195","195","389","400","240","242","523","542","322","324"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","6,900","7,335","969","1,027","1,625","1,751","209","219","1,986","2,095","284","304","1,525","1,609","233","247","1,764","1,880","243","257"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","1,066","1,131","649","691","71","72","1","1","149","158","89","93","339","361","239","253","507","540","320","344"
"10687  :  โรงพยาบาลปทุมธานี","19,130","24,049","7,347","9,038","5,395","6,988","1,964","2,553","5,225","6,670","1,844","2,297","3,911","4,864","1,619","1,959","4,599","5,527","1,920","2,229"
"10761  :  โรงพยาบาลคลองหลวง","6,078","7,824","4,936","6,276","1,703","2,026","1,360","1,598","1,469","1,704","1,184","1,355","1,663","2,633","1,367","2,135","1,243","1,461","1,025","1,188"
"10762  :  โรงพยาบาลธัญบุรี","2,409","2,457","1,581","1,614","826","844","527","537","760","778","503","516","520","527","349","354","303","308","202","207"
"10763  :  โรงพยาบาลประชาธิปัตย์","6,728","7,895","5,311","6,147","1,343","1,719","986","1,244","1,258","1,497","925","1,094","1,654","1,887","1,343","1,514","2,473","2,792","2,057","2,295"
"10764  :  โรงพยาบาลหนองเสือ","2,811","3,555","2,201","2,792","645","888","483","674","859","1,115","671","871","646","776","525","631","661","776","522","616"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,851","3,313","1,408","1,554","926","1,050","461","504","745","879","386","436","526","612","236","257","654","772","325","357"
"10766  :  โรงพยาบาลลำลูกกา","6,573","6,998","3,987","4,237","1,673","1,785","978","1,044","1,504","1,604","876","935","1,413","1,512","867","923","1,983","2,097","1,266","1,335"
"10767  :  โรงพยาบาลสามโคก","1,967","2,876","1,456","2,091","499","675","365","487","567","861","427","633","430","618","325","467","471","722","339","504"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","538","625","39","39","133","158","4","4","140","161","4","4","131","147","12","12","134","159","19","19"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","15,216","16,616","5,917","6,078","3,503","4,104","1,433","1,480","4,101","4,459","1,632","1,672","3,686","3,888","1,057","1,083","3,926","4,165","1,795","1,843"
"10688  :  โรงพยาบาลเสนา","16,011","18,820","7,249","8,098","4,094","4,762","1,755","1,935","4,319","5,116","2,010","2,259","3,671","4,348","1,690","1,890","3,927","4,594","1,794","2,014"
"10768  :  โรงพยาบาลท่าเรือ","6,967","12,763","3,875","6,963","1,918","4,224","1,069","2,288","1,895","3,774","1,016","2,003","1,464","2,958","843","1,682","1,690","1,807","947","990"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","6,106","7,053","4,300","4,948","1,756","2,029","1,215","1,397","1,693","1,966","1,195","1,389","1,197","1,371","872","994","1,460","1,687","1,018","1,168"
"10770  :  โรงพยาบาลบางไทร","3,019","3,428","1,618","1,761","725","818","357","386","711","820","388","431","735","846","404","437","848","944","469","507"
"10771  :  โรงพยาบาลบางบาล","3,402","3,937","2,296","2,593","517","552","341","350","927","1,043","613","678","991","1,158","668","757","967","1,184","674","808"
"10772  :  โรงพยาบาลบางปะอิน","5,396","6,265","2,868","3,263","1,332","1,492","675","744","1,257","1,436","682","757","1,082","1,258","560","631","1,725","2,079","951","1,131"
"10773  :  โรงพยาบาลบางปะหัน","5,180","6,056","3,091","3,476","1,299","1,521","729","814","1,354","1,572","791","885","1,165","1,345","703","791","1,362","1,618","868","986"
"10774  :  โรงพยาบาลผักไห่","5,014","6,826","3,568","4,746","1,300","2,276","924","1,582","1,245","1,338","884","938","1,263","1,675","907","1,168","1,206","1,537","853","1,058"
"10775  :  โรงพยาบาลภาชี","4,345","5,037","2,621","2,978","1,123","1,305","667","751","1,150","1,340","664","758","991","1,123","627","695","1,081","1,269","663","774"
"10776  :  โรงพยาบาลลาดบัวหลวง","4,023","4,670","2,541","2,950","1,091","1,254","661","750","1,088","1,265","708","826","946","1,108","610","709","898","1,043","562","665"
"10777  :  โรงพยาบาลวังน้อย","8,003","10,111","5,426","6,803","2,142","2,838","1,509","1,984","2,084","2,691","1,460","1,844","1,662","2,114","1,213","1,515","2,115","2,468","1,244","1,460"
"10778  :  โรงพยาบาลบางซ้าย","4,476","5,874","2,815","3,413","1,037","1,441","651","810","1,397","1,795","726","882","1,002","1,306","706","839","1,040","1,332","732","882"
"10779  :  โรงพยาบาลอุทัย","8,649","10,151","4,136","4,820","2,439","2,950","1,097","1,307","2,351","2,868","1,169","1,425","1,823","2,088","896","1,020","2,036","2,245","974","1,068"
"10780  :  โรงพยาบาลมหาราช","6,691","7,856","3,442","3,900","1,660","1,916","847","946","1,682","2,016","841","958","1,546","1,814","849","973","1,803","2,110","905","1,023"
"10781  :  โรงพยาบาลบ้านแพรก","4,274","5,411","2,095","2,510","1,019","1,267","517","622","1,180","1,545","565","692","972","1,229","477","574","1,103","1,370","536","622"
"10689  :  โรงพยาบาลอ่างทอง","1,883","2,331","548","655","572","767","169","220","488","668","120","159","444","505","120","135","379","391","139","141"
"10782  :  โรงพยาบาลไชโย","1,198","1,258","691","720","329","347","175","180","244","254","153","158","258","264","162","165","367","393","201","217"
"10784  :  โรงพยาบาลป่าโมก","2,129","2,328","1,059","1,153","654","691","316","334","620","645","306","322","440","568","212","266","415","424","225","231"
"10785  :  โรงพยาบาลโพธิ์ทอง","4,444","5,179","2,227","2,607","1,126","1,352","639","753","1,066","1,293","604","720","1,150","1,312","498","589","1,102","1,222","486","545"
"10786  :  โรงพยาบาลแสวงหา","4,584","5,393","3,467","4,038","1,209","1,453","923","1,094","1,028","1,138","748","817","1,031","1,201","790","912","1,316","1,601","1,006","1,215"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","26,593","32,444","9,794","10,222","6,647","8,163","2,404","2,505","7,210","8,805","2,498","2,601","6,293","7,592","2,350","2,454","6,443","7,884","2,542","2,662"
"10788  :  โรงพยาบาลสามโก้","6,258","8,929","1,985","2,178","1,724","2,335","488","523","2,174","3,024","694","721","1,434","1,986","473","510","926","1,584","330","424"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","16,621","19,486","6,445","7,202","4,719","5,550","1,756","1,944","5,104","5,887","1,999","2,231","3,392","3,961","1,339","1,495","3,406","4,088","1,351","1,532"
"10691  :  โรงพยาบาลบ้านหมี่","4,266","4,586","1,952","2,085","1,153","1,230","552","588","1,167","1,279","514","559","895","952","400","423","1,051","1,125","486","515"
"10789  :  โรงพยาบาลพัฒนานิคม","6,977","7,685","4,014","4,399","2,109","2,393","1,271","1,438","1,792","1,974","950","1,031","1,382","1,497","787","855","1,694","1,821","1,006","1,075"
"10790  :  โรงพยาบาลโคกสำโรง","7,684","8,345","4,994","5,246","2,502","2,687","1,593","1,660","2,134","2,324","1,381","1,454","1,584","1,713","1,053","1,100","1,464","1,621","967","1,032"
"10791  :  โรงพยาบาลชัยบาดาล","9,511","10,486","6,496","7,137","2,814","3,195","1,881","2,136","2,389","2,585","1,614","1,760","2,130","2,336","1,463","1,586","2,178","2,370","1,538","1,655"
"10792  :  โรงพยาบาลท่าวุ้ง","5,805","7,017","3,471","3,918","1,598","1,928","892","1,010","1,542","1,901","914","1,053","1,316","1,600","815","920","1,349","1,588","850","935"
"10793  :  โรงพยาบาลท่าหลวง","5,454","6,810","3,877","4,839","1,518","1,941","1,063","1,371","1,496","1,921","1,069","1,362","1,308","1,643","938","1,177","1,132","1,305","807","929"
"10794  :  โรงพยาบาลสระโบสถ์","3,329","4,235","2,125","2,618","1,002","1,513","599","880","786","979","482","585","699","811","470","525","842","932","574","628"
"10795  :  โรงพยาบาลโคกเจริญ","2,581","3,215","1,997","2,434","790","883","610","659","732","883","519","592","480","518","387","410","579","931","481","773"
"10796  :  โรงพยาบาลลำสนธิ","2,386","2,770","1,847","2,130","652","779","497","589","674","793","512","600","477","547","361","411","583","651","477","530"
"10797  :  โรงพยาบาลหนองม่วง","2,523","2,636","1,805","1,885","687","722","470","493","665","703","467","491","611","641","456","480","560","570","412","421"
