"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","279,505","7,630","2.73","27,489","682","2.48","85,700","2,815","3.28","78,345","1,585","2.02","87,971","2,548","2.90"
"10752  :  โรงพยาบาลบางบ่อ","89,983","8,014","8.91","22,375","2,901","12.97","22,826","1,995","8.74","20,555","1,273","6.19","24,227","1,845","7.62"
"10753  :  โรงพยาบาลบางพลี","115,900","7,028","6.06","30,434","1,988","6.53","30,088","2,132","7.09","26,173","1,278","4.88","29,205","1,630","5.58"
"10754  :  โรงพยาบาลบางจาก","57,146","5,919","10.36","14,900","1,263","8.48","14,492","1,626","11.22","12,533","1,251","9.98","15,221","1,779","11.69"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","67,270","2,806","4.17","17,257","789","4.57","16,963","633","3.73","15,070","595","3.95","17,980","789","4.39"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","11,980","1","0.01","568","0","0.00","1,008","0","0.00","2,601","0","0.00","7,803","1","0.01"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","38,647","0","0.00","0","0","0.00","7,853","0","0.00","14,168","0","0.00","16,626","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","14,150","1","0.01","2,526","0","0.00","0","0","0.00","7,058","1","0.01","4,566","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","12,095","3","0.02","3,061","1","0.03","3,199","2","0.06","2,667","0","0.00","3,168","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","18,823","1,107","5.88","4,444","281","6.32","5,034","277","5.50","4,397","207","4.71","4,948","342","6.91"
"10686  :  โรงพยาบาลพระนั่งเกล้า","299,497","2,302","0.77","78,976","612","0.77","78,584","588","0.75","71,561","534","0.75","70,376","568","0.81"
"10756  :  โรงพยาบาลบางกรวย","77,845","2,116","2.72","19,484","547","2.81","19,649","578","2.94","18,530","440","2.37","20,182","551","2.73"
"10757  :  โรงพยาบาลบางใหญ่","135,646","17,713","13.06","33,880","4,305","12.71","33,980","4,378","12.88","30,795","3,664","11.90","36,991","5,366","14.51"
"10758  :  โรงพยาบาลบางบัวทอง","106,043","9,042","8.53","26,843","2,366","8.81","26,758","2,526","9.44","24,953","1,842","7.38","27,489","2,308","8.40"
"10759  :  โรงพยาบาลไทรน้อย","91,074","1,203","1.32","22,748","287","1.26","23,048","246","1.07","21,346","269","1.26","23,932","401","1.68"
"10760  :  โรงพยาบาลปากเกร็ด","94,459","2,446","2.59","24,720","668","2.70","23,886","662","2.77","21,533","430","2.00","24,320","686","2.82"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","4,223","0","0.00","1,786","0","0.00","1,862","0","0.00","575","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","72,106","1,113","1.54","18,271","287","1.57","19,644","358","1.82","17,247","227","1.32","16,944","241","1.42"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","684","13","1.90","146","0","0.00","161","4","2.48","202","4","1.98","175","5","2.86"
"10687  :  โรงพยาบาลปทุมธานี","235,312","10,477","4.45","57,819","2,655","4.59","59,306","3,055","5.15","56,177","2,137","3.80","62,010","2,630","4.24"
"10761  :  โรงพยาบาลคลองหลวง","69,922","7,255","10.38","17,773","1,910","10.75","17,700","2,155","12.18","16,882","1,555","9.21","17,567","1,635","9.31"
"10762  :  โรงพยาบาลธัญบุรี","76,190","797","1.05","20,757","171","0.82","15,006","197","1.31","19,167","144","0.75","21,260","285","1.34"
"10763  :  โรงพยาบาลประชาธิปัตย์","65,398","3,962","6.06","14,482","897","6.19","21,207","1,113","5.25","14,001","934","6.67","15,708","1,018","6.48"
"10764  :  โรงพยาบาลหนองเสือ","41,546","2,336","5.62","9,927","615","6.20","11,701","624","5.33","9,492","572","6.03","10,426","525","5.04"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","47,214","2,291","4.85","11,877","614","5.17","11,889","674","5.67","10,722","450","4.20","12,726","553","4.35"
"10766  :  โรงพยาบาลลำลูกกา","60,706","3,644","6.00","15,709","884","5.63","15,100","925","6.13","14,004","699","4.99","15,893","1,136","7.15"
"10767  :  โรงพยาบาลสามโคก","25,820","1,036","4.01","6,387","179","2.80","6,010","224","3.73","6,155","202","3.28","7,268","431","5.93"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","142,849","0","0.00","32,748","0","0.00","36,203","0","0.00","34,988","0","0.00","38,910","0","0.00"
"10688  :  โรงพยาบาลเสนา","115,561","7,544","6.53","28,642","1,969","6.87","30,180","2,221","7.36","26,597","1,601","6.02","30,142","1,753","5.82"
"10768  :  โรงพยาบาลท่าเรือ","63,370","4,718","7.45","16,013","1,250","7.81","15,977","1,160","7.26","14,756","1,040","7.05","16,624","1,268","7.63"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","39,936","5,120","12.82","10,210","1,308","12.81","9,887","1,430","14.46","9,196","1,132","12.31","10,643","1,250","11.74"
"10770  :  โรงพยาบาลบางไทร","35,944","1,618","4.50","8,831","379","4.29","9,747","462","4.74","8,288","331","3.99","9,078","446","4.91"
"10771  :  โรงพยาบาลบางบาล","33,596","1,308","3.89","8,061","423","5.25","7,897","297","3.76","9,174","273","2.98","8,464","315","3.72"
"10772  :  โรงพยาบาลบางปะอิน","77,517","1,289","1.66","19,837","347","1.75","19,409","349","1.80","18,435","232","1.26","19,836","361","1.82"
"10773  :  โรงพยาบาลบางปะหัน","50,410","4,343","8.62","11,870","1,154","9.72","13,773","1,100","7.99","12,178","906","7.44","12,589","1,183","9.40"
"10774  :  โรงพยาบาลผักไห่","52,796","6,298","11.93","12,961","1,556","12.01","13,410","1,688","12.59","13,213","1,442","10.91","13,212","1,612","12.20"
"10775  :  โรงพยาบาลภาชี","40,548","2,263","5.58","8,053","550","6.83","10,598","587","5.54","10,397","560","5.39","11,500","566","4.92"
"10776  :  โรงพยาบาลลาดบัวหลวง","39,509","1,409","3.57","9,629","385","4.00","10,366","305","2.94","9,339","338","3.62","10,175","381","3.74"
"10777  :  โรงพยาบาลวังน้อย","62,296","4,409","7.08","15,140","1,159","7.66","15,910","1,302","8.18","14,973","944","6.30","16,273","1,004","6.17"
"10778  :  โรงพยาบาลบางซ้าย","22,067","2,094","9.49","4,998","456","9.12","5,092","595","11.68","5,601","470","8.39","6,376","573","8.99"
"10779  :  โรงพยาบาลอุทัย","75,441","5,486","7.27","18,278","1,352","7.40","18,993","1,306","6.88","18,407","1,320","7.17","19,763","1,508","7.63"
"10780  :  โรงพยาบาลมหาราช","23,413","2,342","10.00","5,675","695","12.25","5,629","585","10.39","6,235","455","7.30","5,874","607","10.33"
"10781  :  โรงพยาบาลบ้านแพรก","17,580","3,301","18.78","4,412","908","20.58","4,429","896","20.23","4,151","686","16.53","4,588","811","17.68"
"10689  :  โรงพยาบาลอ่างทอง","112,263","1,185","1.06","27,215","233","0.86","28,027","312","1.11","27,344","233","0.85","29,677","407","1.37"
"10782  :  โรงพยาบาลไชโย","29,552","1,535","5.19","7,559","308","4.07","7,854","452","5.76","6,829","450","6.59","7,310","325","4.45"
"10784  :  โรงพยาบาลป่าโมก","59,929","2,090","3.49","17,072","722","4.23","16,619","554","3.33","15,117","375","2.48","11,121","439","3.95"
"10785  :  โรงพยาบาลโพธิ์ทอง","62,173","3,599","5.79","16,630","1,007","6.06","15,771","1,109","7.03","13,984","616","4.41","15,788","867","5.49"
"10786  :  โรงพยาบาลแสวงหา","47,595","4,975","10.45","11,286","1,247","11.05","11,879","1,325","11.15","11,720","1,096","9.35","12,710","1,307","10.28"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","94,956","9,389","9.89","22,485","2,399","10.67","30,068","2,523","8.39","20,227","2,077","10.27","22,176","2,390","10.78"
"10788  :  โรงพยาบาลสามโก้","42,326","1,254","2.96","10,808","280","2.59","10,880","261","2.40","9,821","311","3.17","10,817","402","3.72"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","209,885","9,902","4.72","53,604","2,775","5.18","51,496","2,647","5.14","49,146","1,848","3.76","55,639","2,632","4.73"
"10691  :  โรงพยาบาลบ้านหมี่","106,548","2,657","2.49","27,034","796","2.94","27,097","697","2.57","24,706","498","2.02","27,711","666","2.40"
"10789  :  โรงพยาบาลพัฒนานิคม","62,389","5,599","8.97","18,325","1,792","9.78","15,310","1,684","11.00","15,442","1,051","6.81","13,312","1,072","8.05"
"10790  :  โรงพยาบาลโคกสำโรง","80,679","5,754","7.13","21,096","1,480","7.02","19,949","1,609","8.07","19,162","1,192","6.22","20,472","1,473","7.20"
"10791  :  โรงพยาบาลชัยบาดาล","107,956","11,398","10.56","28,265","2,938","10.39","27,432","3,046","11.10","23,701","2,443","10.31","28,558","2,971","10.40"
"10792  :  โรงพยาบาลท่าวุ้ง","52,218","3,988","7.64","13,494","1,107","8.20","12,768","1,163","9.11","12,413","763","6.15","13,543","955","7.05"
"10793  :  โรงพยาบาลท่าหลวง","53,882","4,381","8.13","14,279","1,037","7.26","13,500","980","7.26","12,257","1,093","8.92","13,846","1,271","9.18"
"10794  :  โรงพยาบาลสระโบสถ์","33,015","2,740","8.30","8,437","668","7.92","8,099","739","9.12","7,750","641","8.27","8,729","692","7.93"
"10795  :  โรงพยาบาลโคกเจริญ","34,844","3,315","9.51","9,103","997","10.95","8,549","768","8.98","7,574","700","9.24","9,618","850","8.84"
"10796  :  โรงพยาบาลลำสนธิ","40,102","2,328","5.81","10,728","638","5.95","9,759","575","5.89","8,889","405","4.56","10,726","710","6.62"
"10797  :  โรงพยาบาลหนองม่วง","49,384","2,467","5.00","13,309","782","5.88","11,858","592","4.99","10,969","420","3.83","13,248","673","5.08"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","86,622","5,145","5.94","20,595","1,298","6.30","22,819","1,563","6.85","20,874","1,026","4.92","22,334","1,258","5.63"
"10693  :  โรงพยาบาลอินทร์บุรี","70,754","1,626","2.30","16,676","411","2.46","17,010","403","2.37","17,504","344","1.97","19,564","468","2.39"
"10798  :  โรงพยาบาลบางระจัน","43,581","3,934","9.03","11,317","1,043","9.22","10,823","1,103","10.19","10,632","907","8.53","10,809","881","8.15"
"10799  :  โรงพยาบาลค่ายบางระจัน","34,419","2,735","7.95","8,692","732","8.42","8,771","794","9.05","7,889","523","6.63","9,067","686","7.57"
"10800  :  โรงพยาบาลพรหมบุรี","21,831","1,332","6.10","6,095","316","5.18","5,645","276","4.89","5,112","319","6.24","4,979","421","8.46"
"10801  :  โรงพยาบาลท่าช้าง","23,963","4,187","17.47","5,994","1,012","16.88","6,061","842","13.89","5,504","934","16.97","6,404","1,399","21.85"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","135,976","1,489","1.10","34,167","365","1.07","33,958","277","0.82","32,451","306","0.94","35,400","541","1.53"
"10802  :  โรงพยาบาลมโนรมย์","47,819","2,588","5.41","12,189","812","6.66","12,719","739","5.81","10,882","429","3.94","12,029","608","5.05"
