"โรงพยาบาล","ได้รับบริการ(คน)","พบประวัติคลอด(คน)","จำนวนบริการ(ครั้ง)","บริการพบประวัติ(ครั้ง)","บริการล่าช้า (คน)","บริการเกิน 90 วัน (คน)"
"ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC"
"11539  :  โรงพยาบาลตากสิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","38","0","13","0","101","0","31","0","31","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","47","38","18","16","26","26","13","13","38","31","0","0"
"10753  :  โรงพยาบาลบางพลี","50","9","19","8","132","19","36","17","38","3","0","0"
"10754  :  โรงพยาบาลบางจาก","20","6","6","3","6","4","4","4","18","6","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","19","16","16","16","70","70","70","70","15","12","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","17","5","7","5","60","13","21","13","14","2","0","0"
"10756  :  โรงพยาบาลบางกรวย","24","3","0","0","97","14","0","0","24","3","0","0"
"10757  :  โรงพยาบาลบางใหญ่","2","1","0","0","0","0","0","0","2","1","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","43","36","29","28","128","120","99","97","20","14","0","0"
"10759  :  โรงพยาบาลไทรน้อย","145","83","127","76","115","90","101","87","20","7","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0","0","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","6","1","2","1","24","5","9","5","5","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","25","3","6","2","101","9","19","8","20","1","0","0"
"10761  :  โรงพยาบาลคลองหลวง","9","4","2","2","23","9","4","4","7","2","0","0"
"10762  :  โรงพยาบาลธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","22","17","10","9","54","42","19","17","13","9","0","0"
"10764  :  โรงพยาบาลหนองเสือ","21","12","7","5","45","31","13","11","17","8","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","6","2","2","2","0","0","0","0","4","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","8","8","6","6","29","29","22","22","2","2","0","0"
"10767  :  โรงพยาบาลสามโคก","1","1","1","1","1","1","1","1","1","1","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","38","8","20","7","99","21","45","20","34","5","0","0"
"10768  :  โรงพยาบาลท่าเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2","0","1","0","0","0","0","0","2","0","0","0"
"10770  :  โรงพยาบาลบางไทร","27","7","5","2","1","1","0","0","26","6","0","0"
"10771  :  โรงพยาบาลบางบาล","1","0","1","0","3","0","3","0","1","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","35","20","21","14","2","2","1","1","15","6","0","0"
"10773  :  โรงพยาบาลบางปะหัน","5","1","2","1","9","2","2","2","4","0","0","0"
"10774  :  โรงพยาบาลผักไห่","9","9","5","5","19","19","13","13","4","4","0","0"
"10775  :  โรงพยาบาลภาชี","12","3","5","2","12","10","9","9","7","1","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","10","8","8","6","9","8","7","6","7","6","0","0"
"10777  :  โรงพยาบาลวังน้อย","21","8","9","6","68","32","36","28","17","5","0","0"
"10778  :  โรงพยาบาลบางซ้าย","3","3","3","3","7","7","7","7","2","2","0","0"
"10779  :  โรงพยาบาลอุทัย","48","23","18","12","37","29","21","18","39","16","0","0"
"10780  :  โรงพยาบาลมหาราช","8","5","4","3","0","0","0","0","5","2","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","6","0","2","0","0","0","0","0","4","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","20","7","12","5","68","21","36","15","12","4","0","0"
"10782  :  โรงพยาบาลไชโย","0","0","0","0","0","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","0","0","0","0","0","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","30","25","28","24","123","119","124","121","14","12","0","0"
"10786  :  โรงพยาบาลแสวงหา","0","0","0","0","0","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","9","5","4","1","0","0","0","0","6","4","0","0"
"10788  :  โรงพยาบาลสามโก้","19","5","13","4","8","5","5","4","15","4","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","130","18","70","16","0","0","0","0","83","5","1","0"
"10691  :  โรงพยาบาลบ้านหมี่","33","22","18","13","78","71","39","36","16","9","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","28","24","23","21","82","74","71","67","7","4","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","191","186","168","165","910","899","807","797","50","46","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","73","66","38","33","120","111","57","49","38","34","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","5","3","5","3","11","9","11","9","3","1","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","1","1","1","1","0","0","0","0","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","17","12","10","7","24","18","17","16","10","7","0","0"
"10796  :  โรงพยาบาลลำสนธิ","5","4","1","0","2","2","0","0","4","4","0","0"
"10797  :  โรงพยาบาลหนองม่วง","21","10","10","6","52","42","37","27","14","6","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","135","83","114","80","420","391","394","381","39","11","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","31","8","18","7","129","38","77","33","21","3","0","0"
"10798  :  โรงพยาบาลบางระจัน","0","0","0","0","0","0","0","0","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","3","3","3","3","0","0","0","0","1","1","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","12","1","3","1","27","2","5","2","10","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","18","12","14","12","54","53","53","53","8","3","0","0"
"10804  :  โรงพยาบาลสรรพยา","34","18","19","14","109","59","59","45","23","12","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","42","16","17","15","44","33","33","33","32","7","2","1"
"10806  :  โรงพยาบาลหันคา","14","4","7","4","31","9","15","9","10","2","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","34","32","27","27","116","110","98","97","15","13","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","30","11","26","9","17","10","12","10","19","6","1","0"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0","0","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","20","2","12","1","41","6","22","3","15","2","0","0"
"10808  :  โรงพยาบาลหนองแค","2","0","1","0","5","0","1","0","2","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","7","4","7","4","3","1","3","1","4","3","0","0"
"10810  :  โรงพยาบาลหนองแซง","3","3","1","1","13","13","5","5","3","3","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","15","7","11","7","37","29","31","29","9","2","0","0"
"10812  :  โรงพยาบาลดอนพุด","4","2","2","1","1","1","0","0","3","1","0","0"
"10813  :  โรงพยาบาลหนองโดน","0","0","0","0","0","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","105","13","64","10","406","46","262","37","77","7","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","33","13","21","11","16","7","9","6","16","3","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","6","6","5","5","29","29","24","24","1","1","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","86","39","57","29","93","55","63","44","47","16","0","0"
"10817  :  โรงพยาบาลบ้านบึง","27","11","17","8","99","44","65","34","20","6","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","34","31","33","30","38","34","37","33","21","20","0","0"
"10819  :  โรงพยาบาลบางละมุง","63","21","46","19","170","68","120","58","27","6","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","9","3","3","1","4","4","0","0","6","2","0","0"
"10821  :  โรงพยาบาลพานทอง","29","10","19","9","93","36","58","31","16","4","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","79","22","51","17","215","70","153","60","50","13","0","0"
"10823  :  โรงพยาบาลแหลมฉบัง","43","38","40","38","182","163","171","163","25","21","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","12","7","10","7","41","29","40","33","8","3","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","42","10","16","9","139","35","47","31","37","5","0","0"
"10826  :  โรงพยาบาลบ่อทอง","1","0","1","0","0","0","0","0","1","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","1","0","0","0","0","0","0","0","1","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","3","0","1","0","0","0","0","0","3","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","23","0","4","0","0","0","0","0","20","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","15","2","8","1","52","2","28","0","13","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","119","103","96","88","498","439","400","371","27","18","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","28","15","23","15","99","61","87","61","17","8","0","0"
"10663  :  โรงพยาบาลระยอง","100","27","78","25","105","105","99","99","75","18","3","1"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","45","33","40","33","184","141","166","141","43","31","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","4","0","1","0","0","0","0","0","4","0","0","0"
"10829  :  โรงพยาบาลแกลง","29","27","25","24","85","71","86","67","11","9","0","0"
"10830  :  โรงพยาบาลวังจันทร์","25","9","11","8","46","18","23","16","22","7","0","0"
"10831  :  โรงพยาบาลบ้านค่าย","16","6","14","5","0","0","0","0","13","3","0","0"
"10832  :  โรงพยาบาลปลวกแดง","9","5","7","5","20","7","15","7","6","2","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","2","1","1","1","0","0","0","0","1","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","24","7","19","6","93","26","76","23","19","4","0","0"
"10834  :  โรงพยาบาลขลุง","10","7","6","5","5","5","3","3","6","3","0","0"
"10835  :  โรงพยาบาลท่าใหม่","26","12","19","10","42","28","41","27","20","9","2","0"
"10836  :  โรงพยาบาลเขาสุกิม","17","10","13","10","37","20","29","23","7","2","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","14","8","9","5","38","24","28","20","11","6","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","10","9","9","8","0","0","0","0","3","2","0","0"
"10839  :  โรงพยาบาลมะขาม","4","0","1","0","7","0","4","0","3","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","3","1","2","1","7","0","3","0","2","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","25","22","21","18","84","75","69","60","13","13","0","0"
"10843  :  โรงพยาบาลนายายอาม","15","9","13","8","33","20","30","17","8","4","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","51","42","37","32","138","122","99","87","18","11","0","0"
"10696  :  โรงพยาบาลตราด","21","4","15","3","6","0","4","0","11","1","1","0"
"10845  :  โรงพยาบาลคลองใหญ่","1","1","1","1","0","0","0","0","0","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","10","6","8","5","49","30","39","25","8","4","0","0"
"10847  :  โรงพยาบาลบ่อไร่","61","57","54","52","167","152","146","139","9","7","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","42","29","34","26","94","80","72","69","23","16","0","0"
"10849  :  โรงพยาบาลเกาะกูด","8","4","6","3","20","11","12","7","6","3","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","1","0","1","0","0","0","0","0","0","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","54","18","40","15","125","54","93","46","35","10","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","41","38","34","33","192","185","160","160","20","18","0","0"
"10850  :  โรงพยาบาลบางคล้า","10","6","9","6","44","28","43","28","3","1","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","65","56","60","55","288","271","269","266","40","35","0","0"
"10852  :  โรงพยาบาลบางปะกง","21","12","12","7","52","45","32","28","14","10","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","48","29","41","29","118","114","118","114","18","9","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","30","11","13","6","110","53","47","28","22","7","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","11","6","9","5","29","29","24","24","10","5","0","0"
"10856  :  โรงพยาบาลแปลงยาว","19","8","12","7","58","26","38","23","7","1","0","0"
"13747  :  โรงพยาบาลราชสาส์น","7","5","4","3","9","2","7","2","5","3","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","6","5","6","5","0","0","0","0","3","2","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","6","2","4","0","3","3","0","0","5","2","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10858  :  โรงพยาบาลนาดี","2","0","0","0","3","0","0","0","2","0","0","0"
