"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"บอระเพ็ด, ยาแคปซูล","3,134","2,191","57,722","306,797.65"
"ขิง, ยาชง","3,073","1,456","74,127","261,916.60"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","3,037","2,399","9,126","211,655.78"
"แก้ไอมะขามป้อม ตราไอยรา, ยาน้ำ","2,857","863","4,144","80,252.00"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ 2, ยาน้ำ","2,721","1,872","4,209","100,489.40"
"ธรณีสันฑะฆาต, ยาแคปซูล","2,620","1,612","62,720","190,622.00"
"พิมเสนน้ำ, ยาน้ำ","2,615","154","6,668","267,165.00"
"มะรุม/ผักอีสุม



, ยาแคปซูล","2,523","163","318,756","604,908.60"
"ขี้ผึ้งไพล สูตรตำรับที่ 1, ขี้ผึ้ง","2,458","1,210","3,889","142,032.30"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","2,266","1,332","82,883","394,104.80"
"หอมนวโกฐ, ยาเม็ด","2,221","862","68,075","167,553.61"
"หญ้าดอกขาว, ยาชง","2,187","1,731","18,582","176,510.25"
"กล้วยขมิ้น, ยาแคปซูล","2,128","1,908","43,920","96,684.00"
"บัวบก, ครีม","2,125","402","7,777","702,961.48"
"หญ้าหนวดแมว, ยาชง","2,119","1,140","6,481","159,074.15"
"อมผสมมะแว้ง, ยาเม็ด","1,834","1,586","6,458","54,065.40"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๒, ยาน้ำ","1,788","888","2,396","48,580.00"
"หม่องสมุนไพรวังพรมตราหมอเฉลิม, ขี้ผึ้ง","1,748","1,304","1,772","88,600.00"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","1,575","137","3,859","371,620.00"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","1,523","1,372","1,579","42,045.00"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","1,504","1,173","36,688","34,738.00"
"แก้ไอยูอีคอฟ ซีดี, ยาน้ำ","1,477","1,057","1,725","33,914.50"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","1,401","242","4,168","139,650.00"
"หอมบำรุงหัวใจ, ยาผง","1,335","1,111","2,456","53,664.00"
"กระเจี๊ยบแดง, ยาชง","1,327","504","4,589","117,915.10"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","1,274","954","2,067","19,645.50"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","1,243","213","1,507","33,605.00"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 1, ยาลูกกลอน","1,243","884","29,934","82,717.20"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","1,234","525","89,422","198,641.60"
"ธาตุอบเชย , ยาน้ำ","1,194","612","2,077","60,707.50"
"น้ำยูอีคอฟ สูตร 2 , ยาน้ำ","1,172","763","1,706","38,107.00"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","1,111","752","1,706","41,747.00"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","1,024","938","1,468","12,620.50"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","953","605","25,253","74,864.27"
"แก้ไอมะแว้งสูตร 2, ยาน้ำ","915","845","955","21,050.57"
"แก้เจ็บคอ , อื่นๆ","894","596","17,760","38,401.00"
"หอมเทพจิตร, ยาผง","848","414","1,140","53,033.18"
"หญ้าปักกิ่ง, ยาแคปซูล","847","34","6,759","575,231.00"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","836","88","1,121","30,830.00"
"ไพลครีม  , ครีม","816","740","832","58,304.08"
"แก้ไอผสมกานพลู, ยาลูกกลอน","803","600","959","10,752.50"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","793","18","1,760","58,700.00"
"ประสะไพล , ยาแคปซูล","775","435","29,792","61,270.30"
"เหงือกปลาหมอ, ยาแคปซูล","760","345","40,624","67,744.60"
"สหัสธารา, ยาแคปซูล","708","309","22,361","34,211.60"
"ผสมรางจืด หมอยาไทย, ยาผง","705","514","10,023","59,865.70"
"หม่องฟ้าทะลายโจร, ขี้ผึ้ง","661","166","1,252","41,880.00"
"พริกไทย, ยาแคปซูล","658","46","60,669","111,553.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","642","458","775","27,462.41"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","601","184","21,128","90,235.00"
"กระชายดำ, ยาแคปซูล","597","552","14,553","21,585.70"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","568","390","22,234","81,324.85"
"จันทน์ลีลา, ยาแคปซูล","561","328","13,222","49,277.55"
"สมุนไพรอบตัว, ยาต้ม","546","404","577","35,720.00"
"ส้มแขก, ยาแคปซูล","528","35","35,631","86,876.00"
"สมุนไพรคำฝอยผสมเก๊กฮวย, ยาชง","508","53","1,454","71,050.00"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","484","19","805","93,130.00"
"น้ำมันเขียว, ยาเข้าน้ำมัน","469","92","785","91,955.00"
"ว่านชักมดลูก, ยาแคปซูล","429","329","9,688","38,930.45"
"ธรณีสัณฑะฆาต, ยาแคปซูล","422","182","12,080","19,665.00"
"ยอ, ยาแคปซูล","416","22","1,129","203,553.00"
"บุก, ยาแคปซูล","396","41","29,300","57,220.00"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาแคปซูล","283","139","22,350","36,015.00"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","274","165","6,165","22,086.40"
"แก้ไอมะนาว, ยาน้ำ","266","42","554","16,242.00"
"แก้โลหิตตังพิการ (รพ.เรณูนคร), ยาแคปซูล","265","178","1,086","106,520.00"
"แก้ไอสมุนไพรบ๊วย, ยาลูกกลอน","265","0","619","6,118.00"
"ปราบชมพูทวีป, ยาแคปซูล","264","239","9,314","16,157.00"
"แก้ไอมะขามป้อมสูตร 2, ยาลูกกลอน","250","174","368","9,795.00"
"มหาหิงคุ์, ยาน้ำ","245","230","256","3,203.80"
"แห้ม/แฮ่ม, ยาแคปซูล","238","2","520","46,048.00"
"แก้ไอกานพลู , ยาลูกกลอน","227","191","326","5,649.00"
"ธาตุบรรจบ , ยาแคปซูล","211","115","4,746","13,433.40"
"ใบหม่อน, ยาผง","210","12","567","22,365.00"
"เบอร์นีเจล, ครีม","192","98","270","11,896.00"
"แก้ท้องเสีย, อื่นๆ","178","92","5,241","10,482.00"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","173","61","5,143","12,113.10"
"แก้ไอมะขาม , ยาน้ำ","163","30","263","7,890.00"
"แก้ไอมะแว้ง ตราปาริฉัตร, ยาน้ำ","157","150","260","9,100.00"
"แก้ไอสมุนไพรส้ม, ยาลูกกลอน","150","0","355","3,466.00"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","149","93","4,035","17,386.00"
"วัฒนะ, ยาแคปซูล","145","1","275","19,250.00"
"มะขามแขกตราธงทอง, ยาเม็ด","144","122","3,020","12,892.50"
"แป๊ะก๊วย, ยาผง","141","1","316","14,120.00"
"แก้ไอมะกรูด, ยาน้ำ","131","27","208","6,240.00"
"ตำรับชุมเห็ดเทศ, ยาชง","131","128","174","8,070.20"
"แผลไฟไหม้น้ำร้อนลวก, เจล","128","95","140","6,461.00"
"ประสะจันทน์แดง , ยาเม็ด","124","119","125","755.00"
"ตำรับระบายสมุนไพร, ยาแคปซูล","121","110","2,760","4,917.50"
"เสลดพังพอนคาลาไมน์, โลชั่น","115","108","110","1,506.00"
"ผสมกระเทียมสกัดชนิดเม็ดเครื่องหมายกการค้าขาวละออ, ยาเม็ด","114","96","3,890","7,780.00"
"เพกา, ยาแคปซูล","112","2","311","59,202.00"
"ตำรับโปร่งฟ้า , ยาแคปซูล","106","75","2,138","5,829.60"
"อำมฤควาที, ยาผง","105","89","471","1,679.00"
"แก้ปวดกล้ามเนื้อ, ยาแคปซูล","100","97","1,893","1,442.40"
"ปลูกไฟธาตุ, ยาลูกกลอน","100","69","1,047","2,605.00"
"แก้ไอสมุนไพรฟ้าทะลายโจร, ยาลูกกลอน","91","0","207","2,034.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","87","72","123","6,116.46"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","86","62","2,404","5,409.00"
"ยาหอม  , ยาผง","86","71","254","4,101.00"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","80","50","3,475","5,070.80"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","74","59","78","1,831.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","69","51","2,964","3,719.00"
"เฮโมลอน, ยาแคปซูล","69","34","3,680","5,520.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","63","31","63","2,079.00"
"หญ้าลูกใต้ใบ, ยาชง","60","5","266","6,580.00"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","57","49","61","3,050.00"
"ขลู่, ยาชง","57","5","162","4,710.00"
"ทิพย์โอสถ, ยาลูกกลอน","56","14","104","8,320.00"
"สตรีหลังคลอด, ยาต้ม","55","48","55","6,600.00"
"โคคลาน, ยาต้ม","54","52","54","1,620.00"
"กันยุงตะไคร้หอม, ยาน้ำ","53","41","78","6,105.00"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","53","4","72","1,663.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","52","28","75","2,380.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","52","52","52","780.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","51","45","51","4,110.00"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","50","12","336","3,209.50"
"ขี้เหล็ก, ยาแคปซูล","47","32","1,110","1,485.00"
"บำรุงเลือด (รพ.กาบเชิง), ยาต้ม","46","42","46","3,220.00"
"หม่องพริก, ขี้ผึ้ง","45","33","52","1,535.00"
"ขี้ผึ้งผสมพญายอ, ขี้ผึ้ง","38","25","64","2,710.96"
"ตรีธาตุ, ยาแคปซูล","37","37","37","1,850.00"
"กระชาย, ยาแคปซูล","37","1","67","4,760.00"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","34","21","53","6,360.00"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ครีม","34","2","50","1,290.00"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","31","8","2,111","3,235.50"
"บำรุงโลหิต, ยาแคปซูล","30","11","1,800","3,600.00"
"ทองพันชั่ง, ยาชง","29","5","68","1,800.00"
"เลือดงาม, ยาแคปซูล","28","26","28","1,960.00"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","28","26","28","1,400.00"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","26","26","28","1,400.00"
"เขียวหอม, ยาผง","25","10","213","2,047.00"
"แคปซูลขิง ตราช่อเขียวมะกอก, ยาแคปซูล","25","25","25","4,250.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","24","21","720","2,340.00"
"ตรีผลา / พิกัดตรีผลา , ยาแคปซูล","23","12","189","5,834.50"
"ขี้ผึ้งเสลดพังพอนตราบักส์, ขี้ผึ้ง","22","18","25","660.00"
"บอระเพ็ดพุงช้าง, ยาแคปซูล","21","2","28","2,800.00"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","20","16","30","1,500.00"
"แก้โรคโลหิตระดู  , ยาต้ม","20","20","22","880.00"
"กวาดสมานลิ้นขาวละออเภสัช ชนิดเม็ด, ยาเม็ด","20","20","37","269.80"
"กวาดสมานลิ้นขาวละออเภสัช ชนิดผง, ยาผง","19","17","30","247.40"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","19","16","32","1,120.00"
"มะรุมสกัดชนิดเม็ดเครื่องหมายการค้าขาวละออ, ยาเม็ด","18","18","1,800","4,500.00"
"เหลืองปิดสมุทร, ยาแคปซูล","17","5","586","1,578.00"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","17","17","430","4,300.00"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","17","15","354","577.02"
"พญายอครีม   , ครีม","15","14","15","802.50"
"แก้ไอเบอร์ 8, ยาผง","15","13","25","175.00"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","15","7","45","1,140.00"
"ริดสีดวงแคปซูล, ยาแคปซูล","14","14","380","570.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","13","2","530","3,710.00"
"ธาตุสมดุลย์, ยาผง","13","13","13","650.00"
"หอมทิพโอสถ, ยาผง","12","9","13","955.00"
"แคปซูลผสมกระเทียม ตราพระอินทร์, ยาแคปซูล","11","0","1,230","2,767.50"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","11","6","15","1,006.50"
"ผงสมุนไพรป้ายปาก ตราคาโนโลน, ยาผง","10","8","75","0.00"
"ขับลมเบอร์ 2, อื่นๆ","10","3","13","390.00"
"พลู, ครีม","10","6","12","1,134.58"
"มธุรเมหะ (รพ.กาบเชิง), ยาต้ม","9","9","9","450.00"
"แคปซูลกระชายดำ, ยาแคปซูล","8","4","520","650.00"
"กล้วย, ยาผง","8","1","10","600.00"
"ประสะกานพลู , ยาเม็ด","7","5","16","272.00"
"กรีนครีม, ครีม","7","7","9","270.00"
"สเปรย์ตะไคร้หอม, ยาน้ำ","7","5","11","411.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","6","6","9","360.00"
"แคปซูลว่านชักมดลูก ตราสามหมี, ยาแคปซูล","6","6","144","54.72"
"ขมิ้นอ้อย, ยาแคปซูล","5","2","5","350.00"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","5","4","7","210.00"
"ตะไคร้, ยาชง","5","5","5","420.80"
"ตำรับกระเทียมแคปซูล, ยาแคปซูล","5","1","25","4,500.00"
"ไฟประลัยกัลป์, ยาแคปซูล","5","3","191","578.00"
"ทับทิม, ยาชง","4","3","20","160.00"
"พรายเลือดพรายลม, ยาต้ม","4","4","4","280.00"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","3","3","4","200.00"
"เซนน่า, ยาแคปซูล","2","2","60","60.00"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","2","2","4","180.00"
"น้ำมันไพลผสมใบบักบก ตราโกมุทประสานกาย, ยาเข้าน้ำมัน","2","1","2","160.00"
"ประสะเปราะใหญ่, ยาแคปซูล","2","0","120","240.00"
"ตำรับข่อย, ยาลูกกลอน","2","2","2","5.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","2","2","10","700.00"
"กวาวเครือชนิดเม็ด ตราดอกว่าน, ยาเม็ด","2","2","60","30.00"
"ผิดสำแดง, ยาต้ม","1","1","1","40.00"
"แก้ไอคัฟฟี, ยาน้ำ","0","0","0","0.00"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","0","0","0","0.00"
"แคปซูลมะระขี้นก, ยาแคปซูล","0","0","0","0.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","0","0","0","0.00"
"ถ่ายดีเกลือฝรั่ง , ยาเม็ด","0","0","0","0.00"
"หอมอินทจักร, ยาผง","0","0","0","0.00"
"แคปซูลรางจืด, ยาแคปซูล","0","0","0","0.00"
"แคปซูลผสมหญ้าปักกิ่ง ตราพระอินทร์, ยาแคปซูล","0","0","0","0.00"
"กษัยเส้น, ยาลูกกลอน","0","0","0","0.00"
"ผสมรางจืด, ยาแคปซูล","0","0","0","0.00"
"กวาดสมานลิ้น(ยาสามัญประจำบ้าน), ยาผง","0","0","0","0.00"
"ไฟห้ากอง , ยาแคปซูล","0","0","0","0.00"
"แก้ลมอัมพฤกษ์ , ยาผง","0","0","0","0.00"
"โคเพนครีม, ครีม","0","0","0","0.00"
