"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จ่ายยาสมุนไพรทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC"
"ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","7","7","7","7","1","1","1","1","5","5","5","5","1","1","1","1","0","0","0","0"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","86","129","0","0","0","0","0","0","29","39","0","0","57","90","0","0","0","0","0","0"
"11537  :  โรงพยาบาลกลาง","33","36","0","0","10","12","0","0","7","7","0","0","8","9","0","0","8","8","0","0"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11539  :  โรงพยาบาลตากสิน","463","652","0","0","114","167","0","0","100","145","0","0","135","191","0","0","114","149","0","0"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","137","140","102","104","42","44","26","27","42","42","33","33","31","32","26","27","22","22","17","17"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","40","50","17","20","0","0","0","0","10","12","2","2","9","13","5","7","21","25","10","11"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","889","923","701","727","318","327","256","263","229","240","189","198","208","220","158","167","134","136","98","99"
"10752  :  โรงพยาบาลบางบ่อ","681","772","476","554","181","204","122","140","177","215","124","157","148","164","111","126","175","189","119","131"
"10753  :  โรงพยาบาลบางพลี","449","529","358","426","139","193","110","154","103","120","84","101","105","109","80","84","102","107","84","87"
"10754  :  โรงพยาบาลบางจาก","896","1,003","624","708","261","293","186","218","217","241","154","168","211","235","148","168","207","234","136","154"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","280","304","223","244","49","52","48","51","58","60","42","43","86","91","70","75","87","101","63","75"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","8","8","8","8","1","1","1","1","2","2","2","2","1","1","1","1","4","4","4","4"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","2","2","2","2","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5"
"10686  :  โรงพยาบาลพระนั่งเกล้า","2,371","2,872","1,766","2,180","596","714","444","540","546","655","409","500","620","774","450","579","609","729","463","561"
"10756  :  โรงพยาบาลบางกรวย","123","304","102","248","42","111","36","91","36","78","29","66","35","84","31","68","10","31","6","23"
"10757  :  โรงพยาบาลบางใหญ่","323","359","297","331","43","45","41","43","78","83","72","77","91","102","79","90","111","129","105","121"
"10758  :  โรงพยาบาลบางบัวทอง","383","433","342","386","119","143","110","130","108","123","97","112","73","74","63","63","83","93","72","81"
"10759  :  โรงพยาบาลไทรน้อย","62","66","48","52","9","9","9","9","14","15","10","11","21","24","16","19","18","18","13","13"
"10760  :  โรงพยาบาลปากเกร็ด","91","94","75","77","30","31","25","26","21","21","16","16","15","15","14","14","25","27","20","21"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","451","483","342","368","130","137","100","106","95","104","72","80","137","150","98","108","89","92","72","74"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","49","51","19","19","11","11","5","5","15","15","6","6","12","12","4","4","11","13","4","4"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","15","15","11","11","1","1","0","0","3","3","2","2","2","2","2","2","9","9","7","7"
"10687  :  โรงพยาบาลปทุมธานี","558","587","358","372","158","162","99","101","123","131","82","86","121","125","80","81","156","169","97","104"
"10761  :  โรงพยาบาลคลองหลวง","174","213","154","188","34","47","28","39","39","41","35","36","56","76","50","68","45","49","41","45"
"10762  :  โรงพยาบาลธัญบุรี","22","22","18","18","11","11","7","7","6","6","6","6","5","5","5","5","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","120","171","111","158","27","38","26","36","20","33","18","30","36","53","33","49","37","47","34","43"
"10764  :  โรงพยาบาลหนองเสือ","103","107","88","91","23","25","20","22","37","37","30","30","28","29","25","26","15","16","13","13"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","54","56","47","49","26","27","23","24","9","9","8","8","6","7","6","7","13","13","10","10"
"10766  :  โรงพยาบาลลำลูกกา","180","218","144","164","34","48","31","42","29","37","21","24","55","59","44","46","62","74","48","52"
"10767  :  โรงพยาบาลสามโคก","128","193","118","180","29","43","27","41","32","44","30","42","31","50","30","49","36","56","31","48"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","242","244","191","193","102","103","83","84","46","47","35","36","45","45","35","35","49","49","38","38"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","2,719","3,581","1,952","2,564","587","772","423","552","704","917","519","683","916","1,204","650","853","512","688","360","476"
"10688  :  โรงพยาบาลเสนา","1,021","1,095","749","800","295","316","227","240","294","317","220","235","230","248","160","175","202","214","142","150"
"10768  :  โรงพยาบาลท่าเรือ","113","207","94","174","37","75","32","64","26","54","21","44","18","44","16","39","32","34","25","27"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","420","469","342","380","126","150","104","123","110","116","91","96","93","103","79","86","91","100","68","75"
"10770  :  โรงพยาบาลบางไทร","228","244","191","206","51","53","45","46","52","54","42","44","48","53","40","45","77","84","64","71"
"10771  :  โรงพยาบาลบางบาล","157","166","137","143","26","26","23","23","64","69","57","60","33","35","29","30","34","36","28","30"
"10772  :  โรงพยาบาลบางปะอิน","596","648","314","342","148","155","76","80","129","143","54","58","120","131","66","71","199","219","118","133"
"10773  :  โรงพยาบาลบางปะหัน","234","252","172","180","59","64","47","49","67","71","47","50","48","52","31","31","60","65","47","50"
"10774  :  โรงพยาบาลผักไห่","278","337","227","276","48","49","42","43","72","78","58","63","89","121","73","99","69","89","54","71"
"10775  :  โรงพยาบาลภาชี","243","267","182","198","49","51","40","42","70","74","53","55","53","60","37","41","71","82","52","60"
"10776  :  โรงพยาบาลลาดบัวหลวง","209","393","185","202","59","109","53","56","66","153","57","69","45","91","44","46","39","40","31","31"
"10777  :  โรงพยาบาลวังน้อย","444","502","384","433","111","127","95","110","126","145","107","120","130","146","115","129","77","84","67","74"
"10778  :  โรงพยาบาลบางซ้าย","59","78","57","76","11","13","10","12","15","27","15","27","13","15","13","15","20","23","19","22"
"10779  :  โรงพยาบาลอุทัย","308","370","223","264","87","104","61","69","79","105","58","76","74","86","51","62","68","75","53","57"
"10780  :  โรงพยาบาลมหาราช","209","260","159","199","67","77","47","55","47","63","36","48","58","70","47","58","37","50","29","38"
"10781  :  โรงพยาบาลบ้านแพรก","155","180","116","133","45","52","35","40","44","50","34","38","33","39","26","32","33","39","21","23"
"10689  :  โรงพยาบาลอ่างทอง","20","40","9","17","7","14","2","4","7","15","5","9","5","9","2","4","1","2","0","0"
"10782  :  โรงพยาบาลไชโย","113","115","85","87","24","24","20","20","34","34","23","23","26","26","19","19","29","31","23","25"
"10784  :  โรงพยาบาลป่าโมก","124","132","87","94","36","38","21","23","33","33","24","24","28","32","20","23","27","29","22","24"
"10785  :  โรงพยาบาลโพธิ์ทอง","209","225","154","167","76","86","57","66","54","56","43","44","51","55","32","35","28","28","22","22"
"10786  :  โรงพยาบาลแสวงหา","428","501","344","399","102","122","75","88","102","116","78","90","95","109","83","94","129","154","108","127"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,708","2,031","1,247","1,474","442","490","314","339","454","523","313","362","426","533","326","404","386","485","294","369"
"10788  :  โรงพยาบาลสามโก้","110","115","75","79","34","37","25","28","40","42","29","30","18","18","13","13","18","18","8","8"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","980","1,147","636","745","348","459","217","287","289","301","196","206","170","190","119","134","173","197","104","118"
"10691  :  โรงพยาบาลบ้านหมี่","358","382","248","259","65","69","42","44","90","94","65","67","77","82","53","56","126","137","88","92"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","488","705","408","599","145","150","113","117","128","212","112","187","102","151","87","128","113","192","96","167"
"10791  :  โรงพยาบาลชัยบาดาล","823","937","677","766","191","205","163","175","213","261","171","206","182","219","148","178","237","252","195","207"
"10792  :  โรงพยาบาลท่าวุ้ง","287","304","263","279","53","57","49","53","91","94","81","84","61","67","57","63","82","86","76","79"
"10793  :  โรงพยาบาลท่าหลวง","402","447","342","383","105","118","86","98","92","101","80","89","95","108","79","91","110","120","97","105"
"10794  :  โรงพยาบาลสระโบสถ์","83","96","74","85","15","19","12","15","10","16","10","16","26","29","24","26","32","32","28","28"
"10795  :  โรงพยาบาลโคกเจริญ","236","290","219","270","70","76","65","71","65","68","63","66","51","57","47","52","50","89","44","81"
"10796  :  โรงพยาบาลลำสนธิ","204","233","187","210","54","65","52","63","49","54","45","50","40","45","36","39","61","69","54","58"
"10797  :  โรงพยาบาลหนองม่วง","87","87","72","72","21","21","16","16","20","20","19","19","26","26","20","20","20","20","17","17"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","522","697","240","333","92","105","35","36","129","175","55","73","118","158","56","83","183","259","94","141"
"10693  :  โรงพยาบาลอินทร์บุรี","205","217","147","154","64","69","39","39","43","45","32","34","57","58","43","44","41","45","33","37"
"10798  :  โรงพยาบาลบางระจัน","187","199","163","174","39","43","36","40","52","52","45","45","46","48","40","42","50","56","42","47"
"10799  :  โรงพยาบาลค่ายบางระจัน","181","190","160","169","27","27","23","23","38","39","32","33","71","77","64","70","45","47","41","43"
"10800  :  โรงพยาบาลพรหมบุรี","162","225","136","194","45","47","33","35","46","70","42","64","48","69","44","64","23","39","17","31"
"10801  :  โรงพยาบาลท่าช้าง","141","155","103","110","42","49","30","34","43","48","31","33","29","30","21","21","27","28","21","22"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","593","708","388","459","96","100","62","64","178","205","115","129","150","174","96","112","169","229","115","154"
"10802  :  โรงพยาบาลมโนรมย์","252","272","210","221","73","80","59","64","43","48","35","38","56","58","47","49","80","86","69","70"
"10803  :  โรงพยาบาลวัดสิงห์","126","133","95","100","40","42","31","32","39","42","32","35","21","23","15","16","26","26","17","17"
"10804  :  โรงพยาบาลสรรพยา","58","59","48","49","16","17","15","16","13","13","10","10","15","15","10","10","14","14","13","13"
"10805  :  โรงพยาบาลสรรคบุรี","553","635","470","542","193","218","168","188","211","250","178","216","93","103","75","84","56","64","49","54"
"10806  :  โรงพยาบาลหันคา","139","144","122","126","32","34","25","27","42","44","36","37","29","30","28","29","36","36","33","33"
"27974  :  โรงพยาบาลหนองมะโมง","95","118","83","103","0","0","0","0","0","0","0","0","43","56","38","51","52","62","45","52"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","17,021","24,510","11,142","16,519","4,309","6,367","2,837","4,374","4,223","6,102","2,751","4,081","4,099","5,904","2,644","3,915","4,390","6,137","2,910","4,149"
"10695  :  โรงพยาบาลพระพุทธบาท","264","269","131","135","47","47","18","18","100","104","55","58","67","67","38","38","50","51","20","21"
"10807  :  โรงพยาบาลแก่งคอย","546","598","402","440","178","202","122","136","121","128","92","98","109","115","83","88","138","153","105","118"
"10808  :  โรงพยาบาลหนองแค","210","226","162","173","58","63","45","47","44","46","33","35","55","58","47","50","53","59","37","41"
"10809  :  โรงพยาบาลวิหารแดง","162","173","130","138","37","39","28","28","37","41","29","32","50","53","40","43","38","40","33","35"
"10810  :  โรงพยาบาลหนองแซง","9","9","4","4","5","5","3","3","0","0","0","0","1","1","0","0","3","3","1","1"
