"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","387","258","647","91,953.00"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","380","311","532","15,520.00"
"บำรุงน้ำนม (รพ.ขุนหาญ), ยาต้ม","356","187","392","11,760.00"
"อมผสมมะแว้ง, ยาเม็ด","331","211","-19,961","225,235,737.95"
"ไฟประลัยกัลป์, ยาแคปซูล","304","199","9,536","38,126.00"
"บัวบก, ครีม","303","204","2,821","110,606.80"
"เขียวหอม, ยาผง","294","240","9,692","69,551.80"
"สเปรย์ตะไคร้หอม, ยาน้ำ","292","235","321","22,673.65"
"บำรุงโลหิต, ยาแคปซูล","290","190","10,913","91,144.30"
"ธรณีสันฑะฆาต, ยาลูกกลอน","288","230","4,809","11,862.00"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","284","213","7,291","11,814.50"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","276","221","485","4,655.00"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","258","183","369","17,335.00"
"อมมะขามป้อม, ยาเม็ด","249","220","2,090","70,015.00"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","247","181","15,566","30,292.40"
"อำมฤควาที, ยาผง","238","170","3,425","14,699.71"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","231","200","403","4,977.50"
"สหัสธารา, ยาแคปซูล","215","47","21,582","32,754.30"
"ประสะน้ำนม ตราห้วยเฮิร์บ, ยาแคปซูล","215","100","9,220","13,436.92"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","200","161","326","15,932.75"
"สมุนไพรอบตัว, ยาต้ม","199","118","276","15,208.00"
"เลือดงาม, ยาแคปซูล","193","117","13,784","33,487.50"
"กระตุ้นน้ำนม, ยาต้ม","189","64","193","5,790.00"
"อมรสบ๊วย, ยาลูกกลอน","185","153","904","8,233.00"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","181","144","290","6,049.50"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","180","141","6,215","7,930.50"
"บำรุงน้ำนม, ยาต้ม","158","134","187","5,610.00"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาผง","156","94","3,178","807,620.75"
"ตรีธาตุ, ยาแคปซูล","154","125","2,404","13,539.80"
"น้ำมันคนทีสอทะเล, ยาเข้าน้ำมัน","153","123","244","18,660.00"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","144","118","3,895","38,326.40"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","135","84","226","2,284.75"
"ห้าราก/แก้ไข้ห้าราก/แก้วห้าดวง/เบญจโลกวิเชียร, ยาแคปซูล","114","76","2,703","4,054.50"
"แก้ไอมะขามป้อมสูตร 2, ยาน้ำ","113","85","309","10,815.00"
"แก้ไอผสมกานพลู, ยาลูกกลอน","106","78","161","3,731.00"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","99","66","2,228","4,762.50"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","98","54","2,394","3,444.20"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","97","84","963","7,587.25"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","86","49","3,961","5,941.50"
"กระเจี๊ยบแดง, ยาชง","84","29","1,058","71,900.20"
"บอระเพ็ด, ยาแคปซูล","83","71","2,881","3,536.77"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","79","63","172","1,132.60"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","75","62","113","1,582.00"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","70","38","3,758","358,324.00"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาลูกกลอน","68","46","2,673","7,903.00"
"แคปซูลบอระเพ็ด, ยาแคปซูล","66","61","1,570","2,355.00"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","66","50","1,546","88,435.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","66","56","72","2,277.00"
"ประสะน้ำนม, ยาต้ม","56","29","72","3,600.00"
"อภัยสาลี, ยาแคปซูล","55","43","2,018","3,951.50"
"หอมบำรุงหัวใจ, ยาผง","51","48","66","3,206.00"
"แคปซูลอบเชย ตราธงทอง, ยาแคปซูล","49","24","96","2,976.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","49","29","2,400","8,533.50"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","49","42","55","3,429.00"
"บำรุงน้ำนม (รพ.พนา), ยาชง","40","30","149","4,470.00"
"กระเทียม, ยาผง","40","10","3,254","9,702.00"
"เฮโมลอน 3, ยาแคปซูล","39","37","1,356","2,034.00"
"ผสมรางจืด หมอยาไทย, ยาผง","38","29","219","8,732.00"
"แก้ลมอัมพฤกษ์ , ยาผง","37","2","165","6,121.00"
"น้ำมันกัญชา, ยาเข้าน้ำมัน","35","26","39","0.00"
"หอมอินทจักร, ยาผง","35","30","910","1,528.00"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","35","12","39","1,125.00"
"เฮโมลอน, ยาแคปซูล","34","24","1,043","1,566.90"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","34","18","1,340","2,138.50"
"คลายเส้น (รพ.ตระการพืชผล), ยาแคปซูล","32","24","532","29,580.00"
"ศุขไสยาศน์, ยาผง","32","17","527","630.00"
"อมฟ้าทะลายโจร, ยาลูกกลอน","31","22","52","707.50"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","31","16","2,092","4,669.50"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","30","19","1,526","3,021.00"
"ผสมเพชรสังฆาตสูตรตำรับที่ 1, ยาแคปซูล","30","18","1,578","2,403.00"
"หอมทิพโอสถ, ยาผง","30","22","52","1,424.54"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","28","15","64","3,744.00"
"ธรณีสัณฑะฆาต, ยาแคปซูล","28","18","431","1,116.00"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","27","21","762","1,333.50"
"ฉวีเวชโอสถ, ยาเข้าน้ำมัน","27","24","39","5,451.00"
"น้ำนมราชสีห์, ยาต้ม","26","24","27","1,325.00"
"ไฟห้ากอง , ยาแคปซูล","25","20","143","1,360.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","25","24","41","475.00"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","25","22","30","1,300.00"
"ยาพอกดูดพิษ, ยาพอก","24","22","78","6,777.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","23","20","26","904.00"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","23","18","37","444.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","21","15","24","1,782.94"
"อาบสมุนไพร, ยาต้ม","21","19","21","1,365.00"
"ครีมไพล, ครีม","21","16","40","2,000.00"
"ทับทิมไทย, ยาแคปซูล","21","10","23","333.50"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๑, ยาแคปซูล","21","20","560","2,109.25"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","20","0","28","2,960.00"
"แคปซูลอบเชย, ยาแคปซูล","20","15","559","1,308.06"
"แก้ไอมะนาว, ยาน้ำ","19","10","24","600.00"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","19","19","1,486","3,343.50"
"หม่องน้ำ, ยาน้ำ","19","16","30","854.50"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","19","8","21","1,260.00"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","17","15","43","4,300.00"
"พิมเสนน้ำ, ยาน้ำ","16","13","16","408.00"
"ตำรับเบาหวาน, ยาแคปซูล","16","9","849","3,330.00"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","16","11","19","520.00"
"ประสะกะเพรา, ยาแคปซูล","15","8","640","1,280.00"
"เสลดพังพอนคาลาไมน์, โลชั่น","15","13","18","558.00"
"คำฝอย, ยาชง","14","10","101","1,062.00"
"หม่องผสมไพล ตราวังหลัง, ขี้ผึ้ง","14","12","17","563.00"
"ประสะน้ำนม 2, ยาเม็ด","13","9","241","694.50"
"แก้คัน, ยาน้ำแขวนตะกอน","13","9","16","2,552.00"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร ชนิดแคปซูล, ยาแคปซูล","13","11","300","1,125.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","13","13","15","1,124.75"
"แคปซูลหญ้าปักกิ่ง, ยาแคปซูล","13","10","118","17,700.00"
"กันยุงตะไคร้หอม, ยาน้ำ","13","9","19","798.00"
"ตำรับโลดทะนงแดง  , ยาผง","12","9","13","835.00"
"แก้น้ำนมพิการสูตร 2, ยาต้ม","12","8","12","360.00"
"หม่องไพล, ขี้ผึ้ง","12","9","12","300.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","12","7","19","727.00"
"กษัยเส้น, ยาลูกกลอน","12","8","512","573.44"
"ผสมรางจืด, ยาแคปซูล","12","12","770","1,155.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","11","6","14","462.00"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","11","8","16","560.00"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","11","11","327","561.25"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","10","8","188","327.28"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","10","7","584","876.00"
"พอนส์ทั่ม, ยาแคปซูล","10","7","210","315.00"
"กล่อมนางนอน, ยาแคปซูล","10","6","687","1,374.00"
"แคปซิลเจล , เจล","9","8","11","605.00"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","9","8","10","350.00"
"ประสะกานพลู , ยาเม็ด","9","9","144","486.00"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","9","4","21","297.00"
"เถาเอ็นอ่อน, ยาแคปซูล","9","3","179","452.00"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","8","6","14","237.50"
"แผลไฟไหม้น้ำร้อนลวก, เจล","8","8","17","593.00"
"หญ้าปักกิ่ง, ยาแคปซูล","8","4","251","880.40"
"ลม 108 จำพวก , ยาผง","8","8","8","480.00"
"พอกเข่าสมุนไพร, ยาพอก","7","5","13","1,300.00"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","7","5","8","440.00"
"ทับทิม, ยาชง","7","3","8","83.50"
"ทารักษาแผลในปาก, เจล","7","6","11","66.00"
"หลังคลอด (รพ.เอราวัณ), ยาต้ม","6","6","6","240.00"
"เบญจอำมฤตย์ , ยาแคปซูล","6","3","90","450.00"
"ยาดมสมุนไพร, ยาดม","6","3","6","212.00"
"อบหลังคลอด  หมอยาไทย, ยาผง","6","6","10","556.00"
"พญายอครีม   , ครีม","6","5","54","2,916.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","5","4","7","54.25"
"แคปซูลหญ้าปักกิ่ง ตราธงทอง, ยาแคปซูล","5","5","306","1,064.88"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","5","5","9","342.00"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","5","5","731","365.50"
"อมยูอีคอฟ , ยาเม็ด","5","3","7","54.25"
"อมหญ้าดอกขาว, ยาลูกกลอน","4","4","6","150.00"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","4","4","4","114.00"
"กระชายดำ, ยาแคปซูล","4","2","202","360.00"
"ไพลครีม  , ครีม","4","1","5","300.00"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","4","0","16","24.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๒, ยาแคปซูล","4","4","105","157.50"
"กลีเซอรีนว่านตีนตะขาบ, ทิงเจอร์","4","4","7","455.00"
"เบอร์นีเจล, ครีม","4","3","4","168.00"
"ส้มแขก, ยาแคปซูล","4","1","0","0.00"
"แก้ไอกานพลู , ยาลูกกลอน","3","2","4","80.00"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","3","3","22","35.00"
"ทำลายพระสุเมรุ, ยาผง","3","1","49","324.00"
"บำรุงน้ำนม สูตรอภัยภูเบศร, ยาต้ม","3","0","3","300.00"
"พลู, ครีม","3","0","3","210.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","3","0","69","412.00"
"บำรุงน้ำนมชนิดแคปซูล, ยาแคปซูล","3","3","180","405.00"
"น้ำแก้ไอผสมมะขามป้อม แสงสว่างตราค้างคาว, ยาน้ำ","3","3","3","46.50"
"หญ้าลูกใต้ใบ, ยาแคปซูล","3","3","56","112.00"
"ประสะจันทน์แดง , ยาแคปซูล","3","2","50","75.00"
"อโรติกา รัปโลชั่น, โลชั่น","3","0","5","422.50"
"ฝาง, ยาต้ม","2","0","2","53.00"
"ตะไคร้, ยาชง","2","0","3","195.00"
"พอก สูตร 1, ยาพอก","2","2","4","196.00"
"หม่องขมิ้นชัน, ขี้ผึ้ง","2","2","2","50.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","2","2","6","210.00"
"ยาน้ำสะเก็ดเงิน, ยาน้ำ","2","2","4","240.00"
"กานพลูผสมหญ้าดอกขาว, ยาน้ำ","2","2","6","90.00"
"ขับลม แฟลท-ทัย , ยาน้ำ","2","2","2","40.00"
"แคปซูลบำรุงน้ำนม, ยาแคปซูล","2","0","4","388.00"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","2","1","34","2,720.00"
"หอมหทัยทิพย์, ยาผง","2","0","8","344.00"
"หม่องผสมไพล ตราพรีราน่า, ขี้ผึ้ง","2","2","4","240.00"
"แก้เจ็บคอ , อื่นๆ","2","2","26","1,976.00"
"แก้ปวดเมื่อย (รพ.ชำนิ), ยาต้ม","2","2","40","240.00"
"โลชั่นตะไคร้หอม, ครีม","2","2","3","165.00"
"อมรสกานพลู, ยาลูกกลอน","2","2","2","40.00"
"แคปซูลรางจืด, ยาแคปซูล","2","2","4","6.00"
"ทิงเจอร์พลู, ทิงเจอร์","2","2","0","0.00"
"ผสมถั่วเหลือง, ยาแคปซูล","2","2","104","156.00"
"ยาทาสะเก็ดเงิน, ขี้ผึ้ง","2","2","8","480.00"
"โมกหลวง, ยาแคปซูล","2","2","60","90.00"
"สมุนไพรพอกเข่า, ยาพอก","2","2","6","102.00"
"แก้ไข้ตราลีลา, ยาเม็ด","2","0","0","0.00"
"ริดสีดวงทวารแคปซูล สูตร 2, ยาแคปซูล","2","2","120","180.00"
"แก้ท้องเสียเบอร์ 6, ยาเม็ด","2","2","60","90.00"
"จิตรารมณ์, ยาแคปซูล","2","2","52","104.00"
"กานพลู, อื่นๆ","2","2","2","9.00"
"ชงกระเจี๊ยบ, ยาชง","1","1","0","0.00"
"แก้ปิหกังพิการ, ยาแคปซูล","1","0","42","105.00"
"ขี้เหล็ก, ยาแคปซูล","1","1","1","70.00"
"เจนิสต้า, ยาแคปซูล","1","1","56","112.00"
"ประคบใบหน้า/เต้านม, ยาประคบ","1","1","1","45.00"
"บรรเทาริดสีดวงทวาร (รพ.พล), ยาแคปซูล","1","1","49","73.50"
"พอก สูตร 2, ยาพอก","1","1","6","354.00"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","1","1","86","94.60"
"แคปซูลกระชายดำ, ยาแคปซูล","1","1","0","0.00"
"ลูกใต้ใบ เครื่องหมายการค้าดอกว่าน, ยาเม็ด","1","1","38","57.00"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","1","1","1","80.00"
"แก้ไอมะขาม , ยาน้ำ","1","1","1","25.00"
"มธุรเมหะ (รพ.กาบเชิง), ยาต้ม","1","1","2","100.00"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","1","1","1","73.00"
"หม่องสมุนไพร, ขี้ผึ้ง","1","1","1","30.00"
"แก้พัทธะปิตตะ , ยาต้ม","1","0","1","356.00"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","1","1","0","0.00"
"เจลเสลดพังพอน, เจล","1","1","1","60.00"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","1","0","2","100.00"
"ยาหอม  , ยาผง","0","0","0","0.00"
"ธาตุผสมอบเชย, ยาน้ำ","0","0","0","0.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","0","0","0","0.00"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","0","0","0","0.00"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","0","0","0","0.00"
"ชงสมุนไพรผสมรางจืด, ยาผง","0","0","0","0.00"
"ตำรับตะแบกป่า , ยาต้ม","0","0","0","0.00"
"ทับหม้อเกลือ, ยาประคบ","0","0","0","0.00"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","0","0","0","0.00"
"หลังคลอด (รพ.แม่ลาว), ยาต้ม","0","0","0","0.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","0","0","0","0.00"
"บรรเทาริดสีดวงทวาร , ยาเม็ด","0","0","0","0.00"
"ตรีธารทิพย์/พิกัดตรีธารทิพย์, ยาต้ม","0","0","0","0.00"
"สุขไสยาต, ยาแคปซูล","0","0","0","0.00"
"ประสะน้ำนม (รพ.หนองสองห้อง), ยาต้ม","0","0","0","0.00"
"สเปรย์ตะไคร้หอมกันยุง, ยาน้ำ","0","0","0","0.00"
"แคปซูลผสมมะรุม, ยาแคปซูล","0","0","0","0.00"
"ว่านชักมดลูก, ยาแคปซูล","0","0","0","0.00"
"โคคลาน, ยาแคปซูล","0","0","0","0.00"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","0","0","0","0.00"
"สเปรย์รางจืด, ยาน้ำ","0","0","0","0.00"
