"โรงพยาบาล","ได้รับบริการ(คน)","พบประวัติคลอด(คน)","จำนวนบริการ(ครั้ง)","บริการพบประวัติ(ครั้ง)","บริการล่าช้า (คน)","บริการเกิน 90 วัน (คน)"
"ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC"
"11539  :  โรงพยาบาลตากสิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","2","0","0","0","2","0","0","0","2","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","41","9","13","7","106","34","35","27","35","7","0","0"
"10752  :  โรงพยาบาลบางบ่อ","114","37","79","23","412","142","318","90","88","32","0","0"
"10753  :  โรงพยาบาลบางพลี","43","3","15","2","97","5","31","2","32","2","0","0"
"10754  :  โรงพยาบาลบางจาก","95","81","60","57","361","359","249","249","42","31","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","72","65","63","63","306","305","297","296","30","23","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","8","1","3","1","25","1","10","1","7","1","0","0"
"10756  :  โรงพยาบาลบางกรวย","25","2","3","1","85","4","10","2","23","2","0","0"
"10757  :  โรงพยาบาลบางใหญ่","1","0","0","0","0","0","0","0","1","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","19","16","9","8","52","52","26","26","11","8","0","0"
"10759  :  โรงพยาบาลไทรน้อย","191","83","148","73","134","87","94","83","47","11","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","2","0","1","0","4","0","3","0","2","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","15","1","6","1","50","5","19","5","13","1","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","38","4","14","4","119","9","35","9","29","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","30","22","9","9","116","93","38","38","29","21","0","0"
"10762  :  โรงพยาบาลธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","3","2","2","2","12","7","7","7","1","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","16","6","5","4","3","0","0","0","13","4","1","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2","1","1","0","0","0","0","0","2","1","0","0"
"10766  :  โรงพยาบาลลำลูกกา","19","14","12","12","29","29","21","21","8","3","0","0"
"10767  :  โรงพยาบาลสามโคก","0","0","0","0","0","0","0","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","38","6","26","6","77","9","60","9","31","5","0","0"
"10768  :  โรงพยาบาลท่าเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1","0","0","0","0","0","0","0","1","0","0","0"
"10770  :  โรงพยาบาลบางไทร","20","7","4","2","7","7","7","7","17","5","1","1"
"10771  :  โรงพยาบาลบางบาล","2","1","1","0","9","1","4","0","1","1","0","0"
"10772  :  โรงพยาบาลบางปะอิน","20","7","6","4","0","0","0","0","14","3","0","0"
"10773  :  โรงพยาบาลบางปะหัน","5","2","4","2","9","7","7","7","2","0","0","0"
"10774  :  โรงพยาบาลผักไห่","4","4","2","2","9","9","5","5","2","2","0","0"
"10775  :  โรงพยาบาลภาชี","8","5","6","5","16","16","16","16","5","2","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","7","4","4","4","1","1","1","1","5","2","0","0"
"10777  :  โรงพยาบาลวังน้อย","14","7","8","6","18","18","14","14","10","4","0","0"
"10778  :  โรงพยาบาลบางซ้าย","5","4","5","4","6","6","6","6","1","1","0","0"
"10779  :  โรงพยาบาลอุทัย","38","7","17","7","13","7","7","7","26","2","0","0"
"10780  :  โรงพยาบาลมหาราช","5","2","1","0","15","5","4","0","5","2","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","3","0","0","0","0","0","0","0","3","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","22","3","12","1","90","15","46","5","16","3","0","0"
"10782  :  โรงพยาบาลไชโย","1","1","1","1","0","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","0","0","0","0","0","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","8","8","6","6","27","27","21","21","3","3","0","0"
"10786  :  โรงพยาบาลแสวงหา","0","0","0","0","0","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","2","2","1","1","0","0","0","0","1","1","0","0"
"10788  :  โรงพยาบาลสามโก้","7","3","3","2","7","3","3","3","5","1","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","55","5","28","5","0","0","0","0","35","1","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","12","3","10","3","19","10","13","10","5","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","15","4","10","3","41","7","27","6","9","2","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","122","118","102","99","566","556","469","461","28","26","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","226","217","221","212","395","374","389","368","28","22","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","3","2","0","0","2","2","0","0","3","2","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","2","2","2","2","1","1","1","1","1","1","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","16","13","12","9","28","27","19","18","9","6","0","0"
"10796  :  โรงพยาบาลลำสนธิ","11","7","3","2","10","8","2","2","8","5","0","0"
"10797  :  โรงพยาบาลหนองม่วง","17","8","10","4","46","23","31","13","8","5","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","43","17","38","17","85","68","79","68","15","2","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","14","3","7","3","46","9","25","9","10","1","0","0"
"10798  :  โรงพยาบาลบางระจัน","0","0","0","0","0","0","0","0","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","2","1","1","1","1","0","0","0","2","1","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","1","0","0","0","2","0","0","0","1","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","13","5","8","3","36","20","22","12","9","4","0","0"
"10802  :  โรงพยาบาลมโนรมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","15","11","13","11","55","55","66","66","3","1","0","0"
"10804  :  โรงพยาบาลสรรพยา","24","11","16","10","79","35","51","34","18","7","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","40","19","15","9","63","46","36","26","28","13","0","0"
"10806  :  โรงพยาบาลหันคา","13","3","3","2","40","9","7","5","13","3","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","21","18","7","6","81","68","28","25","15","13","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","34","13","28","13","10","7","8","7","24","7","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","8","4","6","3","34","17","26","12","3","2","0","0"
"10807  :  โรงพยาบาลแก่งคอย","17","2","11","2","24","7","13","7","14","0","0","0"
"10808  :  โรงพยาบาลหนองแค","5","1","4","1","12","5","9","5","3","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","22","17","20","17","49","46","48","46","18","13","0","0"
"10810  :  โรงพยาบาลหนองแซง","4","2","2","1","17","10","7","5","4","2","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","4","1","1","1","8","4","4","4","4","1","0","0"
"10812  :  โรงพยาบาลดอนพุด","2","0","0","0","0","0","0","0","2","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","7","2","4","2","5","5","5","5","4","1","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","80","12","47","10","278","45","173","40","58","2","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","13","3","9","2","32","11","25","6","7","1","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","5","5","3","3","20","20","10","10","3","3","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","46","22","33","16","158","87","118","67","23","11","0","0"
"10817  :  โรงพยาบาลบ้านบึง","14","3","8","0","55","14","28","0","11","3","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","21","19","18","18","79","76","72","72","7","5","0","0"
"10819  :  โรงพยาบาลบางละมุง","45","16","32","16","130","55","87","55","19","0","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","9","1","4","1","3","0","0","0","6","0","0","0"
"10821  :  โรงพยาบาลพานทอง","18","2","10","1","58","6","33","4","11","2","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","75","16","53","13","163","63","117","48","45","9","1","1"
"10823  :  โรงพยาบาลแหลมฉบัง","11","6","8","6","40","28","33","28","8","4","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","3","3","3","3","14","14","14","14","1","1","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","11","3","4","1","42","12","14","5","9","2","0","0"
"10826  :  โรงพยาบาลบ่อทอง","0","0","0","0","0","0","0","0","0","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","5","0","0","0","0","0","0","0","5","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","31","0","4","0","15","0","5","0","29","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","9","1","5","1","25","5","14","5","8","1","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","46","27","30","23","155","91","101","81","22","7","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","7","6","6","5","27","22","27","22","2","2","0","0"
"10663  :  โรงพยาบาลระยอง","49","15","37","14","75","57","61","52","39","12","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","15","10","9","8","45","32","37","32","14","9","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","17","3","11","2","32","6","32","6","8","2","0","0"
"10829  :  โรงพยาบาลแกลง","53","52","52","51","218","176","214","172","24","15","0","0"
"10830  :  โรงพยาบาลวังจันทร์","24","10","20","9","42","19","32","16","18","8","0","0"
"10831  :  โรงพยาบาลบ้านค่าย","19","3","12","3","0","0","0","0","14","2","0","0"
"10832  :  โรงพยาบาลปลวกแดง","6","4","3","2","25","11","10","4","4","1","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","7","6","5","5","3","1","1","1","4","3","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","35","8","24","5","125","26","88","16","31","6","0","0"
"10834  :  โรงพยาบาลขลุง","45","35","35","27","137","122","97","87","15","10","0","0"
"10835  :  โรงพยาบาลท่าใหม่","24","16","20","15","91","68","82","63","15","9","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","16","10","13","9","51","30","48","34","10","6","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","8","4","7","4","27","14","27","14","6","3","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","64","62","62","60","277","273","272","268","9","8","0","0"
"10839  :  โรงพยาบาลมะขาม","3","1","3","1","13","5","15","5","2","1","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","5","4","5","4","25","20","25","20","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","11","5","7","5","42","18","28","18","5","1","0","0"
"10843  :  โรงพยาบาลนายายอาม","13","1","9","1","39","5","28","5","6","0","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","52","47","48","43","183","172","169","158","16","14","0","0"
"10696  :  โรงพยาบาลตราด","10","0","9","0","1","0","1","0","5","0","0","0"
"10845  :  โรงพยาบาลคลองใหญ่","9","4","8","3","28","17","23","12","4","2","0","0"
"10846  :  โรงพยาบาลเขาสมิง","14","4","9","4","52","16","35","16","9","3","0","0"
"10847  :  โรงพยาบาลบ่อไร่","38","35","30","30","129","122","103","103","11","8","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","30","21","27","21","62","62","62","62","15","8","0","0"
"10849  :  โรงพยาบาลเกาะกูด","3","0","2","0","14","0","9","0","3","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","3","1","3","1","0","0","0","0","2","1","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","21","6","16","6","39","15","27","15","19","4","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","23","20","18","17","107","96","86","81","16","14","0","0"
"10850  :  โรงพยาบาลบางคล้า","7","3","4","2","29","15","19","10","4","1","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","56","49","52","45","253","236","235","218","28","28","0","0"
"10852  :  โรงพยาบาลบางปะกง","26","19","20","19","80","74","76","74","22","15","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","18","8","13","7","27","27","22","22","12","4","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","21","5","12","4","81","24","47","19","13","1","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","30","21","23","20","105","105","100","100","19","10","0","0"
"10856  :  โรงพยาบาลแปลงยาว","13","6","10","5","51","29","38","24","4","1","0","0"
"13747  :  โรงพยาบาลราชสาส์น","14","10","11","9","44","42","39","39","9","7","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","6","4","5","3","10","9","9","8","5","4","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","32","8","18","2","24","24","9","9","25","8","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10858  :  โรงพยาบาลนาดี","8","2","1","1","14","4","1","1","7","1","0","0"
