"โรงพยาบาล","B","A","อัตรา(100)"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","28","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","21","0","0.00"
"10754  :  โรงพยาบาลบางจาก","2","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,091","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,133","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","102","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,109","1","0.09"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","410","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","552","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","452","2","0.44"
"10759  :  โรงพยาบาลไทรน้อย","1,359","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","1,440","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","1,365","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","133","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","390","1","0.26"
"10762  :  โรงพยาบาลธัญบุรี","1,009","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,308","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","400","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","482","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","264","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","164","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","1,047","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","226","7","3.10"
"10771  :  โรงพยาบาลบางบาล","118","7","5.93"
"10772  :  โรงพยาบาลบางปะอิน","1,059","2","0.19"
"10773  :  โรงพยาบาลบางปะหัน","103","1","0.97"
"10774  :  โรงพยาบาลผักไห่","65","0","0.00"
"10775  :  โรงพยาบาลภาชี","548","1","0.18"
"10776  :  โรงพยาบาลลาดบัวหลวง","206","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","608","14","2.30"
"10778  :  โรงพยาบาลบางซ้าย","265","8","3.02"
"10779  :  โรงพยาบาลอุทัย","92","0","0.00"
"10780  :  โรงพยาบาลมหาราช","121","8","6.61"
"10781  :  โรงพยาบาลบ้านแพรก","90","1","1.11"
"10689  :  โรงพยาบาลอ่างทอง","55","0","0.00"
"10782  :  โรงพยาบาลไชโย","161","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","315","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","178","4","2.25"
"10786  :  โรงพยาบาลแสวงหา","364","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","467","0","0.00"
"10788  :  โรงพยาบาลสามโก้","91","1","1.10"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","122","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","639","1","0.16"
"10790  :  โรงพยาบาลโคกสำโรง","689","2","0.29"
"10791  :  โรงพยาบาลชัยบาดาล","1,230","1","0.08"
"10792  :  โรงพยาบาลท่าวุ้ง","201","1","0.50"
"10793  :  โรงพยาบาลท่าหลวง","424","15","3.54"
"10794  :  โรงพยาบาลสระโบสถ์","528","15","2.84"
"10795  :  โรงพยาบาลโคกเจริญ","386","3","0.78"
"10796  :  โรงพยาบาลลำสนธิ","365","7","1.92"
"10797  :  โรงพยาบาลหนองม่วง","342","2","0.58"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","615","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","128","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","225","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","343","6","1.75"
"10800  :  โรงพยาบาลพรหมบุรี","282","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","182","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","305","1","0.33"
"10803  :  โรงพยาบาลวัดสิงห์","247","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","110","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","406","0","0.00"
"10806  :  โรงพยาบาลหันคา","419","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","59","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","2,531","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","543","0","0.00"
"10808  :  โรงพยาบาลหนองแค","431","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","330","16","4.85"
"10810  :  โรงพยาบาลหนองแซง","245","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","408","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","276","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","229","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","622","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","982","7","0.71"
"11485  :  โรงพยาบาลค่ายอดิศร","860","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","2,156","0","0.00"
"10818  :  โรงพยาบาลหนองใหญ่","427","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","2,946","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","203","1","0.49"
"10821  :  โรงพยาบาลพานทอง","525","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","908","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","5,490","2","0.04"
"10824  :  โรงพยาบาลเกาะสีชัง","275","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","2,345","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","307","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","180","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","5","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1,175","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","12,373","2","0.02"
"28005  :  โรงพยาบาลเมืองพัทยา","903","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","343","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","675","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","2,102","0","0.00"
"10829  :  โรงพยาบาลแกลง","370","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","369","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","389","1","0.26"
"10832  :  โรงพยาบาลปลวกแดง","1,768","1","0.06"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","135","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","256","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","8","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","394","2","0.51"
"10837  :  โรงพยาบาลสองพี่น้อง","360","3","0.83"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","809","4","0.49"
"10839  :  โรงพยาบาลมะขาม","78","2","2.56"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","492","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","200","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","374","0","0.00"
"10696  :  โรงพยาบาลตราด","405","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","945","7","0.74"
"10846  :  โรงพยาบาลเขาสมิง","393","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","421","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","306","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","80","4","5.00"
"13816  :  โรงพยาบาลเกาะช้าง","28","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","280","4","1.43"
"10850  :  โรงพยาบาลบางคล้า","1,281","1","0.08"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","156","2","1.28"
"10854  :  โรงพยาบาลพนมสารคาม","859","2","0.23"
"10855  :  โรงพยาบาลสนามชัยเขต","284","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","458","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","486","7","1.44"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","61","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","748","2","0.27"
"10858  :  โรงพยาบาลนาดี","432","3","0.69"
"10859  :  โรงพยาบาลบ้านสร้าง","285","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","442","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","528","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","608","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","119","0","0.00"
"10698  :  โรงพยาบาลนครนายก","960","0","0.00"
"10863  :  โรงพยาบาลปากพลี","69","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","305","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","187","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","23","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","11","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","594","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","409","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,346","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","644","3","0.47"
"10870  :  โรงพยาบาลอรัญประเทศ","737","2","0.27"
"13817  :  โรงพยาบาลเขาฉกรรจ์","283","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","544","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","647","0","0.00"
"10873  :  โรงพยาบาลคง","568","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","210","0","0.00"
"10875  :  โรงพยาบาลจักราช","638","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","579","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","679","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","686","1","0.15"
"10879  :  โรงพยาบาลโนนสูง","518","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","515","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","324","5","1.54"
"10882  :  โรงพยาบาลประทาย","535","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","418","43","10.29"
"10884  :  โรงพยาบาลพิมาย","494","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","579","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","483","16","3.31"
"10887  :  โรงพยาบาลสูงเนิน","1,027","1","0.10"
"10888  :  โรงพยาบาลขามทะเลสอ","1","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","1,360","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","629","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","301","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","337","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","208","2","0.96"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","827","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","140","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","321","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","626","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,161","5","0.43"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","112","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","4","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","113","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","324","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","499","5","1.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","877","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","264","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","186","0","0.00"
"27840  :  โรงพยาบาลสีดา","106","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","216","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","927","0","0.00"
"10896  :  โรงพยาบาลกระสัง","636","0","0.00"
"10897  :  โรงพยาบาลนางรอง","2,097","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","504","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","755","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","932","1","0.11"
"10901  :  โรงพยาบาลบ้านกรวด","1,522","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","478","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","1","0","0.00"
"10905  :  โรงพยาบาลสตึก","1,003","0","0.00"
"10906  :  โรงพยาบาลปะคำ","382","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","255","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","402","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","698","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","211","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","382","0","0.00"
"10912  :  โรงพยาบาลชำนิ","155","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","197","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","702","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","86","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","465","0","0.00"
"23578  :  โรงพยาบาลแคนดง","407","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","449","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","37","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","645","26","4.03"
"10916  :  โรงพยาบาลท่าตูม","1,072","3","0.28"
"10917  :  โรงพยาบาลจอมพระ","489","0","0.00"
"10918  :  โรงพยาบาลปราสาท","848","1","0.12"
"10919  :  โรงพยาบาลกาบเชิง","523","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","868","10","1.15"
"10921  :  โรงพยาบาลสนม","278","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","770","0","0.00"
"10923  :  โรงพยาบาลสังขะ","678","0","0.00"
"10924  :  โรงพยาบาลลำดวน","471","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","623","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","605","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","55","1","1.82"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","191","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","166","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","296","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","157","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","580","1","0.17"
"10927  :  โรงพยาบาลยางชุมน้อย","297","1","0.34"
"10928  :  โรงพยาบาลกันทรารมย์","682","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","735","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","533","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","1,021","2","0.20"
"10932  :  โรงพยาบาลปรางค์กู่","395","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","468","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","416","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","399","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","230","5","2.17"
"10937  :  โรงพยาบาลห้วยทับทัน","367","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","181","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","187","0","0.00"
"10940  :  โรงพยาบาลวังหิน","208","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","154","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","531","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","77","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","185","0","0.00"
"28014  :  โรงพยาบาลพยุห์","206","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","127","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","284","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","478","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","4","0","0.00"
