"โรงพยาบาล","B","A","อัตรา(100)"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","82","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","1,155","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,084","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,082","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,039","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","149","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","366","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","477","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","310","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","1,145","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","762","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","61","1","1.64"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","246","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","327","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","983","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","810","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","320","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","509","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","250","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","773","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","120","0","0.00"
"10770  :  โรงพยาบาลบางไทร","233","0","0.00"
"10771  :  โรงพยาบาลบางบาล","103","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","479","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","89","0","0.00"
"10774  :  โรงพยาบาลผักไห่","56","0","0.00"
"10775  :  โรงพยาบาลภาชี","486","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","167","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","679","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","248","0","0.00"
"10779  :  โรงพยาบาลอุทัย","47","0","0.00"
"10780  :  โรงพยาบาลมหาราช","66","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","77","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","60","0","0.00"
"10782  :  โรงพยาบาลไชโย","146","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","247","2","0.81"
"10785  :  โรงพยาบาลโพธิ์ทอง","177","3","1.69"
"10786  :  โรงพยาบาลแสวงหา","411","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","302","0","0.00"
"10788  :  โรงพยาบาลสามโก้","104","2","1.92"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","538","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","446","1","0.22"
"10791  :  โรงพยาบาลชัยบาดาล","845","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","166","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","356","9","2.53"
"10794  :  โรงพยาบาลสระโบสถ์","495","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","318","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","382","21","5.50"
"10797  :  โรงพยาบาลหนองม่วง","309","9","2.91"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","470","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","174","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","203","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","397","14","3.53"
"10800  :  โรงพยาบาลพรหมบุรี","268","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","170","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","232","13","5.60"
"10803  :  โรงพยาบาลวัดสิงห์","216","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","147","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","346","0","0.00"
"10806  :  โรงพยาบาลหันคา","396","5","1.26"
"27974  :  โรงพยาบาลหนองมะโมง","74","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","588","1","0.17"
"10808  :  โรงพยาบาลหนองแค","111","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","250","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","338","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","256","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","203","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","630","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","388","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","366","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","2,383","0","0.00"
"10818  :  โรงพยาบาลหนองใหญ่","457","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","2,525","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","154","0","0.00"
"10821  :  โรงพยาบาลพานทอง","539","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","770","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","4,880","9","0.18"
"10824  :  โรงพยาบาลเกาะสีชัง","208","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","2,569","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","366","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","244","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","4,076","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","4,761","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","1,116","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","230","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","330","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","1,618","0","0.00"
"10829  :  โรงพยาบาลแกลง","265","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","331","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","187","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","2,450","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","117","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","237","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","13","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","244","3","1.23"
"10837  :  โรงพยาบาลสองพี่น้อง","306","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","778","0","0.00"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","521","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","159","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","297","0","0.00"
"10696  :  โรงพยาบาลตราด","253","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","771","3","0.39"
"10846  :  โรงพยาบาลเขาสมิง","438","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","388","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","250","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","97","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","45","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","376","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","989","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","174","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","728","12","1.65"
"10855  :  โรงพยาบาลสนามชัยเขต","1","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","482","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","437","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","56","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","694","3","0.43"
"10858  :  โรงพยาบาลนาดี","387","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","207","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","426","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","568","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","538","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","90","0","0.00"
"10698  :  โรงพยาบาลนครนายก","888","0","0.00"
"10863  :  โรงพยาบาลปากพลี","64","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","299","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","176","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","644","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","420","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,125","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","561","1","0.18"
"10870  :  โรงพยาบาลอรัญประเทศ","707","1","0.14"
"13817  :  โรงพยาบาลเขาฉกรรจ์","264","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","529","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","626","0","0.00"
"10873  :  โรงพยาบาลคง","562","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","192","0","0.00"
"10875  :  โรงพยาบาลจักราช","638","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","594","3","0.51"
"10877  :  โรงพยาบาลด่านขุนทด","652","5","0.77"
"10878  :  โรงพยาบาลโนนไทย","507","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","500","1","0.20"
"10880  :  โรงพยาบาลขามสะแกแสง","549","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","354","16","4.52"
"10882  :  โรงพยาบาลประทาย","557","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","394","0","0.00"
"10884  :  โรงพยาบาลพิมาย","489","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","647","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","569","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","1,145","17","1.48"
"10888  :  โรงพยาบาลขามทะเลสอ","278","5","1.80"
"10889  :  โรงพยาบาลสีคิ้ว","1,255","2","0.16"
"10890  :  โรงพยาบาลปากช่องนานา","572","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","280","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","370","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","308","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","213","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","145","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","350","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","808","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","869","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","74","1","1.35"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","293","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","124","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","1,153","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","235","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","194","0","0.00"
"27840  :  โรงพยาบาลสีดา","176","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","398","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","804","0","0.00"
"10896  :  โรงพยาบาลกระสัง","648","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","505","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","659","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","886","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","1,124","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","554","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","809","0","0.00"
"10906  :  โรงพยาบาลปะคำ","366","1","0.27"
"10907  :  โรงพยาบาลนาโพธิ์","203","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","391","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","632","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","187","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","404","0","0.00"
"10912  :  โรงพยาบาลชำนิ","144","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","193","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","522","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","3","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","347","0","0.00"
"23578  :  โรงพยาบาลแคนดง","347","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","398","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","11","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","454","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","1,010","1","0.10"
"10917  :  โรงพยาบาลจอมพระ","591","9","1.52"
"10918  :  โรงพยาบาลปราสาท","629","1","0.16"
"10919  :  โรงพยาบาลกาบเชิง","355","10","2.82"
"10920  :  โรงพยาบาลรัตนบุรี","755","0","0.00"
"10921  :  โรงพยาบาลสนม","293","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","549","50","9.11"
"10923  :  โรงพยาบาลสังขะ","592","1","0.17"
"10924  :  โรงพยาบาลลำดวน","395","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","489","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","554","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","21","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","202","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","214","3","1.40"
"27843  :  โรงพยาบาลศรีณรงค์","233","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","164","1","0.61"
"10700  :  โรงพยาบาลศรีสะเกษ","378","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","317","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","610","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","936","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","704","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","863","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","290","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","472","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","386","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","384","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","232","10","4.31"
"10937  :  โรงพยาบาลห้วยทับทัน","370","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","139","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","215","0","0.00"
"10940  :  โรงพยาบาลวังหิน","162","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","142","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","311","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","61","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","260","0","0.00"
"28014  :  โรงพยาบาลพยุห์","122","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","132","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","198","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","562","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","456","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00"
"10947  :  โรงพยาบาลเขมราฐ","1,210","0","0.00"
