"โรงพยาบาล","การคัดกรองประชากร 35 ปีขึ้นไปที่ไม่ป่วยด้วยโรคเบาหวาน","การเข้าถึงบริการของผู้ป่วยเบาหวาน","ผู้รับบริการผู้ป่วยนอกด้วยโรคเบาหวาน"
"เป้าหมาย(คน)","ผลงาน(คน)","ร้อยละ","จำนวนผู้ป่วยที่ขึ้นทะเบียนในเขตรับผิดชอบ(คน)","ในเขตรับผิดชอบ(คน)","นอกเขตรับผิดชอบ(คน)","รวม(คน)","ร้อยละ","คน","ครั้ง"
"10791  :  โรงพยาบาลชัยบาดาล","8,125","4,687","57.69","978","773","25","798","81.60","4,266","19,332"
"10792  :  โรงพยาบาลท่าวุ้ง","2,108","1,759","83.44","294","251","13","264","89.80","2,344","11,291"
"10793  :  โรงพยาบาลท่าหลวง","2,755","2,224","80.73","458","421","8","429","93.67","1,787","9,893"
"10794  :  โรงพยาบาลสระโบสถ์","4,486","4,042","90.10","549","465","16","481","87.61","1,222","5,776"
"10795  :  โรงพยาบาลโคกเจริญ","2,351","2,107","89.62","440","395","4","399","90.68","2,276","7,792"
"10796  :  โรงพยาบาลลำสนธิ","2,443","2,310","94.56","376","332","4","336","89.36","1,063","5,085"
"10797  :  โรงพยาบาลหนองม่วง","2,517","1,972","78.35","401","325","10","335","83.54","1,612","7,328"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0.00","35","49"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0.00","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","5,297","4,602","86.88","798","607","18","625","78.32","4,746","18,994"
"10693  :  โรงพยาบาลอินทร์บุรี","1,065","921","86.48","222","198","6","204","91.89","3,352","26,311"
"10798  :  โรงพยาบาลบางระจัน","1,923","1,877","97.61","368","312","24","336","91.30","1,911","9,640"
"10799  :  โรงพยาบาลค่ายบางระจัน","2,440","2,318","95.00","422","350","27","377","89.34","1,211","7,492"
"10800  :  โรงพยาบาลพรหมบุรี","2,313","2,226","96.24","448","333","33","366","81.70","835","4,565"
"10801  :  โรงพยาบาลท่าช้าง","1,120","916","81.79","300","250","13","263","87.67","818","5,558"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0.00","6,507","20,784"
"10802  :  โรงพยาบาลมโนรมย์","2,157","1,939","89.89","336","286","13","299","88.99","1,381","6,247"
"10803  :  โรงพยาบาลวัดสิงห์","2,395","1,697","70.86","302","255","14","269","89.07","1,337","7,654"
"10804  :  โรงพยาบาลสรรพยา","1,067","965","90.44","177","148","5","153","86.44","1,999","7,315"
"10805  :  โรงพยาบาลสรรคบุรี","3,736","2,993","80.11","521","441","25","466","89.44","3,337","11,785"
"10806  :  โรงพยาบาลหันคา","3,704","3,361","90.74","607","500","16","516","85.01","2,353","11,335"
"27974  :  โรงพยาบาลหนองมะโมง","627","528","84.21","59","45","4","49","83.05","787","4,524"
"27975  :  โรงพยาบาลเนินขาม","1","1","100.00","0","0","0","0","0.00","634","3,544"
"10661  :  โรงพยาบาลสระบุรี","22,671","1,126","4.97","2,023","1,914","-374","1,540","76.12","11,036","36,157"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0","0","0.00","4,632","17,314"
"10807  :  โรงพยาบาลแก่งคอย","6,714","5,014","74.68","716","582","50","632","88.27","3,320","13,721"
"10808  :  โรงพยาบาลหนองแค","4,257","1,018","23.91","129","98","14","112","86.82","1,710","7,483"
"10809  :  โรงพยาบาลวิหารแดง","2,258","2,208","97.79","333","251","31","282","84.68","1,525","8,261"
"10810  :  โรงพยาบาลหนองแซง","2,333","1,212","51.95","315","243","26","269","85.40","693","3,631"
"10811  :  โรงพยาบาลบ้านหมอ","3,233","2,439","75.44","577","373","50","423","73.31","1,743","10,109"
"10812  :  โรงพยาบาลดอนพุด","1","1","100.00","0","0","0","0","0.00","302","1,125"
"10813  :  โรงพยาบาลหนองโดน","1,844","1,601","86.82","381","281","41","322","84.51","749","3,791"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","1,527","1,053","68.96","193","134","35","169","87.56","1,423","6,632"
"10815  :  โรงพยาบาลมวกเหล็ก","4,675","3,682","78.76","682","352","30","382","56.01","1,877","6,458"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","2,949","1,691","57.34","300","248","25","273","91.00","1,101","7,903"
"11485  :  โรงพยาบาลค่ายอดิศร","6,010","822","13.68","680","362","211","573","84.26","670","2,593"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0","0","0.00","9,534","42,795"
"10817  :  โรงพยาบาลบ้านบึง","11,400","8,807","77.25","1,081","876","73","949","87.79","4,378","16,205"
"10818  :  โรงพยาบาลหนองใหญ่","2,914","2,493","85.55","264","225","21","246","93.18","853","3,453"
"10819  :  โรงพยาบาลบางละมุง","17,539","16,557","94.40","2,021","1,346","465","1,811","89.61","8,915","33,160"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1,690","1,402","82.96","155","122","21","143","92.26","1,102","4,432"
"10821  :  โรงพยาบาลพานทอง","4,671","4,198","89.87","470","372","40","412","87.66","3,245","19,987"
"10822  :  โรงพยาบาลพนัสนิคม","6,970","6,473","92.87","823","642","75","717","87.12","6,494","29,407"
"10823  :  โรงพยาบาลแหลมฉบัง","34,463","19,762","57.34","3,143","1,695","1,145","2,840","90.36","4,442","19,025"
"10824  :  โรงพยาบาลเกาะสีชัง","1,579","1,418","89.80","299","266","19","285","95.32","316","5,995"
"10825  :  โรงพยาบาลสัตหีบกม10","18,445","16,617","90.09","901","692","109","801","88.90","2,113","9,008"
"10826  :  โรงพยาบาลบ่อทอง","2,126","1,998","93.98","195","184","5","189","96.92","1,655","6,609"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","1,704","347","20.36","300","230","46","276","92.00","494","1,856"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","39","6","15.38","5","3","2","5","100.00","596","873"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","3,484","130","3.73","971","883","20","903","93.00","11,785","58,084"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0","0","0.00","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0","0","0.00","54","99"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","146","81","55.48","32","22","3","25","78.13","2,582","10,363"
"28005  :  โรงพยาบาลเมืองพัทยา","6,565","707","10.77","1,012","677","125","802","79.25","2,019","9,478"
"28006  :  โรงพยาบาลเกาะจันทร์","2,247","1,952","86.87","169","126","29","155","91.72","1,028","4,196"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0","0","0.00","9,154","35,730"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","2,579","1,144","44.36","219","159","32","191","87.21","2,267","9,805"
"10828  :  โรงพยาบาลบ้านฉาง","12,117","9,125","75.31","1,015","680","52","732","72.12","1,984","12,931"
"10829  :  โรงพยาบาลแกลง","2,429","1,719","70.77","316","251","10","261","82.59","4,950","24,401"
"10830  :  โรงพยาบาลวังจันทร์","2,556","2,045","80.01","281","239","13","252","89.68","1,182","6,925"
"10831  :  โรงพยาบาลบ้านค่าย","3,425","3,278","95.71","360","272","33","305","84.72","2,814","11,090"
"10832  :  โรงพยาบาลปลวกแดง","4,782","2,828","59.14","587","493","24","517","88.07","2,063","8,384"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","829","745","89.87","100","86","0","86","86.00","822","4,256"
"23962  :  โรงพยาบาลนิคมพัฒนา","1,709","1,540","90.11","162","127","9","136","83.95","1,326","6,143"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0","0","0.00","7,575","22,594"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0","0","0.00","2,483","9,461"
"10835  :  โรงพยาบาลท่าใหม่","31","13","41.94","2","1","1","2","100.00","1,192","6,032"
"10836  :  โรงพยาบาลเขาสุกิม","2,716","2,094","77.10","405","302","18","320","79.01","823","2,895"
"10837  :  โรงพยาบาลสองพี่น้อง","3,017","2,574","85.32","370","303","36","339","91.62","921","4,698"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","5,528","5,095","92.17","457","372","33","405","88.62","1,411","7,101"
"10839  :  โรงพยาบาลมะขาม","723","689","95.30","80","68","6","74","92.50","1,402","8,609"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0","0","0.00","1,656","10,403"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0","0","0.00","2,105","5,553"
"10842  :  โรงพยาบาลแก่งหางแมว","2,630","1,761","66.96","143","131","7","138","96.50","1,126","6,395"
"10843  :  โรงพยาบาลนายายอาม","1,516","1,361","89.78","204","177","9","186","91.18","1,539","7,921"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","2,724","2,656","97.50","216","164","16","180","83.33","1,071","5,814"
"10696  :  โรงพยาบาลตราด","3,207","1,116","34.80","393","313","3","316","80.41","3,765","26,454"
"10845  :  โรงพยาบาลคลองใหญ่","4,766","4,148","87.03","494","440","13","453","91.70","981","4,664"
