"โรงพยาบาล","การคัดกรองประชากร 35 ปีขึ้นไปที่ไม่ป่วยด้วยโรคความดันโลหิตสูง","การเข้าถึงบริการของผู้ป่วยโรคความดันโลหิตสูง","ผู้รับบริการผู้ป่วยนอกด้วยโรคความดันโลหิตสูง"
"เป้าหมาย(คน)","ผลงาน(คน)","ร้อยละ","จำนวนผู้ป่วยที่ขึ้นทะเบียนในเขตรับผิดชอบ(คน)","ในเขตรับผิดชอบ(คน)","นอกเขตรับผิดชอบ(คน)","รวม(คน)","ร้อยละ","คน","ครั้ง"
"10789  :  โรงพยาบาลพัฒนานิคม","3,294","2,554","77.53","1,434","1,140","36","1,176","82.01","7,149","23,353"
"10790  :  โรงพยาบาลโคกสำโรง","3,890","3,645","93.70","1,415","1,054","45","1,099","77.67","8,048","31,561"
"10791  :  โรงพยาบาลชัยบาดาล","7,398","3,845","51.97","2,365","1,867","69","1,936","81.86","8,501","34,241"
"10792  :  โรงพยาบาลท่าวุ้ง","1,716","1,596","93.01","711","647","19","666","93.67","5,147","19,159"
"10793  :  โรงพยาบาลท่าหลวง","2,037","1,697","83.31","1,272","1,123","27","1,150","90.41","4,516","22,769"
"10794  :  โรงพยาบาลสระโบสถ์","4,326","4,215","97.43","1,275","1,030","51","1,081","84.78","2,623","9,483"
"10795  :  โรงพยาบาลโคกเจริญ","1,907","1,761","92.34","902","767","9","776","86.03","2,799","10,985"
"10796  :  โรงพยาบาลลำสนธิ","1,898","1,694","89.25","985","766","24","790","80.20","2,094","9,177"
"10797  :  โรงพยาบาลหนองม่วง","2,066","1,841","89.11","1,027","815","22","837","81.50","3,295","14,127"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0.00","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","4,362","4,207","96.45","1,889","1,384","59","1,443","76.39","11,126","37,695"
"10693  :  โรงพยาบาลอินทร์บุรี","839","791","94.28","491","416","24","440","89.61","7,161","47,854"
"10798  :  โรงพยาบาลบางระจัน","1,467","1,401","95.50","885","702","85","787","88.93","4,585","20,891"
"10799  :  โรงพยาบาลค่ายบางระจัน","2,325","1,773","76.26","1,115","941","61","1,002","89.87","3,685","16,746"
"10800  :  โรงพยาบาลพรหมบุรี","1,869","1,724","92.24","1,047","840","88","928","88.63","2,541","11,399"
"10801  :  โรงพยาบาลท่าช้าง","711","687","96.62","785","640","31","671","85.48","2,256","16,681"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0.00","11,684","38,363"
"10802  :  โรงพยาบาลมโนรมย์","1,810","1,606","88.73","759","588","57","645","84.98","2,737","10,820"
"10803  :  โรงพยาบาลวัดสิงห์","1,803","1,575","87.35","805","644","46","690","85.71","2,950","12,590"
"10804  :  โรงพยาบาลสรรพยา","464","410","88.36","432","352","22","374","86.57","4,718","14,532"
"10805  :  โรงพยาบาลสรรคบุรี","2,891","2,549","88.17","1,280","1,014","120","1,134","88.59","7,600","21,404"
"10806  :  โรงพยาบาลหันคา","3,113","2,995","96.21","1,272","1,046","82","1,128","88.68","4,559","18,172"
"27974  :  โรงพยาบาลหนองมะโมง","456","381","83.55","226","183","20","203","89.82","2,342","9,523"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0","0","0.00","1,341","6,145"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0","0","0.00","19,714","67,134"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0","0","0.00","10,159","30,847"
"10807  :  โรงพยาบาลแก่งคอย","7,152","5,999","83.88","1,992","1,482","261","1,743","87.50","8,510","31,928"
"10808  :  โรงพยาบาลหนองแค","3,981","124","3.11","319","235","43","278","87.15","4,831","19,117"
"10809  :  โรงพยาบาลวิหารแดง","1,889","1,796","95.08","805","628","66","694","86.21","4,006","19,999"
"10810  :  โรงพยาบาลหนองแซง","1,991","1,542","77.45","687","502","60","562","81.80","1,470","5,720"
"10811  :  โรงพยาบาลบ้านหมอ","2,604","2,335","89.67","1,260","803","108","911","72.30","3,610","17,346"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0","0","0.00","840","3,287"
"10813  :  โรงพยาบาลหนองโดน","1,508","1,363","90.38","923","706","68","774","83.86","1,858","7,736"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","1,705","740","43.40","481","315","82","397","82.54","4,078","11,505"
"10815  :  โรงพยาบาลมวกเหล็ก","4,130","3,780","91.53","905","636","77","713","78.78","3,408","11,425"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","1,608","1,304","81.09","678","565","23","588","86.73","2,977","17,589"
"11485  :  โรงพยาบาลค่ายอดิศร","6,019","197","3.27","1,192","711","283","994","83.39","1,656","5,105"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0","0","0.00","19,342","87,208"
"10817  :  โรงพยาบาลบ้านบึง","12,570","10,050","79.95","1,707","1,132","218","1,350","79.09","10,028","31,932"
"10818  :  โรงพยาบาลหนองใหญ่","2,645","2,436","92.10","636","529","61","590","92.77","2,151","7,698"
"10819  :  โรงพยาบาลบางละมุง","9,426","8,093","85.86","3,793","2,301","1,079","3,380","89.11","12,415","44,690"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1,515","1,245","82.18","321","269","33","302","94.08","2,602","7,533"
"10821  :  โรงพยาบาลพานทอง","4,570","4,071","89.08","973","772","98","870","89.41","6,343","28,403"
"10822  :  โรงพยาบาลพนัสนิคม","6,228","3,499","56.18","1,934","1,478","173","1,651","85.37","13,163","53,619"
"10823  :  โรงพยาบาลแหลมฉบัง","37,664","4,896","13.00","5,800","3,041","2,296","5,337","92.02","7,860","28,955"
"10824  :  โรงพยาบาลเกาะสีชัง","1,338","1,164","87.00","661","582","38","620","93.80","683","4,637"
"10825  :  โรงพยาบาลสัตหีบกม10","18,492","13,365","72.27","1,865","1,353","266","1,619","86.81","5,065","14,756"
"10826  :  โรงพยาบาลบ่อทอง","1,706","1,580","92.61","485","411","40","451","92.99","3,646","15,011"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","1,604","254","15.84","644","485","87","572","88.82","1,435","4,855"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","241","7","2.90","25","16","7","23","92.00","3,334","9,130"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","46,974","9,860","20.99","6,868","6,155","212","6,367","92.71","28,495","129,413"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0","0","0.00","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0","0","0.00","427","2,726"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","146","14","9.59","60","36","13","49","81.67","5,428","21,257"
"28005  :  โรงพยาบาลเมืองพัทยา","3,099","373","12.04","1,365","1,166","97","1,263","92.53","4,642","15,308"
"28006  :  โรงพยาบาลเกาะจันทร์","2,117","1,856","87.67","500","328","124","452","90.40","2,575","9,742"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0","0","0.00","14,875","45,857"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","2,353","2,194","93.24","465","337","66","403","86.67","4,327","15,347"
"10828  :  โรงพยาบาลบ้านฉาง","12,600","7,994","63.44","1,671","2,074","-672","1,402","83.90","5,592","15,480"
"10829  :  โรงพยาบาลแกลง","2,066","1,523","73.72","554","409","25","434","78.34","10,680","38,080"
"10830  :  โรงพยาบาลวังจันทร์","2,382","2,119","88.96","589","472","34","506","85.91","2,399","9,358"
"10831  :  โรงพยาบาลบ้านค่าย","2,888","2,855","98.86","760","549","68","617","81.18","6,112","19,714"
"10832  :  โรงพยาบาลปลวกแดง","4,966","4,155","83.67","1,062","846","47","893","84.09","3,935","12,705"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","744","628","84.41","258","228","7","235","91.09","2,028","7,923"
"23962  :  โรงพยาบาลนิคมพัฒนา","1,510","1,471","97.42","431","335","24","359","83.29","2,822","9,867"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0","0","0.00","16,811","52,911"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0","0","0.00","5,089","14,931"
"10835  :  โรงพยาบาลท่าใหม่","39","4","10.26","2","0","0","0","0.00","2,864","12,616"
"10836  :  โรงพยาบาลเขาสุกิม","1,885","1,507","79.95","1,003","745","40","785","78.27","2,236","6,814"
"10837  :  โรงพยาบาลสองพี่น้อง","2,636","2,297","87.14","898","712","88","800","89.09","2,238","9,307"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","4,677","4,365","93.33","1,360","1,040","76","1,116","82.06","3,620","12,498"
"10839  :  โรงพยาบาลมะขาม","603","558","92.54","218","186","15","201","92.20","3,749","16,132"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0","0","0.00","4,436","20,910"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0","0","0.00","4,142","9,580"
"10842  :  โรงพยาบาลแก่งหางแมว","2,527","2,403","95.09","425","388","14","402","94.59","3,320","13,424"
