"โรงพยาบาล","B","A","อัตรา(100)"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","56","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","1,372","0","0.00"
"10754  :  โรงพยาบาลบางจาก","1","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,365","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","2,117","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","100","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,097","2","0.18"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","329","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","794","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","461","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","1,469","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","1,552","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","4","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","820","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","77","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","10","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","437","1","0.23"
"10762  :  โรงพยาบาลธัญบุรี","1,365","2","0.15"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,483","1","0.07"
"10764  :  โรงพยาบาลหนองเสือ","424","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","518","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","4","0","0.00"
"10767  :  โรงพยาบาลสามโคก","300","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","175","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","1,079","1","0.09"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","242","4","1.65"
"10771  :  โรงพยาบาลบางบาล","130","1","0.77"
"10772  :  โรงพยาบาลบางปะอิน","909","3","0.33"
"10773  :  โรงพยาบาลบางปะหัน","104","1","0.96"
"10774  :  โรงพยาบาลผักไห่","70","0","0.00"
"10775  :  โรงพยาบาลภาชี","538","2","0.37"
"10776  :  โรงพยาบาลลาดบัวหลวง","216","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","655","12","1.83"
"10778  :  โรงพยาบาลบางซ้าย","278","8","2.88"
"10779  :  โรงพยาบาลอุทัย","99","0","0.00"
"10780  :  โรงพยาบาลมหาราช","88","5","5.68"
"10781  :  โรงพยาบาลบ้านแพรก","102","2","1.96"
"10689  :  โรงพยาบาลอ่างทอง","49","0","0.00"
"10782  :  โรงพยาบาลไชโย","155","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","333","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","165","4","2.42"
"10786  :  โรงพยาบาลแสวงหา","361","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","505","0","0.00"
"10788  :  โรงพยาบาลสามโก้","83","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","137","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","683","2","0.29"
"10790  :  โรงพยาบาลโคกสำโรง","720","2","0.28"
"10791  :  โรงพยาบาลชัยบาดาล","1,232","5","0.41"
"10792  :  โรงพยาบาลท่าวุ้ง","219","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","421","11","2.61"
"10794  :  โรงพยาบาลสระโบสถ์","543","19","3.50"
"10795  :  โรงพยาบาลโคกเจริญ","383","5","1.31"
"10796  :  โรงพยาบาลลำสนธิ","324","2","0.62"
"10797  :  โรงพยาบาลหนองม่วง","309","3","0.97"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","659","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","137","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","243","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","469","12","2.56"
"10800  :  โรงพยาบาลพรหมบุรี","294","4","1.36"
"10801  :  โรงพยาบาลท่าช้าง","195","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","10","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","352","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","271","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","123","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","398","0","0.00"
"10806  :  โรงพยาบาลหันคา","425","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","65","1","1.54"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","2,333","1","0.04"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","479","1","0.21"
"10808  :  โรงพยาบาลหนองแค","631","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","370","18","4.86"
"10810  :  โรงพยาบาลหนองแซง","250","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","423","5","1.18"
"10812  :  โรงพยาบาลดอนพุด","1","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","377","1","0.27"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","397","1","0.25"
"10815  :  โรงพยาบาลมวกเหล็ก","661","6","0.91"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","1,655","10","0.60"
"11485  :  โรงพยาบาลค่ายอดิศร","813","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","1,946","0","0.00"
"10818  :  โรงพยาบาลหนองใหญ่","436","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","2,806","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","222","2","0.90"
"10821  :  โรงพยาบาลพานทอง","533","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","912","1","0.11"
"10823  :  โรงพยาบาลแหลมฉบัง","5,284","4","0.08"
"10824  :  โรงพยาบาลเกาะสีชัง","273","9","3.30"
"10825  :  โรงพยาบาลสัตหีบกม10","2,383","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","299","2","0.67"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","179","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1,225","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","13,084","1","0.01"
"28005  :  โรงพยาบาลเมืองพัทยา","923","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","340","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","549","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","2,174","1","0.05"
"10829  :  โรงพยาบาลแกลง","367","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","379","4","1.06"
"10831  :  โรงพยาบาลบ้านค่าย","463","1","0.22"
"10832  :  โรงพยาบาลปลวกแดง","1,855","1","0.05"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","195","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","289","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","3","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","403","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","539","7","1.30"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","888","9","1.01"
"10839  :  โรงพยาบาลมะขาม","63","2","3.17"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","6","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","239","3","1.26"
"10843  :  โรงพยาบาลนายายอาม","213","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","351","4","1.14"
"10696  :  โรงพยาบาลตราด","427","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","964","1","0.10"
"10846  :  โรงพยาบาลเขาสมิง","409","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","392","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","334","2","0.60"
"10849  :  โรงพยาบาลเกาะกูด","81","5","6.17"
"13816  :  โรงพยาบาลเกาะช้าง","29","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","351","8","2.28"
"10850  :  โรงพยาบาลบางคล้า","1,377","1","0.07"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","1","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","163","3","1.84"
"10854  :  โรงพยาบาลพนมสารคาม","951","3","0.32"
"10855  :  โรงพยาบาลสนามชัยเขต","454","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","564","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","513","14","2.73"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","133","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","862","1","0.12"
"10858  :  โรงพยาบาลนาดี","452","7","1.55"
"10859  :  โรงพยาบาลบ้านสร้าง","253","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","507","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","574","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","599","9","1.50"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","95","0","0.00"
"10698  :  โรงพยาบาลนครนายก","1,015","0","0.00"
"10863  :  โรงพยาบาลปากพลี","92","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","343","1","0.29"
"10865  :  โรงพยาบาลองครักษ์","196","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","29","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","127","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","626","1","0.16"
"10867  :  โรงพยาบาลตาพระยา","409","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,425","1","0.07"
"10869  :  โรงพยาบาลวัฒนานคร","629","6","0.95"
"10870  :  โรงพยาบาลอรัญประเทศ","736","5","0.68"
"13817  :  โรงพยาบาลเขาฉกรรจ์","252","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","672","3","0.45"
"10872  :  โรงพยาบาลเสิงสาง","723","0","0.00"
"10873  :  โรงพยาบาลคง","552","3","0.54"
"10874  :  โรงพยาบาลบ้านเหลื่อม","283","0","0.00"
"10875  :  โรงพยาบาลจักราช","648","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","570","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","678","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","735","29","3.95"
"10879  :  โรงพยาบาลโนนสูง","577","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","515","1","0.19"
"10881  :  โรงพยาบาลบัวใหญ่","382","12","3.14"
"10882  :  โรงพยาบาลประทาย","719","2","0.28"
"10883  :  โรงพยาบาลปักธงชัย","464","18","3.88"
"10884  :  โรงพยาบาลพิมาย","92","1","1.09"
"10885  :  โรงพยาบาลห้วยแถลง","709","2","0.28"
"10886  :  โรงพยาบาลชุมพวง","418","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","1,047","12","1.15"
"10888  :  โรงพยาบาลขามทะเลสอ","5","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","1,496","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","256","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","283","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","349","10","2.87"
"10894  :  โรงพยาบาลวังน้ำเขียว","234","4","1.71"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","745","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","137","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","360","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","950","5","0.53"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,222","9","0.74"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","15","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","1","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","101","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","322","2","0.62"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","543","9","1.66"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","255","4","1.57"
"27839  :  โรงพยาบาลบัวลาย","204","0","0.00"
"27840  :  โรงพยาบาลสีดา","153","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","942","0","0.00"
"10896  :  โรงพยาบาลกระสัง","613","0","0.00"
"10897  :  โรงพยาบาลนางรอง","2,096","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","471","3","0.64"
"10899  :  โรงพยาบาลละหานทราย","793","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","950","2","0.21"
"10901  :  โรงพยาบาลบ้านกรวด","1,545","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","529","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","1","0","0.00"
"10905  :  โรงพยาบาลสตึก","1,027","2","0.19"
"10906  :  โรงพยาบาลปะคำ","375","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","222","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","415","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","673","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","237","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","466","0","0.00"
"10912  :  โรงพยาบาลชำนิ","206","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","247","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","735","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","67","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","488","0","0.00"
"23578  :  โรงพยาบาลแคนดง","401","5","1.25"
"28020  :  โรงพยาบาลบ้านด่าน","333","6","1.80"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","669","39","5.83"
"10916  :  โรงพยาบาลท่าตูม","1,300","21","1.62"
"10917  :  โรงพยาบาลจอมพระ","471","11","2.34"
"10918  :  โรงพยาบาลปราสาท","837","1","0.12"
"10919  :  โรงพยาบาลกาบเชิง","509","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","878","1","0.11"
"10921  :  โรงพยาบาลสนม","289","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","777","0","0.00"
"10923  :  โรงพยาบาลสังขะ","791","0","0.00"
"10924  :  โรงพยาบาลลำดวน","490","5","1.02"
"10925  :  โรงพยาบาลสำโรงทาบ","607","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","616","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","64","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","203","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","157","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","311","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","150","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","595","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","289","4","1.38"
"10928  :  โรงพยาบาลกันทรารมย์","708","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","778","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","497","2","0.40"
"10931  :  โรงพยาบาลไพรบึง","978","2","0.20"
"10932  :  โรงพยาบาลปรางค์กู่","388","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","441","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","424","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","407","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","222","6","2.70"
"10937  :  โรงพยาบาลห้วยทับทัน","354","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","195","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","185","0","0.00"
"10940  :  โรงพยาบาลวังหิน","227","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","154","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","470","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","70","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","145","0","0.00"
"28014  :  โรงพยาบาลพยุห์","217","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","123","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","285","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","0","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","88","2","2.27"
"10946  :  โรงพยาบาลเขื่องใน","0","0","0.00"
