"โรงพยาบาล","การคัดกรองประชากร 35 ปีขึ้นไปที่ไม่ป่วยด้วยโรคเบาหวาน","การเข้าถึงบริการของผู้ป่วยเบาหวาน","ผู้รับบริการผู้ป่วยนอกด้วยโรคเบาหวาน"
"เป้าหมาย(คน)","ผลงาน(คน)","ร้อยละ","จำนวนผู้ป่วยที่ขึ้นทะเบียนในเขตรับผิดชอบ(คน)","ในเขตรับผิดชอบ(คน)","นอกเขตรับผิดชอบ(คน)","รวม(คน)","ร้อยละ","คน","ครั้ง"
"10791  :  โรงพยาบาลชัยบาดาล","7,204","1,913","26.55","985","707","42","749","76.04","3,498","15,655"
"10792  :  โรงพยาบาลท่าวุ้ง","1,991","1,556","78.15","300","223","43","266","88.67","2,033","12,054"
"10793  :  โรงพยาบาลท่าหลวง","2,768","2,401","86.74","439","380","14","394","89.75","1,714","10,350"
"10794  :  โรงพยาบาลสระโบสถ์","5,441","5,027","92.39","609","471","31","502","82.43","1,215","6,378"
"10795  :  โรงพยาบาลโคกเจริญ","2,291","1,566","68.35","442","352","5","357","80.77","1,213","5,466"
"10796  :  โรงพยาบาลลำสนธิ","2,393","1,525","63.73","362","300","10","310","85.64","867","4,991"
"10797  :  โรงพยาบาลหนองม่วง","2,533","1,707","67.39","453","345","43","388","85.65","1,480","7,321"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0.00","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0.00","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","5,169","3,748","72.51","703","534","20","554","78.81","3,883","14,785"
"10693  :  โรงพยาบาลอินทร์บุรี","1,106","709","64.10","221","195","5","200","90.50","3,604","17,463"
"10798  :  โรงพยาบาลบางระจัน","1,972","1,283","65.06","334","282","23","305","91.32","1,828","8,913"
"10799  :  โรงพยาบาลค่ายบางระจัน","2,428","1,492","61.45","341","286","21","307","90.03","1,081","5,617"
"10800  :  โรงพยาบาลพรหมบุรี","2,298","654","28.46","388","300","29","329","84.79","705","4,112"
"10801  :  โรงพยาบาลท่าช้าง","1,463","440","30.08","271","229","9","238","87.82","2,010","9,131"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","60","40","66.67","4","0","4","4","100.00","6,782","20,387"
"10802  :  โรงพยาบาลมโนรมย์","2,155","1,446","67.10","286","228","9","237","82.87","1,337","6,422"
"10803  :  โรงพยาบาลวัดสิงห์","2,732","1,707","62.48","299","214","12","226","75.59","2,008","8,025"
"10804  :  โรงพยาบาลสรรพยา","1,163","1,031","88.65","174","129","5","134","77.01","1,889","8,593"
"10805  :  โรงพยาบาลสรรคบุรี","3,681","3,034","82.42","467","379","20","399","85.44","2,485","11,107"
"10806  :  โรงพยาบาลหันคา","3,724","2,662","71.48","547","422","8","430","78.61","2,364","12,364"
"27974  :  โรงพยาบาลหนองมะโมง","659","402","61.00","53","27","5","32","60.38","1,396","4,207"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0","0","0.00","526","2,554"
"10661  :  โรงพยาบาลสระบุรี","19,092","1,634","8.56","1,751","1,734","-405","1,329","75.90","10,032","37,199"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0","0","0.00","4,109","14,276"
"10807  :  โรงพยาบาลแก่งคอย","4,942","3,797","76.83","521","419","40","459","88.10","3,198","14,051"
"10808  :  โรงพยาบาลหนองแค","4,459","753","16.89","165","95","26","121","73.33","1,473","6,685"
"10809  :  โรงพยาบาลวิหารแดง","2,334","1,777","76.14","323","228","27","255","78.95","1,465","6,330"
"10810  :  โรงพยาบาลหนองแซง","2,098","1,482","70.64","284","201","20","221","77.82","623","3,228"
"10811  :  โรงพยาบาลบ้านหมอ","3,107","1,846","59.41","557","358","45","403","72.35","1,593","8,622"
"10812  :  โรงพยาบาลดอนพุด","1,036","227","21.91","107","67","28","95","88.79","362","1,245"
"10813  :  โรงพยาบาลหนองโดน","2,364","1,022","43.23","349","229","54","283","81.09","630","3,209"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","2,799","1,624","58.02","317","153","104","257","81.07","1,291","6,205"
"10815  :  โรงพยาบาลมวกเหล็ก","4,349","2,777","63.85","357","202","34","236","66.11","1,041","5,229"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","7,898","2,400","30.39","400","276","71","347","86.75","981","6,103"
"11485  :  โรงพยาบาลค่ายอดิศร","4,771","694","14.55","466","248","137","385","82.62","573","2,592"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0","0","0.00","8,962","31,991"
"10817  :  โรงพยาบาลบ้านบึง","9,307","6,228","66.92","974","757","58","815","83.68","7,090","21,663"
"10818  :  โรงพยาบาลหนองใหญ่","2,749","2,027","73.74","254","198","15","213","83.86","779","3,370"
"10819  :  โรงพยาบาลบางละมุง","16,326","1,270","7.78","2,359","1,525","507","2,032","86.14","12,745","36,384"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1,623","771","47.50","151","109","21","130","86.09","1,141","5,104"
"10821  :  โรงพยาบาลพานทอง","4,302","3,307","76.87","423","331","37","368","87.00","3,927","22,050"
"10822  :  โรงพยาบาลพนัสนิคม","6,680","4,571","68.43","802","594","68","662","82.54","5,089","27,021"
"10823  :  โรงพยาบาลแหลมฉบัง","27,451","15,111","55.05","2,130","1,236","647","1,883","88.40","3,544","15,156"
"10824  :  โรงพยาบาลเกาะสีชัง","1,441","1,218","84.52","287","234","11","245","85.37","301","5,282"
"10825  :  โรงพยาบาลสัตหีบกม10","17,424","14,665","84.17","816","628","45","673","82.48","1,808","7,147"
"10826  :  โรงพยาบาลบ่อทอง","2,024","1,545","76.33","193","141","10","151","78.24","1,371","4,916"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","1,455","114","7.84","242","182","37","219","90.50","465","1,523"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0","0","0.00","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","2,895","125","4.32","672","640","14","654","97.32","10,526","55,920"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0","0","0.00","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0","0","0.00","68","241"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","193","17","8.81","54","22","23","45","83.33","4,010","6,979"
"28005  :  โรงพยาบาลเมืองพัทยา","5,667","389","6.86","956","493","248","741","77.51","1,410","6,139"
"28006  :  โรงพยาบาลเกาะจันทร์","2,119","1,759","83.01","159","104","27","131","82.39","1,113","4,001"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0","0","0.00","8,966","33,634"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","2,415","1,181","48.90","188","120","31","151","80.32","2,018","9,056"
"10828  :  โรงพยาบาลบ้านฉาง","12,066","7,600","62.99","1,020","632","63","695","68.14","1,720","11,510"
"10829  :  โรงพยาบาลแกลง","2,262","56","2.48","310","225","13","238","76.77","4,315","20,724"
"10830  :  โรงพยาบาลวังจันทร์","2,406","1,903","79.09","257","192","12","204","79.38","1,210","6,607"
"10831  :  โรงพยาบาลบ้านค่าย","3,284","2,108","64.19","325","228","28","256","78.77","3,247","11,413"
"10832  :  โรงพยาบาลปลวกแดง","11,959","128","1.07","507","378","34","412","81.26","1,569","5,482"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,138","795","69.86","133","107","8","115","86.47","672","2,789"
"23962  :  โรงพยาบาลนิคมพัฒนา","1,819","149","8.19","179","131","10","141","78.77","1,915","4,836"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0","0","0.00","3,015","4,318"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0","0","0.00","2,337","8,161"
"10835  :  โรงพยาบาลท่าใหม่","31","15","48.39","0","0","0","0","0.00","1,043","5,654"
"10836  :  โรงพยาบาลเขาสุกิม","2,567","1,837","71.56","357","288","5","293","82.07","762","2,742"
"10837  :  โรงพยาบาลสองพี่น้อง","2,940","1,332","45.31","310","275","14","289","93.23","953","4,485"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","5,068","2,429","47.93","359","315","10","325","90.53","1,219","6,157"
"10839  :  โรงพยาบาลมะขาม","687","514","74.82","57","51","2","53","92.98","1,267","6,507"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0","0","0.00","1,866","9,671"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0","0","0.00","3,361","7,426"
"10842  :  โรงพยาบาลแก่งหางแมว","2,466","1,809","73.36","108","100","6","106","98.15","1,023","5,376"
"10843  :  โรงพยาบาลนายายอาม","1,409","922","65.44","164","151","3","154","93.90","1,501","8,204"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","2,606","2,100","80.58","218","175","7","182","83.49","939","5,604"
"10696  :  โรงพยาบาลตราด","3,598","455","12.65","370","317","4","321","86.76","3,427","11,206"
"10845  :  โรงพยาบาลคลองใหญ่","4,769","3,360","70.46","453","382","18","400","88.30","856","4,247"
"10846  :  โรงพยาบาลเขาสมิง","3,025","1,912","63.21","314","231","21","252","80.25","1,530","6,222"
