"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2564 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2565 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2565 (A-B)/A*100"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","1","0","0","0","0","0","0","0","100","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","30","32","3","0","0","0","0","0","100","100","100","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","37","47","18","28","30","27","25","0","19","43","-39","100"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","667","523","440","389","669","729","338","0","-0","-39","23","100"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0","0","0","0","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","159","97","84","89","198","158","0","0","-25","-63","100","100"
"10754  :  โรงพยาบาลบางจาก","488","469","387","372","501","458","121","0","-3","2","69","100"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","435","400","297","371","405","304","145","0","7","24","51","100"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","317","342","238","196","250","227","77","0","21","34","68","100"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","188","183","140","140","145","184","116","0","23","-1","17","100"
"10686  :  โรงพยาบาลพระนั่งเกล้า","957","1,218","820","1,065","1,343","1,697","487","0","-40","-39","41","100"
"10756  :  โรงพยาบาลบางกรวย","169","215","32","12","26","34","35","0","85","84","-9","100"
"10757  :  โรงพยาบาลบางใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","185","220","119","133","95","154","78","0","49","30","34","100"
"10759  :  โรงพยาบาลไทรน้อย","102","99","66","66","90","100","74","0","12","-1","-12","100"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0","0","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","1","2","0","2","22","0","0","0","-2,100","100"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","17","24","29","20","17","37","15","0","0","-54","48","100"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","662","724","465","457","766","784","199","0","-16","-8","57","100"
"10761  :  โรงพยาบาลคลองหลวง","4","2","1","4","0","5","0","0","100","-150","100","100"
"10762  :  โรงพยาบาลธัญบุรี","22","65","13","16","20","25","27","0","9","62","-108","100"
"10763  :  โรงพยาบาลประชาธิปัตย์","25","25","20","11","19","11","13","0","24","56","35","100"
"10764  :  โรงพยาบาลหนองเสือ","12","11","4","3","2","5","1","0","83","55","75","100"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","8","9","15","3","4","14","7","0","50","-56","53","100"
"10766  :  โรงพยาบาลลำลูกกา","6","1","9","2","11","9","4","0","-83","-800","56","100"
"10767  :  โรงพยาบาลสามโคก","0","0","0","0","0","0","0","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,041","634","228","609","900","528","218","0","14","17","4","100"
"10688  :  โรงพยาบาลเสนา","24","25","19","9","15","15","5","0","38","40","74","100"
"10768  :  โรงพยาบาลท่าเรือ","3","1","0","0","0","0","0","0","100","100","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2","1","0","0","0","0","0","0","100","100","0","0"
"10770  :  โรงพยาบาลบางไทร","104","48","28","29","80","48","21","0","23","0","25","100"
"10771  :  โรงพยาบาลบางบาล","0","0","0","0","0","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","2","1","0","0","2","0","0","0","0","100","0","0"
"10773  :  โรงพยาบาลบางปะหัน","0","0","0","0","0","0","0","0","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","49","19","11","23","9","4","7","0","82","79","36","100"
"10775  :  โรงพยาบาลภาชี","66","0","0","0","5","0","0","0","92","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","5","1","1","0","2","4","0","0","60","-300","100","0"
"10777  :  โรงพยาบาลวังน้อย","1","3","1","2","0","0","0","0","100","100","100","100"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0","0","0","1","0","0","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","91","13","12","20","69","22","4","0","24","-69","67","100"
"10780  :  โรงพยาบาลมหาราช","0","0","0","0","0","1","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0","0","8","4","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","15","15","16","3","3","1","0","0","80","93","100","100"
"10782  :  โรงพยาบาลไชโย","33","17","7","10","35","21","10","0","-6","-24","-43","100"
"10784  :  โรงพยาบาลป่าโมก","3","1","1","0","1","1","1","0","67","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","140","71","30","37","138","67","31","0","1","6","-3","100"
"10786  :  โรงพยาบาลแสวงหา","54","8","5","8","42","20","7","0","22","-150","-40","100"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","0","0","0","0","0","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","5","0","2","2","0","0","0","0","100","0","100","100"
"10790  :  โรงพยาบาลโคกสำโรง","5","0","3","1","4","6","1","0","20","0","67","100"
"10791  :  โรงพยาบาลชัยบาดาล","221","91","40","39","186","96","39","0","16","-5","3","100"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","42","37","25","15","31","30","21","0","26","19","16","100"
"10794  :  โรงพยาบาลสระโบสถ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","31","12","5","6","37","10","5","0","-19","17","0","100"
"10796  :  โรงพยาบาลลำสนธิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","0","0","0","0","0","0","0","0","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","255","166","85","174","211","158","61","0","17","5","28","100"
"10693  :  โรงพยาบาลอินทร์บุรี","43","48","48","55","40","16","21","0","7","67","56","100"
"10798  :  โรงพยาบาลบางระจัน","73","55","47","25","44","18","10","0","40","67","79","100"
"10799  :  โรงพยาบาลค่ายบางระจัน","3","4","6","7","26","16","22","0","-767","-300","-267","100"
"10800  :  โรงพยาบาลพรหมบุรี","30","7","4","9","23","6","1","0","23","14","75","100"
"10801  :  โรงพยาบาลท่าช้าง","30","20","9","4","22","10","1","0","27","50","89","100"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","90","159","98","90","137","130","85","0","-52","18","13","100"
"10802  :  โรงพยาบาลมโนรมย์","43","32","19","2","19","9","13","0","56","72","32","100"
"10803  :  โรงพยาบาลวัดสิงห์","100","96","70","58","84","87","53","0","16","9","24","100"
"10804  :  โรงพยาบาลสรรพยา","98","108","65","61","103","82","66","0","-5","24","-2","100"
"10805  :  โรงพยาบาลสรรคบุรี","11","22","4","6","7","12","8","0","36","45","-100","100"
"10806  :  โรงพยาบาลหันคา","177","177","94","101","161","136","87","0","9","23","7","100"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0","0","0","1","0","0","0","0","0","0"
"27975  :  โรงพยาบาลเนินขาม","50","50","34","16","41","36","30","0","18","28","12","100"
"10661  :  โรงพยาบาลสระบุรี","156","131","108","73","118","144","30","0","24","-10","72","100"
"10695  :  โรงพยาบาลพระพุทธบาท","0","4","0","0","0","4","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","0","0","0","0","0","0","0","0","0","0","0","0"
"10808  :  โรงพยาบาลหนองแค","0","0","0","0","0","0","0","0","0","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","1","1","0","1","1","1","0","0","0","0","0","100"
"10810  :  โรงพยาบาลหนองแซง","0","0","0","0","0","0","0","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","4","1","1","0","0","0","2","0","100","100","-100","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","0","0","0","0","0","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","3","3","0","0","0","0","0","0","100","100","0"
"10815  :  โรงพยาบาลมวกเหล็ก","24","34","18","24","23","27","14","0","4","21","22","100"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","0","1","0","0","0","0","0","0","0","100","0"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","1","0","0","0","0","0","0","0","100","0"
"10662  :  โรงพยาบาลชลบุรี","238","176","94","90","143","137","63","0","40","22","33","100"
"10817  :  โรงพยาบาลบ้านบึง","104","130","69","62","107","73","33","0","-3","44","52","100"
"10818  :  โรงพยาบาลหนองใหญ่","0","0","0","1","1","3","0","0","0","0","0","100"
"10819  :  โรงพยาบาลบางละมุง","279","198","143","120","131","4","1","0","53","98","99","100"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1","2","2","1","2","1","0","0","-100","50","100","100"
"10821  :  โรงพยาบาลพานทอง","70","32","8","34","64","24","6","0","9","25","25","100"
"10822  :  โรงพยาบาลพนัสนิคม","176","129","65","63","154","103","73","0","13","20","-12","100"
"10823  :  โรงพยาบาลแหลมฉบัง","28","29","26","19","15","18","0","0","46","38","100","100"
"10824  :  โรงพยาบาลเกาะสีชัง","6","1","0","0","1","0","0","0","83","100","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","77","41","25","20","128","48","44","0","-66","-17","-76","100"
"10826  :  โรงพยาบาลบ่อทอง","3","5","1","3","2","3","2","0","33","40","-100","100"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","1","0","1","4","1","2","0","0","0","0","100","100"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","7","9","5","6","23","20","5","0","-229","-122","0","100"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","1","0","0","1","0","0","0","0","100","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","8","4","3","3","7","7","2","0","13","-75","33","100"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","3","8","10","11","11","14","6","0","-267","-75","40","100"
"10663  :  โรงพยาบาลระยอง","73","31","26","22","73","32","22","0","0","-3","15","100"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","89","34","24","56","70","45","14","0","21","-32","42","100"
"10828  :  โรงพยาบาลบ้านฉาง","38","46","29","17","70","53","19","0","-84","-15","34","100"
"10829  :  โรงพยาบาลแกลง","251","86","39","36","212","89","32","0","16","-3","18","100"
"10830  :  โรงพยาบาลวังจันทร์","68","13","8","10","46","19","1","0","32","-46","88","100"
"10831  :  โรงพยาบาลบ้านค่าย","87","32","15","23","53","20","8","0","39","38","47","100"
"10832  :  โรงพยาบาลปลวกแดง","78","24","9","8","55","25","10","0","29","-4","-11","100"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","23","7","8","9","30","5","3","0","-30","29","63","100"
"23962  :  โรงพยาบาลนิคมพัฒนา","68","15","8","7","46","32","3","0","32","-113","63","100"
"10664  :  โรงพยาบาลพระปกเกล้า","358","14","115","105","270","335","117","0","25","-2,293","-2","100"
"10834  :  โรงพยาบาลขลุง","4","15","10","3","3","10","7","0","25","33","30","100"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","2","2","3","2","0","0","0","0","100"
"10836  :  โรงพยาบาลเขาสุกิม","1","6","1","2","1","3","3","0","0","50","-200","100"
"10837  :  โรงพยาบาลสองพี่น้อง","4","0","0","0","2","0","1","0","50","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","3","4","2","2","2","4","0","0","33","0","100","100"
"10840  :  โรงพยาบาลแหลมสิงห์","33","12","11","9","24","17","3","0","27","-42","73","100"
"10841  :  โรงพยาบาลสอยดาว","1","11","9","2","1","1","0","0","0","91","100","100"
"10842  :  โรงพยาบาลแก่งหางแมว","0","0","0","0","0","0","0","0","0","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","0","2","2","2","0","4","5","0","0","-100","-150","100"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1","1","1","0","0","2","0","0","100","-100","100","0"
"10696  :  โรงพยาบาลตราด","75","40","33","20","34","36","11","0","55","10","67","100"
"10845  :  โรงพยาบาลคลองใหญ่","19","20","11","5","21","12","4","0","-11","40","64","100"
"10846  :  โรงพยาบาลเขาสมิง","5","19","5","9","7","4","2","0","-40","79","60","100"
"10847  :  โรงพยาบาลบ่อไร่","21","9","16","12","21","14","8","0","0","-56","50","100"
"10848  :  โรงพยาบาลแหลมงอบ","16","14","7","12","15","8","16","0","6","43","-129","100"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0","0","0","0","0","0","0","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","4","5","3","7","2","7","2","0","50","-40","33","100"
"10697  :  โรงพยาบาลพุทธโสธร","14","5","5","8","11","2","2","0","21","60","60","100"
"10833  :  โรงพยาบาลท่าตะเกียบ","49","26","26","15","45","31","16","0","8","-19","38","100"
"10850  :  โรงพยาบาลบางคล้า","79","51","37","16","70","49","12","0","11","4","68","100"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","44","83","50","12","21","60","27","0","52","28","46","100"
"10853  :  โรงพยาบาลบ้านโพธิ์","3","3","14","19","28","22","10","0","-833","-633","29","100"
"10854  :  โรงพยาบาลพนมสารคาม","147","144","107","104","149","118","63","0","-1","18","41","100"
"10855  :  โรงพยาบาลสนามชัยเขต","9","6","4","4","6","4","1","0","33","33","75","100"
"10856  :  โรงพยาบาลแปลงยาว","10","11","5","4","5","14","4","0","50","-27","20","100"
"13747  :  โรงพยาบาลราชสาส์น","21","8","12","9","17","20","7","0","19","-150","42","100"
"31327  :  โรงพยาบาลคลองเขื่อน","19","26","19","9","30","19","5","0","-58","27","74","100"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","2","1","6","3","5","0","0","0","-150","100","100"
