"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2556 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2557 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2557 (A-B)/A*100"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0","2","0","0","0","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","596","507","570","542","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0","1,200","1,222","853","712","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","0","0","1","0","621","670","601","661","0","0","-60,000","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","0","0","0","0","267","300","0","631","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","43","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","41","22","20","24","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","306","289","318","324","325","276","261","207","-6","4","18","36"
"10757  :  โรงพยาบาลบางใหญ่","257","170","186","142","436","132","46","202","-70","22","75","-42"
"10758  :  โรงพยาบาลบางบัวทอง","228","257","394","277","262","41","0","0","-15","84","100","100"
"10759  :  โรงพยาบาลไทรน้อย","114","65","38","8","229","262","264","216","-101","-303","-595","-2,600"
"10760  :  โรงพยาบาลปากเกร็ด","563","278","240","257","545","299","266","312","3","-8","-11","-21"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","1","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0","0","0","193","692","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","557","487","138","0","24","42","28","13","96","91","80","0"
"10762  :  โรงพยาบาลธัญบุรี","6","249","138","460","445","610","584","714","-7,317","-145","-323","-55"
"10763  :  โรงพยาบาลประชาธิปัตย์","112","101","94","97","51","57","41","101","54","44","56","-4"
"10764  :  โรงพยาบาลหนองเสือ","70","133","138","117","74","59","76","59","-6","56","45","50"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","247","227","183","121","66","57","52","27","73","75","72","78"
"10766  :  โรงพยาบาลลำลูกกา","352","241","279","489","0","0","0","0","100","100","100","100"
"10767  :  โรงพยาบาลสามโคก","106","37","22","39","85","12","5","8","20","68","77","79"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","4","0","282","517","550","575","507","444","-13,650","0","-80","14"
"10768  :  โรงพยาบาลท่าเรือ","35","16","6","10","0","0","0","0","100","100","100","100"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","13","5","4","7","17","7","6","9","-31","-40","-50","-29"
"10770  :  โรงพยาบาลบางไทร","41","13","10","72","82","27","27","62","-100","-108","-170","14"
"10771  :  โรงพยาบาลบางบาล","2","0","0","1","1","1","2","1","50","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","9","10","5","11","13","10","5","14","-44","0","0","-27"
"10773  :  โรงพยาบาลบางปะหัน","99","26","23","39","5","0","3","68","95","100","87","-74"
"10774  :  โรงพยาบาลผักไห่","16","11","7","19","44","10","22","179","-175","9","-214","-842"
"10775  :  โรงพยาบาลภาชี","36","28","20","31","42","25","20","7","-17","11","0","77"
"10776  :  โรงพยาบาลลาดบัวหลวง","19","14","8","8","4","4","1","1","79","71","88","88"
"10777  :  โรงพยาบาลวังน้อย","57","33","36","46","47","32","53","75","18","3","-47","-63"
"10778  :  โรงพยาบาลบางซ้าย","21","2","4","10","0","0","0","0","100","100","100","100"
"10779  :  โรงพยาบาลอุทัย","99","4","37","10","21","67","0","0","79","-1,575","100","100"
"10780  :  โรงพยาบาลมหาราช","0","2","0","0","0","4","10","27","0","-100","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","8","12","15","11","13","5","18","9","-63","58","-20","18"
"10689  :  โรงพยาบาลอ่างทอง","0","1","2","0","0","2","2","2","0","-100","0","0"
"10782  :  โรงพยาบาลไชโย","37","10","10","14","38","15","6","14","-3","-50","40","0"
"10784  :  โรงพยาบาลป่าโมก","32","17","1","1","8","3","0","1","75","82","100","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","167","79","47","76","132","29","44","82","21","63","6","-8"
"10786  :  โรงพยาบาลแสวงหา","57","32","24","28","80","15","20","33","-40","53","17","-18"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","9","4","6","11","24","10","8","9","-167","-150","-33","18"
"10788  :  โรงพยาบาลสามโก้","26","11","15","13","26","10","14","14","0","9","7","-8"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0","3","2","3","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0","0","0","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","162","61","58","83","178","85","61","47","-10","-39","-5","43"
"10791  :  โรงพยาบาลชัยบาดาล","94","67","29","42","98","29","45","55","-4","57","-55","-31"
"10792  :  โรงพยาบาลท่าวุ้ง","76","49","28","40","95","50","2","4","-25","-2","93","90"
"10793  :  โรงพยาบาลท่าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","27","19","24","21","31","20","9","1","-15","-5","63","95"
"10795  :  โรงพยาบาลโคกเจริญ","38","22","35","26","40","20","16","32","-5","9","54","-23"
"10796  :  โรงพยาบาลลำสนธิ","41","38","28","29","45","21","2","2","-10","45","93","93"
"10797  :  โรงพยาบาลหนองม่วง","0","0","0","0","0","0","27","37","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","0","1","0","4","2","1","2","3","0","0","0","25"
"10693  :  โรงพยาบาลอินทร์บุรี","44","45","20","13","3","18","10","10","93","60","50","23"
"10798  :  โรงพยาบาลบางระจัน","14","2","3","0","0","0","0","0","100","100","100","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","0","0","0","64","65","41","62","0","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0","0","22","4","10","6","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","27","15","25","15","30","15","3","9","-11","0","88","40"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0","0","0","0","12","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","0","0","0","0","0","0","0","10","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","0","0","0","0","0","0","0","90","0","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","0","0","0","0","229","143","95","108","0","0","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","0","0","0","0","0","0","0","132","0","0","0","0"
"10806  :  โรงพยาบาลหันคา","0","0","0","0","0","0","0","189","0","0","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0","0","0","0","0","0","0","0","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","139","37","28","63","62","63","64","91","55","-70","-129","-44"
"10807  :  โรงพยาบาลแก่งคอย","6","15","11","12","11","2","0","0","-83","87","100","100"
"10808  :  โรงพยาบาลหนองแค","0","0","0","0","0","0","0","0","0","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","1","0","0","0","0","0","0","0","100"
"10810  :  โรงพยาบาลหนองแซง","0","0","0","0","0","0","0","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0","0","0","0","0","0","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","1","0","0","0","0","0","0","0","100","0"
"10813  :  โรงพยาบาลหนองโดน","0","0","0","0","0","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","14","44","45","48","27","46","27","55","-93","-5","40","-15"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","2","1","0","2","3","1","0","0","-50","0","0","100"
"11485  :  โรงพยาบาลค่ายอดิศร","0","4","3","6","5","0","0","0","0","100","100","100"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","0","0","0","0","29","0","12","64","0","0","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","2","3","1","1","4","0","2","1","-100","100","-100","0"
"10819  :  โรงพยาบาลบางละมุง","0","0","0","0","0","54","50","18","0","0","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","0","0","3","0","2","3","1","3","0","0","67","0"
"10821  :  โรงพยาบาลพานทอง","0","0","0","0","2","1","5","1","0","0","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","0","0","0","0","171","194","170","193","0","0","0","0"
"10823  :  โรงพยาบาลแหลมฉบัง","0","0","0","0","0","0","0","0","0","0","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","0","0","0","0","1","1","0","0","0","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","0","0","0","0","176","48","25","29","0","0","0","0"
"10826  :  โรงพยาบาลบ่อทอง","0","6","17","4","23","23","20","4","0","-283","-18","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","0","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","0","0","0","0","0","0","0","4","0","0","0","0"
"10663  :  โรงพยาบาลระยอง","0","0","0","0","115","41","35","83","0","0","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","0","0","0","0","46","12","7","23","0","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","0","0","0","0","33","38","16","21","0","0","0","0"
"10829  :  โรงพยาบาลแกลง","201","59","48","77","195","64","49","46","3","-8","-2","40"
"10830  :  โรงพยาบาลวังจันทร์","13","15","6","7","45","13","6","10","-246","13","0","-43"
"10831  :  โรงพยาบาลบ้านค่าย","88","27","13","29","83","0","0","1","6","100","100","97"
"10832  :  โรงพยาบาลปลวกแดง","69","19","13","16","38","19","9","12","45","0","31","25"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","4","0","0","0","1","2","0","0","75","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","36","12","8","4","0","0","0","0","100","100","100","100"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","2","1","0","0","0","4","3","9","100","-300","0","0"
"10835  :  โรงพยาบาลท่าใหม่","0","1","0","0","5","0","2","2","0","100","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","1","0","0","0","1","0","2","0","0","0","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","0","1","0","1","0","0","0","1","0","100","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","1","0","0","0","0","1","0","3","100","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0","0","0","1","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","1","2","2","0","0","0","8","24","100","100","-300","0"
"10842  :  โรงพยาบาลแก่งหางแมว","1","2","0","0","2","3","11","11","-100","-50","0","0"
"10843  :  โรงพยาบาลนายายอาม","0","1","1","0","0","10","9","17","0","-900","-800","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","0","0","1","0","0","0","0","0","0","0","100","0"
"10696  :  โรงพยาบาลตราด","0","0","0","0","0","228","229","214","0","0","0","0"
"10845  :  โรงพยาบาลคลองใหญ่","0","0","0","0","12","16","21","20","0","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","4","0","2","7","12","6","6","9","-200","0","-200","-29"
"10847  :  โรงพยาบาลบ่อไร่","0","0","0","0","0","0","0","0","0","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","9","11","2","8","9","27","23","26","0","-145","-1,050","-225"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0","0","0","0","0","0","0","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0","0","0","0","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0","24","0","0","0","1","0","0","0","96"
"10850  :  โรงพยาบาลบางคล้า","0","0","62","110","98","107","107","98","0","0","-73","11"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","166","0","0","36","0","0","2","0","100","0","0","100"
"10854  :  โรงพยาบาลพนมสารคาม","156","169","181","183","5","7","2","8","97","96","99","96"
"10855  :  โรงพยาบาลสนามชัยเขต","81","73","76","65","11","12","6","10","86","84","92","85"
"10856  :  โรงพยาบาลแปลงยาว","0","0","0","0","4","1","5","5","0","0","0","0"
"13747  :  โรงพยาบาลราชสาส์น","12","10","8","14","15","12","15","12","-25","-20","-88","14"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0","0","0","0","0","0","0","0"
