"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2560 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2561 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2561 (A-B)/A*100"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0","0","0","0","0","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0","0","0","0","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0","281","189","161","236","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","1,001","812","786","808","803","879","901","825","20","-8","-15","-2"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","612","594","568","594","575","632","618","607","6","-6","-9","-2"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","385","370","313","139","325","253","306","348","16","32","2","-150"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","72","164","147","135","180","109","82","49","-150","34","44","64"
"10686  :  โรงพยาบาลพระนั่งเกล้า","17","42","67","46","20","27","94","93","-18","36","-40","-102"
"10756  :  โรงพยาบาลบางกรวย","74","74","66","70","57","60","58","62","23","19","12","11"
"10757  :  โรงพยาบาลบางใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","482","457","455","416","436","273","143","229","10","40","69","45"
"10759  :  โรงพยาบาลไทรน้อย","114","111","82","74","65","83","97","169","43","25","-18","-128"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0","0","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","1","14","17","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","556","624","406","507","983","520","451","533","-77","17","-11","-5"
"10761  :  โรงพยาบาลคลองหลวง","30","54","34","20","27","26","28","8","10","52","18","60"
"10762  :  โรงพยาบาลธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","170","44","37","40","87","50","41","60","49","-14","-11","-50"
"10764  :  โรงพยาบาลหนองเสือ","76","59","29","58","37","56","48","22","51","5","-66","62"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","15","19","15","9","12","17","2","12","20","11","87","-33"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","0","0","0","0","0","0","9","15","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","38","31","29","30","30","21","28","24","21","32","3","20"
"10688  :  โรงพยาบาลเสนา","101","186","160","142","145","119","104","152","-44","36","35","-7"
"10768  :  โรงพยาบาลท่าเรือ","126","45","39","81","12","14","6","6","90","69","85","93"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","8","1","6","4","4","10","6","21","50","-900","0","-425"
"10770  :  โรงพยาบาลบางไทร","106","40","25","49","107","53","30","54","-1","-33","-20","-10"
"10771  :  โรงพยาบาลบางบาล","2","0","1","0","3","0","1","11","-50","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","145","75","60","168","220","92","55","155","-52","-23","8","8"
"10773  :  โรงพยาบาลบางปะหัน","52","38","17","40","86","28","12","24","-65","26","29","40"
"10774  :  โรงพยาบาลผักไห่","159","60","34","60","55","50","67","63","65","17","-97","-5"
"10775  :  โรงพยาบาลภาชี","4","4","4","29","96","18","11","31","-2,300","-350","-175","-7"
"10776  :  โรงพยาบาลลาดบัวหลวง","132","49","45","84","119","58","36","82","10","-18","20","2"
"10777  :  โรงพยาบาลวังน้อย","155","74","31","55","161","58","33","58","-4","22","-6","-5"
"10778  :  โรงพยาบาลบางซ้าย","31","11","4","4","5","0","4","0","84","100","0","100"
"10779  :  โรงพยาบาลอุทัย","114","38","32","74","110","51","39","90","4","-34","-22","-22"
"10780  :  โรงพยาบาลมหาราช","39","23","8","14","53","18","12","21","-36","22","-50","-50"
"10781  :  โรงพยาบาลบ้านแพรก","10","2","4","6","0","0","0","0","100","100","100","100"
"10689  :  โรงพยาบาลอ่างทอง","1","0","0","3","2","6","6","7","-100","0","0","-133"
"10782  :  โรงพยาบาลไชโย","38","14","2","10","35","11","7","8","8","21","-250","20"
"10784  :  โรงพยาบาลป่าโมก","42","17","13","5","19","13","7","6","55","24","46","-20"
"10785  :  โรงพยาบาลโพธิ์ทอง","180","95","68","85","186","80","79","80","-3","16","-16","6"
"10786  :  โรงพยาบาลแสวงหา","34","18","14","9","41","19","6","8","-21","-6","57","11"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","0","0","0","0","0","0","0","0","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","0","0","0","0","0","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","17","8","1","15","21","7","3","4","-24","13","-200","73"
"10790  :  โรงพยาบาลโคกสำโรง","0","0","0","0","0","0","0","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","253","80","70","0","0","0","0","0","100","100","100","0"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","84","23","11","20","40","18","13","5","52","22","-18","75"
"10796  :  โรงพยาบาลลำสนธิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","0","0","0","0","0","0","0","0","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","45","77","64","35","0","0","0","0","100","100","100","100"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","334","273","173","235","320","184","143","246","4","33","17","-5"
"10693  :  โรงพยาบาลอินทร์บุรี","33","30","27","23","14","26","27","36","58","13","0","-57"
"10798  :  โรงพยาบาลบางระจัน","133","123","108","100","111","117","89","63","17","5","18","37"
"10799  :  โรงพยาบาลค่ายบางระจัน","31","37","30","42","50","50","31","27","-61","-35","-3","36"
"10800  :  โรงพยาบาลพรหมบุรี","66","8","8","15","48","32","12","15","27","-300","-50","0"
"10801  :  โรงพยาบาลท่าช้าง","24","1","9","8","8","9","19","10","67","-800","-111","-25"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","225","96","90","77","351","695","655","692","-56","-624","-628","-799"
"10802  :  โรงพยาบาลมโนรมย์","32","30","34","36","24","47","42","22","25","-57","-24","39"
"10803  :  โรงพยาบาลวัดสิงห์","135","143","133","166","166","171","151","159","-23","-20","-14","4"
"10804  :  โรงพยาบาลสรรพยา","114","131","139","120","87","97","140","139","24","26","-1","-16"
"10805  :  โรงพยาบาลสรรคบุรี","35","45","21","11","23","18","18","17","34","60","14","-55"
"10806  :  โรงพยาบาลหันคา","7","33","22","37","41","20","61","49","-486","39","-177","-32"
"27974  :  โรงพยาบาลหนองมะโมง","61","37","20","29","21","35","5","2","66","5","75","93"
"27975  :  โรงพยาบาลเนินขาม","6","2","7","5","16","10","11","19","-167","-400","-57","-280"
"10661  :  โรงพยาบาลสระบุรี","46","167","159","110","145","156","166","146","-215","7","-4","-33"
"10695  :  โรงพยาบาลพระพุทธบาท","114","50","12","15","69","22","34","21","39","56","-183","-40"
"10807  :  โรงพยาบาลแก่งคอย","0","0","0","0","0","0","0","0","0","0","0","0"
"10808  :  โรงพยาบาลหนองแค","0","0","0","0","0","0","0","0","0","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","0","7","1","0","0","0","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","0","0","0","0","0","0","0","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0","0","3","1","5","2","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","0","0","0","0","0","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0","0","2","1","0","2","0","0","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","69","72","59","38","39","70","46","31","43","3","22","18"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","1","0","0","1","0","2","1","0","100","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","71","178","106","194","196","189","215","192","-176","-6","-103","1"
"10817  :  โรงพยาบาลบ้านบึง","91","64","80","75","103","62","92","75","-13","3","-15","0"
"10818  :  โรงพยาบาลหนองใหญ่","2","0","0","0","0","0","1","2","100","0","0","0"
"10819  :  โรงพยาบาลบางละมุง","7","254","260","271","306","285","269","281","-4,271","-12","-3","-4"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1","1","4","0","3","0","0","3","-200","100","100","0"
"10821  :  โรงพยาบาลพานทอง","73","45","46","49","70","46","33","48","4","-2","28","2"
"10822  :  โรงพยาบาลพนัสนิคม","196","170","161","147","161","147","168","142","18","14","-4","3"
"10823  :  โรงพยาบาลแหลมฉบัง","47","89","75","19","24","35","13","44","49","61","83","-132"
"10824  :  โรงพยาบาลเกาะสีชัง","11","13","10","11","15","6","2","3","-36","54","80","73"
"10825  :  โรงพยาบาลสัตหีบกม10","112","37","24","52","180","51","30","46","-61","-38","-25","12"
"10826  :  โรงพยาบาลบ่อทอง","1","6","2","3","3","10","9","14","-200","-67","-350","-367"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","4","4","2","4","2","1","1","1","50","75","50","75"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","1","0","0","0","0","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","1","2","0","0","1","0","0","3","0","100","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","3","16","10","12","18","12","24","14","-500","25","-140","-17"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","13","9","11","14","12","5","9","14","8","44","18","0"
"10663  :  โรงพยาบาลระยอง","322","250","201","298","438","243","236","353","-36","3","-17","-18"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","50","21","15","51","70","25","22","64","-40","-19","-47","-25"
"10828  :  โรงพยาบาลบ้านฉาง","22","31","35","33","22","31","49","43","0","0","-40","-30"
"10829  :  โรงพยาบาลแกลง","167","68","35","85","229","87","46","48","-37","-28","-31","44"
"10830  :  โรงพยาบาลวังจันทร์","62","17","11","15","57","16","7","13","8","6","36","13"
"10831  :  โรงพยาบาลบ้านค่าย","122","49","36","49","118","46","24","42","3","6","33","14"
"10832  :  โรงพยาบาลปลวกแดง","95","29","22","18","106","28","20","31","-12","3","9","-72"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","35","20","11","5","33","21","15","22","6","-5","-36","-340"
"23962  :  โรงพยาบาลนิคมพัฒนา","52","13","11","40","52","16","11","54","0","-23","0","-35"
"10664  :  โรงพยาบาลพระปกเกล้า","3","2","0","0","0","0","0","0","100","100","0","0"
"10834  :  โรงพยาบาลขลุง","0","0","0","0","0","0","0","0","0","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","29","7","9","8","36","15","7","5","-24","-114","22","38"
"10837  :  โรงพยาบาลสองพี่น้อง","0","0","0","0","0","0","0","0","0","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0","1","2","4","4","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","7","14","23","34","61","65","36","33","-771","-364","-57","3"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0","1","14","9","8","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","0","0","0","0","0","0","0","0","0","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","0","0","0","0","2","2","5","4","0","0","0","0"
"10696  :  โรงพยาบาลตราด","76","69","61","97","98","82","84","77","-29","-19","-38","21"
"10845  :  โรงพยาบาลคลองใหญ่","1","0","1","3","36","38","37","32","-3,500","0","-3,600","-967"
"10846  :  โรงพยาบาลเขาสมิง","4","3","6","5","2","3","5","8","50","0","17","-60"
"10847  :  โรงพยาบาลบ่อไร่","29","29","30","29","32","36","31","31","-10","-24","-3","-7"
"10848  :  โรงพยาบาลแหลมงอบ","33","26","37","35","31","31","46","37","6","-19","-24","-6"
"10849  :  โรงพยาบาลเกาะกูด","2","1","0","1","0","0","0","0","100","100","0","100"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","5","6","5","6","13","13","0","0","-160","-117"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","35","46","58","45","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","51","47","65","56","56","63","61","50","-10","-34","6","11"
"10850  :  โรงพยาบาลบางคล้า","127","50","46","44","90","76","64","52","29","-52","-39","-18"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","33","45","55","38","87","0","0","0","-164"
"10853  :  โรงพยาบาลบ้านโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","31","54","53","47","61","41","42","32","-97","24","21","32"
"10855  :  โรงพยาบาลสนามชัยเขต","3","7","4","2","10","11","6","3","-233","-57","-50","-50"
"10856  :  โรงพยาบาลแปลงยาว","0","0","0","0","0","0","12","14","0","0","0","0"
"13747  :  โรงพยาบาลราชสาส์น","17","9","20","11","20","8","21","15","-18","11","-5","-36"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","8","16","15","15","17","0","0","0","-113"
