"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","12","1","8.33","0","0","0.00","2","0","0.00","6","1","16.67","4","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","50","4","8.00","13","1","7.69","7","0","0.00","6","1","16.67","24","2","8.33"
"10754  :  โรงพยาบาลบางจาก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","93","19","20.43","37","5","13.51","13","0","0.00","23","6","26.09","20","8","40.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","45","5","11.11","15","2","13.33","9","1","11.11","6","1","16.67","15","1","6.67"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","33","5","15.15","11","1","9.09","6","0","0.00","10","2","20.00","6","2","33.33"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","5","0","0.00","0","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","18","3","16.67","4","0","0.00","5","0","0.00","1","1","100.00","8","2","25.00"
"10758  :  โรงพยาบาลบางบัวทอง","15","3","20.00","4","1","25.00","3","0","0.00","2","1","50.00","6","1","16.67"
"10759  :  โรงพยาบาลไทรน้อย","74","7","9.46","22","2","9.09","13","1","7.69","17","0","0.00","22","4","18.18"
"10760  :  โรงพยาบาลปากเกร็ด","50","4","8.00","18","1","5.56","11","1","9.09","7","0","0.00","14","2","14.29"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","7","1","14.29","1","0","0.00","1","1","100.00","2","0","0.00","3","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","6","2","33.33","1","0","0.00","1","0","0.00","1","1","100.00","3","1","33.33"
"10687  :  โรงพยาบาลปทุมธานี","7","3","42.86","2","1","50.00","3","1","33.33","1","0","0.00","1","1","100.00"
"10761  :  โรงพยาบาลคลองหลวง","6","1","16.67","3","1","33.33","2","0","0.00","0","0","0.00","1","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","37","10","27.03","10","2","20.00","5","2","40.00","14","4","28.57","8","2","25.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","65","5","7.69","17","1","5.88","9","0","0.00","19","1","5.26","20","3","15.00"
"10764  :  โรงพยาบาลหนองเสือ","15","5","33.33","4","2","50.00","3","1","33.33","3","0","0.00","5","2","40.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","40","7","17.50","9","1","11.11","12","0","0.00","10","4","40.00","9","2","22.22"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","21","7","33.33","3","2","66.67","5","3","60.00","7","1","14.29","6","1","16.67"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","14","3","21.43","2","1","50.00","7","2","28.57","2","0","0.00","3","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","61","15","24.59","22","8","36.36","18","5","27.78","12","2","16.67","9","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","25","6","24.00","6","1","16.67","3","0","0.00","7","2","28.57","9","3","33.33"
"10771  :  โรงพยาบาลบางบาล","8","3","37.50","3","1","33.33","2","0","0.00","3","2","66.67","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","66","8","12.12","18","2","11.11","14","1","7.14","17","4","23.53","17","1","5.88"
"10773  :  โรงพยาบาลบางปะหัน","10","1","10.00","2","1","50.00","1","0","0.00","3","0","0.00","4","0","0.00"
"10774  :  โรงพยาบาลผักไห่","10","3","30.00","4","2","50.00","3","1","33.33","2","0","0.00","1","0","0.00"
"10775  :  โรงพยาบาลภาชี","47","11","23.40","13","3","23.08","5","2","40.00","17","4","23.53","12","2","16.67"
"10776  :  โรงพยาบาลลาดบัวหลวง","27","5","18.52","6","2","33.33","11","0","0.00","8","2","25.00","2","1","50.00"
"10777  :  โรงพยาบาลวังน้อย","53","5","9.43","15","1","6.67","9","2","22.22","14","2","14.29","15","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","29","7","24.14","4","1","25.00","9","3","33.33","8","0","0.00","8","3","37.50"
"10779  :  โรงพยาบาลอุทัย","12","1","8.33","2","0","0.00","4","0","0.00","5","1","20.00","1","0","0.00"
"10780  :  โรงพยาบาลมหาราช","14","3","21.43","7","1","14.29","1","0","0.00","2","0","0.00","4","2","50.00"
"10781  :  โรงพยาบาลบ้านแพรก","5","0","0.00","3","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","8","1","12.50","0","0","0.00","1","0","0.00","4","1","25.00","3","0","0.00"
"10782  :  โรงพยาบาลไชโย","8","2","25.00","4","2","50.00","3","0","0.00","1","0","0.00","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","23","3","13.04","8","1","12.50","7","0","0.00","4","1","25.00","4","1","25.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","15","10","66.67","2","2","100.00","2","1","50.00","7","5","71.43","4","2","50.00"
"10786  :  โรงพยาบาลแสวงหา","36","7","19.44","5","1","20.00","10","2","20.00","7","1","14.29","14","3","21.43"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","27","4","14.81","7","0","0.00","6","1","16.67","7","1","14.29","7","2","28.57"
"10788  :  โรงพยาบาลสามโก้","12","1","8.33","2","0","0.00","2","0","0.00","2","0","0.00","6","1","16.67"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","4","2","50.00","2","1","50.00","1","0","0.00","0","0","0.00","1","1","100.00"
"10789  :  โรงพยาบาลพัฒนานิคม","54","2","3.70","14","0","0.00","8","1","12.50","11","1","9.09","21","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","56","18","32.14","20","6","30.00","18","6","33.33","10","3","30.00","8","3","37.50"
"10791  :  โรงพยาบาลชัยบาดาล","70","17","24.29","10","4","40.00","18","4","22.22","18","2","11.11","24","7","29.17"
"10792  :  โรงพยาบาลท่าวุ้ง","20","5","25.00","3","1","33.33","8","2","25.00","4","1","25.00","5","1","20.00"
"10793  :  โรงพยาบาลท่าหลวง","34","7","20.59","11","2","18.18","8","1","12.50","8","1","12.50","7","3","42.86"
"10794  :  โรงพยาบาลสระโบสถ์","32","9","28.13","6","2","33.33","11","4","36.36","9","2","22.22","6","1","16.67"
"10795  :  โรงพยาบาลโคกเจริญ","20","5","25.00","6","2","33.33","5","2","40.00","6","1","16.67","3","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","29","7","24.14","7","1","14.29","11","1","9.09","5","4","80.00","6","1","16.67"
"10797  :  โรงพยาบาลหนองม่วง","15","2","13.33","4","1","25.00","6","1","16.67","2","0","0.00","3","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","42","13","30.95","9","2","22.22","9","4","44.44","10","2","20.00","14","5","35.71"
"10693  :  โรงพยาบาลอินทร์บุรี","15","8","53.33","1","1","100.00","2","0","0.00","7","5","71.43","5","2","40.00"
"10798  :  โรงพยาบาลบางระจัน","20","10","50.00","4","3","75.00","10","5","50.00","4","2","50.00","2","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","39","13","33.33","6","4","66.67","6","2","33.33","13","2","15.38","14","5","35.71"
"10800  :  โรงพยาบาลพรหมบุรี","21","4","19.05","8","2","25.00","3","0","0.00","5","1","20.00","5","1","20.00"
"10801  :  โรงพยาบาลท่าช้าง","19","12","63.16","8","7","87.50","8","3","37.50","2","1","50.00","1","1","100.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","22","5","22.73","3","1","33.33","5","0","0.00","8","4","50.00","6","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","31","4","12.90","9","1","11.11","9","1","11.11","3","1","33.33","10","1","10.00"
"10804  :  โรงพยาบาลสรรพยา","23","10","43.48","6","4","66.67","8","3","37.50","5","2","40.00","4","1","25.00"
"10805  :  โรงพยาบาลสรรคบุรี","37","1","2.70","9","0","0.00","9","0","0.00","5","0","0.00","14","1","7.14"
"10806  :  โรงพยาบาลหันคา","60","10","16.67","19","2","10.53","13","0","0.00","14","5","35.71","14","3","21.43"
"27974  :  โรงพยาบาลหนองมะโมง","5","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","147","10","6.80","38","1","2.63","35","2","5.71","35","4","11.43","39","3","7.69"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","43","7","16.28","12","2","16.67","6","1","16.67","11","2","18.18","14","2","14.29"
"10808  :  โรงพยาบาลหนองแค","88","15","17.05","23","5","21.74","21","3","14.29","26","4","15.38","18","3","16.67"
"10809  :  โรงพยาบาลวิหารแดง","72","16","22.22","16","4","25.00","16","4","25.00","11","4","36.36","29","4","13.79"
"10810  :  โรงพยาบาลหนองแซง","23","3","13.04","4","0","0.00","3","1","33.33","6","1","16.67","10","1","10.00"
"10811  :  โรงพยาบาลบ้านหมอ","50","8","16.00","10","1","10.00","13","3","23.08","12","2","16.67","15","2","13.33"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","37","14","37.84","7","3","42.86","2","0","0.00","13","5","38.46","15","6","40.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","33","7","21.21","11","2","18.18","6","1","16.67","9","2","22.22","7","2","28.57"
"10815  :  โรงพยาบาลมวกเหล็ก","42","12","28.57","16","5","31.25","10","5","50.00","8","1","12.50","8","1","12.50"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","48","9","18.75","13","1","7.69","11","3","27.27","10","2","20.00","14","3","21.43"
"11485  :  โรงพยาบาลค่ายอดิศร","66","2","3.03","25","0","0.00","18","1","5.56","10","1","10.00","13","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","258","84","32.56","43","17","39.53","63","26","41.27","66","16","24.24","86","25","29.07"
"10818  :  โรงพยาบาลหนองใหญ่","60","12","20.00","13","3","23.08","16","6","37.50","9","1","11.11","22","2","9.09"
"10819  :  โรงพยาบาลบางละมุง","139","10","7.19","18","0","0.00","24","2","8.33","40","3","7.50","57","5","8.77"
