"โรงพยาบาล","รวม","ปี พ.ศ. 2562","ปี พ.ศ. 2563"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"Hct","CBC","รวม","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","429","85","514","0","83","85","0","47","2","82","0","50","0","35","0","10","0","25","0","14","0","35","0","19","0","27","0"
"10752  :  โรงพยาบาลบางบ่อ","90","0","90","12","0","9","0","13","0","11","0","6","0","7","0","7","0","2","0","4","0","6","0","4","0","9","0"
"10753  :  โรงพยาบาลบางพลี","0","159","159","0","19","0","13","0","16","0","16","0","16","0","9","0","3","0","12","0","7","0","18","0","14","0","16"
"10754  :  โรงพยาบาลบางจาก","160","0","160","12","0","15","0","14","0","15","0","23","0","17","0","13","0","11","0","11","0","12","0","10","0","7","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","210","0","210","59","0","12","0","10","0","19","0","17","0","9","0","18","0","8","0","20","0","16","0","10","0","12","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","157","0","157","20","0","11","0","12","0","23","0","14","0","7","0","9","0","13","0","11","0","12","0","16","0","9","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","23","0","23","11","0","0","0","0","0","0","0","0","0","0","0","3","0","6","0","0","0","0","0","0","0","3","0"
"28785  :  โรงพยาบาลบางเสาธง","41","0","41","7","0","5","0","1","0","4","0","4","0","0","0","0","0","10","0","3","0","1","0","2","0","4","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","4","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","25","0","25","19","0","2","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","94","0","94","19","0","6","0","5","0","14","0","13","0","21","0","2","0","2","0","12","0","0","0","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","269","1","270","101","0","39","0","31","0","1","0","31","0","29","0","0","0","9","1","28","0","0","0","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","12","0","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","6","0","6","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","189","0","189","27","0","0","0","37","0","35","0","29","0","18","0","11","0","16","0","16","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","0","13","13","0","10","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","121","0","121","26","0","10","0","15","0","24","0","17","0","13","0","7","0","4","0","5","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","22","0","22","17","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","7","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","16","0","16","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","0","160","160","0","16","0","21","0","26","0","28","0","36","0","19","0","3","0","4","0","7","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","0","20","20","0","4","0","4","0","4","0","5","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","92","431","523","58","113","34","44","0","52","0","48","0","37","0","36","0","19","0","17","0","32","0","33","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","27","0","27","18","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","45","0","45","0","0","3","0","0","0","0","0","25","0","12","0","0","0","5","0","0","0","0","0","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","40","0","40","15","0","6","0","6","0","3","0","3","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","44","22","66","16","8","6","2","2","1","4","1","4","2","1","2","2","0","7","4","2","2","0","0","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","24","0","24","7","0","1","0","4","0","1","0","2","0","1","0","0","0","1","0","7","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","36","0","36","29","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","55","0","55","4","0","0","0","11","0","11","0","10","0","7","0","4","0","8","0","0","0","0","0","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","28","12","40","11","1","7","0","3","0","1","3","2","2","2","2","0","1","2","1","0","2","0","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","98","39","137","8","10","3","4","1","8","4","4","13","4","16","5","23","1","17","1","13","2","0","0","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","29","10","39","6","5","3","3","3","0","1","1","0","0","4","0","1","0","11","1","0","0","0","0","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","0","192","192","0","32","0","38","0","27","0","32","0","34","0","21","0","8","0","0","0","0","0","0","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","25","0","25","3","0","0","0","0","0","3","0","0","0","1","0","0","0","5","0","5","0","8","0","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","6","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","16","0","16","3","0","2","0","1","0","3","0","2","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","0","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","138","100","238","20","26","19","11","4","9","22","15","13","7","13","7","6","4","12","4","18","11","11","6","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","2","18","20","1","2","0","2","0","3","0","4","1","1","0","0","0","3","0","1","0","2","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","6","3","9","5","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","8","0","8","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","0","15","15","0","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","34","9","43","8","3","9","0","0","0","4","0","6","1","0","0","1","2","5","3","1","0","0","0","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","0","8","8","0","3","0","1","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","643","0","643","193","0","90","0","64","0","75","0","72","0","53","0","39","0","57","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","15","0","15","6","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","119","0","119","24","0","21","0","0","0","5","0","1","0","25","0","11","0","13","0","10","0","9","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","172","39","211","30","14","25","1","9","4","23","3","26","4","25","5","0","2","8","4","20","1","6","1","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","260","0","260","47","0","47","0","40","0","45","0","39","0","17","0","2","0","4","0","19","0","0","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","152","25","177","26","8","16","1","7","2","16","2","20","4","16","4","15","0","5","1","18","1","13","2","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","106","0","106","19","0","11","0","13","0","7","0","13","0","11","0","13","0","2","0","8","0","9","0","0","0","0","0"
