"โรงพยาบาล","รวม","ปี พ.ศ. 2563","ปี พ.ศ. 2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"Hct","CBC","รวม","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","294","0","294","61","0","52","0","36","0","13","0","33","0","18","0","18","0","13","0","15","0","12","0","10","0","13","0"
"10752  :  โรงพยาบาลบางบ่อ","66","0","66","21","0","4","0","4","0","2","0","3","0","0","0","5","0","9","0","2","0","10","0","3","0","3","0"
"10753  :  โรงพยาบาลบางพลี","0","116","116","0","15","0","22","0","12","0","13","0","5","0","17","0","8","0","4","0","8","0","7","0","5","0","0"
"10754  :  โรงพยาบาลบางจาก","170","0","170","18","0","14","0","20","0","24","0","25","0","21","0","15","0","7","0","12","0","6","0","4","0","4","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","177","0","177","39","0","11","0","13","0","15","0","14","0","17","0","16","0","11","0","19","0","5","0","10","0","7","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","104","0","104","14","0","9","0","13","0","7","0","10","0","10","0","7","0","5","0","13","0","7","0","5","0","4","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","12","0","12","2","0","2","0","4","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","30","0","30","9","0","2","0","4","0","3","0","4","0","0","0","2","0","2","0","3","0","1","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","7","51","58","0","18","0","2","0","3","0","0","3","0","0","0","0","9","4","0","0","19","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","50","0","50","10","0","7","0","5","0","4","0","2","0","7","0","3","0","5","0","3","0","4","0","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","4","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","114","0","114","20","0","17","0","18","0","5","0","26","0","16","0","2","0","7","0","0","0","3","0","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","4","0","4","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","100","36","136","12","2","14","10","11","2","12","3","9","3","15","3","7","5","9","3","11","5","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","12","0","12","1","0","4","0","2","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","144","0","144","39","0","25","0","17","0","11","0","12","0","10","0","8","0","12","0","10","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","6","84","90","4","18","2","10","0","15","0","9","0","8","0","14","0","3","0","7","0","0","0","0","0","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","48","0","48","10","0","19","0","16","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","108","0","108","19","0","18","0","18","0","14","0","9","0","15","0","15","0","0","0","0","0","0","0","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","76","0","76","12","0","8","0","7","0","2","0","10","0","14","0","10","0","5","0","5","0","3","0","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","107","0","107","26","0","8","0","8","0","17","0","2","0","15","0","9","0","15","0","7","0","0","0","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","3","107","110","0","24","0","17","0","10","0","16","0","10","0","17","0","3","0","10","3","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","5","16","21","0","3","3","1","0","3","0","0","0","1","1","2","0","1","1","4","0","1","0","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","413","413","0","105","0","61","0","45","0","31","0","38","0","41","0","25","0","24","0","28","0","15","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","126","0","126","32","0","31","0","21","0","11","0","7","0","14","0","10","0","0","0","0","0","0","0","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","58","0","58","9","0","19","0","9","0","1","0","3","0","3","0","6","0","3","0","5","0","0","0","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","61","0","61","11","0","16","0","7","0","2","0","4","0","10","0","1","0","4","0","6","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","41","24","65","12","7","10","4","2","3","9","4","1","1","1","0","0","0","0","3","6","2","0","0","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","35","0","35","11","0","3","0","1","0","3","0","6","0","3","0","6","0","0","0","2","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","102","0","102","29","0","33","0","23","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","3","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","3","27","30","0","3","0","7","1","3","0","2","0","5","0","2","0","1","0","3","2","1","0","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","42","36","78","7","11","7","8","4","3","3","3","3","4","8","2","5","1","1","3","4","1","0","0","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","38","8","46","6","5","6","0","11","0","5","0","3","0","5","2","0","0","0","0","0","0","2","1","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","0","207","207","0","39","0","39","0","30","0","27","0","18","0","24","0","16","0","14","0","0","0","0","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","76","0","76","8","0","12","0","11","0","7","0","4","0","7","0","12","0","3","0","6","0","6","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","9","0","9","3","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","1","10","11","0","0","0","4","0","1","0","1","0","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","69","73","142","9","16","12","11","5","11","3","4","7","7","9","5","7","6","9","4","8","9","0","0","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","0","5","5","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","86","2","88","15","1","14","0","6","0","9","0","11","1","8","0","5","0","7","0","8","0","3","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","13","0","13","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","3","6","9","2","2","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","14","12","26","1","3","2","0","1","1","3","0","6","4","0","0","0","2","1","0","0","1","0","1","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","572","0","572","159","0","58","0","68","0","57","0","52","0","85","0","73","0","20","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","22","0","22","3","0","3","0","3","0","2","0","0","0","6","0","1","0","0","0","4","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","141","0","141","26","0","20","0","19","0","14","0","11","0","12","0","0","0","17","0","13","0","9","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","114","36","150","23","13","15","5","9","4","18","1","5","0","15","1","10","6","11","2","8","4","0","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","209","63","272","54","13","25","14","28","5","26","6","19","10","16","6","22","8","0","0","0","0","19","1","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","146","17","163","25","8","11","2","11","1","16","2","16","0","14","2","18","1","11","0","16","1","8","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","78","0","78","12","0","7","0","7","0","6","0","11","0","9","0","8","0","5","0","7","0","6","0","0","0","0","0"
