"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","712","100","14.04","176","36","20.45","167","20","11.98","194","28","14.43","175","16","9.14"
"10752  :  โรงพยาบาลบางบ่อ","81","9","11.11","17","2","11.76","19","4","21.05","13","0","0.00","32","3","9.38"
"10753  :  โรงพยาบาลบางพลี","209","42","20.10","84","16","19.05","44","7","15.91","48","12","25.00","33","7","21.21"
"10754  :  โรงพยาบาลบางจาก","98","6","6.12","24","3","12.50","25","2","8.00","21","0","0.00","28","1","3.57"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","78","4","5.13","25","2","8.00","19","1","5.26","18","1","5.56","16","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","706","216","30.59","204","53","25.98","173","71","41.04","153","29","18.95","176","63","35.80"
"10756  :  โรงพยาบาลบางกรวย","52","11","21.15","15","1","6.67","6","1","16.67","19","4","21.05","12","5","41.67"
"10757  :  โรงพยาบาลบางใหญ่","85","5","5.88","18","0","0.00","18","0","0.00","21","2","9.52","28","3","10.71"
"10758  :  โรงพยาบาลบางบัวทอง","139","71","51.08","46","14","30.43","19","10","52.63","35","23","65.71","39","24","61.54"
"10759  :  โรงพยาบาลไทรน้อย","77","25","32.47","18","4","22.22","21","13","61.90","15","6","40.00","23","2","8.70"
"10760  :  โรงพยาบาลปากเกร็ด","107","28","26.17","25","5","20.00","27","11","40.74","33","8","24.24","22","4","18.18"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","66","0","0.00","0","0","0.00","2","0","0.00","36","0","0.00","28","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","565","35","6.19","107","2","1.87","122","6","4.92","144","7","4.86","192","20","10.42"
"10761  :  โรงพยาบาลคลองหลวง","10","0","0.00","5","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","79","5","6.33","21","2","9.52","18","0","0.00","10","0","0.00","30","3","10.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","47","2","4.26","13","1","7.69","4","1","25.00","15","0","0.00","15","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","37","18","48.65","10","3","30.00","4","3","75.00","9","4","44.44","14","8","57.14"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","39","16","41.03","11","3","27.27","9","2","22.22","4","3","75.00","15","8","53.33"
"10766  :  โรงพยาบาลลำลูกกา","70","3","4.29","21","0","0.00","15","2","13.33","16","1","6.25","18","0","0.00"
"10767  :  โรงพยาบาลสามโคก","20","3","15.00","2","0","0.00","7","0","0.00","4","1","25.00","7","2","28.57"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,614","95","5.89","482","42","8.71","312","8","2.56","411","17","4.14","409","28","6.85"
"10688  :  โรงพยาบาลเสนา","261","2","0.77","72","0","0.00","59","1","1.69","67","0","0.00","63","1","1.59"
"10768  :  โรงพยาบาลท่าเรือ","57","0","0.00","15","0","0.00","11","0","0.00","11","0","0.00","20","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","52","2","3.85","13","1","7.69","10","1","10.00","8","0","0.00","21","0","0.00"
"10770  :  โรงพยาบาลบางไทร","20","0","0.00","5","0","0.00","6","0","0.00","4","0","0.00","5","0","0.00"
"10771  :  โรงพยาบาลบางบาล","17","1","5.88","5","0","0.00","5","0","0.00","2","1","50.00","5","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","142","3","2.11","45","0","0.00","31","1","3.23","32","0","0.00","34","2","5.88"
"10773  :  โรงพยาบาลบางปะหัน","59","4","6.78","24","2","8.33","9","0","0.00","15","1","6.67","11","1","9.09"
"10774  :  โรงพยาบาลผักไห่","39","2","5.13","18","0","0.00","2","1","50.00","7","1","14.29","12","0","0.00"
"10775  :  โรงพยาบาลภาชี","61","0","0.00","15","0","0.00","13","0","0.00","24","0","0.00","9","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","38","3","7.89","5","0","0.00","9","0","0.00","13","2","15.38","11","1","9.09"
"10777  :  โรงพยาบาลวังน้อย","75","0","0.00","21","0","0.00","19","0","0.00","12","0","0.00","23","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","3","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","2","0","0.00"
"10779  :  โรงพยาบาลอุทัย","39","2","5.13","11","0","0.00","13","1","7.69","7","0","0.00","8","1","12.50"
"10780  :  โรงพยาบาลมหาราช","16","0","0.00","8","0","0.00","1","0","0.00","3","0","0.00","4","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","199","41","20.60","61","10","16.39","51","8","15.69","40","8","20.00","47","15","31.91"
"10782  :  โรงพยาบาลไชโย","5","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","1","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","25","2","8.00","5","1","20.00","5","0","0.00","8","1","12.50","7","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","38","10","26.32","8","0","0.00","9","0","0.00","8","2","25.00","13","8","61.54"
"10786  :  โรงพยาบาลแสวงหา","26","3","11.54","7","1","14.29","4","0","0.00","6","0","0.00","9","2","22.22"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","81","3","3.70","28","0","0.00","14","2","14.29","16","1","6.25","23","0","0.00"
"10788  :  โรงพยาบาลสามโก้","10","0","0.00","4","0","0.00","1","0","0.00","2","0","0.00","3","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","429","2","0.47","126","1","0.79","101","1","0.99","100","0","0.00","102","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","190","0","0.00","67","0","0.00","36","0","0.00","34","0","0.00","53","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","67","0","0.00","18","0","0.00","22","0","0.00","14","0","0.00","13","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","77","3","3.90","20","0","0.00","18","0","0.00","17","2","11.76","22","1","4.55"
"10791  :  โรงพยาบาลชัยบาดาล","264","1","0.38","83","0","0.00","57","0","0.00","51","0","0.00","73","1","1.37"
"10792  :  โรงพยาบาลท่าวุ้ง","31","0","0.00","9","0","0.00","8","0","0.00","6","0","0.00","8","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","32","1","3.13","10","0","0.00","11","0","0.00","4","1","25.00","7","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","7","0","0.00","4","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","25","0","0.00","9","0","0.00","5","0","0.00","8","0","0.00","3","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","38","1","2.63","7","0","0.00","8","0","0.00","8","0","0.00","15","1","6.67"
"10797  :  โรงพยาบาลหนองม่วง","47","0","0.00","10","0","0.00","14","0","0.00","10","0","0.00","13","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","115","30","26.09","40","12","30.00","20","2","10.00","22","9","40.91","33","7","21.21"
"10693  :  โรงพยาบาลอินทร์บุรี","130","50","38.46","40","12","30.00","24","10","41.67","36","20","55.56","30","8","26.67"
"10798  :  โรงพยาบาลบางระจัน","4","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","17","2","11.76","4","2","50.00","6","0","0.00","3","0","0.00","4","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","5","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","4","1","25.00","2","1","50.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","136","25","18.38","24","4","16.67","25","7","28.00","27","5","18.52","60","9","15.00"
"10802  :  โรงพยาบาลมโนรมย์","23","4","17.39","4","1","25.00","4","1","25.00","6","1","16.67","9","1","11.11"
"10803  :  โรงพยาบาลวัดสิงห์","32","6","18.75","8","1","12.50","5","3","60.00","8","1","12.50","11","1","9.09"
"10804  :  โรงพยาบาลสรรพยา","13","1","7.69","5","0","0.00","2","0","0.00","3","0","0.00","3","1","33.33"
"10805  :  โรงพยาบาลสรรคบุรี","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10806  :  โรงพยาบาลหันคา","31","1","3.23","9","0","0.00","7","0","0.00","6","1","16.67","9","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","274","3","1.09","0","0","0.00","0","0","0.00","57","0","0.00","217","3","1.38"
"10695  :  โรงพยาบาลพระพุทธบาท","300","0","0.00","94","0","0.00","66","0","0.00","67","0","0.00","73","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","63","0","0.00","17","0","0.00","14","0","0.00","17","0","0.00","15","0","0.00"
"10808  :  โรงพยาบาลหนองแค","72","0","0.00","18","0","0.00","15","0","0.00","14","0","0.00","25","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","47","0","0.00","20","0","0.00","10","0","0.00","2","0","0.00","15","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","9","0","0.00","3","0","0.00","3","0","0.00","1","0","0.00","2","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","50","1","2.00","14","0","0.00","6","0","0.00","16","0","0.00","14","1","7.14"
"10812  :  โรงพยาบาลดอนพุด","4","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","2","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","40","0","0.00","10","0","0.00","8","0","0.00","11","0","0.00","11","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","82","0","0.00","20","0","0.00","14","0","0.00","20","0","0.00","28","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","41","1","2.44","11","1","9.09","8","0","0.00","11","0","0.00","11","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","85","15","17.65","14","4","28.57","20","6","30.00","28","4","14.29","23","1","4.35"
"10817  :  โรงพยาบาลบ้านบึง","267","19","7.12","77","8","10.39","62","3","4.84","63","4","6.35","65","4","6.15"
"10818  :  โรงพยาบาลหนองใหญ่","43","2","4.65","12","0","0.00","14","0","0.00","7","0","0.00","10","2","20.00"
"10819  :  โรงพยาบาลบางละมุง","360","48","13.33","72","6","8.33","110","21","19.09","107","14","13.08","71","7","9.86"
