"โรงพยาบาล","รวม","ปี พ.ศ. 2563","ปี พ.ศ. 2564"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"Hct","CBC","รวม","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC","Hct","CBC"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","431","163","594","65","50","63","58","42","38","21","17","53","0","40","0","30","0","23","0","29","0","25","0","16","0","24","0"
"10752  :  โรงพยาบาลบางบ่อ","82","80","162","22","22","5","5","4","4","4","4","3","3","2","2","7","7","9","8","2","2","11","10","6","6","7","7"
"10753  :  โรงพยาบาลบางพลี","0","148","148","0","16","0","22","0","16","0","14","0","7","0","27","0","11","0","11","0","10","0","8","0","6","0","0"
"10754  :  โรงพยาบาลบางจาก","193","109","302","18","13","17","14","21","11","30","17","28","11","24","11","16","9","9","6","14","8","7","5","4","2","5","2"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","186","0","186","26","0","13","0","14","0","18","0","14","0","17","0","21","0","15","0","19","0","6","0","16","0","7","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","108","0","108","11","0","9","0","13","0","7","0","11","0","14","0","7","0","5","0","14","0","7","0","6","0","4","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","12","0","12","2","0","2","0","4","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","45","33","78","10","7","3","2","5","4","5","3","5","3","1","1","4","4","4","4","4","1","2","2","1","1","1","1"
"10686  :  โรงพยาบาลพระนั่งเกล้า","7","39","46","0","0","0","2","0","3","0","0","3","0","0","0","0","10","4","4","0","20","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","48","21","69","5","3","7","2","5","4","5","3","2","2","8","3","3","1","5","0","4","2","4","1","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","115","50","165","18","7","19","10","18","8","5","5","26","7","17","0","2","2","7","7","0","1","3","3","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","2","2","4","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","104","43","147","12","2","14","12","12","2","12","3","10","3","15","6","7","5","11","3","11","7","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","12","8","20","1","1","4","2","2","1","0","0","1","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","141","0","141","27","0","26","0","18","0","12","0","12","0","12","0","9","0","14","0","11","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","23","90","113","1","19","0","10","0","15","12","12","10","10","0","14","0","3","0","7","0","0","0","0","0","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","48","48","96","10","10","19","19","16","16","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","108","108","216","19","19","18","18","18","18","14","14","9","9","15","15","15","15","0","0","0","0","0","0","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","71","71","142","7","7","8","8","7","7","2","2","10","10","14","14","10","10","5","5","5","5","3","3","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","99","0","99","16","0","8","0","8","0","18","0","2","0","16","0","9","0","15","0","7","0","0","0","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","111","108","219","24","24","17","17","10","10","16","16","11","11","17","17","3","3","10","10","3","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","6","17","23","0","3","3","1","0","3","0","0","0","2","1","2","0","1","2","4","0","1","0","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","411","411","0","74","0","67","0","48","0","32","0","43","0","42","0","27","0","26","0","33","0","19","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","131","131","262","20","20","31","31","21","21","11","11","7","7","15","15","26","26","0","0","0","0","0","0","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","60","60","120","9","9","20","20","10","10","1","1","3","3","3","3","6","6","3","3","5","5","0","0","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","64","46","110","10","8","17","18","8","3","2","3","5","2","11","6","1","1","4","2","6","3","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","59","30","89","11","6","14","5","5","4","13","6","2","1","1","1","0","0","5","5","8","2","0","0","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","37","21","58","11","7","4","4","1","1","3","2","6","1","4","1","6","4","0","0","2","1","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","101","65","166","28","18","33","21","23","15","17","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","29","26","55","1","1","7","7","4","3","2","2","5","5","2","2","1","1","4","4","3","1","0","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","79","41","120","17","10","16","10","7","3","6","4","7","4","10","2","6","2","4","3","6","3","0","0","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","37","11","48","4","5","6","0","12","0","5","0","3","1","5","3","0","0","0","0","0","0","2","2","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","199","214","413","39","39","40","40","31","31","28","28","18","18","26","26","17","17","0","15","0","0","0","0","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","76","45","121","4","3","13","8","11","5","8","3","4","1","7","7","13","9","3","1","6","3","7","5","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","9","0","9","3","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","12","11","23","0","0","4","4","1","1","2","2","2","2","2","1","0","0","1","1","0","0","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","71","79","150","9","15","14","12","5","11","3","4","7","9","9","5","7","8","9","5","8","10","0","0","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","1","5","6","0","2","0","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","84","18","102","12","4","14","2","6","2","9","0","11","2","8","1","6","0","7","4","8","1","3","2","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","0","7","7","0","3","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","26","12","38","3","2","2","0","2","1","3","0","11","5","0","0","2","2","1","0","1","1","1","1","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","495","178","673","78","38","58","30","68","23","57","15","54","16","86","32","74","21","20","3","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","22","17","39","3","2","3","2","3","4","2","2","0","0","6","5","1","1","0","0","4","1","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","129","0","129","13","0","21","0","19","0","14","0","11","0","12","0","0","0","17","0","13","0","9","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","141","37","178","27","10","19","5","13","4","19","1","5","1","16","2","17","7","13","2","12","5","0","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","211","61","272","34","9","33","13","33","6","32","6","19","12","17","6","23","8","0","0","0","0","20","1","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","178","22","200","19","5","13","2","13","2","24","4","22","0","20","4","25","1","14","3","20","1","8","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","80","20","100","12","2","7","3","7","2","6","2","11","1","11","3","8","3","5","1","7","1","6","2","0","0","0","0"
