"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","18,293","134,456","7.35","0","0","0.00","2,204","17,430","7.91","13,712","105,892","7.72","2,377","11,134","4.68","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","13,595","110,935","8.16","0","0","0.00","0","0","0.00","0","0","0.00","13,595","110,935","8.16","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","38,750","192,446","4.97","1,935","14,605","7.55","29,870","150,910","5.05","2","28","14.00","6,943","26,903","3.87","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","8,942","33,927","3.79","527","3,086","5.86","499","1,619","3.24","5,631","23,225","4.12","2,285","5,997","2.62","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","13,835","61,844","4.47","386","4,081","10.57","2,432","9,863","4.06","8,606","40,331","4.69","2,411","7,569","3.14","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","5,952","20,681","3.47","233","1,247","5.35","1,210","3,620","2.99","3,275","12,575","3.84","1,234","3,239","2.62","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,719","13,018","3.50","134","613","4.57","29","93","3.21","2,967","10,421","3.51","590","1,891","3.21","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","432","9,759","22.59","0","0","0.00","0","0","0.00","432","9,759","22.59","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","1,110","47,364","42.67","177","7,207","40.72","0","0","0.00","905","38,890","42.97","29","1,267","43.69","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","26,752","141,498","5.29","1,654","12,133","7.34","2,386","14,625","6.13","18,731","99,897","5.33","3,981","14,843","3.73","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","2,299","8,562","3.72","148","857","5.79","243","692","2.85","1,735","6,581","3.79","173","432","2.50","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","3,055","12,775","4.18","100","379","3.79","240","2,417","10.07","2,568","9,646","3.76","147","333","2.27","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","3,382","12,411","3.67","114","513","4.50","349","1,232","3.53","2,604","9,729","3.74","338","937","2.77","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","3,909","13,208","3.38","270","1,211","4.49","497","1,084","2.18","3,074","10,744","3.50","68","169","2.49","0","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","3,599","11,303","3.14","94","295","3.14","42","180","4.29","2,623","8,792","3.35","840","2,036","2.42","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","436","33,450","76.72","41","2,151","52.46","81","4,900","60.49","251","19,808","78.92","60","6,495","108.25","3","96","32.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","482","2,647","5.49","98","755","7.70","142","532","3.75","242","1,360","5.62","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","31,512","139,240","4.42","1,439","8,450","5.87","9,512","39,951","4.20","19,906","89,008","4.47","655","1,831","2.80","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","3,211","16,052","5.00","28","180","6.43","9","46","5.11","2,267","11,632","5.13","908","4,194","4.62","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","3,982","15,439","3.88","158","603","3.82","18","41","2.28","3,348","13,391","4.00","458","1,404","3.07","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,753","11,460","6.54","20","281","14.05","27","144","5.33","1,525","10,068","6.60","199","967","4.86","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","2,093","7,542","3.60","35","114","3.26","6","14","2.33","1,757","6,566","3.74","295","848","2.87","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,972","6,250","3.17","75","296","3.95","111","247","2.23","1,609","5,201","3.23","177","506","2.86","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","3,560","15,539","4.36","56","426","7.61","467","2,218","4.75","2,485","11,148","4.49","554","1,747","3.15","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","1,245","5,249","4.22","15","48","3.20","19","38","2.00","1,101","4,811","4.37","110","352","3.20","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","70,360","378,071","5.37","6,034","43,623","7.23","14,004","54,226","3.87","42,746","255,480","5.98","7,424","23,880","3.22","152","862","5.67"
"10688  :  โรงพยาบาลเสนา","10,865","59,462","5.47","869","5,676","6.53","1,517","6,141","4.05","6,625","39,161","5.91","1,854","8,484","4.58","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,304","7,343","3.19","205","636","3.10","399","815","2.04","1,695","5,864","3.46","12","28","2.33","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","5,278","18,623","3.53","482","1,982","4.11","403","1,156","2.87","3,941","14,333","3.64","452","1,152","2.55","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","2,131","6,802","3.19","226","851","3.77","202","526","2.60","1,588","5,089","3.20","117","336","2.87","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,321","4,452","3.37","135","493","3.65","114","317","2.78","1,057","3,606","3.41","15","36","2.40","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","4,027","13,486","3.35","185","901","4.87","298","890","2.99","3,001","10,330","3.44","543","1,365","2.51","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","4,024","13,770","3.42","358","1,320","3.69","264","854","3.23","3,124","11,034","3.53","278","562","2.02","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","4,474","13,492","3.02","406","1,412","3.48","412","916","2.22","3,640","11,130","3.06","16","34","2.13","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","2,791","9,777","3.50","236","954","4.04","1,389","4,550","3.28","1,143","4,208","3.68","23","65","2.83","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","3,824","12,861","3.36","138","616","4.46","622","1,774","2.85","2,634","9,467","3.59","434","1,004","2.31","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","3,041","9,800","3.22","99","318","3.21","260","649","2.50","2,372","8,033","3.39","310","800","2.58","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","637","2,220","3.49","52","120","2.31","45","111","2.47","534","1,980","3.71","6","9","1.50","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","2,384","8,105","3.40","179","744","4.16","832","2,248","2.70","1,358","5,072","3.73","15","41","2.73","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","920","3,119","3.39","115","426","3.70","54","133","2.46","690","2,436","3.53","61","124","2.03","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","810","2,622","3.24","134","533","3.98","77","182","2.36","587","1,840","3.13","12","67","5.58","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","12,749","57,772","4.53","1,845","9,644","5.23","1,398","5,506","3.94","7,378","34,433","4.67","2,126","8,187","3.85","2","2","1.00"
"10782  :  โรงพยาบาลไชโย","1,962","7,123","3.63","233","925","3.97","135","423","3.13","1,463","5,390","3.68","131","385","2.94","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","3,653","11,852","3.24","524","2,477","4.73","521","1,065","2.04","2,556","8,149","3.19","52","161","3.10","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","6,096","20,629","3.38","779","2,856","3.67","300","865","2.88","4,716","16,000","3.39","302","908","3.01","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","3,413","11,731","3.44","316","1,235","3.91","244","753","3.09","2,832","9,675","3.42","27","68","2.52","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","7,553","26,946","3.57","915","3,809","4.16","528","1,456","2.76","5,730","20,342","3.55","380","1,339","3.52","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","2,402","7,602","3.16","215","876","4.07","97","226","2.33","1,959","6,167","3.15","131","333","2.54","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","26,307","166,704","6.34","3,287","25,310","7.70","5,102","27,253","5.34","15,764","103,000","6.53","2,257","11,141","4.94","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","12,462","70,640","5.67","1,183","7,798","6.59","1,198","6,732","5.62","8,374","47,610","5.69","1,710","8,500","4.97","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","3,533","12,667","3.59","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","3,533","12,667","3.59"
"10790  :  โรงพยาบาลโคกสำโรง","5,848","22,926","3.92","309","1,803","5.83","386","1,215","3.15","4,520","17,910","3.96","624","1,973","3.16","9","25","2.78"
"10791  :  โรงพยาบาลชัยบาดาล","10,023","55,679","5.56","536","2,496","4.66","633","2,319","3.66","8,158","36,409","4.46","746","14,323","19.20","40","132","3.30"
"10792  :  โรงพยาบาลท่าวุ้ง","3,003","8,720","2.90","311","1,006","3.23","152","361","2.38","2,458","7,145","2.91","81","204","2.52","1","4","4.00"
"10793  :  โรงพยาบาลท่าหลวง","2,897","7,434","2.57","135","415","3.07","132","317","2.40","2,466","6,375","2.59","164","327","1.99","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,423","4,217","2.96","91","250","2.75","82","204","2.49","1,220","3,696","3.03","30","67","2.23","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","1,722","5,888","3.42","84","314","3.74","77","269","3.49","1,509","5,157","3.42","54","148","2.74","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","2,190","7,228","3.30","99","353","3.57","54","143","2.65","1,918","6,353","3.31","130","379","2.92","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","2,595","7,340","2.83","176","501","2.85","78","166","2.13","2,152","6,190","2.88","183","455","2.49","7","28","4.00"
