"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","114","0","0","0"
"10753  :  โรงพยาบาลบางพลี","172","1","0","0"
"10754  :  โรงพยาบาลบางจาก","45","3","3","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","34","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","4","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","11","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","134","2","0","0"
"10761  :  โรงพยาบาลคลองหลวง","56","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","61","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","31","1","0","0"
"10764  :  โรงพยาบาลหนองเสือ","26","4","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","32","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","51","149","8","2"
"10767  :  โรงพยาบาลสามโคก","38","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","117","26","2","4"
"10782  :  โรงพยาบาลไชโย","32","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","80","2","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","78","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","24","2","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","109","0","0","0"
"10788  :  โรงพยาบาลสามโก้","11","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","220","1","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","98","6","0","0"
"10798  :  โรงพยาบาลบางระจัน","51","1","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","32","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","60","1","0","0"
"10801  :  โรงพยาบาลท่าช้าง","41","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","160","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","16","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","12","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","48","0","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","125","4","0","0"
"10806  :  โรงพยาบาลหันคา","18","0","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","0","0","0","0"
"10808  :  โรงพยาบาลหนองแค","0","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","0","0","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","135","6","0","0"
"10817  :  โรงพยาบาลบ้านบึง","62","0","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","45","1","0","0"
"10819  :  โรงพยาบาลบางละมุง","438","16","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","32","0","0","0"
"10821  :  โรงพยาบาลพานทอง","100","0","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","76","0","0","0"
"10823  :  โรงพยาบาลแหลมฉบัง","130","0","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","7","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","38","0","0","0"
"10826  :  โรงพยาบาลบ่อทอง","88","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","89","0","0","0"
"10663  :  โรงพยาบาลระยอง","345","141","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","48","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","25","0","0","0"
"10829  :  โรงพยาบาลแกลง","62","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","53","28","0","0"
"10831  :  โรงพยาบาลบ้านค่าย","143","0","0","0"
"10832  :  โรงพยาบาลปลวกแดง","26","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","34","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","18","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","5","1","0","0"
"10834  :  โรงพยาบาลขลุง","105","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","52","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","53","0","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","44","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","62","0","0","0"
"10839  :  โรงพยาบาลมะขาม","92","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","37","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","121","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","51","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","57","0","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","89","0","0","0"
"10696  :  โรงพยาบาลตราด","80","118","39","1"
"10845  :  โรงพยาบาลคลองใหญ่","21","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","77","5","0","0"
"10847  :  โรงพยาบาลบ่อไร่","81","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","39","25","0","0"
"10849  :  โรงพยาบาลเกาะกูด","2","1","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","13","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","27","3","0","3"
"10850  :  โรงพยาบาลบางคล้า","42","2","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","21","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","82","8","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","31","0","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","102","0","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","95","0","0","0"
"10856  :  โรงพยาบาลแปลงยาว","86","4","0","0"
"13747  :  โรงพยาบาลราชสาส์น","8","0","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","354","147","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","345","0","0","0"
"10858  :  โรงพยาบาลนาดี","42","0","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","33","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","36","0","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","0","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","8","0","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","30","1","0","0"
"10698  :  โรงพยาบาลนครนายก","331","1","0","0"
"10863  :  โรงพยาบาลปากพลี","39","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","39","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","20","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","5","7","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","10","2","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0","0"
"10866  :  โรงพยาบาลคลองหาด","0","0","0","0"
"10867  :  โรงพยาบาลตาพระยา","0","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","0","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","0","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0"
"10873  :  โรงพยาบาลคง","0","0","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0","0"
"10875  :  โรงพยาบาลจักราช","0","0","0","0"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0"
"10882  :  โรงพยาบาลประทาย","0","0","0","0"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0","0"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0"
"27840  :  โรงพยาบาลสีดา","0","0","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","577","342","64","7"
"10895  :  โรงพยาบาลคูเมือง","90","0","0","0"
"10896  :  โรงพยาบาลกระสัง","311","1","0","0"
"10897  :  โรงพยาบาลนางรอง","75","3","3","0"
"10898  :  โรงพยาบาลหนองกี่","114","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","128","0","0","0"
"10900  :  โรงพยาบาลประโคนชัย","498","5","0","1"
"10901  :  โรงพยาบาลบ้านกรวด","168","1","0","0"
"10902  :  โรงพยาบาลพุทไธสง","147","1","1","0"
"10904  :  โรงพยาบาลลำปลายมาศ","441","0","0","0"
"10905  :  โรงพยาบาลสตึก","335","3","0","0"
"10906  :  โรงพยาบาลปะคำ","66","0","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","80","0","0","0"
"10908  :  โรงพยาบาลหนองหงส์","72","0","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","132","127","72","10"
"10910  :  โรงพยาบาลห้วยราช","152","100","8","4"
"10911  :  โรงพยาบาลโนนสุวรรณ","106","0","0","0"
"10912  :  โรงพยาบาลชำนิ","54","0","0","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","47","0","0","0"
"10914  :  โรงพยาบาลโนนดินแดง","91","0","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","2","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","100","1","0","0"
"23578  :  โรงพยาบาลแคนดง","59","0","0","0"
"28020  :  โรงพยาบาลบ้านด่าน","13","0","0","0"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0"
"10915  :  โรงพยาบาลชุมพลบุรี","0","0","0","0"
"10916  :  โรงพยาบาลท่าตูม","0","0","0","0"
"10917  :  โรงพยาบาลจอมพระ","0","0","0","0"
"10918  :  โรงพยาบาลปราสาท","0","0","0","0"
"10919  :  โรงพยาบาลกาบเชิง","0","0","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","0","0","0","0"
"10921  :  โรงพยาบาลสนม","0","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","0","0","0","0"
"10923  :  โรงพยาบาลสังขะ","0","0","0","0"
"10924  :  โรงพยาบาลลำดวน","0","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0"
"10926  :  โรงพยาบาลบัวเชด","0","0","0","0"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","865","64","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","169","2","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","161","3","0","1"
"10929  :  โรงพยาบาลกันทรลักษ์","405","1","0","0"
"10930  :  โรงพยาบาลขุขันธ์","299","2","0","0"
"10931  :  โรงพยาบาลไพรบึง","124","7","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","153","0","0","0"
"10933  :  โรงพยาบาลขุนหาญ","191","0","0","0"
"10934  :  โรงพยาบาลราษีไศล","239","0","0","0"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","419","5","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","24","0","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","120","3","0","0"
"10938  :  โรงพยาบาลโนนคูณ","45","2","1","0"
"10939  :  โรงพยาบาลศรีรัตนะ","74","3","0","0"
"10940  :  โรงพยาบาลวังหิน","79","0","0","0"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","54","0","0","0"
"10942  :  โรงพยาบาลภูสิงห์","267","1","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","36","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","38","0","0","0"
"28014  :  โรงพยาบาลพยุห์","38","3","0","0"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","25","0","0","0"
