"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","94","1,006","10.70","8","63","7.88","11","205","18.64","52","442","8.50","23","296","12.87","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","4,761","26,497","5.57","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4,761","26,497","5.57"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","2,495","14,511","5.82","177","661","3.73","0","0","0.00","2,318","13,850","5.97","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","100","1,084","10.84","0","0","0.00","0","0","0.00","0","0","0.00","100","1,084","10.84","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","44,770","236,276","5.28","2,074","14,403","6.94","1,835","11,266","6.14","26,227","142,889","5.45","14,634","67,718","4.63","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","9,587","39,269","4.10","506","3,774","7.46","474","1,672","3.53","6,081","26,667","4.39","2,526","7,156","2.83","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","14,873","65,542","4.41","974","5,479","5.63","2,259","8,811","3.90","9,644","44,891","4.65","1,996","6,361","3.19","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","5,444","19,132","3.51","149","632","4.24","935","3,127","3.34","3,633","13,380","3.68","727","1,993","2.74","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,227","13,146","4.07","89","350","3.93","26","80","3.08","2,710","11,468","4.23","404","1,248","3.09","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,041","3,271","3.14","0","0","0.00","70","169","2.41","904","2,754","3.05","67","348","5.19","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","8,147","36,106","4.43","0","0","0.00","0","0","0.00","8,147","36,106","4.43","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","643","49,387","76.81","109","6,613","60.67","0","0","0.00","502","40,865","81.40","32","1,909","59.66","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","34,507","218,322","6.33","2,546","21,859","8.59","3,306","20,192","6.11","23,763","147,218","6.20","4,892","29,053","5.94","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","2,620","9,286","3.54","173","767","4.43","212","657","3.10","2,134","7,625","3.57","101","237","2.35","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","3,325","15,687","4.72","137","703","5.13","10","30","3.00","2,981","14,404","4.83","197","550","2.79","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","4,773","16,927","3.55","197","949","4.82","428","997","2.33","3,889","14,259","3.67","259","722","2.79","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","4,487","15,642","3.49","374","1,723","4.61","201","558","2.78","3,473","12,196","3.51","442","1,149","2.60","7","16","2.29"
"10760  :  โรงพยาบาลปากเกร็ด","4,604","17,750","3.86","178","772","4.34","31","106","3.42","3,394","13,920","4.10","1,010","2,952","2.92","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","849","6,849","8.07","259","1,914","7.39","1","11","11.00","532","4,423","8.31","0","0","0.00","57","501","8.79"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","1,881","80,748","42.93","126","3,803","30.18","244","12,536","51.38","1,463","61,430","41.99","48","2,979","62.06","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","12,726","70,281","5.52","2,616","16,139","6.17","3,611","15,045","4.17","6,507","39,089","6.01","2","8","4.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","597","1,793","3.00","32","116","3.63","532","1,587","2.98","7","23","3.29","26","67","2.58","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","32,940","157,723","4.79","1,332","8,699","6.53","9,685","44,392","4.58","21,303","102,815","4.83","620","1,817","2.93","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","3,206","10,644","3.32","30","79","2.63","27","75","2.78","2,376","8,240","3.47","790","2,250","2.85","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","3,483","14,788","4.25","111","374","3.37","22","104","4.73","3,046","13,251","4.35","305","1,059","3.47","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,983","10,013","5.05","28","128","4.57","9","28","3.11","1,680","8,710","5.18","285","1,147","4.02","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","1,660","5,689","3.43","35","120","3.43","2","6","3.00","1,454","5,050","3.47","174","513","2.95","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,928","6,389","3.31","85","275","3.24","79","170","2.15","1,621","5,622","3.47","143","322","2.25","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","3,124","9,084","2.91","45","121","2.69","575","1,783","3.10","2,077","6,153","2.96","427","1,027","2.41","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","1,301","6,752","5.19","19","76","4.00","15","40","2.67","1,078","6,054","5.62","189","582","3.08","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","37,190","193,484","5.20","3,223","22,504","6.98","6,633","25,563","3.85","23,474","132,184","5.63","3,851","13,205","3.43","9","28","3.11"
"10688  :  โรงพยาบาลเสนา","11,247","58,617","5.21","847","6,026","7.11","1,638","6,059","3.70","6,966","37,353","5.36","1,796","9,179","5.11","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,659","8,589","3.23","219","1,006","4.59","647","1,596","2.47","1,779","5,959","3.35","14","28","2.00","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2,104","7,696","3.66","150","606","4.04","175","542","3.10","1,624","6,176","3.80","155","372","2.40","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","2,141","7,270","3.40","169","695","4.11","159","362","2.28","1,647","5,765","3.50","166","448","2.70","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,075","3,732","3.47","108","569","5.27","73","166","2.27","888","2,982","3.36","6","15","2.50","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","4,665","15,168","3.25","160","780","4.88","358","916","2.56","3,571","12,139","3.40","576","1,333","2.31","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","2,449","8,490","3.47","191","836","4.38","227","612","2.70","1,991","6,946","3.49","39","83","2.13","1","13","13.00"
"10774  :  โรงพยาบาลผักไห่","2,099","7,387","3.52","222","1,150","5.18","162","384","2.37","1,702","5,819","3.42","13","34","2.62","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","2,585","10,658","4.12","238","1,117","4.69","249","873","3.51","1,925","8,233","4.28","173","435","2.51","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,826","5,962","3.27","56","196","3.50","159","360","2.26","1,457","4,964","3.41","154","442","2.87","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","3,610","11,957","3.31","136","559","4.11","318","900","2.83","2,897","9,800","3.38","259","698","2.69","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","682","2,025","2.97","30","75","2.50","36","67","1.86","606","1,853","3.06","10","30","3.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","2,074","7,508","3.62","146","675","4.62","622","1,844","2.96","1,292","4,957","3.84","14","32","2.29","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","927","3,639","3.93","108","492","4.56","86","193","2.24","696","2,856","4.10","37","98","2.65","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","1,019","4,224","4.15","157","856","5.45","71","201","2.83","779","3,137","4.03","12","30","2.50","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","19,244","96,034","4.99","2,772","16,345","5.90","2,341","9,043","3.86","10,951","57,538","5.25","3,180","13,108","4.12","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","1,992","7,090","3.56","215","874","4.07","142","416","2.93","1,534","5,519","3.60","101","281","2.78","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","3,461","12,906","3.73","485","2,781","5.73","532","1,337","2.51","2,395","8,621","3.60","49","167","3.41","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","5,839","16,996","2.91","738","2,451","3.32","267","613","2.30","4,479","12,966","2.89","356","966","2.71","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","2,451","9,490","3.87","259","1,264","4.88","175","566","3.23","1,996","7,603","3.81","22","57","2.59","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","8,097","26,764","3.31","1,092","4,443","4.07","497","1,304","2.62","6,263","19,701","3.15","245","1,316","5.37","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","2,503","7,351","2.94","216","954","4.42","100","208","2.08","2,073","5,956","2.87","114","233","2.04","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","25,381","136,516","5.38","3,091","19,998","6.47","5,338","25,218","4.72","15,240","82,839","5.44","1,716","8,461","4.93","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","12,771","65,502","5.13","1,377","8,595","6.24","1,336","7,020","5.25","8,509","44,249","5.20","1,551","5,638","3.64","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","4,828","14,261","2.95","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4,828","14,261","2.95"
"10790  :  โรงพยาบาลโคกสำโรง","6,192","28,635","4.62","305","1,726","5.66","337","1,224","3.63","4,773","23,095","4.84","777","2,590","3.33","0","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","10,638","40,451","3.80","571","2,619","4.59","1,013","3,573","3.53","8,509","32,310","3.80","551","1,949","3.54","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","3,319","10,501","3.16","246","840","3.41","134","281","2.10","2,897","9,279","3.20","44","101","2.30","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","2,676","6,565","2.45","124","359","2.90","184","382","2.08","2,166","5,460","2.52","202","364","1.80","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,324","4,329","3.27","70","259","3.70","84","194","2.31","1,135","3,793","3.34","35","83","2.37","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","2,317","8,826","3.81","117","440","3.76","104","315","3.03","2,032","7,881","3.88","73","190","2.60","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","1,843","6,601","3.58","69","281","4.07","63","144","2.29","1,611","5,843","3.63","122","333","2.73","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","2,739","7,289","2.66","190","481","2.53","92","179","1.95","2,278","6,232","2.74","179","397","2.22","0","0","0.00"
