"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","383","477","22","28"
"10752  :  โรงพยาบาลบางบ่อ","117","14","0","0"
"10753  :  โรงพยาบาลบางพลี","207","0","0","0"
"10754  :  โรงพยาบาลบางจาก","49","0","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","45","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","10","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","39","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","19","8","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","11","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","13","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","479","43","23","1"
"10756  :  โรงพยาบาลบางกรวย","32","11","2","1"
"10757  :  โรงพยาบาลบางใหญ่","93","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","92","14","11","2"
"10759  :  โรงพยาบาลไทรน้อย","34","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","64","1","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","1,172","15","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","156","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","2","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","328","4","0","0"
"10761  :  โรงพยาบาลคลองหลวง","87","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","59","6","0","2"
"10763  :  โรงพยาบาลประชาธิปัตย์","56","5","0","0"
"10764  :  โรงพยาบาลหนองเสือ","20","1","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","40","1","0","0"
"10766  :  โรงพยาบาลลำลูกกา","59","104","0","0"
"10767  :  โรงพยาบาลสามโคก","32","13","6","2"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","217","85","34","18"
"10688  :  โรงพยาบาลเสนา","97","292","5","3"
"10768  :  โรงพยาบาลท่าเรือ","110","8","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","43","0","0","0"
"10770  :  โรงพยาบาลบางไทร","66","440","248","161"
"10771  :  โรงพยาบาลบางบาล","38","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","63","40","0","0"
"10773  :  โรงพยาบาลบางปะหัน","101","186","8","3"
"10774  :  โรงพยาบาลผักไห่","41","0","0","0"
"10775  :  โรงพยาบาลภาชี","58","39","4","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","193","263","184","78"
"10777  :  โรงพยาบาลวังน้อย","87","3","0","0"
"10778  :  โรงพยาบาลบางซ้าย","18","2","0","0"
"10779  :  โรงพยาบาลอุทัย","54","9","0","0"
"10780  :  โรงพยาบาลมหาราช","48","15","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","21","5","0","0"
"10689  :  โรงพยาบาลอ่างทอง","102","26","0","0"
"10782  :  โรงพยาบาลไชโย","30","32","1","7"
"10784  :  โรงพยาบาลป่าโมก","110","208","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","63","36","10","17"
"10786  :  โรงพยาบาลแสวงหา","34","47","7","28"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","113","823","5","3"
"10788  :  โรงพยาบาลสามโก้","15","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","411","2","0","1"
"10691  :  โรงพยาบาลบ้านหมี่","203","28","4","0"
"10789  :  โรงพยาบาลพัฒนานิคม","203","18","2","0"
"10790  :  โรงพยาบาลโคกสำโรง","165","18","16","1"
"10791  :  โรงพยาบาลชัยบาดาล","99","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","56","2","0","0"
"10793  :  โรงพยาบาลท่าหลวง","62","1","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","59","1","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","62","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","30","6","0","0"
"10797  :  โรงพยาบาลหนองม่วง","29","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","203","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","132","21","0","0"
"10798  :  โรงพยาบาลบางระจัน","52","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","26","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","47","1","0","0"
"10801  :  โรงพยาบาลท่าช้าง","40","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","273","4","0","0"
"10802  :  โรงพยาบาลมโนรมย์","63","1","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","41","25","6","2"
"10804  :  โรงพยาบาลสรรพยา","43","0","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","94","27","1","2"
"10806  :  โรงพยาบาลหันคา","154","2","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","28","56","2","0"
"27975  :  โรงพยาบาลเนินขาม","21","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","487","9","1","0"
"10695  :  โรงพยาบาลพระพุทธบาท","224","44","0","0"
"10807  :  โรงพยาบาลแก่งคอย","171","1","0","0"
"10808  :  โรงพยาบาลหนองแค","56","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","41","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","12","15","7","8"
"10811  :  โรงพยาบาลบ้านหมอ","45","1","0","0"
"10812  :  โรงพยาบาลดอนพุด","36","3","0","0"
"10813  :  โรงพยาบาลหนองโดน","8","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","22","0","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","62","0","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","40","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","14","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","231","14","0","0"
"10817  :  โรงพยาบาลบ้านบึง","159","17","8","9"
"10818  :  โรงพยาบาลหนองใหญ่","85","5","0","0"
"10819  :  โรงพยาบาลบางละมุง","345","13","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","15","0","0","0"
"10821  :  โรงพยาบาลพานทอง","75","0","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","70","57","28","27"
"10823  :  โรงพยาบาลแหลมฉบัง","103","1","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","7","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","52","3","0","1"
"10826  :  โรงพยาบาลบ่อทอง","28","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","6","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","366","278","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","24","3","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","87","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","75","0","0","0"
"10663  :  โรงพยาบาลระยอง","373","122","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","68","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","35","0","0","0"
"10829  :  โรงพยาบาลแกลง","99","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","38","26","1","0"
"10831  :  โรงพยาบาลบ้านค่าย","70","0","0","0"
"10832  :  โรงพยาบาลปลวกแดง","46","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","18","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","42","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","447","781","333","365"
"10834  :  โรงพยาบาลขลุง","121","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","53","66","7","11"
"10836  :  โรงพยาบาลเขาสุกิม","55","0","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","46","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","107","0","0","0"
"10839  :  โรงพยาบาลมะขาม","97","1","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","86","86","54","29"
"10841  :  โรงพยาบาลสอยดาว","121","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","49","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","81","7","4","1"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","122","0","0","0"
"10696  :  โรงพยาบาลตราด","142","450","185","108"
"10845  :  โรงพยาบาลคลองใหญ่","25","0","0","0"
"10846  :  โรงพยาบาลเขาสมิง","76","30","4","19"
"10847  :  โรงพยาบาลบ่อไร่","50","23","11","1"
"10848  :  โรงพยาบาลแหลมงอบ","38","64","29","31"
"10849  :  โรงพยาบาลเกาะกูด","7","34","1","33"
"13816  :  โรงพยาบาลเกาะช้าง","9","9","0","6"
"10697  :  โรงพยาบาลพุทธโสธร","294","2","1","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","145","0","0","0"
"10850  :  โรงพยาบาลบางคล้า","55","2","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","26","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","73","4","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","33","1","1","0"
"10854  :  โรงพยาบาลพนมสารคาม","135","0","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","82","0","0","0"
"10856  :  โรงพยาบาลแปลงยาว","539","400","10","21"
"13747  :  โรงพยาบาลราชสาส์น","15","0","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","5","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","334","299","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","321","7","0","0"
"10858  :  โรงพยาบาลนาดี","67","1","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","33","0","0","0"
"10860  :  โรงพยาบาลประจันตคาม","138","0","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","120","16","0","1"
"10862  :  โรงพยาบาลศรีมโหสถ","32","1","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","25","4","0","0"
"10698  :  โรงพยาบาลนครนายก","429","0","0","0"
"10863  :  โรงพยาบาลปากพลี","131","1","0","0"
"10864  :  โรงพยาบาลบ้านนา","76","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","39","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","10","1","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","44","19","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","254","45","8","7"
"10866  :  โรงพยาบาลคลองหาด","141","16","0","0"
"10867  :  โรงพยาบาลตาพระยา","87","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","179","4","0","0"
"10869  :  โรงพยาบาลวัฒนานคร","94","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","123","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","94","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","312","7","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","437","6","0","0"
"10871  :  โรงพยาบาลครบุรี","383","111","46","64"
"10872  :  โรงพยาบาลเสิงสาง","192","155","59","94"
"10873  :  โรงพยาบาลคง","105","527","20","1"
"10874  :  โรงพยาบาลบ้านเหลื่อม","65","0","0","0"
"10875  :  โรงพยาบาลจักราช","147","4","0","2"
"10876  :  โรงพยาบาลโชคชัย","391","371","85","260"
"10877  :  โรงพยาบาลด่านขุนทด","378","404","156","163"
"10878  :  โรงพยาบาลโนนไทย","168","13","1","11"
"10879  :  โรงพยาบาลโนนสูง","272","121","54","14"
"10880  :  โรงพยาบาลขามสะแกแสง","127","49","16","10"
"10881  :  โรงพยาบาลบัวใหญ่","439","367","22","41"
"10882  :  โรงพยาบาลประทาย","123","1","0","0"
"10883  :  โรงพยาบาลปักธงชัย","418","109","53","54"
"10884  :  โรงพยาบาลพิมาย","639","187","5","4"
"10885  :  โรงพยาบาลห้วยแถลง","139","0","0","0"
"10886  :  โรงพยาบาลชุมพวง","170","24","0","0"
"10887  :  โรงพยาบาลสูงเนิน","233","30","13","15"
"10888  :  โรงพยาบาลขามทะเลสอ","135","32","6","1"
"10889  :  โรงพยาบาลสีคิ้ว","336","145","43","84"
"10890  :  โรงพยาบาลปากช่องนานา","591","298","161","85"
"10891  :  โรงพยาบาลหนองบุญมาก","132","0","0","0"
"10892  :  โรงพยาบาลแก้งสนามนาง","105","70","8","37"
"10893  :  โรงพยาบาลโนนแดง","222","128","6","1"
"10894  :  โรงพยาบาลวังน้ำเขียว","119","8","7","1"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","196","2","0","1"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","36","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","54","1","0","1"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","81","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","9","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","3","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","1,067","7","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","4","1","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","150","2","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","252","3","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","4","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","66","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","4","0","0","0"
"27840  :  โรงพยาบาลสีดา","31","10","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","25","3","0","1"
"10667  :  โรงพยาบาลบุรีรัมย์","1,741","111","11","1"
"10895  :  โรงพยาบาลคูเมือง","241","1","0","1"
"10896  :  โรงพยาบาลกระสัง","351","0","0","0"
"10897  :  โรงพยาบาลนางรอง","542","32","7","8"
"10898  :  โรงพยาบาลหนองกี่","192","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","202","25","1","15"
"10900  :  โรงพยาบาลประโคนชัย","413","5","1","1"
"10901  :  โรงพยาบาลบ้านกรวด","154","13","0","0"
"10902  :  โรงพยาบาลพุทไธสง","161","0","0","0"
"10904  :  โรงพยาบาลลำปลายมาศ","366","0","0","0"
"10905  :  โรงพยาบาลสตึก","520","42","4","15"
"10906  :  โรงพยาบาลปะคำ","80","178","163","6"
"10907  :  โรงพยาบาลนาโพธิ์","73","1","0","0"
"10908  :  โรงพยาบาลหนองหงส์","88","9","2","1"
"10909  :  โรงพยาบาลพลับพลาชัย","132","71","8","22"
"10910  :  โรงพยาบาลห้วยราช","162","24","0","5"
"10911  :  โรงพยาบาลโนนสุวรรณ","104","34","5","21"
"10912  :  โรงพยาบาลชำนิ","84","10","4","5"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","80","117","13","43"
"10914  :  โรงพยาบาลโนนดินแดง","126","4","1","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","20","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","86","0","0","0"
"23578  :  โรงพยาบาลแคนดง","96","65","3","9"
"28020  :  โรงพยาบาลบ้านด่าน","63","36","5","16"
"10668  :  โรงพยาบาลสุรินทร์","1,066","179","71","66"
"10915  :  โรงพยาบาลชุมพลบุรี","145","14","2","3"
"10916  :  โรงพยาบาลท่าตูม","272","8","1","0"
"10917  :  โรงพยาบาลจอมพระ","138","79","8","11"
"10918  :  โรงพยาบาลปราสาท","696","1","0","0"
"10919  :  โรงพยาบาลกาบเชิง","241","7","1","4"
"10920  :  โรงพยาบาลรัตนบุรี","838","0","0","0"
"10921  :  โรงพยาบาลสนม","146","0","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","232","61","59","1"
"10923  :  โรงพยาบาลสังขะ","259","0","0","0"
"10924  :  โรงพยาบาลลำดวน","87","0","0","0"
"10925  :  โรงพยาบาลสำโรงทาบ","214","10","0","1"
"10926  :  โรงพยาบาลบัวเชด","115","8","3","5"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","3","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","32","0","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0","0"
"27843  :  โรงพยาบาลศรีณรงค์","6","0","0","0"
"27844  :  โรงพยาบาลโนนนารายณ์","51","0","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","937","375","0","0"
"10927  :  โรงพยาบาลยางชุมน้อย","244","1","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","295","4","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","443","83","6","14"
"10930  :  โรงพยาบาลขุขันธ์","439","1","0","0"
"10931  :  โรงพยาบาลไพรบึง","92","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","379","8","0","0"
"10933  :  โรงพยาบาลขุนหาญ","361","0","0","0"
"10934  :  โรงพยาบาลราษีไศล","280","20","4","8"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","477","4","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","38","1","0","0"
"10937  :  โรงพยาบาลห้วยทับทัน","138","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","82","0","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","182","74","68","2"
"10940  :  โรงพยาบาลวังหิน","131","84","15","3"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","106","8","2","4"
"10942  :  โรงพยาบาลภูสิงห์","278","3","1","0"
"10943  :  โรงพยาบาลเมืองจันทร์","69","0","0","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","44","1","1","0"
"28014  :  โรงพยาบาลพยุห์","140","36","0","0"
