"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"10686  :  โรงพยาบาลพระนั่งเกล้า","17,716","133,974","7.56","1,161","13,025","11.22","2,018","14,696","7.28","12,351","93,567","7.58","2,180","12,611","5.78","6","75","12.50"
"10756  :  โรงพยาบาลบางกรวย","4,280","37,994","8.88","453","3,608","7.96","807","6,348","7.87","3,012","28,002","9.30","8","36","4.50","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","7,518","63,224","8.41","576","4,606","8.00","914","7,060","7.72","5,968","51,144","8.57","60","414","6.90","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","5,351","70,966","13.26","672","11,442","17.03","1,821","39,006","21.42","2,785","19,780","7.10","73","738","10.11","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","4,240","32,491","7.66","396","2,967","7.49","1,235","9,392","7.60","2,354","18,419","7.82","256","1,713","6.69","0","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","7,603","57,694","7.59","671","5,981","8.91","525","4,381","8.34","5,878","45,206","7.69","529","2,126","4.02","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","1,332","11,771","8.84","375","3,239","8.64","0","0","0.00","869","7,914","9.11","21","98","4.67","67","520","7.76"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","121","3,032","25.06","2","56","28.00","101","2,545","25.20","13","299","23.00","5","132","26.40","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","2,872","67,225","23.41","286","5,467","19.12","580","12,927","22.29","1,955","45,978","23.52","52","2,853","54.87","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","10,965","74,397","6.78","2,255","15,583","6.91","2,346","10,130","4.32","6,363","48,678","7.65","1","6","6.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","982","7,904","8.05","145","1,165","8.03","239","1,968","8.23","598","4,771","7.98","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","22,206","135,039","6.08","1,202","9,120","7.59","6,879","40,118","5.83","13,747","84,642","6.16","378","1,159","3.07","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","2,311","16,381","7.09","90","706","7.84","106","1,188","11.21","1,929","13,426","6.96","189","1,061","5.61","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","4,131","27,819","6.73","304","2,395","7.88","374","3,464","9.26","3,151","19,897","6.31","304","2,063","6.79","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","3,035","27,472","9.05","435","3,973","9.13","7","69","9.86","2,524","22,877","9.06","73","553","7.58","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","1,119","7,170","6.41","58","447","7.71","61","835","13.69","918","5,602","6.10","86","286","3.33","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,584","11,749","7.42","87","491","5.64","226","2,509","11.10","1,083","6,702","6.19","188","2,047","10.89","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","1,949","15,623","8.02","67","4,357","65.03","238","2,131","8.95","1,494","8,082","5.41","150","1,053","7.02","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","4,009","38,660","9.64","230","2,333","10.14","1,172","11,184","9.54","2,600","25,080","9.65","8","63","7.88","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","262","14,597","55.71","19","702","36.95","3","73","24.33","115","7,321","63.66","125","6,501","52.01","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","1,380","9,691","7.02","81","616","7.60","525","3,053","5.82","752","5,857","7.79","22","165","7.50","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","18,762","122,404","6.52","1,766","13,766","7.80","3,356","19,323","5.76","12,129","82,939","6.84","1,446","5,828","4.03","66","548","8.30"
"10688  :  โรงพยาบาลเสนา","7,880","54,430","6.91","971","8,204","8.45","1,675","10,368","6.19","4,767","32,749","6.87","468","3,109","6.64","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,549","21,716","8.52","233","2,568","11.02","1,011","8,609","8.52","1,299","10,488","8.07","6","51","8.50","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","5,904","47,441","8.04","371","2,840","7.65","1,268","11,064","8.73","4,001","31,277","7.82","264","2,260","8.56","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","1,697","13,408","7.90","283","4,035","14.26","567","4,829","8.52","777","4,061","5.23","70","483","6.90","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,101","7,689","6.98","87","641","7.37","210","1,664","7.92","804","5,384","6.70","0","0","0.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","4,489","27,545","6.14","243","1,966","8.09","668","5,022","7.52","3,216","19,440","6.04","363","1,117","3.08","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","2,927","24,829","8.48","290","2,570","8.86","479","4,321","9.02","1,946","15,827","8.13","212","2,111","9.96","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","1,604","12,306","7.67","126","835","6.63","229","2,197","9.59","1,203","9,067","7.54","46","207","4.50","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","2,502","21,058","8.42","182","1,537","8.45","576","4,863","8.44","1,654","14,041","8.49","90","617","6.86","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,974","15,678","7.94","106","913","8.61","602","5,604","9.31","1,141","8,532","7.48","125","629","5.03","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","1,936","10,298","5.32","80","433","5.41","245","1,322","5.40","1,449","7,940","5.48","162","603","3.72","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","791","5,908","7.47","45","393","8.73","58","498","8.59","686","5,015","7.31","2","2","1.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","3,586","29,180","8.14","453","4,187","9.24","1,556","14,589","9.38","1,318","8,247","6.26","259","2,157","8.33","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","963","7,945","8.25","210","1,946","9.27","209","1,878","8.99","533","4,073","7.64","11","48","4.36","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","716","5,446","7.61","130","993","7.64","204","1,759","8.62","369","2,613","7.08","13","81","6.23","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","13,610","99,144","7.28","1,617","11,906","7.36","2,632","17,551","6.67","9,260","67,047","7.24","99","2,637","26.64","2","3","1.50"
"10782  :  โรงพยาบาลไชโย","4,790","44,170","9.22","294","2,525","8.59","1,237","11,795","9.54","3,169","29,092","9.18","91","758","8.33","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","2,723","21,419","7.87","276","2,150","7.79","776","6,544","8.43","1,648","12,518","7.60","23","207","9.00","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","5,373","37,048","6.90","531","3,276","6.17","1,290","10,800","8.37","3,482","22,692","6.52","70","280","4.00","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","3,050","23,630","7.75","273","2,045","7.49","484","4,067","8.40","2,266","17,281","7.63","27","237","8.78","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","7,820","48,933","6.26","982","6,182","6.30","897","5,821","6.49","5,869","36,587","6.23","82","343","4.18","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","1,728","13,913","8.05","156","1,282","8.22","256","2,269","8.86","1,302","10,331","7.93","14","31","2.21","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","28,622","176,743","6.18","4,183","25,519","6.10","6,090","35,720","5.87","18,296","115,156","6.29","59","348","5.90","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","8,523","58,514","6.87","1,426","11,827","8.29","1,720","13,929","8.10","5,096","31,780","6.24","281","978","3.48","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","2,897","16,526","5.70","245","1,484","6.06","54","247","4.57","1","6","6.00","2,597","14,789","5.69","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","3,617","20,320","5.62","0","0","0.00","97","929","9.58","3,032","17,289","5.70","488","2,102","4.31","0","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","16,866","159,634","9.46","336","3,084","9.18","4,683","53,678","11.46","11,585","100,831","8.70","278","2,041","7.34","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","3,013","24,570","8.15","336","3,126","9.30","1,069","10,561","9.88","1,572","10,626","6.76","36","257","7.14","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","1,940","13,344","6.88","232","2,007","8.65","512","4,765","9.31","1,106","6,336","5.73","91","236","2.59","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,471","12,211","8.30","198","1,803","9.11","501","4,335","8.65","747","5,902","7.90","26","171","6.58","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","1,519","7,150","4.71","38","240","6.32","26","67","2.58","1,412","6,702","4.75","43","141","3.28","0","0","0.00"
