"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","4,296","139,296","32.42","408","9,302","22.80","0","0","0.00","3,659","121,929","33.32","229","8,065","35.22","0","0","0.00"
"12246  :  สถาบันราชานุกูล","3,633","29,445","8.10","331","2,816","8.51","1","6","6.00","3,196","25,745","8.06","105","878","8.36","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","129","1,069","8.29","18","90","5.00","21","206","9.81","55","417","7.58","35","356","10.17","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","1,094","6,508","5.95","108","660","6.11","72","434","6.03","237","1,374","5.80","677","4,040","5.97","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","8,012","55,300","6.90","503","2,479","4.93","0","0","0.00","7,509","52,821","7.03","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","3,434","44,254","12.89","0","0","0.00","0","0","0.00","0","0","0.00","3,434","44,254","12.89","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","153","796","5.20","153","796","5.20","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","1,711","11,315","6.61","1,500","9,895","6.60","0","0","0.00","211","1,420","6.73","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","42,491","210,344","4.95","2,196","15,541","7.08","1,640","9,602","5.85","26,320","138,424","5.26","12,335","46,777","3.79","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","5,938","28,720","4.84","582","3,010","5.17","598","2,735","4.57","2,930","15,675","5.35","1,830","7,300","3.99","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","16,622","78,151","4.70","1,009","5,143","5.10","2,073","8,055","3.89","10,361","54,665","5.28","3,179","10,288","3.24","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","7,063","21,894","3.10","325","1,217","3.74","188","446","2.37","6,054","18,871","3.12","496","1,360","2.74","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,441","13,867","4.03","97","424","4.37","51","162","3.18","3,147","12,789","4.06","147","492","3.35","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,648","8,894","5.40","0","0","0.00","90","412","4.58","1,448","7,497","5.18","110","985","8.95","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","4,045","20,479","5.06","0","0","0.00","0","0","0.00","4,045","20,479","5.06","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","1,277","32,295","25.29","161","3,298","20.48","0","0","0.00","1,105","28,354","25.66","11","643","58.45","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","607","2,224","3.66","19","93","4.89","10","18","1.80","566","2,074","3.66","12","39","3.25","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","32,355","214,936","6.64","2,072","20,663","9.97","3,836","25,179","6.56","22,419","151,706","6.77","4,028","17,388","4.32","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","2,797","13,011","4.65","206","1,076","5.22","282","1,203","4.27","2,191","10,362","4.73","118","370","3.14","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","2,073","11,544","5.57","125","822","6.58","15","48","3.20","1,892","10,503","5.55","41","171","4.17","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","4,249","17,343","4.08","255","1,308","5.13","269","756","2.81","3,642","15,074","4.14","83","205","2.47","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","3,492","14,070","4.03","347","2,023","5.83","277","915","3.30","2,623","10,461","3.99","243","665","2.74","3","6","2.00"
"10760  :  โรงพยาบาลปากเกร็ด","2,823","11,477","4.07","78","613","7.86","27","99","3.67","2,136","9,326","4.37","582","1,439","2.47","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","5,648","44,024","7.79","1,673","11,994","7.17","2","23","11.50","3,591","29,308","8.16","6","26","4.33","376","2,673","7.11"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","2","13","6.50","0","0","0.00","0","0","0.00","1","12","12.00","1","1","1.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","5,542","182,546","32.94","316","9,582","30.32","685","29,041","42.40","4,489","136,616","30.43","52","7,307","140.52","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","10,949","58,353","5.33","2,562","16,319","6.37","3,113","11,613","3.73","5,273","30,409","5.77","2","12","6.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","585","2,999","5.13","59","497","8.42","22","90","4.09","502","2,407","4.79","2","5","2.50","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","31,719","155,350","4.90","1,206","7,590","6.29","9,287","43,995","4.74","20,440","101,526","4.97","786","2,239","2.85","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","3,039","12,593","4.14","29","112","3.86","15","32","2.13","2,803","11,862","4.23","192","538","2.80","3","49","16.33"
"10762  :  โรงพยาบาลธัญบุรี","3,789","15,099","3.98","102","449","4.40","31","118","3.81","3,356","13,479","4.02","300","1,053","3.51","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,692","7,773","4.59","22","87","3.95","11","66","6.00","1,586","7,424","4.68","73","196","2.68","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","1,524","5,767","3.78","31","100","3.23","10","17","1.70","1,380","5,026","3.64","105","624","5.94","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,955","7,292","3.73","97","363","3.74","192","398","2.07","1,545","6,146","3.98","121","385","3.18","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","3,025","23,359","7.72","43","155","3.60","29","63","2.17","2,824","22,790","8.07","148","351","2.37","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","1,095","5,790","5.29","14","52","3.71","16","27","1.69","1,059","5,688","5.37","11","23","2.09","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","1,525","111,761","73.29","86","4,860","56.51","44","4,700","106.82","1,089","87,807","80.63","309","14,394","46.58","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","3,852","18,814","4.88","255","1,363","5.35","1,384","5,678","4.10","2,196","11,356","5.17","17","417","24.53","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","30,400","160,830","5.29","2,585","17,452","6.75","5,077","20,984","4.13","19,718","112,686","5.71","3,019","9,705","3.21","1","3","3.00"
"10688  :  โรงพยาบาลเสนา","11,625","65,380","5.62","790","5,665","7.17","1,822","7,672","4.21","7,161","42,541","5.94","1,853","9,502","5.13","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,519","9,287","3.69","216","1,585","7.34","518","1,244","2.40","1,785","6,458","3.62","0","0","0.00","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,974","7,250","3.67","170","612","3.60","131","394","3.01","1,525","5,794","3.80","148","450","3.04","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","1,626","4,904","3.02","123","404","3.28","123","293","2.38","1,277","3,974","3.11","103","233","2.26","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,057","2,885","2.73","95","253","2.66","90","176","1.96","869","2,447","2.82","3","9","3.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","5,006","20,955","4.19","104","480","4.62","437","1,709","3.91","3,929","17,425","4.43","540","1,341","2.48","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","2,363","6,815","2.88","163","451","2.77","287","679","2.37","1,874","5,587","2.98","39","98","2.51","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","1,699","6,334","3.73","175","725","4.14","112","336","3.00","1,384","5,199","3.76","28","74","2.64","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","2,347","9,464","4.03","233","1,230","5.28","216","719","3.33","1,778","7,190","4.04","118","316","2.68","2","9","4.50"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,218","4,294","3.53","54","183","3.39","90","229","2.54","974","3,667","3.76","100","215","2.15","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","3,345","10,198","3.05","112","370","3.30","294","747","2.54","2,594","8,320","3.21","345","761","2.21","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","532","1,393","2.62","34","94","2.76","11","23","2.09","471","1,238","2.63","17","38","2.24","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","1,780","5,599","3.15","29","113","3.90","59","125","2.12","1,595","5,098","3.20","97","263","2.71","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","895","3,731","4.17","91","433","4.76","56","153","2.73","727","3,086","4.24","21","59","2.81","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","679","3,026","4.46","92","510","5.54","45","157","3.49","530","2,326","4.39","12","33","2.75","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","17,147","79,290","4.62","2,292","13,110","5.72","2,935","11,344","3.87","11,764","54,063","4.60","156","773","4.96","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","1,875","5,592","2.98","192","589","3.07","140","370","2.64","1,476","4,436","3.01","67","197","2.94","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","2,555","10,374","4.06","374","2,179","5.83","488","1,436","2.94","1,681","6,725","4.00","12","34","2.83","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","4,395","13,987","3.18","628","2,240","3.57","221","590","2.67","3,320","10,582","3.19","226","575","2.54","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","2,176","7,100","3.26","217","872","4.02","132","343","2.60","1,793","5,810","3.24","35","75","2.14","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","7,310","26,397","3.61","987","4,522","4.58","551","1,559","2.83","5,607","19,759","3.52","166","557","3.36","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","1,661","5,094","3.07","143","544","3.80","69","165","2.39","1,370","4,199","3.06","79","186","2.35","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","27,282","166,150","6.09","3,258","24,451","7.50","6,094","33,251","5.46","16,201","101,096","6.24","1,731","7,352","4.25","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","10,232","58,793","5.75","1,013","7,462","7.37","1,174","6,663","5.68","7,660","43,306","5.65","385","1,362","3.54","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","4,275","12,395","2.90","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4,275","12,395","2.90"
"10790  :  โรงพยาบาลโคกสำโรง","4,869","29,353","6.03","36","324","9.00","160","801","5.01","4,114","25,639","6.23","559","2,589","4.63","0","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","9,819","68,623","6.99","596","18,022","30.24","1,123","5,657","5.04","7,823","43,766","5.59","300","1,178","3.93","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","3,084","10,050","3.26","184","743","4.04","205","733","3.58","2,648","8,490","3.21","48","84","1.75","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","2,065","6,467","3.13","102","372","3.65","113","283","2.50","1,655","5,380","3.25","195","432","2.22","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,737","5,702","3.28","73","269","3.68","106","264","2.49","1,528","5,099","3.34","30","70","2.33","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","2,509","7,756","3.09","115","296","2.57","128","326","2.55","2,205","6,995","3.17","61","139","2.28","0","0","0.00"
