"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","466","525","69","8"
"10752  :  โรงพยาบาลบางบ่อ","121","49","1","0"
"10753  :  โรงพยาบาลบางพลี","222","13","3","0"
"10754  :  โรงพยาบาลบางจาก","56","26","0","1"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","62","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","9","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","70","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","13","2","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","7","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","17","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","367","113","53","43"
"10756  :  โรงพยาบาลบางกรวย","41","63","31","15"
"10757  :  โรงพยาบาลบางใหญ่","123","140","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","108","161","72","44"
"10759  :  โรงพยาบาลไทรน้อย","46","69","63","3"
"10760  :  โรงพยาบาลปากเกร็ด","48","5","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","1,245","276","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","172","23","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","29","34","24","8"
"10687  :  โรงพยาบาลปทุมธานี","423","69","0","0"
"10761  :  โรงพยาบาลคลองหลวง","54","13","0","0"
"10762  :  โรงพยาบาลธัญบุรี","64","84","24","3"
"10763  :  โรงพยาบาลประชาธิปัตย์","29","9","0","0"
"10764  :  โรงพยาบาลหนองเสือ","43","26","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","47","186","0","0"
"10766  :  โรงพยาบาลลำลูกกา","70","76","0","0"
"10767  :  โรงพยาบาลสามโคก","32","59","12","8"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","863","1,611","0","5"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","223","149","68","32"
"10688  :  โรงพยาบาลเสนา","105","249","13","70"
"10768  :  โรงพยาบาลท่าเรือ","104","83","12","52"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","43","83","22","16"
"10770  :  โรงพยาบาลบางไทร","54","307","0","0"
"10771  :  โรงพยาบาลบางบาล","10","12","9","0"
"10772  :  โรงพยาบาลบางปะอิน","71","772","98","430"
"10773  :  โรงพยาบาลบางปะหัน","111","452","44","47"
"10774  :  โรงพยาบาลผักไห่","57","45","10","4"
"10775  :  โรงพยาบาลภาชี","51","154","49","55"
"10776  :  โรงพยาบาลลาดบัวหลวง","56","28","15","1"
"10777  :  โรงพยาบาลวังน้อย","70","266","1","1"
"10778  :  โรงพยาบาลบางซ้าย","68","31","9","16"
"10779  :  โรงพยาบาลอุทัย","64","376","13","2"
"10780  :  โรงพยาบาลมหาราช","29","22","9","9"
"10781  :  โรงพยาบาลบ้านแพรก","20","12","1","0"
"10689  :  โรงพยาบาลอ่างทอง","97","31","1","0"
"10782  :  โรงพยาบาลไชโย","41","15","0","0"
"10784  :  โรงพยาบาลป่าโมก","126","194","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","56","89","25","9"
"10786  :  โรงพยาบาลแสวงหา","32","112","17","63"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","69","25","2","0"
"10788  :  โรงพยาบาลสามโก้","34","22","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","285","98","6","3"
"10691  :  โรงพยาบาลบ้านหมี่","254","94","16","14"
"10789  :  โรงพยาบาลพัฒนานิคม","173","80","5","25"
"10790  :  โรงพยาบาลโคกสำโรง","362","744","131","94"
"10791  :  โรงพยาบาลชัยบาดาล","127","4","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","75","2","0","0"
"10793  :  โรงพยาบาลท่าหลวง","50","49","6","4"
"10794  :  โรงพยาบาลสระโบสถ์","93","146","34","50"
"10795  :  โรงพยาบาลโคกเจริญ","78","58","29","23"
"10796  :  โรงพยาบาลลำสนธิ","41","14","0","1"
"10797  :  โรงพยาบาลหนองม่วง","35","1","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","203","241","21","15"
"10693  :  โรงพยาบาลอินทร์บุรี","108","63","0","1"
"10798  :  โรงพยาบาลบางระจัน","28","44","3","1"
"10799  :  โรงพยาบาลค่ายบางระจัน","33","23","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","28","11","0","1"
"10801  :  โรงพยาบาลท่าช้าง","31","9","0","1"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","237","28","0","0"
"10802  :  โรงพยาบาลมโนรมย์","45","10","1","3"
"10803  :  โรงพยาบาลวัดสิงห์","44","21","1","13"
"10804  :  โรงพยาบาลสรรพยา","29","1,242","2","6"
"10805  :  โรงพยาบาลสรรคบุรี","107","283","81","56"
"10806  :  โรงพยาบาลหันคา","112","39","4","9"
"27974  :  โรงพยาบาลหนองมะโมง","34","107","10","39"
"27975  :  โรงพยาบาลเนินขาม","17","202","64","69"
"10661  :  โรงพยาบาลสระบุรี","487","367","143","9"
"10695  :  โรงพยาบาลพระพุทธบาท","194","35","0","0"
"10807  :  โรงพยาบาลแก่งคอย","315","374","71","244"
"10808  :  โรงพยาบาลหนองแค","50","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","37","1","0","0"
"10810  :  โรงพยาบาลหนองแซง","14","20","3","9"
"10811  :  โรงพยาบาลบ้านหมอ","26","7","0","0"
"10812  :  โรงพยาบาลดอนพุด","48","2","0","0"
"10813  :  โรงพยาบาลหนองโดน","18","58","10","2"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","22","10","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","84","1","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","41","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","18","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","287","198","0","0"
"10817  :  โรงพยาบาลบ้านบึง","155","47","12","16"
"10818  :  โรงพยาบาลหนองใหญ่","105","46","1","0"
"10819  :  โรงพยาบาลบางละมุง","306","40","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","42","38","7","17"
"10821  :  โรงพยาบาลพานทอง","110","17","1","8"
"10822  :  โรงพยาบาลพนัสนิคม","100","61","27","19"
"10823  :  โรงพยาบาลแหลมฉบัง","146","23","1","0"
"10824  :  โรงพยาบาลเกาะสีชัง","9","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","65","96","61","28"
"10826  :  โรงพยาบาลบ่อทอง","62","1","0","1"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","4","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","87","2","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","300","229","46","58"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","21","3","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","86","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","73","28","4","10"
"10663  :  โรงพยาบาลระยอง","368","106","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","78","13","6","2"
"10828  :  โรงพยาบาลบ้านฉาง","75","1","0","0"
"10829  :  โรงพยาบาลแกลง","95","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","47","51","9","21"
"10831  :  โรงพยาบาลบ้านค่าย","73","178","1","0"
"10832  :  โรงพยาบาลปลวกแดง","71","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","24","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","40","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","490","650","59","418"
"10834  :  โรงพยาบาลขลุง","138","4","0","0"
"10835  :  โรงพยาบาลท่าใหม่","62","71","14","8"
"10836  :  โรงพยาบาลเขาสุกิม","47","26","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","57","28","6","16"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","113","33","0","0"
"10839  :  โรงพยาบาลมะขาม","69","35","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","121","163","55","22"
"10841  :  โรงพยาบาลสอยดาว","127","39","15","22"
"10842  :  โรงพยาบาลแก่งหางแมว","58","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","59","65","21","11"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","95","1","0","0"
"10696  :  โรงพยาบาลตราด","255","200","36","21"
"10845  :  โรงพยาบาลคลองใหญ่","17","15","0","0"
"10846  :  โรงพยาบาลเขาสมิง","74","26","0","0"
"10847  :  โรงพยาบาลบ่อไร่","79","17","10","6"
"10848  :  โรงพยาบาลแหลมงอบ","27","32","12","1"
"10849  :  โรงพยาบาลเกาะกูด","1","11","1","1"
"13816  :  โรงพยาบาลเกาะช้าง","12","11","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","303","115","4","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","202","341","121","133"
"10850  :  โรงพยาบาลบางคล้า","68","27","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","73","262","1","0"
"10852  :  โรงพยาบาลบางปะกง","593","595","8","3"
"10853  :  โรงพยาบาลบ้านโพธิ์","33","262","15","31"
"10854  :  โรงพยาบาลพนมสารคาม","194","3","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","95","18","13","2"
"10856  :  โรงพยาบาลแปลงยาว","3,570","3,047","319","123"
"13747  :  โรงพยาบาลราชสาส์น","14","1","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","7","5","3","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","339","447","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","251","9","1","0"
"10858  :  โรงพยาบาลนาดี","98","2","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","23","47","0","0"
"10860  :  โรงพยาบาลประจันตคาม","93","24","2","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","94","0","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","28","1","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","48","3","0","0"
"10698  :  โรงพยาบาลนครนายก","391","272","2","2"
"10863  :  โรงพยาบาลปากพลี","176","176","0","0"
"10864  :  โรงพยาบาลบ้านนา","94","174","62","98"
"10865  :  โรงพยาบาลองครักษ์","65","118","1","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","17","7","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","42","104","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","411","229","48","143"
"10866  :  โรงพยาบาลคลองหาด","222","17","6","0"
"10867  :  โรงพยาบาลตาพระยา","135","2","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","202","120","35","29"
"10869  :  โรงพยาบาลวัฒนานคร","185","2","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","138","6","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","109","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","618","215","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","628","0","0","0"
"10871  :  โรงพยาบาลครบุรี","315","376","37","223"
"10872  :  โรงพยาบาลเสิงสาง","261","71","11","20"
"10873  :  โรงพยาบาลคง","96","68","30","7"
"10874  :  โรงพยาบาลบ้านเหลื่อม","65","36","6","3"
"10875  :  โรงพยาบาลจักราช","146","35","3","3"
"10876  :  โรงพยาบาลโชคชัย","635","738","149","483"
"10877  :  โรงพยาบาลด่านขุนทด","350","1,049","124","521"
"10878  :  โรงพยาบาลโนนไทย","164","270","87","107"
"10879  :  โรงพยาบาลโนนสูง","444","477","84","304"
"10880  :  โรงพยาบาลขามสะแกแสง","507","628","401","174"
"10881  :  โรงพยาบาลบัวใหญ่","580","718","98","173"
"10882  :  โรงพยาบาลประทาย","110","83","10","16"
"10883  :  โรงพยาบาลปักธงชัย","417","574","129","350"
"10884  :  โรงพยาบาลพิมาย","346","146","24","35"
"10885  :  โรงพยาบาลห้วยแถลง","132","146","33","92"
"10886  :  โรงพยาบาลชุมพวง","195","753","60","23"
"10887  :  โรงพยาบาลสูงเนิน","411","376","112","132"
"10888  :  โรงพยาบาลขามทะเลสอ","95","63","20","18"
"10889  :  โรงพยาบาลสีคิ้ว","478","1,173","46","47"
"10890  :  โรงพยาบาลปากช่องนานา","886","43","5","10"
"10891  :  โรงพยาบาลหนองบุญมาก","348","319","62","164"
"10892  :  โรงพยาบาลแก้งสนามนาง","273","300","39","216"
"10893  :  โรงพยาบาลโนนแดง","447","345","15","14"
"10894  :  โรงพยาบาลวังน้ำเขียว","116","2","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","198","12","1","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","281","356","127","143"
"11608  :  โรงพยาบาลลำทะเมนชัย","61","38","4","13"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","286","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","10","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","1","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","1,253","67","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","3","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","125","9","1","2"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","213","76","3","7"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","48","5","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","68","14","3","4"
"27839  :  โรงพยาบาลบัวลาย","32","17","0","0"
"27840  :  โรงพยาบาลสีดา","49","61","23","11"
"27841  :  โรงพยาบาลเทพารักษ์","40","5","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","2,061","239","48","4"
"10895  :  โรงพยาบาลคูเมือง","1,038","990","411","474"
"10896  :  โรงพยาบาลกระสัง","337","470","117","278"
"10897  :  โรงพยาบาลนางรอง","369","184","71","73"
"10898  :  โรงพยาบาลหนองกี่","181","281","138","119"
"10899  :  โรงพยาบาลละหานทราย","248","214","96","41"
"10900  :  โรงพยาบาลประโคนชัย","318","145","40","56"
"10901  :  โรงพยาบาลบ้านกรวด","224","177","69","14"
"10902  :  โรงพยาบาลพุทไธสง","196","110","27","48"
"10904  :  โรงพยาบาลลำปลายมาศ","390","182","53","58"
"10905  :  โรงพยาบาลสตึก","2,185","2,294","1,559","614"
"10906  :  โรงพยาบาลปะคำ","86","14","1","11"
"10907  :  โรงพยาบาลนาโพธิ์","166","207","23","135"
"10908  :  โรงพยาบาลหนองหงส์","124","71","29","35"
"10909  :  โรงพยาบาลพลับพลาชัย","525","317","85","157"
"10910  :  โรงพยาบาลห้วยราช","69","49","0","4"
"10911  :  โรงพยาบาลโนนสุวรรณ","78","63","7","36"
"10912  :  โรงพยาบาลชำนิ","193","60","7","19"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","123","206","54","100"
"10914  :  โรงพยาบาลโนนดินแดง","121","34","10","9"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","4","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","151","40","6","26"
"23578  :  โรงพยาบาลแคนดง","157","214","71","57"
"28020  :  โรงพยาบาลบ้านด่าน","146","106","29","44"
"10668  :  โรงพยาบาลสุรินทร์","823","788","298","241"
"10915  :  โรงพยาบาลชุมพลบุรี","245","54","8","23"
"10916  :  โรงพยาบาลท่าตูม","418","428","92","192"
"10917  :  โรงพยาบาลจอมพระ","141","27","0","5"
"10918  :  โรงพยาบาลปราสาท","700","208","1","2"
"10919  :  โรงพยาบาลกาบเชิง","177","27","1","0"
"10920  :  โรงพยาบาลรัตนบุรี","340","606","122","273"
"10921  :  โรงพยาบาลสนม","149","89","17","31"
"10922  :  โรงพยาบาลศีขรภูมิ","405","116","45","32"
"10923  :  โรงพยาบาลสังขะ","355","691","181","412"
"10924  :  โรงพยาบาลลำดวน","508","617","276","196"
"10925  :  โรงพยาบาลสำโรงทาบ","180","197","25","34"
"10926  :  โรงพยาบาลบัวเชด","249","170","32","112"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","10","1","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","120","4","3","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","84","81","42","20"
"27843  :  โรงพยาบาลศรีณรงค์","80","13","3","6"
"27844  :  โรงพยาบาลโนนนารายณ์","75","94","22","54"
"10700  :  โรงพยาบาลศรีสะเกษ","1,158","598","86","197"
"10927  :  โรงพยาบาลยางชุมน้อย","187","192","9","39"
"10928  :  โรงพยาบาลกันทรารมย์","179","137","0","1"
"10929  :  โรงพยาบาลกันทรลักษ์","528","383","161","97"
"10930  :  โรงพยาบาลขุขันธ์","471","2","0","0"
"10931  :  โรงพยาบาลไพรบึง","219","72","3","1"
"10932  :  โรงพยาบาลปรางค์กู่","400","21","0","0"
"10933  :  โรงพยาบาลขุนหาญ","372","204","36","118"
"10934  :  โรงพยาบาลราษีไศล","296","89","11","39"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","596","56","17","5"
"10936  :  โรงพยาบาลบึงบูรพ์","65","57","9","36"
"10937  :  โรงพยาบาลห้วยทับทัน","119","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","112","50","4","5"
"10939  :  โรงพยาบาลศรีรัตนะ","273","276","168","106"
"10940  :  โรงพยาบาลวังหิน","162","59","6","20"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","193","62","14","28"
"10942  :  โรงพยาบาลภูสิงห์","299","39","3","0"
"10943  :  โรงพยาบาลเมืองจันทร์","132","23","4","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","49","1","0","0"
"28014  :  โรงพยาบาลพยุห์","236","86","18","39"
