"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","512","420","0","0"
"10752  :  โรงพยาบาลบางบ่อ","108","42","0","0"
"10753  :  โรงพยาบาลบางพลี","322","20","3","0"
"10754  :  โรงพยาบาลบางจาก","81","19","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","72","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","17","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","63","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","12","2","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","5","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","24","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","410","170","80","59"
"10756  :  โรงพยาบาลบางกรวย","45","90","9","19"
"10757  :  โรงพยาบาลบางใหญ่","142","109","1","0"
"10758  :  โรงพยาบาลบางบัวทอง","140","195","40","24"
"10759  :  โรงพยาบาลไทรน้อย","49","280","190","24"
"10760  :  โรงพยาบาลปากเกร็ด","50","11","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","9","5","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","1,318","346","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","136","6","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","69","68","26","28"
"10687  :  โรงพยาบาลปทุมธานี","463","68","0","0"
"10761  :  โรงพยาบาลคลองหลวง","70","15","4","2"
"10762  :  โรงพยาบาลธัญบุรี","72","33","6","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","35","753","0","0"
"10764  :  โรงพยาบาลหนองเสือ","43","90","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","55","1,083","1","2"
"10766  :  โรงพยาบาลลำลูกกา","115","145","13","0"
"10767  :  โรงพยาบาลสามโคก","46","145","7","9"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","1,087","1,843","0","1"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","280","63","0","0"
"10688  :  โรงพยาบาลเสนา","140","343","15","51"
"10768  :  โรงพยาบาลท่าเรือ","94","85","6","46"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","50","80","22","19"
"10770  :  โรงพยาบาลบางไทร","60","142","0","0"
"10771  :  โรงพยาบาลบางบาล","9","1","1","0"
"10772  :  โรงพยาบาลบางปะอิน","105","683","90","407"
"10773  :  โรงพยาบาลบางปะหัน","106","480","13","96"
"10774  :  โรงพยาบาลผักไห่","52","43","22","7"
"10775  :  โรงพยาบาลภาชี","43","56","3","6"
"10776  :  โรงพยาบาลลาดบัวหลวง","49","75","0","0"
"10777  :  โรงพยาบาลวังน้อย","63","30","0","0"
"10778  :  โรงพยาบาลบางซ้าย","25","0","0","0"
"10779  :  โรงพยาบาลอุทัย","59","397","1","0"
"10780  :  โรงพยาบาลมหาราช","31","558","2","5"
"10781  :  โรงพยาบาลบ้านแพรก","26","12","0","0"
"10689  :  โรงพยาบาลอ่างทอง","97","51","3","2"
"10782  :  โรงพยาบาลไชโย","46","14","0","0"
"10784  :  โรงพยาบาลป่าโมก","172","218","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","36","71","2","3"
"10786  :  โรงพยาบาลแสวงหา","29","54","11","11"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","73","9","1","0"
"10788  :  โรงพยาบาลสามโก้","51","19","6","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","290","107","1","3"
"10691  :  โรงพยาบาลบ้านหมี่","261","119","1","6"
"10789  :  โรงพยาบาลพัฒนานิคม","146","47","0","11"
"10790  :  โรงพยาบาลโคกสำโรง","372","674","87","31"
"10791  :  โรงพยาบาลชัยบาดาล","140","65","37","17"
"10792  :  โรงพยาบาลท่าวุ้ง","63","1","0","0"
"10793  :  โรงพยาบาลท่าหลวง","43","54","14","10"
"10794  :  โรงพยาบาลสระโบสถ์","119","310","87","22"
"10795  :  โรงพยาบาลโคกเจริญ","71","67","16","31"
"10796  :  โรงพยาบาลลำสนธิ","48","12","0","1"
"10797  :  โรงพยาบาลหนองม่วง","29","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","220","196","17","9"
"10693  :  โรงพยาบาลอินทร์บุรี","112","77","0","1"
"10798  :  โรงพยาบาลบางระจัน","36","41","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","18","48","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","24","6","0","0"
"10801  :  โรงพยาบาลท่าช้าง","28","2","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","278","11","0","0"
"10802  :  โรงพยาบาลมโนรมย์","61","8","2","1"
"10803  :  โรงพยาบาลวัดสิงห์","31","17","2","10"
"10804  :  โรงพยาบาลสรรพยา","33","1,456","9","7"
"10805  :  โรงพยาบาลสรรคบุรี","114","381","138","84"
"10806  :  โรงพยาบาลหันคา","106","30","2","6"
"27974  :  โรงพยาบาลหนองมะโมง","58","103","15","44"
"27975  :  โรงพยาบาลเนินขาม","26","210","22","28"
"10661  :  โรงพยาบาลสระบุรี","495","494","79","10"
"10695  :  โรงพยาบาลพระพุทธบาท","162","45","0","0"
"10807  :  โรงพยาบาลแก่งคอย","365","556","124","379"
"10808  :  โรงพยาบาลหนองแค","41","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","58","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","14","12","3","2"
"10811  :  โรงพยาบาลบ้านหมอ","27","6","0","0"
"10812  :  โรงพยาบาลดอนพุด","47","1","0","0"
"10813  :  โรงพยาบาลหนองโดน","45","81","0","2"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","21","4","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","103","1","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","62","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","17","1","0","0"
"10662  :  โรงพยาบาลชลบุรี","341","181","0","0"
"10817  :  โรงพยาบาลบ้านบึง","157","916","542","323"
"10818  :  โรงพยาบาลหนองใหญ่","129","65","8","12"
"10819  :  โรงพยาบาลบางละมุง","407","85","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","55","18","7","9"
"10821  :  โรงพยาบาลพานทอง","156","13","0","6"
"10822  :  โรงพยาบาลพนัสนิคม","96","99","30","20"
"10823  :  โรงพยาบาลแหลมฉบัง","140","13","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","12","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","86","61","27","18"
"10826  :  โรงพยาบาลบ่อทอง","143","291","2","1"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","5","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","86","2","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","316","216","81","46"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","4","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","24","6","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","110","1","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","85","105","53","44"
"10663  :  โรงพยาบาลระยอง","387","114","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","83","13","5","4"
"10828  :  โรงพยาบาลบ้านฉาง","59","38","0","0"
"10829  :  โรงพยาบาลแกลง","116","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","44","104","23","63"
"10831  :  โรงพยาบาลบ้านค่าย","94","237","0","1"
"10832  :  โรงพยาบาลปลวกแดง","63","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","17","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","36","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","538","735","60","382"
"10834  :  โรงพยาบาลขลุง","96","3","2","0"
"10835  :  โรงพยาบาลท่าใหม่","65","33","13","3"
"10836  :  โรงพยาบาลเขาสุกิม","57","35","9","3"
"10837  :  โรงพยาบาลสองพี่น้อง","60","34","9","15"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","111","97","0","0"
"10839  :  โรงพยาบาลมะขาม","85","35","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","139","231","64","117"
"10841  :  โรงพยาบาลสอยดาว","147","31","8","10"
"10842  :  โรงพยาบาลแก่งหางแมว","63","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","67","50","19","20"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","75","2","0","0"
"10696  :  โรงพยาบาลตราด","505","272","2","2"
"10845  :  โรงพยาบาลคลองใหญ่","16","5","0","0"
"10846  :  โรงพยาบาลเขาสมิง","81","139","0","0"
"10847  :  โรงพยาบาลบ่อไร่","122","51","5","2"
"10848  :  โรงพยาบาลแหลมงอบ","36","106","5","3"
"10849  :  โรงพยาบาลเกาะกูด","5","7","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","15","15","2","0"
"10697  :  โรงพยาบาลพุทธโสธร","580","325","1","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","148","666","360","198"
"10850  :  โรงพยาบาลบางคล้า","67","16","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","162","533","0","0"
"10852  :  โรงพยาบาลบางปะกง","465","448","0","2"
"10853  :  โรงพยาบาลบ้านโพธิ์","36","248","86","13"
"10854  :  โรงพยาบาลพนมสารคาม","268","157","5","4"
"10855  :  โรงพยาบาลสนามชัยเขต","188","94","71","11"
"10856  :  โรงพยาบาลแปลงยาว","5,718","4,788","7","5"
"13747  :  โรงพยาบาลราชสาส์น","9","0","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","36","27","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","450","344","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","240","7","0","0"
"10858  :  โรงพยาบาลนาดี","90","2","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","20","19","0","0"
"10860  :  โรงพยาบาลประจันตคาม","100","14","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","97","2","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","23","1","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","31","1","0","0"
"10698  :  โรงพยาบาลนครนายก","412","204","2","0"
"10863  :  โรงพยาบาลปากพลี","189","180","0","0"
"10864  :  โรงพยาบาลบ้านนา","85","415","98","240"
"10865  :  โรงพยาบาลองครักษ์","52","103","1","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","13","14","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","43","104","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","408","203","36","54"
"10866  :  โรงพยาบาลคลองหาด","174","4","1","0"
"10867  :  โรงพยาบาลตาพระยา","88","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","128","56","14","11"
"10869  :  โรงพยาบาลวัฒนานคร","125","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","185","4","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","95","2","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","350","1","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","459","0","0","0"
"10871  :  โรงพยาบาลครบุรี","411","458","47","303"
"10872  :  โรงพยาบาลเสิงสาง","200","30","3","11"
"10873  :  โรงพยาบาลคง","115","16","5","2"
"10874  :  โรงพยาบาลบ้านเหลื่อม","61","13","0","2"
"10875  :  โรงพยาบาลจักราช","154","16","1","0"
"10876  :  โรงพยาบาลโชคชัย","626","567","89","324"
"10877  :  โรงพยาบาลด่านขุนทด","340","955","105","428"
"10878  :  โรงพยาบาลโนนไทย","226","106","14","37"
"10879  :  โรงพยาบาลโนนสูง","499","464","66","289"
"10880  :  โรงพยาบาลขามสะแกแสง","335","371","188","93"
"10881  :  โรงพยาบาลบัวใหญ่","382","997","116","161"
"10882  :  โรงพยาบาลประทาย","137","65","6","17"
"10883  :  โรงพยาบาลปักธงชัย","444","858","155","448"
"10884  :  โรงพยาบาลพิมาย","448","73","12","10"
"10885  :  โรงพยาบาลห้วยแถลง","157","251","70","154"
"10886  :  โรงพยาบาลชุมพวง","209","969","53","11"
"10887  :  โรงพยาบาลสูงเนิน","641","490","111","216"
"10888  :  โรงพยาบาลขามทะเลสอ","114","4","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","376","515","59","16"
"10890  :  โรงพยาบาลปากช่องนานา","760","22","1","2"
"10891  :  โรงพยาบาลหนองบุญมาก","341","261","43","178"
"10892  :  โรงพยาบาลแก้งสนามนาง","456","375","52","215"
"10893  :  โรงพยาบาลโนนแดง","238","169","12","17"
"10894  :  โรงพยาบาลวังน้ำเขียว","126","1","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","197","21","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","102","73","12","32"
"11608  :  โรงพยาบาลลำทะเมนชัย","71","33","0","4"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","297","1","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","5","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","3","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","1,310","83","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1","1","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","92","7","2","2"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","235","85","11","17"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","39","4","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","89","33","13","0"
"27839  :  โรงพยาบาลบัวลาย","35","13","0","0"
"27840  :  โรงพยาบาลสีดา","71","43","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","53","10","0","3"
"10667  :  โรงพยาบาลบุรีรัมย์","2,250","236","15","1"
"10895  :  โรงพยาบาลคูเมือง","551","265","89","81"
"10896  :  โรงพยาบาลกระสัง","398","332","76","151"
"10897  :  โรงพยาบาลนางรอง","499","122","26","56"
"10898  :  โรงพยาบาลหนองกี่","235","225","52","55"
"10899  :  โรงพยาบาลละหานทราย","380","280","90","94"
"10900  :  โรงพยาบาลประโคนชัย","302","91","16","23"
"10901  :  โรงพยาบาลบ้านกรวด","267","72","9","2"
"10902  :  โรงพยาบาลพุทไธสง","255","132","18","14"
"10904  :  โรงพยาบาลลำปลายมาศ","429","50","7","11"
"10905  :  โรงพยาบาลสตึก","478","414","86","108"
"10906  :  โรงพยาบาลปะคำ","89","568","264","73"
"10907  :  โรงพยาบาลนาโพธิ์","153","248","18","114"
"10908  :  โรงพยาบาลหนองหงส์","89","2,895","10","11"
"10909  :  โรงพยาบาลพลับพลาชัย","323","133","32","44"
"10910  :  โรงพยาบาลห้วยราช","94","65","0","5"
"10911  :  โรงพยาบาลโนนสุวรรณ","82","42","14","4"
"10912  :  โรงพยาบาลชำนิ","233","30","6","0"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","269","294","81","185"
"10914  :  โรงพยาบาลโนนดินแดง","109","20","3","1"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","3","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","155","27","3","9"
"23578  :  โรงพยาบาลแคนดง","137","380","306","48"
"28020  :  โรงพยาบาลบ้านด่าน","163","60","16","12"
"10668  :  โรงพยาบาลสุรินทร์","1,034","1,012","326","314"
"10915  :  โรงพยาบาลชุมพลบุรี","234","44","16","18"
"10916  :  โรงพยาบาลท่าตูม","430","855","75","116"
"10917  :  โรงพยาบาลจอมพระ","164","106","45","49"
"10918  :  โรงพยาบาลปราสาท","742","101","0","1"
"10919  :  โรงพยาบาลกาบเชิง","249","10","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","246","305","28","112"
"10921  :  โรงพยาบาลสนม","138","18","1","1"
"10922  :  โรงพยาบาลศีขรภูมิ","810","347","22","2"
"10923  :  โรงพยาบาลสังขะ","353","809","189","396"
"10924  :  โรงพยาบาลลำดวน","316","252","90","74"
"10925  :  โรงพยาบาลสำโรงทาบ","224","203","34","49"
"10926  :  โรงพยาบาลบัวเชด","297","281","40","188"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","26","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","105","37","1","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","95","42","16","11"
"27843  :  โรงพยาบาลศรีณรงค์","145","17","8","3"
"27844  :  โรงพยาบาลโนนนารายณ์","95","127","37","59"
"10700  :  โรงพยาบาลศรีสะเกษ","1,291","590","101","119"
"10927  :  โรงพยาบาลยางชุมน้อย","246","161","13","22"
"10928  :  โรงพยาบาลกันทรารมย์","205","60","1","0"
"10929  :  โรงพยาบาลกันทรลักษ์","678","596","237","302"
"10930  :  โรงพยาบาลขุขันธ์","568","14","6","5"
"10931  :  โรงพยาบาลไพรบึง","270","94","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","385","18","0","0"
"10933  :  โรงพยาบาลขุนหาญ","358","391","11","12"
"10934  :  โรงพยาบาลราษีไศล","383","62","2","27"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","639","45","1","0"
"10936  :  โรงพยาบาลบึงบูรพ์","70","51","6","21"
"10937  :  โรงพยาบาลห้วยทับทัน","172","2","0","0"
"10938  :  โรงพยาบาลโนนคูณ","137","97","1","1"
"10939  :  โรงพยาบาลศรีรัตนะ","317","107","8","74"
"10940  :  โรงพยาบาลวังหิน","233","87","26","17"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","256","46","3","17"
"10942  :  โรงพยาบาลภูสิงห์","321","35","0","2"
"10943  :  โรงพยาบาลเมืองจันทร์","123","7","1","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","52","2","0","0"
"28014  :  โรงพยาบาลพยุห์","338","185","74","86"
