"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"14641  :  โรงพยาบาลราชพิพัฒน์","38,959","178,949","4.59","4,995","21,023","4.21","4,161","14,684","3.53","15,842","66,825","4.22","28,455","76,417","2.69","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","111,397","439,885","3.95","9,417","24,595","2.61","7,482","17,731","2.37","25,275","68,635","2.72","99,841","328,924","3.29","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","661","805","1.22","211","270","1.28","17","24","1.41","93","113","1.22","352","398","1.13","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","174,587","762,902","4.37","13,457","83,062","6.17","10,068","50,118","4.98","113,904","516,193","4.53","55,807","113,312","2.03","26","217","8.35"
"10752  :  โรงพยาบาลบางบ่อ","63,799","220,450","3.46","3,189","20,090","6.30","8,493","28,166","3.32","16,383","52,050","3.18","29,331","48,434","1.65","23,065","71,710","3.11"
"10753  :  โรงพยาบาลบางพลี","96,553","313,779","3.25","5,717","28,244","4.94","17,193","40,664","2.37","40,289","165,135","4.10","44,007","76,327","1.73","1,418","3,409","2.40"
"10754  :  โรงพยาบาลบางจาก","43,443","138,853","3.20","2,420","9,717","4.02","5,073","10,708","2.11","28,451","103,009","3.62","10,185","14,937","1.47","288","482","1.67"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","38,884","137,398","3.53","1,905","8,950","4.70","689","2,235","3.24","26,116","107,210","4.11","12,649","19,003","1.50","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","11,578","45,033","3.89","0","0","0.00","1,258","4,699","3.74","8,406","36,958","4.40","2,383","3,376","1.42","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","24,537","99,155","4.04","0","0","0.00","0","0","0.00","24,537","99,155","4.04","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","8,802","41,694","4.74","912","4,172","4.57","13","50","3.85","5,797","30,079","5.19","2,898","7,393","2.55","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","24,184","59,682","2.47","89","110","1.24","15,784","39,649","2.51","4,382","14,924","3.41","4,482","4,999","1.12","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","13,134","45,735","3.48","458","1,952","4.26","1,985","5,874","2.96","10,568","36,187","3.42","1,049","1,432","1.37","282","290","1.03"
"10686  :  โรงพยาบาลพระนั่งเกล้า","161,258","710,236","4.40","16,889","98,865","5.85","25,608","109,266","4.27","86,241","406,969","4.72","47,665","93,287","1.96","344","1,849","5.38"
"10756  :  โรงพยาบาลบางกรวย","44,123","163,260","3.70","8,082","51,250","6.34","15,401","32,195","2.09","21,194","74,156","3.50","3,679","5,659","1.54","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","65,217","224,176","3.44","7,131","35,612","4.99","2,879","6,542","2.27","50,633","159,600","3.15","570","1,977","3.47","12,245","20,445","1.67"
"10758  :  โรงพยาบาลบางบัวทอง","63,331","190,228","3.00","4,557","18,980","4.17","24,291","36,452","1.50","38,355","133,537","3.48","495","1,259","2.54","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","47,212","171,555","3.63","4,468","25,131","5.62","8,066","20,531","2.55","28,902","89,542","3.10","8,999","12,229","1.36","8,374","24,122","2.88"
"10760  :  โรงพยาบาลปากเกร็ด","24,440","120,034","4.91","3,595","25,521","7.10","1,304","4,717","3.62","15,342","75,232","4.90","7,043","13,860","1.97","116","704","6.07"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","45,793","121,090","2.64","6,052","8,773","1.45","814","878","1.08","15,680","43,164","2.75","30,147","68,275","2.26","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","1,411","3,338","2.37","530","1,503","2.84","6","19","3.17","749","1,561","2.08","145","255","1.76","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","29,781","137,261","4.61","4,903","22,182","4.52","5,250","16,969","3.23","17,071","74,042","4.34","9,042","24,068","2.66","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","74,006","362,948","4.90","18,787","111,522","5.94","30,985","82,749","2.67","18,382","104,195","5.67","1","1","1.00","11,829","64,481","5.45"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","11,925","37,134","3.11","997","4,011","4.02","1,439","3,008","2.09","7,072","25,506","3.61","498","619","1.24","2,667","3,990","1.50"
"10687  :  โรงพยาบาลปทุมธานี","157,098","592,158","3.77","10,491","61,812","5.89","70,783","191,876","2.71","84,799","327,316","3.86","6,085","10,496","1.72","483","658","1.36"
"10761  :  โรงพยาบาลคลองหลวง","46,519","144,471","3.11","1,931","13,007","6.74","1,649","3,467","2.10","27,199","100,590","3.70","18,928","26,955","1.42","410","452","1.10"
"10762  :  โรงพยาบาลธัญบุรี","47,902","150,932","3.15","2,457","8,608","3.50","1,128","2,480","2.20","27,004","104,124","3.86","22,440","34,480","1.54","899","1,241","1.38"
"10763  :  โรงพยาบาลประชาธิปัตย์","35,957","116,284","3.23","1,808","6,055","3.35","11,053","19,480","1.76","16,038","69,712","4.35","7,747","11,136","1.44","7,583","9,903","1.31"
"10764  :  โรงพยาบาลหนองเสือ","21,246","81,942","3.86","1,182","5,597","4.74","302","1,225","4.06","11,263","53,753","4.77","5,594","8,169","1.46","7,068","13,198","1.87"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","29,422","92,247","3.14","1,719","9,038","5.26","14,968","29,716","1.99","13,913","49,983","3.59","2,099","3,031","1.44","360","479","1.33"
"10766  :  โรงพยาบาลลำลูกกา","47,764","136,603","2.86","2,809","11,271","4.01","2,178","3,378","1.55","25,649","94,370","3.68","20,258","27,556","1.36","28","28","1.00"
"10767  :  โรงพยาบาลสามโคก","20,152","55,059","2.73","783","2,751","3.51","5,123","7,532","1.47","11,470","40,381","3.52","180","184","1.02","3,779","4,215","1.12"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","7,335","23,188","3.16","900","2,796","3.11","419","597","1.42","1,404","4,753","3.39","5,391","15,042","2.79","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","11,167","66,584","5.96","1,166","6,161","5.28","4,613","27,455","5.95","4,788","30,857","6.44","1,389","2,111","1.52","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","140,263","548,296","3.91","16,786","90,700","5.40","24,733","96,720","3.91","63,255","258,696","4.09","61,120","101,261","1.66","893","919","1.03"
"10688  :  โรงพยาบาลเสนา","59,763","244,968","4.10","5,282","27,898","5.28","14,138","65,039","4.60","32,638","126,117","3.86","14,545","25,914","1.78","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","27,849","117,760","4.23","2,581","15,424","5.98","11,386","30,188","2.65","16,519","72,064","4.36","17","84","4.94","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","21,043","77,186","3.67","1,662","7,816","4.70","2,226","7,216","3.24","10,955","45,984","4.20","9,755","15,582","1.60","169","588","3.48"
"10770  :  โรงพยาบาลบางไทร","18,442","74,998","4.07","1,609","9,771","6.07","2,259","9,225","4.08","10,130","44,828","4.43","6,112","10,667","1.75","372","507","1.36"
"10771  :  โรงพยาบาลบางบาล","14,232","58,925","4.14","1,540","8,071","5.24","4,104","9,470","2.31","9,882","41,196","4.17","62","151","2.44","9","37","4.11"
"10772  :  โรงพยาบาลบางปะอิน","43,662","159,842","3.66","785","2,562","3.26","10,554","35,756","3.39","23,913","98,204","4.11","13,525","23,320","1.72","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","20,497","87,327","4.26","1,624","9,008","5.55","3,361","12,451","3.70","12,839","58,911","4.59","4,428","6,943","1.57","5","14","2.80"
"10774  :  โรงพยาบาลผักไห่","17,878","83,750","4.68","1,822","11,489","6.31","3,840","10,834","2.82","12,296","59,439","4.83","1,309","1,982","1.51","2","6","3.00"
"10775  :  โรงพยาบาลภาชี","19,977","87,351","4.37","1,772","10,123","5.71","3,367","14,180","4.21","11,151","52,278","4.69","5,838","10,713","1.84","2","57","28.50"
"10776  :  โรงพยาบาลลาดบัวหลวง","19,844","76,115","3.84","1,152","6,725","5.84","3,047","10,134","3.33","11,031","46,707","4.23","7,355","12,510","1.70","10","39","3.90"
"10777  :  โรงพยาบาลวังน้อย","37,168","119,034","3.20","1,905","7,467","3.92","7,219","15,845","2.19","19,775","72,790","3.68","13,624","22,932","1.68","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","9,667","38,936","4.03","598","3,301","5.52","2,992","5,218","1.74","5,621","25,356","4.51","2,339","3,606","1.54","1,068","1,455","1.36"
"10779  :  โรงพยาบาลอุทัย","30,169","111,499","3.70","1,375","3,880","2.82","1,783","4,074","2.28","14,528","61,589","4.24","8,622","15,067","1.75","6,473","26,889","4.15"
"10780  :  โรงพยาบาลมหาราช","11,712","45,744","3.91","1,498","8,770","5.85","1,587","5,350","3.37","5,939","25,986","4.38","3,663","5,638","1.54","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","8,542","43,475","5.09","1,412","11,936","8.45","1,250","4,827","3.86","3,907","20,912","5.35","2,996","5,778","1.93","2","22","11.00"
"10689  :  โรงพยาบาลอ่างทอง","63,045","296,371","4.70","10,822","69,876","6.46","14,606","60,041","4.11","36,575","153,967","4.21","4,756","5,825","1.22","4,800","6,662","1.39"
"10782  :  โรงพยาบาลไชโย","12,783","70,284","5.50","1,668","18,091","10.85","5,193","13,347","2.57","6,812","35,150","5.16","2,080","3,696","1.78","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","19,717","110,704","5.61","2,753","23,365","8.49","6,929","24,007","3.46","11,290","60,038","5.32","385","625","1.62","1,502","2,669","1.78"
"10785  :  โรงพยาบาลโพธิ์ทอง","26,301","140,003","5.32","3,473","32,222","9.28","2,471","10,873","4.40","17,209","87,077","5.06","5,131","9,831","1.92","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","18,408","89,207","4.85","1,959","14,799","7.55","2,100","7,762","3.70","13,799","63,147","4.58","2,000","3,486","1.74","8","13","1.63"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","43,400","197,581","4.55","6,934","40,260","5.81","4,697","15,229","3.24","28,108","129,136","4.59","7,251","10,967","1.51","1,233","1,989","1.61"
"10788  :  โรงพยาบาลสามโก้","11,168","57,671","5.16","1,237","9,365","7.57","2,800","7,857","2.81","7,287","37,047","5.08","2,014","3,402","1.69","0","0","0.00"
