"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","22,522","157,695","7.00","0","0","0.00","3,375","21,659","6.42","16,840","125,752","7.47","2,307","10,284","4.46","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","651","3,484","5.35","0","0","0.00","0","0","0.00","0","0","0.00","651","3,484","5.35","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","15,346","128,025","8.34","0","0","0.00","0","0","0.00","0","0","0.00","15,346","128,025","8.34","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","18,447","137,976","7.48","0","0","0.00","0","0","0.00","0","0","0.00","18,447","137,976","7.48","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","17,427","125,307","7.19","0","0","0.00","0","0","0.00","0","0","0.00","17,427","125,307","7.19","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","2,397","69,329","28.92","111","2,824","25.44","160","3,581","22.38","1,902","55,384","29.12","224","7,540","33.66","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","2,751","105,085","38.20","154","5,900","38.31","0","0","0.00","2,415","91,272","37.79","182","7,913","43.48","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","39","569","14.59","8","76","9.50","1","101","101.00","21","293","13.95","9","99","11.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","2,182","12,227","5.60","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2,182","12,227","5.60"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","2,717","17,511","6.44","245","967","3.95","0","0","0.00","2,472","16,544","6.69","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","324","4,332","13.37","0","0","0.00","0","0","0.00","0","0","0.00","324","4,332","13.37","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","5,851","24,307","4.15","532","2,581","4.85","427","1,688","3.95","2,943","12,745","4.33","1,949","7,293","3.74","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","46,398","221,192","4.77","2,243","14,574","6.50","1,900","10,832","5.70","28,220","142,198","5.04","14,035","53,588","3.82","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","9,247","40,244","4.35","472","2,975","6.30","512","2,262","4.42","5,990","27,196","4.54","2,273","7,811","3.44","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","16,798","77,734","4.63","1,157","6,019","5.20","1,608","6,067","3.77","10,906","55,227","5.06","3,151","10,421","3.31","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","5,656","25,049","4.43","221","943","4.27","819","3,027","3.70","4,020","19,334","4.81","597","1,745","2.92","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,812","15,427","4.05","107","500","4.67","31","82","2.65","3,225","13,519","4.19","451","1,326","2.94","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","2,213","6,529","2.95","0","0","0.00","120","378","3.15","2,008","5,588","2.78","85","563","6.62","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","7,633","32,396","4.24","0","0","0.00","0","0","0.00","7,633","32,396","4.24","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","853","51,783","60.71","116","5,305","45.73","0","0","0.00","701","44,858","63.99","36","1,620","45.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","161","504","3.13","0","0","0.00","1","2","2.00","159","492","3.09","1","10","10.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","35,663","215,953","6.06","2,545","22,664","8.91","3,835","23,331","6.08","24,121","149,052","6.18","5,163","20,906","4.05","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","2,949","11,636","3.95","200","801","4.01","332","1,096","3.30","2,278","9,377","4.12","139","362","2.60","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","4,535","18,124","4.00","240","1,119","4.66","24","65","2.71","4,111","16,497","4.01","160","443","2.77","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","4,417","15,419","3.49","165","645","3.91","317","753","2.38","3,746","13,553","3.62","189","468","2.48","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","4,449","15,779","3.55","322","1,377","4.28","223","627","2.81","3,548","12,906","3.64","355","853","2.40","4","16","4.00"
"10760  :  โรงพยาบาลปากเกร็ด","4,866","19,299","3.97","200","974","4.87","56","168","3.00","3,607","15,448","4.28","1,003","2,709","2.70","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","5,145","205,967","40.03","325","10,944","33.67","617","28,517","46.22","4,032","155,918","38.67","171","10,588","61.92","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","12,121","61,428","5.07","2,338","13,988","5.98","3,175","11,471","3.61","6,606","35,957","5.44","2","12","6.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","738","2,466","3.34","55","184","3.35","226","698","3.09","431","1,506","3.49","33","78","2.36","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","33,295","162,196","4.87","1,299","8,480","6.53","9,779","41,469","4.24","21,520","109,558","5.09","697","2,689","3.86","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","3,224","12,272","3.81","29","79","2.72","11","52","4.73","2,745","10,585","3.86","438","1,554","3.55","2","2","1.00"
"10762  :  โรงพยาบาลธัญบุรี","3,721","13,700","3.68","86","319","3.71","19","43","2.26","3,336","12,365","3.71","281","973","3.46","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,268","10,270","4.53","23","103","4.48","9","43","4.78","2,054","9,530","4.64","187","594","3.18","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","1,806","6,242","3.46","34","138","4.06","10","30","3.00","1,535","5,383","3.51","227","691","3.04","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,288","7,283","3.18","119","469","3.94","95","229","2.41","1,973","6,320","3.20","101","265","2.62","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","3,266","11,489","3.52","18","61","3.39","713","3,199","4.49","2,225","7,487","3.36","310","742","2.39","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","1,372","6,276","4.57","20","101","5.05","17","58","3.41","1,226","5,764","4.70","111","353","3.18","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","2,306","158,318","68.65","112","5,900","52.68","66","7,305","110.68","1,860","130,957","70.41","268","14,156","52.82","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","38,412","191,743","4.99","3,346","22,225","6.64","6,352","24,732","3.89","24,723","131,116","5.30","3,987","13,658","3.43","4","12","3.00"
"10688  :  โรงพยาบาลเสนา","12,236","58,815","4.81","899","5,955","6.62","1,852","6,957","3.76","7,694","37,870","4.92","1,792","8,033","4.48","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,744","8,396","3.06","232","1,061","4.57","588","1,349","2.29","1,912","5,961","3.12","12","25","2.08","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2,372","8,479","3.57","154","546","3.55","169","455","2.69","1,878","6,991","3.72","171","487","2.85","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","2,500","8,275","3.31","189","576","3.05","181","454","2.51","1,916","6,626","3.46","214","619","2.89","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,460","4,663","3.19","120","627","5.23","100","227","2.27","1,234","3,783","3.07","6","26","4.33","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","5,801","20,027","3.45","210","1,066","5.08","407","1,240","3.05","4,562","16,155","3.54","622","1,566","2.52","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","2,536","8,354","3.29","195","618","3.17","248","707","2.85","2,040","6,872","3.37","51","139","2.73","2","18","9.00"
"10774  :  โรงพยาบาลผักไห่","2,173","8,074","3.72","200","853","4.27","169","447","2.64","1,802","6,772","3.76","2","2","1.00","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","2,632","10,497","3.99","214","1,164","5.44","230","894","3.89","2,025","7,980","3.94","163","459","2.82","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,962","5,795","2.95","102","303","2.97","174","372","2.14","1,554","4,827","3.11","134","293","2.19","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","4,342","12,522","2.88","162","575","3.55","313","668","2.13","3,584","10,647","2.97","283","632","2.23","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","511","1,731","3.39","32","87","2.72","33","96","2.91","443","1,540","3.48","4","8","2.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","2,448","8,246","3.37","156","582","3.73","674","2,073","3.08","1,608","5,568","3.46","10","23","2.30","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","1,067","4,229","3.96","112","463","4.13","69","171","2.48","846","3,492","4.13","40","103","2.58","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","937","4,006","4.28","160","708","4.43","69","243","3.52","693","3,024","4.36","15","31","2.07","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","18,145","82,888","4.57","1,834","9,892","5.39","2,186","8,020","3.67","10,329","49,498","4.79","3,796","15,478","4.08","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","2,015","6,108","3.03","208","780","3.75","147","345","2.35","1,537","4,632","3.01","123","351","2.85","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","3,281","12,131","3.70","463","2,033","4.39","436","1,203","2.76","2,360","8,803","3.73","29","92","3.17","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","5,208","14,742","2.83","721","2,246","3.12","258","624","2.42","3,948","11,172","2.83","281","700","2.49","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","2,427","8,850","3.65","209","956","4.57","165","473","2.87","2,028","7,365","3.63","27","56","2.07","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","8,543","28,858","3.38","1,149","4,933","4.29","584","1,619","2.77","6,595","21,472","3.26","219","834","3.81","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","2,047","6,453","3.15","169","937","5.54","103","286","2.78","1,687","5,050","2.99","88","180","2.05","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","27,051","144,789","5.35","3,471","23,925","6.89","5,428","25,893","4.77","16,329","87,987","5.39","1,824","6,984","3.83","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","13,504","70,699","5.24","1,357","8,445","6.22","1,331","7,122","5.35","9,279","49,793","5.37","1,538","5,339","3.47","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","5,225","14,832","2.84","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","5,225","14,832","2.84"
"10790  :  โรงพยาบาลโคกสำโรง","5,888","38,446","6.53","347","3,253","9.37","324","2,154","6.65","4,559","29,880","6.55","661","3,159","4.78","0","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","10,767","43,412","4.03","611","2,682","4.39","1,041","3,458","3.32","8,668","35,778","4.13","461","1,494","3.24","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","2,847","8,592","3.02","211","624","2.96","111","249","2.24","2,484","7,641","3.08","41","78","1.90","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","3,248","8,684","2.67","171","510","2.98","193","411","2.13","2,695","7,438","2.76","190","325","1.71","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,605","5,555","3.46","75","243","3.24","107","288","2.69","1,399","4,976","3.56","24","48","2.00","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","2,289","6,532","2.85","89","339","3.81","92","201","2.18","2,044","5,871","2.87","64","121","1.89","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","1,867","6,054","3.24","78","306","3.92","63","171","2.71","1,659","5,364","3.23","84","213","2.54","0","0","0.00"
