"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","539","11,406","21.16","40","1,635","40.88","421","8,947","21.25","0","0","0.00","78","824","10.56","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","84","1,237","14.73","4","105","26.25","3","44","14.67","52","548","10.54","25","540","21.60","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","13,000","54,713","4.21","356","2,372","6.66","1,517","5,837","3.85","7,878","37,416","4.75","3,249","9,088","2.80","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","5,663","20,834","3.68","191","959","5.02","1,278","3,727","2.92","3,157","13,317","4.22","1,037","2,831","2.73","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,897","11,014","3.80","121","504","4.17","29","70","2.41","2,273","8,100","3.56","474","2,340","4.94","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","8","821","102.63","0","0","0.00","0","0","0.00","1","39","39.00","7","782","111.71","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","21,296","110,740","5.20","1,248","8,314","6.66","1,828","10,731","5.87","14,807","78,699","5.31","3,413","12,996","3.81","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","2,024","6,528","3.23","162","659","4.07","244","596","2.44","1,542","5,112","3.32","76","161","2.12","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","2,731","9,692","3.55","64","241","3.77","392","1,002","2.56","2,208","8,290","3.75","67","159","2.37","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","4,215","15,032","3.57","127","562","4.43","1,808","6,311","3.49","1,805","6,374","3.53","697","1,785","2.56","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","3,123","11,092","3.55","211","995","4.72","527","1,265","2.40","2,320","8,619","3.72","65","213","3.28","0","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","3,650","11,970","3.28","108","631","5.84","36","73","2.03","2,268","8,336","3.68","1,238","2,930","2.37","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","622","40,743","65.50","50","2,209","44.18","102","5,663","55.52","389","23,627","60.74","74","8,997","121.58","7","247","35.29"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","2,602","14,910","5.73","447","3,115","6.97","875","4,291","4.90","1,280","7,504","5.86","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","10,425","44,617","4.28","495","3,006","6.07","3,120","12,320","3.95","6,605","28,736","4.35","205","555","2.71","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","2,684","10,210","3.80","28","121","4.32","12","52","4.33","2,101","8,440","4.02","543","1,597","2.94","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","3,698","13,505","3.65","137","467","3.41","24","58","2.42","3,124","11,636","3.72","413","1,344","3.25","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,435","5,683","3.96","22","141","6.41","13","33","2.54","1,125","4,632","4.12","275","877","3.19","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","1,955","7,607","3.89","47","205","4.36","12","27","2.25","1,628","6,466","3.97","271","909","3.35","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,718","5,899","3.43","68","209","3.07","98","211","2.15","1,432","5,096","3.56","122","383","3.14","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","3,204","10,123","3.16","115","335","2.91","328","979","2.98","2,545","8,292","3.26","216","517","2.39","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","1,158","4,918","4.25","27","167","6.19","16","37","2.31","1,015","4,441","4.38","100","273","2.73","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","43,987","263,215","5.98","967","5,318","5.50","2,253","8,239","3.66","7,169","43,894","6.12","1,214","4,309","3.55","35,787","201,455","5.63"
"10688  :  โรงพยาบาลเสนา","11,033","57,779","5.24","935","6,751","7.22","2,665","11,999","4.50","7,017","37,623","5.36","416","1,406","3.38","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,455","8,327","3.39","223","781","3.50","382","826","2.16","1,839","6,700","3.64","11","20","1.82","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","3,641","13,136","3.61","276","1,179","4.27","285","879","3.08","2,829","10,438","3.69","251","640","2.55","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","1,457","4,992","3.43","148","545","3.68","139","372","2.68","1,099","3,863","3.52","71","212","2.99","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,233","4,097","3.32","128","396","3.09","105","249","2.37","998","3,448","3.45","2","4","2.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","4,253","14,477","3.40","173","818","4.73","278","796","2.86","3,225","11,540","3.58","577","1,323","2.29","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","4,395","17,405","3.96","406","2,125","5.23","282","1,230","4.36","3,384","13,054","3.86","325","996","3.06","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","4,072","12,894","3.17","366","1,178","3.22","280","673","2.40","3,413","10,994","3.22","13","49","3.77","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","2,476","8,085","3.27","263","971","3.69","988","2,780","2.81","1,216","4,312","3.55","10","22","2.20","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","3,515","13,898","3.95","139","631","4.54","1,207","3,916","3.24","2,161","9,307","4.31","14","44","3.14","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","2,433","8,027","3.30","79","209","2.65","151","405","2.68","2,047","7,090","3.46","156","323","2.07","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","545","2,177","3.99","40","106","2.65","35","124","3.54","470","1,947","4.14","0","0","0.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","2,318","7,327","3.16","139","459","3.30","860","2,272","2.64","1,313","4,585","3.49","6","11","1.83","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","759","2,895","3.81","6","12","2.00","67","197","2.94","626","2,541","4.06","60","145","2.42","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","689","2,743","3.98","102","349","3.42","50","137","2.74","533","2,249","4.22","4","8","2.00","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","20,302","101,256","4.99","2,873","17,634","6.14","2,090","8,754","4.19","11,658","58,477","5.02","3,680","16,384","4.45","1","7","7.00"
"10782  :  โรงพยาบาลไชโย","1,647","5,680","3.45","222","870","3.92","105","323","3.08","1,225","4,254","3.47","95","233","2.45","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","38","98","2.58","0","0","0.00","0","0","0.00","5","12","2.40","33","86","2.61","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","5,378","21,776","4.05","730","3,472","4.76","224","613","2.74","4,111","16,509","4.02","314","1,182","3.76","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","3,334","13,084","3.92","308","1,456","4.73","172","573","3.33","2,808","10,916","3.89","47","139","2.96","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","6,559","25,569","3.90","743","4,412","5.94","345","854","2.48","5,061","19,254","3.80","410","1,049","2.56","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","2,357","7,482","3.17","182","763","4.19","76","199","2.62","2,011","6,282","3.12","88","238","2.70","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","16,204","89,799","5.54","1,861","12,633","6.79","3,074","13,930","4.53","9,579","56,251","5.87","1,689","6,984","4.13","1","1","1.00"
"10691  :  โรงพยาบาลบ้านหมี่","6,347","32,740","5.16","646","4,107","6.36","547","2,759","5.04","4,275","22,713","5.31","879","3,161","3.60","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","3,208","11,330","3.53","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","3,208","11,330","3.53"
"10790  :  โรงพยาบาลโคกสำโรง","6,403","23,605","3.69","378","1,840","4.87","402","1,195","2.97","4,902","18,409","3.76","718","2,154","3.00","3","7","2.33"
"10791  :  โรงพยาบาลชัยบาดาล","8,547","36,070","4.22","463","2,286","4.94","472","1,475","3.13","2,398","10,880","4.54","2,021","6,581","3.26","3,193","14,848","4.65"
"10792  :  โรงพยาบาลท่าวุ้ง","3,509","10,578","3.01","341","1,205","3.53","184","408","2.22","2,869","8,720","3.04","115","245","2.13","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","2,469","5,836","2.36","104","273","2.63","102","217","2.13","2,112","5,073","2.40","151","273","1.81","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,416","4,716","3.33","77","236","3.06","74","199","2.69","1,214","4,168","3.43","51","113","2.22","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","1,493","4,573","3.06","66","220","3.33","54","136","2.52","1,322","4,079","3.09","51","138","2.71","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","2,207","7,163","3.25","44","149","3.39","25","62","2.48","890","3,015","3.39","44","94","2.14","1,316","3,843","2.92"
"10797  :  โรงพยาบาลหนองม่วง","1,393","3,893","2.79","84","241","2.87","52","128","2.46","1,122","3,201","2.85","135","323","2.39","0","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
