"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","17,031","50,808","2.98","2,562","10,492","4.10","645","1,455","2.26","4,232","12,525","2.96","4","4","1.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","25,479","79,213","3.11","2,917","11,450","3.93","0","0","0.00","6,393","19,818","3.10","0","0","0.00","1,118","5,583","4.99"
"12246  :  สถาบันราชานุกูล","70,098","95,609","1.36","685","4,481","6.54","67,768","78,578","1.16","2,844","12,550","4.41","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","30,218","62,285","2.06","7,513","15,314","2.04","716","3,287","4.59","1,428","5,465","3.83","0","0","0.00","462","1,004","2.17"
"12250  :  สถาบันมะเร็งแห่งชาติ","9,195","13,047","1.42","1,864","2,672","1.43","549","966","1.76","1,735","3,368","1.94","7","11","1.57","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","6,711","9,305","1.39","0","0","0.00","0","0","0.00","6,711","9,305","1.39","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","42,479","95,908","2.26","242","380","1.57","1,880","4,363","2.32","5,505","21,866","3.97","1","21","21.00","2,213","4,589","2.07"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","107,523","377,277","3.51","300","1,186","3.95","354","724","2.05","1,723","6,192","3.59","2","2","1.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","2,419","5,602","2.32","858","1,998","2.33","6","39","6.50","537","1,703","3.17","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","340,736","715,609","2.10","11,026","37,165","3.37","14,592","32,679","2.24","291,202","563,174","1.93","1,012","2,448","2.42","2,807","8,635","3.08"
"10752  :  โรงพยาบาลบางบ่อ","49,345","130,212","2.64","9","528","58.67","281","1,448","5.15","26,914","74,942","2.78","835","851","1.02","21,772","47,392","2.18"
"10753  :  โรงพยาบาลบางพลี","55,935","141,385","2.53","2,835","8,377","2.95","10,943","28,464","2.60","23,680","65,562","2.77","1,158","2,451","2.12","7,294","8,041","1.10"
"10754  :  โรงพยาบาลบางจาก","30,938","80,591","2.60","1,901","5,810","3.06","3,829","6,663","1.74","22,742","61,396","2.70","1,748","2,801","1.60","452","733","1.62"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","29,394","85,557","2.91","1,587","4,626","2.91","1,225","2,039","1.66","23,958","69,730","2.91","1,307","2,324","1.78","37","37","1.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","15,495","32,885","2.12","0","0","0.00","4,572","6,479","1.42","9,799","24,145","2.46","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","22,017","81,470","3.70","0","0","0.00","0","0","0.00","22,017","81,470","3.70","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","15,221","30,250","1.99","673","2,070","3.08","255","669","2.62","13,037","23,769","1.82","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","18,146","39,052","2.15","110","110","1.00","9,908","23,610","2.38","3,405","9,695","2.85","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","14,455","34,817","2.41","437","1,453","3.32","6,943","9,478","1.37","7,706","20,815","2.70","66","101","1.53","1,486","2,076","1.40"
"10686  :  โรงพยาบาลพระนั่งเกล้า","163,291","455,386","2.79","13,644","54,147","3.97","21,882","64,786","2.96","69,892","226,868","3.25","619","1,606","2.59","29","29","1.00"
"10756  :  โรงพยาบาลบางกรวย","31,629","71,033","2.25","2,801","7,910","2.82","5,511","8,099","1.47","24,807","50,270","2.03","454","832","1.83","3,126","3,922","1.25"
"10757  :  โรงพยาบาลบางใหญ่","68,221","164,547","2.41","6,359","21,338","3.36","4,749","7,837","1.65","43,612","105,823","2.43","293","782","2.67","21,251","28,767","1.35"
"10758  :  โรงพยาบาลบางบัวทอง","69,625","137,949","1.98","3,829","9,951","2.60","14,156","19,167","1.35","55,952","108,045","1.93","333","786","2.36","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","46,622","125,570","2.69","3,772","14,563","3.86","8,240","15,890","1.93","26,971","52,615","1.95","426","881","2.07","10,739","33,826","3.15"
"10760  :  โรงพยาบาลปากเกร็ด","65,253","136,441","2.09","5,059","19,781","3.91","1,578","3,766","2.39","20,717","52,435","2.53","1,808","2,982","1.65","36,139","43,846","1.21"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","34,595","46,298","1.34","1,778","2,051","1.15","6","6","1.00","7,795","10,176","1.31","0","0","0.00","5","5","1.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","5,980","33,573","5.61","2,104","15,274","7.26","53","127","2.40","2,410","10,121","4.20","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","85,714","155,861","1.82","4,653","14,948","3.21","4,170","11,005","2.64","11,815","41,601","3.52","0","0","0.00","2","4","2.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","83,549","309,636","3.71","19,957","86,202","4.32","34,463","73,738","2.14","21,266","91,661","4.31","0","0","0.00","13,928","58,035","4.17"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","10,542","17,906","1.70","697","1,674","2.40","1,021","1,456","1.43","8,274","13,638","1.65","20","23","1.15","890","1,103","1.24"
"10687  :  โรงพยาบาลปทุมธานี","169,990","422,879","2.49","8,687","36,183","4.17","112,161","196,439","1.75","68,500","185,384","2.71","0","0","0.00","590","881","1.49"
"10761  :  โรงพยาบาลคลองหลวง","108,533","227,740","2.10","1,572","8,498","5.41","1,736","2,477","1.43","93,891","190,108","2.02","1,687","2,268","1.34","12,472","12,997","1.04"
"10762  :  โรงพยาบาลธัญบุรี","96,759","204,762","2.12","2,974","9,026","3.03","4,043","4,994","1.24","85,232","168,495","1.98","289","385","1.33","1,024","1,026","1.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","42,593","94,293","2.21","1,941","4,017","2.07","18,109","26,586","1.47","14,017","39,120","2.79","121","253","2.09","14,173","17,347","1.22"
"10764  :  โรงพยาบาลหนองเสือ","37,880","93,091","2.46","985","3,306","3.36","291","820","2.82","8,909","31,391","3.52","144","407","2.83","32,747","53,593","1.64"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","35,142","76,379","2.17","1,400","4,180","2.99","24,116","35,976","1.49","11,453","29,806","2.60","659","1,046","1.59","1,463","1,477","1.01"
"10766  :  โรงพยาบาลลำลูกกา","76,605","143,771","1.88","2,249","5,466","2.43","1,833","2,819","1.54","68,437","124,456","1.82","1,401","1,960","1.40","11","11","1.00"
"10767  :  โรงพยาบาลสามโคก","64,988","102,701","1.58","1,392","3,063","2.20","7,448","9,238","1.24","56,831","88,183","1.55","2","2","1.00","969","1,206","1.24"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","2,888","8,441","2.92","432","1,256","2.91","125","219","1.75","606","2,206","3.64","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","11,193","42,936","3.84","861","3,146","3.65","4,202","17,498","4.16","4,122","18,997","4.61","18","74","4.11","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","191,118","532,324","2.79","21,716","78,804","3.63","24,022","73,073","3.04","80,810","237,740","2.94","346","834","2.41","544","579","1.06"
"10688  :  โรงพยาบาลเสนา","67,853","214,304","3.16","4,415","16,630","3.77","11,968","44,684","3.73","55,774","141,250","2.53","80","319","3.99","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","39,480","115,491","2.93","2,091","7,223","3.45","15,063","31,339","2.08","33,736","76,895","2.28","21","31","1.48","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","42,282","84,455","2.00","1,577","4,627","2.93","3,229","6,138","1.90","11,902","29,111","2.45","109","109","1.00","179","403","2.25"
"10770  :  โรงพยาบาลบางไทร","33,935","79,007","2.33","1,339","4,586","3.42","2,593","6,544","2.52","12,605","31,784","2.52","104","196","1.88","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","21,258","50,478","2.37","1,274","3,891","3.05","2,849","5,272","1.85","19,044","41,265","2.17","0","0","0.00","21","50","2.38"
"10772  :  โรงพยาบาลบางปะอิน","45,777","134,913","2.95","1,550","4,992","3.22","4,734","11,618","2.45","39,023","102,347","2.62","178","495","2.78","1,560","6,281","4.03"
"10773  :  โรงพยาบาลบางปะหัน","35,914","97,624","2.72","1,965","7,056","3.59","4,556","11,512","2.53","31,255","73,380","2.35","50","154","3.08","1","1","1.00"
"10774  :  โรงพยาบาลผักไห่","28,570","82,309","2.88","1,716","7,182","4.19","22,732","37,072","1.63","11,659","35,519","3.05","21","57","2.71","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","26,289","77,308","2.94","1,287","4,595","3.57","2,714","6,999","2.58","9,332","25,860","2.77","26","50","1.92","16","48","3.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","58,046","115,526","1.99","1,512","5,072","3.35","3,212","6,975","2.17","52,030","90,187","1.73","38","109","2.87","12","25","2.08"
"10777  :  โรงพยาบาลวังน้อย","61,598","126,730","2.06","1,829","6,565","3.59","4,910","8,769","1.79","51,991","98,963","1.90","939","1,103","1.17","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","12,328","34,161","2.77","428","1,442","3.37","8,539","12,019","1.41","5,162","15,708","3.04","0","0","0.00","1,830","3,559","1.94"
"10779  :  โรงพยาบาลอุทัย","62,317","131,336","2.11","4,366","13,868","3.18","11,780","20,676","1.76","24,109","64,727","2.68","71","152","2.14","1,173","1,908","1.63"
"10780  :  โรงพยาบาลมหาราช","12,549","32,819","2.62","1,410","5,095","3.61","1,223","2,872","2.35","5,723","14,682","2.57","0","0","0.00","5,971","7,698","1.29"
"10781  :  โรงพยาบาลบ้านแพรก","10,985","35,806","3.26","1,110","5,334","4.81","1,125","2,867","2.55","3,189","11,385","3.57","0","0","0.00","2","8","4.00"
"10689  :  โรงพยาบาลอ่างทอง","83,179","274,828","3.30","8,160","39,737","4.87","10,861","34,640","3.19","42,141","127,098","3.02","86","208","2.42","46,061","69,232","1.50"
"10782  :  โรงพยาบาลไชโย","49,840","102,677","2.06","1,831","10,521","5.75","43,279","59,539","1.38","9,464","29,557","3.12","77","93","1.21","59","91","1.54"
"10784  :  โรงพยาบาลป่าโมก","28,384","105,067","3.70","2,243","10,869","4.85","5,907","17,530","2.97","24,143","74,819","3.10","199","299","1.50","1,067","1,550","1.45"
"10785  :  โรงพยาบาลโพธิ์ทอง","58,135","168,997","2.91","5,763","27,252","4.73","6,780","15,802","2.33","28,277","76,244","2.70","25","67","2.68","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","25,974","95,985","3.70","2,060","10,005","4.86","2,980","9,070","3.04","19,520","68,612","3.51","20","39","1.95","2,171","3,014","1.39"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","53,914","181,450","3.37","6,421","27,407","4.27","4,206","11,331","2.69","45,138","135,915","3.01","50","92","1.84","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","15,299","55,858","3.65","1,194","5,686","4.76","11,209","22,277","1.99","7,448","26,055","3.50","6","29","4.83","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","232,325","632,441","2.72","100,581","207,032","2.06","125,483","217,131","1.73","70,728","204,967","2.90","661","938","1.42","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","51,154","165,440","3.23","6,602","25,954","3.93","7,333","21,883","2.98","35,258","110,639","3.14","95","98","1.03","9","9","1.00"
"10789  :  โรงพยาบาลพัฒนานิคม","67,603","161,737","2.39","2,687","9,807","3.65","12,799","27,259","2.13","46,901","109,432","2.33","164","274","1.67","0","0","0.00"
