"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2557 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2558 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2558 (A-B)/A*100"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","2","0","0","0","302","0","0","0","-15,000","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","596","507","570","542","171","0","0","0","71","100","100","100"
"10753  :  โรงพยาบาลบางพลี","1,200","1,222","853","712","632","557","656","1,101","47","54","23","-55"
"10754  :  โรงพยาบาลบางจาก","621","670","601","661","760","738","717","671","-22","-10","-19","-2"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","267","300","0","631","368","575","573","535","-38","-92","0","15"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","43","73","0","0","0","0","0","0","100"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","1","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","41","22","20","24","27","11","7","32","34","50","65","-33"
"10756  :  โรงพยาบาลบางกรวย","325","276","261","207","181","158","121","135","44","43","54","35"
"10757  :  โรงพยาบาลบางใหญ่","436","132","46","202","290","0","0","0","33","100","100","100"
"10758  :  โรงพยาบาลบางบัวทอง","262","41","0","0","0","0","0","265","100","100","0","0"
"10759  :  โรงพยาบาลไทรน้อย","229","262","264","216","362","290","31","278","-58","-11","88","-29"
"10760  :  โรงพยาบาลปากเกร็ด","545","299","266","312","173","0","0","70","68","100","100","78"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","1","0","0","0","0","0","0","0","100"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","193","692","0","503","391","395","0","0","-103","43"
"10761  :  โรงพยาบาลคลองหลวง","24","42","28","13","294","388","9","8","-1,125","-824","68","38"
"10762  :  โรงพยาบาลธัญบุรี","445","610","584","714","653","581","288","0","-47","5","51","100"
"10763  :  โรงพยาบาลประชาธิปัตย์","51","57","41","101","30","82","92","104","41","-44","-124","-3"
"10764  :  โรงพยาบาลหนองเสือ","74","59","76","59","17","3","8","17","77","95","89","71"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","66","57","52","27","41","43","47","46","38","25","10","-70"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0","0","426","287","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","85","12","5","8","24","5","1","0","72","58","80","100"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","56","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","550","575","507","444","159","219","179","176","71","62","65","60"
"10768  :  โรงพยาบาลท่าเรือ","0","0","0","0","118","31","26","62","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","17","7","6","9","10","12","8","12","41","-71","-33","-33"
"10770  :  โรงพยาบาลบางไทร","82","27","27","62","126","55","28","55","-54","-104","-4","11"
"10771  :  โรงพยาบาลบางบาล","1","1","2","1","3","0","4","0","-200","100","-100","100"
"10772  :  โรงพยาบาลบางปะอิน","13","10","5","14","11","8","9","11","15","20","-80","21"
"10773  :  โรงพยาบาลบางปะหัน","5","0","3","68","174","59","34","77","-3,380","0","-1,033","-13"
"10774  :  โรงพยาบาลผักไห่","44","10","22","179","0","98","113","224","100","-880","-414","-25"
"10775  :  โรงพยาบาลภาชี","42","25","20","7","2","3","2","4","95","88","90","43"
"10776  :  โรงพยาบาลลาดบัวหลวง","4","4","1","1","221","110","112","188","-5,425","-2,650","-11,100","-18,700"
"10777  :  โรงพยาบาลวังน้อย","47","32","53","75","173","76","34","89","-268","-138","36","-19"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0","0","1","21","4","2","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","21","67","0","0","0","0","0","0","100","100","0","0"
"10780  :  โรงพยาบาลมหาราช","0","4","10","27","70","25","15","16","0","-525","-50","41"
"10781  :  โรงพยาบาลบ้านแพรก","13","5","18","9","14","18","12","11","-8","-260","33","-22"
"10689  :  โรงพยาบาลอ่างทอง","0","2","2","2","2","4","0","2","0","-100","100","0"
"10782  :  โรงพยาบาลไชโย","38","15","6","14","27","11","11","12","29","27","-83","14"
"10784  :  โรงพยาบาลป่าโมก","8","3","0","1","5","0","20","36","38","100","0","-3,500"
"10785  :  โรงพยาบาลโพธิ์ทอง","132","29","44","82","159","77","74","82","-20","-166","-68","0"
"10786  :  โรงพยาบาลแสวงหา","80","15","20","33","51","35","12","20","36","-133","40","39"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","24","10","8","9","176","0","0","0","-633","100","100","100"
"10788  :  โรงพยาบาลสามโก้","26","10","14","14","0","0","0","0","100","100","100","100"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","3","2","3","388","355","250","300","0","-11,733","-12,400","-9,900"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","3","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0","0","0","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","178","85","61","47","140","9","12","21","21","89","80","55"
"10791  :  โรงพยาบาลชัยบาดาล","98","29","45","55","29","15","9","18","70","48","80","67"
"10792  :  โรงพยาบาลท่าวุ้ง","95","50","2","4","0","0","0","0","100","100","100","100"
"10793  :  โรงพยาบาลท่าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","31","20","9","1","12","24","10","0","61","-20","-11","100"
"10795  :  โรงพยาบาลโคกเจริญ","40","20","16","32","33","26","21","11","18","-30","-31","66"
"10796  :  โรงพยาบาลลำสนธิ","45","21","2","2","13","0","0","0","71","100","100","100"
"10797  :  โรงพยาบาลหนองม่วง","0","0","27","37","82","43","27","54","0","0","0","-46"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2","1","2","3","25","25","26","55","-1,150","-2,400","-1,200","-1,733"
"10693  :  โรงพยาบาลอินทร์บุรี","3","18","10","10","16","3","2","8","-433","83","80","20"
"10798  :  โรงพยาบาลบางระจัน","0","0","0","0","0","0","0","0","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","64","65","41","62","40","57","56","50","38","12","-37","19"
"10800  :  โรงพยาบาลพรหมบุรี","22","4","10","6","0","0","0","0","100","100","100","100"
"10801  :  โรงพยาบาลท่าช้าง","30","15","3","9","3","3","5","4","90","80","-67","56"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","12","8","153","0","0","0","0","0","100"
"10802  :  โรงพยาบาลมโนรมย์","0","0","0","10","0","0","0","0","0","0","0","100"
"10803  :  โรงพยาบาลวัดสิงห์","0","0","0","90","94","0","0","0","0","0","0","100"
"10804  :  โรงพยาบาลสรรพยา","229","143","95","108","130","124","107","100","43","13","-13","7"
"10805  :  โรงพยาบาลสรรคบุรี","0","0","0","132","9","4","1","0","0","0","0","100"
"10806  :  โรงพยาบาลหันคา","0","0","0","189","12","0","0","0","0","0","0","100"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0","0","8","12","4","1","0","0","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","2","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","62","63","64","91","138","64","22","77","-123","-2","66","15"
"10807  :  โรงพยาบาลแก่งคอย","11","2","0","0","17","7","13","14","-55","-250","0","0"
"10808  :  โรงพยาบาลหนองแค","0","0","0","0","1","0","0","0","0","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","0","0","0","0","0","0","0","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0","0","0","0","0","0","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","0","0","0","0","0","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","27","46","27","55","60","42","35","78","-122","9","-30","-42"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","3","1","0","0","4","2","3","1","-33","-100","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","5","0","0","0","9","0","1","0","-80","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0","0","0","14","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","29","0","12","64","99","43","116","59","-241","0","-867","8"
"10818  :  โรงพยาบาลหนองใหญ่","4","0","2","1","0","0","0","0","100","0","100","100"
"10819  :  โรงพยาบาลบางละมุง","0","54","50","18","5","49","42","24","0","9","16","-33"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","2","3","1","3","1","0","1","2","50","100","0","33"
"10821  :  โรงพยาบาลพานทอง","2","1","5","1","3","0","0","0","-50","100","100","100"
"10822  :  โรงพยาบาลพนัสนิคม","171","194","170","193","159","150","148","137","7","23","13","29"
"10823  :  โรงพยาบาลแหลมฉบัง","0","0","0","0","88","0","0","0","0","0","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","1","1","0","0","0","0","0","0","100","100","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","176","48","25","29","99","45","32","39","44","6","-28","-34"
"10826  :  โรงพยาบาลบ่อทอง","23","23","20","4","1","1","3","3","96","96","85","25"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","0","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","0","0","0","4","20","26","18","27","0","0","0","-575"
"10663  :  โรงพยาบาลระยอง","115","41","35","83","112","52","58","81","3","-27","-66","2"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","46","12","7","23","47","10","0","0","-2","17","100","100"
"10828  :  โรงพยาบาลบ้านฉาง","33","38","16","21","44","32","29","20","-33","16","-81","5"
"10829  :  โรงพยาบาลแกลง","195","64","49","46","62","37","18","27","68","42","63","41"
"10830  :  โรงพยาบาลวังจันทร์","45","13","6","10","17","1","1","1","62","92","83","90"
"10831  :  โรงพยาบาลบ้านค่าย","83","0","0","1","2","0","0","0","98","0","0","100"
"10832  :  โรงพยาบาลปลวกแดง","38","19","9","12","55","13","10","15","-45","32","-11","-25"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1","2","0","0","0","0","0","0","100","100","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0","0","2","0","0","0","0","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","0","4","3","9","12","5","5","0","0","-25","-67","100"
"10835  :  โรงพยาบาลท่าใหม่","5","0","2","2","11","0","0","0","-120","0","100","100"
"10836  :  โรงพยาบาลเขาสุกิม","1","0","2","0","0","1","0","0","100","0","100","0"
"10837  :  โรงพยาบาลสองพี่น้อง","0","0","0","1","0","2","0","0","0","0","0","100"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","0","1","0","3","0","0","0","0","0","100","0","100"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","1","0","0","14","45","0","0","0","-4,400"
"10841  :  โรงพยาบาลสอยดาว","0","0","8","24","20","0","0","0","0","0","100","100"
"10842  :  โรงพยาบาลแก่งหางแมว","2","3","11","11","0","0","0","0","100","100","100","100"
"10843  :  โรงพยาบาลนายายอาม","0","10","9","17","0","0","0","0","0","100","100","100"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","0","0","0","0","0","0","0","0","0","0","0","0"
"10696  :  โรงพยาบาลตราด","0","228","229","214","125","236","216","233","0","-4","6","-9"
"10845  :  โรงพยาบาลคลองใหญ่","12","16","21","20","17","0","0","13","-42","100","100","35"
"10846  :  โรงพยาบาลเขาสมิง","12","6","6","9","12","6","3","8","0","0","50","11"
"10847  :  โรงพยาบาลบ่อไร่","0","0","0","0","0","0","0","0","0","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","9","27","23","26","23","29","29","23","-156","-7","-26","12"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0","0","0","0","0","0","0","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0","0","0","0","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0","1","0","0","0","0","0","0","0","100"
"10850  :  โรงพยาบาลบางคล้า","98","107","107","98","91","77","35","42","7","28","67","57"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","0","0","2","0","0","0","0","0","0","0","100","0"
"10854  :  โรงพยาบาลพนมสารคาม","5","7","2","8","6","10","29","17","-20","-43","-1,350","-113"
"10855  :  โรงพยาบาลสนามชัยเขต","11","12","6","10","7","7","6","11","36","42","0","-10"
"10856  :  โรงพยาบาลแปลงยาว","4","1","5","5","2","0","0","0","50","100","100","100"
"13747  :  โรงพยาบาลราชสาส์น","15","12","15","12","15","20","17","11","0","-67","-13","8"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0","0","0","0","0","0","0","0"
