"โรงพยาบาล","A08*","A084","A09*","A090","J*","J101","J189"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","70","16","53","58","14","42","3,922","1,659","2,062","129","77","36","27,347","9,886","10,284","251","90","6","820","284","469"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","4","48","414","3","17","246","1,087","7,242","6,528","66","351","79","5,417","29,266","28,101","153","178","6","224","1,328","1,181"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","2,244","1,664","996","2,120","1,637","966","9,400","8,010","5,355","7,795","6,937","4,617","80,896","58,800","43,235","280","374","34","2,434","1,759","1,454"
"10752  :  โรงพยาบาลบางบ่อ","950","427","341","944","425","335","2,688","2,206","1,889","1,601","1,067","1,002","27,540","20,021","14,490","38","125","10","76","131","109"
"10753  :  โรงพยาบาลบางพลี","976","742","488","312","298","296","3,483","2,390","1,100","1,411","1,225","505","30,097","23,206","19,596","238","200","7","767","605","458"
"10754  :  โรงพยาบาลบางจาก","677","498","239","653","477","96","986","1,120","1,239","183","440","319","19,789","14,830","13,572","6","3","1","552","613","830"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","208","194","282","67","22","27","766","798","399","201","198","119","16,149","12,444","9,100","21","12","0","386","205","575"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","3","6","0","2","6","1,264","886","753","10","19","12","7,733","6,021","4,455","1","2","1","130","73","71"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","1","2","3","1","2","3","3,678","1,996","2,234","6","5","6","18,884","10,092","13,643","333","210","4","251","130","149"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","1","0","0","1","0","1","0","6","0","0","2","106","119","153","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","4","25","38","3","17","10","39","308","426","35","300","405","17,377","11,321","5,614","0","0","0","10","26","16"
"28785  :  โรงพยาบาลบางเสาธง","298","197","44","172","22","17","662","1,288","712","573","1,113","703","5,122","4,192","2,917","3","1","0","129","37","109"
"10686  :  โรงพยาบาลพระนั่งเกล้า","123","96","99","119","95","98","5,548","4,530","3,528","126","190","145","42,634","34,261","24,218","10","16","2","1,052","1,101","795"
"10756  :  โรงพยาบาลบางกรวย","234","55","37","23","19","10","1,695","584","526","1,345","436","388","18,648","8,422","6,745","3","2","0","228","173","140"
"10757  :  โรงพยาบาลบางใหญ่","103","65","16","49","35","10","2,316","1,476","1,157","243","177","84","22,680","16,237","11,222","9","21","1","230","236","282"
"10758  :  โรงพยาบาลบางบัวทอง","227","113","79","78","37","21","1,996","1,819","1,394","307","289","332","19,051","14,595","9,815","317","116","2","427","438","272"
"10759  :  โรงพยาบาลไทรน้อย","560","473","187","440","398","98","1,912","1,847","1,705","62","37","61","17,321","13,256","9,501","9","3","0","598","468","314"
"10760  :  โรงพยาบาลปากเกร็ด","600","452","619","56","15","17","659","410","522","593","368","463","16,638","10,746","10,169","7","2","2","62","77","233"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","124","94","134","0","4","4","20,610","17,263","20,690","0","0","2","684","523","520"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","59","0","0","0","0","2","1,594","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","79","95","40","71","69","26","1,272","2,013","1,880","0","2","0","3","9","7"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","798","552","510","327","203","233","3,052","2,313","1,688","456","320","189","43,600","28,045","24,483","345","120","4","672","505","682"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","16","2","4","5","0","0","933","504","250","178","144","78","5,243","3,316","1,211","1","4","0","38","28","11"
"10687  :  โรงพยาบาลปทุมธานี","684","590","226","684","583","212","8,209","5,888","4,993","1,633","1,027","672","59,647","41,602","22,688","126","66","2","2,560","1,484","1,161"
"10761  :  โรงพยาบาลคลองหลวง","269","222","245","123","84","60","819","571","450","380","262","153","12,610","9,945","7,596","62","37","1","308","384","575"
"10762  :  โรงพยาบาลธัญบุรี","552","388","256","276","267","182","961","888","1,021","96","48","49","13,682","9,881","6,989","147","56","8","486","407","304"
"10763  :  โรงพยาบาลประชาธิปัตย์","170","109","115","13","14","18","576","426","352","107","54","52","11,498","7,467","6,836","82","34","5","204","123","238"
"10764  :  โรงพยาบาลหนองเสือ","243","175","128","22","17","19","522","408","386","198","133","87","5,828","5,657","3,878","0","2","0","505","419","187"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","131","322","572","118","283","448","2,014","1,312","1,306","265","217","234","13,040","10,323","8,421","4","1","0","107","172","354"
"10766  :  โรงพยาบาลลำลูกกา","9","94","142","5","13","6","1,984","1,042","756","897","326","248","15,072","10,540","7,476","31","9","1","96","71","106"
"10767  :  โรงพยาบาลสามโคก","174","68","24","34","25","21","1,002","627","533","150","135","71","7,040","4,824","3,580","9","11","0","210","189","129"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","1","2","1","0","0","0","45","77","34","3","13","4","298","326","179","1","1","1","1","4","1"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","1","0","0","0","1","1","6","1","0","0","5","41","135","0","0","0","0","1","2"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","94","46","31","91","43","27","7,804","6,817","3,943","13","8","3","43,389","37,850","22,622","3","5","0","1,081","779","501"
"10688  :  โรงพยาบาลเสนา","1,701","1,669","1,622","1,591","1,666","1,620","5,074","3,837","2,351","2,095","1,612","1,329","33,703","27,033","17,625","8","10","1","779","543","513"
"10768  :  โรงพยาบาลท่าเรือ","47","41","64","8","16","36","2,567","1,620","937","705","686","630","16,026","12,521","6,835","7","3","0","444","351","221"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","24","13","11","23","10","11","1,576","1,257","989","52","34","54","8,081","5,886","3,423","0","0","0","398","149","81"
"10770  :  โรงพยาบาลบางไทร","26","54","7","26","54","6","1,072","1,129","921","127","68","104","7,551","6,176","4,440","0","0","0","528","239","200"
"10771  :  โรงพยาบาลบางบาล","0","0","0","0","0","0","1,056","853","544","698","19","195","5,549","3,988","2,207","0","0","0","32","22","74"
"10772  :  โรงพยาบาลบางปะอิน","732","1,051","1,369","175","239","188","2,299","1,153","433","386","180","102","21,206","15,051","10,485","20","15","0","504","385","388"
"10773  :  โรงพยาบาลบางปะหัน","981","723","501","976","720","499","520","598","364","37","56","60","9,837","8,878","5,740","20","2","0","244","238","204"
"10774  :  โรงพยาบาลผักไห่","1","0","23","1","0","1","1,676","1,527","1,261","3","6","5","7,266","6,206","3,700","0","0","1","259","158","128"
"10775  :  โรงพยาบาลภาชี","102","19","16","39","9","5","537","768","806","86","75","64","9,291","7,731","3,611","4","0","0","165","151","142"
"10776  :  โรงพยาบาลลาดบัวหลวง","17","20","3","17","20","3","2,586","1,869","1,663","135","86","79","8,855","6,519","5,603","0","0","0","182","159","114"
"10777  :  โรงพยาบาลวังน้อย","263","113","79","222","79","30","2,339","2,184","1,498","662","522","386","12,516","9,472","5,933","4","3","0","276","252","403"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0","0","0","0","766","572","381","23","22","38","3,176","2,793","1,821","0","0","1","43","51","23"
"10779  :  โรงพยาบาลอุทัย","363","101","75","65","36","22","1,337","1,469","1,194","10","102","50","11,465","10,335","7,293","3","2","0","490","283","287"
"10780  :  โรงพยาบาลมหาราช","37","71","27","3","14","6","813","331","215","188","21","9","5,731","4,428","2,724","0","3","1","118","171","114"
"10781  :  โรงพยาบาลบ้านแพรก","10","14","3","10","14","3","973","865","535","33","47","3","4,093","3,328","2,034","1","3","0","130","61","37"
"10689  :  โรงพยาบาลอ่างทอง","55","43","34","55","43","34","3,423","2,601","1,556","49","51","59","21,528","15,900","8,252","0","0","0","222","112","103"
"10782  :  โรงพยาบาลไชโย","120","144","160","39","8","43","566","590","331","104","101","54","5,654","4,810","2,961","0","2","0","562","179","59"
"10784  :  โรงพยาบาลป่าโมก","7","0","2","1","0","0","364","249","209","7","12","7","10,462","8,333","5,106","0","1","1","167","81","56"
"10785  :  โรงพยาบาลโพธิ์ทอง","5","2","2","2","2","1","1,487","1,415","1,053","176","197","186","9,209","7,209","3,958","1","2","0","57","39","35"
"10786  :  โรงพยาบาลแสวงหา","5","1","1","4","0","0","2,875","1,067","825","194","173","122","7,949","5,635","3,342","0","0","2","149","140","97"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","55","62","118","10","5","7","1,817","1,418","951","521","389","288","14,236","11,316","9,156","0","2","0","724","479","264"
"10788  :  โรงพยาบาลสามโก้","1","4","9","0","1","9","622","155","103","62","45","32","8,731","8,147","4,845","6","0","1","99","113","63"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","2,071","978","889","451","329","253","5,939","5,314","3,372","2,459","2,273","1,593","57,967","44,350","29,892","7","19","1","1,169","1,138","957"
"10691  :  โรงพยาบาลบ้านหมี่","12","28","28","9","23","23","2,037","1,663","1,095","79","65","53","13,671","9,416","7,020","3","0","0","423","386","181"
"10789  :  โรงพยาบาลพัฒนานิคม","604","188","111","223","113","93","1,763","1,537","995","161","184","120","13,492","11,645","6,470","0","2","1","56","43","81"
"10790  :  โรงพยาบาลโคกสำโรง","269","121","49","53","118","49","1,847","1,312","901","493","335","136","12,306","8,979","6,798","0","0","0","241","365","333"
"10791  :  โรงพยาบาลชัยบาดาล","579","277","239","47","67","118","1,791","1,620","1,303","191","107","78","18,062","15,621","9,691","5","2","0","324","435","298"
"10792  :  โรงพยาบาลท่าวุ้ง","203","155","160","27","20","18","608","566","382","77","140","96","8,698","6,762","4,494","0","7","0","140","161","120"
"10793  :  โรงพยาบาลท่าหลวง","161","110","85","3","7","10","1,256","1,024","558","126","132","3","7,107","4,739","2,870","0","0","0","184","108","117"
"10794  :  โรงพยาบาลสระโบสถ์","40","35","35","11","7","6","666","790","390","279","293","120","6,686","5,408","2,944","5","2","0","322","476","153"
"10795  :  โรงพยาบาลโคกเจริญ","117","93","1","36","32","1","500","529","338","78","45","74","6,310","5,243","3,451","0","1","0","65","143","101"
"10796  :  โรงพยาบาลลำสนธิ","212","71","44","74","33","2","919","901","733","281","322","298","5,167","4,761","2,905","0","0","0","117","91","130"
"10797  :  โรงพยาบาลหนองม่วง","564","491","260","270","303","197","585","366","98","332","114","38","8,028","5,924","3,103","0","2","0","180","84","86"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","1,121","1,021","684","530","657","340","2,533","1,846","1,504","513","521","441","21,747","18,341","12,146","2","3","0","586","329","372"
"10693  :  โรงพยาบาลอินทร์บุรี","86","205","132","47","115","77","1,125","848","781","217","201","133","8,714","8,216","6,241","0","1","0","274","115","97"
"10798  :  โรงพยาบาลบางระจัน","352","320","260","352","315","260","426","268","192","35","6","3","5,837","4,701","3,274","2","0","0","50","43","18"
"10799  :  โรงพยาบาลค่ายบางระจัน","141","133","55","12","29","5","570","425","426","93","57","49","5,724","4,424","3,103","0","0","2","180","81","86"
"10800  :  โรงพยาบาลพรหมบุรี","143","47","93","103","7","5","339","291","190","184","143","165","6,561","5,564","3,122","1","0","0","148","179","100"
"10801  :  โรงพยาบาลท่าช้าง","4","5","5","1","1","2","749","594","347","216","201","111","4,876","4,358","2,443","0","0","0","26","22","13"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","271","142","74","126","53","36","3,069","2,215","1,619","656","378","337","30,309","22,329","15,755","6","7","0","990","773","685"
"10802  :  โรงพยาบาลมโนรมย์","312","81","96","144","41","64","441","384","261","56","49","16","8,128","6,691","4,187","7","0","0","217","224","110"
"10803  :  โรงพยาบาลวัดสิงห์","142","194","101","38","55","44","380","268","206","358","231","131","5,026","4,056","3,120","0","1","0","135","143","150"
"10804  :  โรงพยาบาลสรรพยา","365","348","165","30","14","16","274","109","140","6","3","15","5,635","4,537","3,076","1","1","0","52","51","40"
"10805  :  โรงพยาบาลสรรคบุรี","238","107","120","209","87","99","613","498","330","320","256","163","11,530","9,312","6,489","5","3","5","248","202","142"
"10806  :  โรงพยาบาลหันคา","77","65","72","77","65","68","2,204","1,655","1,098","213","232","170","14,732","11,538","6,431","0","0","0","414","370","183"
"27974  :  โรงพยาบาลหนองมะโมง","331","476","312","69","131","74","226","355","199","111","174","61","6,759","6,741","3,107","0","0","0","131","158","73"
"27975  :  โรงพยาบาลเนินขาม","21","16","20","21","16","18","232","184","101","32","50","22","3,465","2,632","1,873","0","0","0","77","44","27"
