"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน","คน","วัน","วัน:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","41,002","200,637","4.89","1,989","14,751","7.42","7,317","37,129","5.07","18,791","102,182","5.44","12,905","46,575","3.61","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","9,953","37,403","3.76","533","3,832","7.19","490","1,752","3.58","6,245","24,804","3.97","2,685","7,015","2.61","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","14,220","64,702","4.55","858","3,990","4.65","2,040","7,831","3.84","9,128","44,763","4.90","2,196","8,118","3.70","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","5,878","19,565","3.33","190","1,087","5.72","1,140","3,127","2.74","3,570","12,769","3.58","978","2,582","2.64","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,557","12,502","3.51","112","380","3.39","22","63","2.86","2,881","10,568","3.67","542","1,491","2.75","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","930","47,325","50.89","134","5,742","42.85","0","0","0.00","759","40,169","52.92","37","1,414","38.22","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","33,698","193,824","5.75","2,447","18,818","7.69","3,105","19,210","6.19","23,039","133,881","5.81","5,107","21,904","4.29","1","11","11.00"
"10756  :  โรงพยาบาลบางกรวย","2,434","16,341","6.71","153","1,154","7.54","225","1,025","4.56","1,968","13,650","6.94","113","512","4.53","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","3,213","12,269","3.82","118","612","5.19","12","25","2.08","2,946","11,252","3.82","137","380","2.77","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","4,568","14,558","3.19","168","659","3.92","367","923","2.51","3,817","12,462","3.26","216","514","2.38","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","4,335","15,190","3.50","352","1,624","4.61","178","453","2.54","3,363","11,770","3.50","488","1,339","2.74","2","4","2.00"
"10760  :  โรงพยาบาลปากเกร็ด","3,682","13,324","3.62","98","408","4.16","38","160","4.21","2,709","10,384","3.83","842","2,372","2.82","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","427","71,078","166.46","29","4,117","141.97","90","15,182","168.69","250","40,499","162.00","55","10,391","188.93","3","889","296.33"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","12,445","66,646","5.36","2,420","16,008","6.61","3,750","16,208","4.32","6,271","34,377","5.48","4","53","13.25","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","249","671","2.69","10","29","2.90","198","527","2.66","15","78","5.20","26","37","1.42","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","32,507","144,709","4.45","1,505","8,671","5.76","9,417","40,101","4.26","20,924","94,056","4.50","661","1,881","2.85","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","3,323","13,548","4.08","31","93","3.00","17","51","3.00","2,403","9,771","4.07","872","3,633","4.17","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","3,482","15,718","4.51","109","467","4.28","15","91","6.07","3,013","13,864","4.60","345","1,296","3.76","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,927","9,744","5.06","22","76","3.45","17","422","24.82","1,697","8,285","4.88","231","961","4.16","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","1,971","6,476","3.29","45","164","3.64","5","7","1.40","1,662","5,595","3.37","259","710","2.74","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,807","6,229","3.45","97","313","3.23","103","207","2.01","1,429","5,256","3.68","178","453","2.54","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","3,591","10,658","2.97","47","160","3.40","629","1,952","3.10","2,376","7,306","3.07","539","1,240","2.30","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","1,342","5,646","4.21","10","61","6.10","16","44","2.75","1,185","5,034","4.25","131","507","3.87","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","36,235","191,508","5.29","3,193","23,308","7.30","6,850","27,293","3.98","22,474","128,660","5.72","3,676","11,861","3.23","42","386","9.19"
"10688  :  โรงพยาบาลเสนา","10,806","58,185","5.38","861","6,405","7.44","1,480","6,302","4.26","6,674","36,437","5.46","1,792","9,041","5.05","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,807","8,479","3.02","242","847","3.50","595","1,413","2.37","1,960","6,177","3.15","18","42","2.33","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2,506","8,842","3.53","219","826","3.77","201","474","2.36","1,911","6,950","3.64","175","592","3.38","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","1,962","6,582","3.35","178","727","4.08","140","301","2.15","1,484","5,166","3.48","160","388","2.43","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,195","3,852","3.22","111","385","3.47","89","225","2.53","990","3,235","3.27","5","7","1.40","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","3,887","13,845","3.56","159","841","5.29","287","764","2.66","2,930","10,997","3.75","513","1,243","2.42","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","2,214","8,364","3.78","165","784","4.75","217","686","3.16","1,778","6,702","3.77","53","159","3.00","13","33","2.54"
"10774  :  โรงพยาบาลผักไห่","2,160","6,795","3.15","177","761","4.30","203","528","2.60","1,775","5,485","3.09","5","21","4.20","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","2,774","10,514","3.79","250","1,319","5.28","659","2,200","3.34","1,742","6,642","3.81","137","353","2.58","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","2,054","6,449","3.14","94","316","3.36","175","423","2.42","1,599","5,197","3.25","187","513","2.74","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","2,925","10,588","3.62","110","401","3.65","248","642","2.59","2,302","8,845","3.84","265","700","2.64","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","754","2,180","2.89","44","133","3.02","48","130","2.71","654","1,902","2.91","8","15","1.88","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","2,238","8,194","3.66","167","711","4.26","662","2,124","3.21","1,399","5,340","3.82","10","19","1.90","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","1,041","3,512","3.37","107","424","3.96","67","153","2.28","802","2,761","3.44","65","174","2.68","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","819","2,849","3.48","140","500","3.57","43","82","1.91","628","2,253","3.59","8","14","1.75","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","19,450","95,408","4.91","2,778","15,939","5.74","2,366","9,820","4.15","10,962","55,887","5.10","3,344","13,762","4.12","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","1,866","6,486","3.48","228","1,010","4.43","133","369","2.77","1,374","4,763","3.47","131","344","2.63","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","3,857","13,913","3.61","512","3,106","6.07","609","1,481","2.43","2,684","9,172","3.42","52","154","2.96","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","6,019","18,925","3.14","743","2,489","3.35","257","678","2.64","4,656","14,724","3.16","364","1,034","2.84","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","3,066","10,482","3.42","288","1,085","3.77","209","563","2.69","2,542","8,757","3.44","29","77","2.66","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","7,980","29,976","3.76","1,065","4,635","4.35","503","1,343","2.67","6,083","21,667","3.56","341","2,331","6.84","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","2,675","8,218","3.07","216","823","3.81","119","262","2.20","2,227","6,859","3.08","113","274","2.42","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","12,264","62,881","5.13","1,176","7,411","6.30","1,298","6,375","4.91","8,209","43,501","5.30","1,581","5,594","3.54","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","4,619","15,457","3.35","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4,619","15,457","3.35"
"10790  :  โรงพยาบาลโคกสำโรง","4,994","22,755","4.56","269","1,528","5.68","311","1,006","3.23","3,881","18,143","4.67","533","2,078","3.90","0","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","10,676","42,466","3.98","606","2,626","4.33","945","3,408","3.61","8,457","34,012","4.02","687","2,420","3.52","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","2,845","9,394","3.30","251","815","3.25","125","318","2.54","2,423","8,170","3.37","46","91","1.98","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","3,297","8,648","2.62","175","572","3.27","176","393","2.23","2,761","7,306","2.65","185","377","2.04","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,637","4,846","2.96","93","341","3.67","114","285","2.50","1,398","4,157","2.97","33","63","1.91","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","2,111","6,740","3.19","88","262","2.98","88","220","2.50","1,866","6,073","3.25","69","185","2.68","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","193","868","4.50","7","39","5.57","6","45","7.50","176","767","4.36","4","17","4.25","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","1,596","4,962","3.11","93","255","2.74","54","150","2.78","1,343","4,283","3.19","107","274","2.56","0","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","4,328","40,886","9.45","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","4,328","40,886","9.45"
