"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","30,168","125,182","4.15","3,332","13,904","4.17","3","3","1.00","7,819","35,565","4.55","0","0","0.00","989","3,491","3.53"
"12246  :  สถาบันราชานุกูล","71,610","116,574","1.63","786","2,420","3.08","67,213","97,845","1.46","4,236","15,255","3.60","0","0","0.00","227","266","1.17"
"12249  :  สถาบันโรคผิวหนัง","51,022","122,398","2.40","11,415","27,333","2.39","932","5,725","6.14","1,868","10,935","5.85","0","0","0.00","830","1,732","2.09"
"12250  :  สถาบันมะเร็งแห่งชาติ","35,061","116,877","3.33","8,483","24,881","2.93","1,899","11,323","5.96","5,962","36,470","6.12","19","206","10.84","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","30,407","90,053","2.96","0","0","0.00","0","0","0.00","30,407","90,053","2.96","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","55,710","186,220","3.34","327","625","1.91","2,459","8,463","3.44","7,026","45,781","6.52","3","5","1.67","2,759","9,740","3.53"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","58,902","237,982","4.04","165","1,732","10.50","97","251","2.59","960","3,091","3.22","20","26","1.30","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","128,332","548,529","4.27","404","1,523","3.77","458","917","2.00","2,752","9,490","3.45","5","12","2.40","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","303,225","925,563","3.05","17,055","72,248","4.24","29,958","67,678","2.26","200,977","608,322","3.03","1,643","3,931","2.39","23,272","33,017","1.42"
"10752  :  โรงพยาบาลบางบ่อ","67,581","212,743","3.15","2,280","10,705","4.70","3,641","11,715","3.22","27,683","80,274","2.90","2,545","2,700","1.06","35,697","80,854","2.27"
"10753  :  โรงพยาบาลบางพลี","98,353","276,759","2.81","3,922","19,010","4.85","34,574","59,824","1.73","32,482","129,817","4.00","10,154","12,249","1.21","920","2,412","2.62"
"10754  :  โรงพยาบาลบางจาก","50,943","140,766","2.76","2,665","8,832","3.31","10,883","17,724","1.63","32,261","99,504","3.08","4,511","7,341","1.63","915","1,817","1.99"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","69,058","172,805","2.50","1,706","7,290","4.27","1,161","2,581","2.22","59,353","140,968","2.38","5,238","11,352","2.17","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","13,858","48,064","3.47","0","0","0.00","1,947","5,882","3.02","9,342","37,633","4.03","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","25,957","127,603","4.92","0","0","0.00","0","0","0.00","25,957","127,603","4.92","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","15,584","42,830","2.75","788","2,790","3.54","213","409","1.92","12,350","31,895","2.58","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","20,991","49,269","2.35","44","60","1.36","11,722","29,971","2.56","4,342","13,119","3.02","37","66","1.78","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","17,818","50,319","2.82","625","2,199","3.52","9,958","18,153","1.82","9,210","28,506","3.10","138","216","1.57","6","7","1.17"
"10686  :  โรงพยาบาลพระนั่งเกล้า","202,247","730,700","3.61","18,056","88,682","4.91","33,903","111,132","3.28","93,506","374,877","4.01","739","1,987","2.69","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","66,389","182,903","2.76","8,228","42,179","5.13","15,507","29,451","1.90","45,073","106,198","2.36","3,482","5,075","1.46","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","78,925","224,830","2.85","7,264","28,342","3.90","7,568","12,364","1.63","51,368","144,506","2.81","343","1,259","3.67","22,607","38,359","1.70"
"10758  :  โรงพยาบาลบางบัวทอง","79,138","201,334","2.54","3,765","14,529","3.86","17,699","27,316","1.54","62,902","158,642","2.52","308","847","2.75","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","71,936","223,084","3.10","4,077","20,679","5.07","7,892","19,143","2.43","52,178","117,372","2.25","1,305","2,665","2.04","11,192","47,441","4.24"
"10760  :  โรงพยาบาลปากเกร็ด","74,642","201,170","2.70","6,445","30,115","4.67","4,675","9,097","1.95","28,180","92,753","3.29","7,876","10,964","1.39","20,917","32,318","1.55"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","49,418","166,914","3.38","7,783","13,325","1.71","349","403","1.15","17,596","57,606","3.27","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","9,360","46,966","5.02","2,033","20,109","9.89","76","210","2.76","3,099","15,803","5.10","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","124,034","312,848","2.52","5,418","21,581","3.98","4,761","15,727","3.30","14,338","65,492","4.57","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","93,951","442,864","4.71","22,737","125,466","5.52","43,188","107,520","2.49","22,035","126,686","5.75","0","0","0.00","14,166","83,192","5.87"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","11,445","28,235","2.47","754","2,925","3.88","1,095","1,956","1.79","8,449","21,115","2.50","70","85","1.21","1,522","2,009","1.32"
"10687  :  โรงพยาบาลปทุมธานี","183,967","624,745","3.40","9,609","51,617","5.37","115,903","272,884","2.35","82,585","293,414","3.55","0","0","0.00","488","714","1.46"
"10761  :  โรงพยาบาลคลองหลวง","68,078","187,296","2.75","1,730","10,862","6.28","3,432","4,777","1.39","53,362","148,476","2.78","7,402","8,906","1.20","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","81,342","225,339","2.77","2,818","10,048","3.57","1,529","2,934","1.92","66,812","183,629","2.75","1,382","2,741","1.98","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","39,628","103,002","2.60","1,527","4,507","2.95","17,233","24,212","1.40","15,869","55,935","3.52","178","487","2.74","7,263","8,826","1.22"
"10764  :  โรงพยาบาลหนองเสือ","30,834","100,635","3.26","1,061","4,495","4.24","882","1,583","1.79","11,232","47,914","4.27","186","496","2.67","22,599","39,687","1.76"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","44,220","121,562","2.75","1,505","6,984","4.64","26,691","50,685","1.90","13,677","46,881","3.43","3,537","5,858","1.66","9","9","1.00"
"10766  :  โรงพยาบาลลำลูกกา","76,059","176,696","2.32","3,076","9,941","3.23","5,087","7,188","1.41","53,790","133,737","2.49","7,608","8,487","1.12","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","38,033","77,651","2.04","901","2,771","3.08","6,518","8,648","1.33","28,251","61,114","2.16","6","6","1.00","1,158","1,530","1.32"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","5,381","13,128","2.44","747","1,765","2.36","248","332","1.34","1,238","3,397","2.74","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","15,816","88,325","5.58","1,422","6,488","4.56","5,558","35,220","6.34","5,847","37,624","6.43","22","78","3.55","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","174,113","578,148","3.32","22,158","101,185","4.57","26,590","93,859","3.53","75,412","262,616","3.48","521","1,359","2.61","5,982","6,828","1.14"
"10688  :  โรงพยาบาลเสนา","66,889","256,891","3.84","4,918","23,387","4.76","13,629","57,986","4.25","46,873","154,194","3.29","103","391","3.80","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","38,976","143,885","3.69","2,298","10,867","4.73","15,105","36,241","2.40","30,389","96,717","3.18","28","54","1.93","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","36,680","110,720","3.02","1,783","7,573","4.25","4,326","9,793","2.26","12,124","45,337","3.74","564","596","1.06","192","605","3.15"
"10770  :  โรงพยาบาลบางไทร","31,732","100,116","3.16","1,799","7,631","4.24","4,934","13,362","2.71","14,487","49,804","3.44","92","214","2.33","8","40","5.00"
"10771  :  โรงพยาบาลบางบาล","16,606","52,619","3.17","1,347","5,741","4.26","3,429","6,982","2.04","13,746","39,769","2.89","0","0","0.00","39","127","3.26"
"10772  :  โรงพยาบาลบางปะอิน","49,413","172,516","3.49","2,096","8,237","3.93","8,491","23,722","2.79","36,068","120,804","3.35","183","523","2.86","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","33,837","119,731","3.54","1,849","8,228","4.45","6,253","15,430","2.47","27,781","88,194","3.17","61","186","3.05","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","27,206","103,577","3.81","1,816","9,427","5.19","18,969","36,720","1.94","12,876","54,227","4.21","26","69","2.65","5","16","3.20"
"10775  :  โรงพยาบาลภาชี","22,993","95,147","4.14","1,577","8,051","5.11","3,089","11,954","3.87","10,049","41,121","4.09","23","56","2.43","11","47","4.27"
"10776  :  โรงพยาบาลลาดบัวหลวง","28,831","103,756","3.60","1,747","7,984","4.57","3,380","9,902","2.93","20,098","67,507","3.36","76","251","3.30","7","31","4.43"
"10777  :  โรงพยาบาลวังน้อย","58,127","154,423","2.66","2,100","8,225","3.92","8,933","16,177","1.81","42,553","110,809","2.60","2,565","2,954","1.15","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","11,698","38,274","3.27","542","2,733","5.04","7,681","11,633","1.51","5,014","20,422","4.07","1","2","2.00","461","808","1.75"
"10779  :  โรงพยาบาลอุทัย","140,726","264,030","1.88","5,204","19,292","3.71","14,128","27,103","1.92","20,893","67,442","3.23","81","161","1.99","388","588","1.52"
"10780  :  โรงพยาบาลมหาราช","13,207","50,296","3.81","2,212","8,781","3.97","1,805","5,453","3.02","6,390","25,274","3.96","0","0","0.00","4,375","7,786","1.78"
"10781  :  โรงพยาบาลบ้านแพรก","10,018","42,741","4.27","1,262","8,617","6.83","1,255","4,223","3.36","3,442","15,765","4.58","0","0","0.00","1","15","15.00"
"10689  :  โรงพยาบาลอ่างทอง","73,287","297,842","4.06","9,689","55,428","5.72","13,355","51,774","3.88","44,516","157,851","3.55","99","313","3.16","20,256","27,509","1.36"
"10782  :  โรงพยาบาลไชโย","18,476","78,556","4.25","1,757","13,319","7.58","11,950","27,601","2.31","8,301","34,782","4.19","69","82","1.19","1","3","3.00"
"10784  :  โรงพยาบาลป่าโมก","22,142","109,620","4.95","2,347","14,756","6.29","5,106","16,796","3.29","15,461","64,958","4.20","316","502","1.59","5,653","12,608","2.23"
"10785  :  โรงพยาบาลโพธิ์ทอง","55,097","192,487","3.49","6,011","34,274","5.70","9,408","22,529","2.39","30,117","100,710","3.34","23","53","2.30","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","22,198","102,577","4.62","2,458","15,007","6.11","2,889","10,049","3.48","16,009","72,344","4.52","11","25","2.27","648","692","1.07"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","50,921","210,304","4.13","7,207","38,816","5.39","5,292","18,303","3.46","38,383","143,679","3.74","22","47","2.14","4","4","1.00"
"10788  :  โรงพยาบาลสามโก้","14,725","63,819","4.33","1,272","8,674","6.82","8,469","19,918","2.35","7,537","32,599","4.33","6","20","3.33","21","24","1.14"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","157,840","592,556","3.75","69,058","191,408","2.77","33,174","110,040","3.32","72,083","287,757","3.99","959","1,396","1.46","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","38,960","155,274","3.99","6,037","30,604","5.07","6,618","23,096","3.49","24,864","95,725","3.85","236","241","1.02","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","46,348","156,284","3.37","2,434","12,579","5.17","8,970","27,464","3.06","32,823","104,128","3.17","69","187","2.71","0","0","0.00"
