"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","7,289","7,742","1.06","165","231","1.40","6,625","6,981","1.05","2","2","1.00","506","528","1.04","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","74,045","215,679","2.91","2,713","21,774","8.03","6,616","24,533","3.71","20,963","95,079","4.54","48,012","74,293","1.55","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","80,575","250,851","3.11","3,246","16,137","4.97","17,019","35,592","2.09","33,165","114,555","3.45","33,480","53,419","1.60","10,452","31,148","2.98"
"10754  :  โรงพยาบาลบางจาก","35,781","111,809","3.12","1,928","8,213","4.26","5,416","11,477","2.12","14,065","62,981","4.48","16,168","28,630","1.77","487","508","1.04"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","30,095","90,017","2.99","1,641","5,702","3.47","1,226","2,593","2.12","18,513","64,681","3.49","10,724","17,041","1.59","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","5,937","12,523","2.11","27","34","1.26","1,105","1,975","1.79","4,808","10,504","2.18","7","10","1.43","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","82","86","1.05","0","0","0.00","0","0","0.00","82","86","1.05","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","44","72","1.64","1","1","1.00","3","3","1.00","40","68","1.70","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","150,955","598,660","3.97","16,851","104,222","6.18","16,739","64,180","3.83","73,911","327,996","4.44","57,831","99,868","1.73","2,246","2,394","1.07"
"10756  :  โรงพยาบาลบางกรวย","44,735","168,528","3.77","9,615","62,927","6.54","17,567","29,497","1.68","18,864","73,082","3.87","1,654","3,020","1.83","1","2","2.00"
"10757  :  โรงพยาบาลบางใหญ่","74,281","220,348","2.97","9,021","33,273","3.69","15,682","30,010","1.91","51,208","150,786","2.94","590","1,951","3.31","2,155","4,328","2.01"
"10758  :  โรงพยาบาลบางบัวทอง","48,536","183,790","3.79","3,876","18,186","4.69","29,731","82,246","2.77","20,390","69,212","3.39","9,072","13,553","1.49","182","593","3.26"
"10759  :  โรงพยาบาลไทรน้อย","68,739","211,114","3.07","6,062","31,746","5.24","15,164","29,073","1.92","50,450","148,576","2.95","704","1,659","2.36","24","60","2.50"
"10760  :  โรงพยาบาลปากเกร็ด","49,545","173,966","3.51","6,879","30,655","4.46","4,884","12,608","2.58","19,947","92,051","4.61","23,129","38,652","1.67","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","14,750","48,308","3.28","1,551","4,970","3.20","159","279","1.75","2,332","7,338","3.15","11,111","34,621","3.12","250","1,100","4.40"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","33,122","70,988","2.14","10,761","25,627","2.38","14,572","26,811","1.84","8,370","18,254","2.18","0","0","0.00","241","296","1.23"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","74,884","155,675","2.08","6,792","16,698","2.46","31,832","53,969","1.70","38,484","83,591","2.17","842","1,201","1.43","161","216","1.34"
"10761  :  โรงพยาบาลคลองหลวง","50,429","133,256","2.64","1,508","5,862","3.89","599","1,747","2.92","21,845","87,496","4.01","28,135","35,789","1.27","1,163","2,362","2.03"
"10762  :  โรงพยาบาลธัญบุรี","50,213","119,878","2.39","3,218","8,925","2.77","548","1,030","1.88","28,131","77,970","2.77","20,720","31,722","1.53","224","231","1.03"
"10763  :  โรงพยาบาลประชาธิปัตย์","29,443","93,796","3.19","2,731","8,340","3.05","1,726","2,933","1.70","14,050","63,637","4.53","11,985","18,241","1.52","459","645","1.41"
"10764  :  โรงพยาบาลหนองเสือ","22,770","76,690","3.37","989","5,274","5.33","448","1,294","2.89","13,576","54,566","4.02","10,430","15,523","1.49","6","33","5.50"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","31,498","91,905","2.92","1,559","8,406","5.39","12,299","23,039","1.87","14,423","53,209","3.69","4,292","5,740","1.34","1,490","1,511","1.01"
"10766  :  โรงพยาบาลลำลูกกา","52,235","132,199","2.53","2,424","12,712","5.24","1,594","5,266","3.30","21,765","74,984","3.45","29,036","37,180","1.28","607","2,057","3.39"
"10767  :  โรงพยาบาลสามโคก","16,441","47,488","2.89","776","2,751","3.55","1,315","3,194","2.43","7,961","31,022","3.90","4,475","7,591","1.70","2,857","2,930","1.03"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","216,354","541,336","2.50","14,848","28,958","1.95","16,688","27,411","1.64","34,588","58,282","1.69","18,206","24,202","1.33","137,589","402,483","2.93"
"10688  :  โรงพยาบาลเสนา","61,122","271,402","4.44","6,420","39,386","6.13","15,028","66,156","4.40","32,139","142,172","4.42","14,771","22,816","1.54","463","872","1.88"
"10768  :  โรงพยาบาลท่าเรือ","23,217","117,634","5.07","2,488","16,569","6.66","9,512","27,055","2.84","13,638","73,843","5.41","32","124","3.88","30","43","1.43"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","34,966","129,717","3.71","3,129","15,708","5.02","3,911","12,927","3.31","18,164","81,368","4.48","12,351","19,186","1.55","176","528","3.00"
"10770  :  โรงพยาบาลบางไทร","10,892","54,969","5.05","1,326","8,341","6.29","2,496","8,353","3.35","7,096","34,795","4.90","1,601","2,879","1.80","138","601","4.36"
"10771  :  โรงพยาบาลบางบาล","12,634","60,798","4.81","1,817","10,506","5.78","3,335","8,236","2.47","8,527","41,433","4.86","27","70","2.59","113","553","4.89"
"10772  :  โรงพยาบาลบางปะอิน","41,112","145,426","3.54","894","3,100","3.47","10,071","33,111","3.29","20,234","85,678","4.23","14,269","23,537","1.65","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","45,428","189,221","4.17","3,832","22,918","5.98","5,303","20,027","3.78","24,029","119,469","4.97","16,505","25,953","1.57","802","854","1.06"
"10774  :  โรงพยาบาลผักไห่","31,687","163,718","5.17","3,437","24,830","7.22","8,256","21,421","2.59","20,969","104,369","4.98","52","158","3.04","3,915","12,940","3.31"
"10775  :  โรงพยาบาลภาชี","17,317","79,744","4.60","1,624","10,223","6.29","10,884","36,151","3.32","5,974","32,404","5.42","21","78","3.71","132","888","6.73"
"10776  :  โรงพยาบาลลาดบัวหลวง","47,645","176,077","3.70","2,257","12,164","5.39","26,663","67,150","2.52","20,844","94,509","4.53","97","250","2.58","902","2,004","2.22"
"10777  :  โรงพยาบาลวังน้อย","25,085","96,997","3.87","1,493","7,666","5.13","3,958","11,300","2.85","16,501","68,626","4.16","5,757","9,405","1.63","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","7,098","37,719","5.31","477","3,641","7.63","3,244","8,049","2.48","4,394","26,028","5.92","0","0","0.00","1","1","1.00"
"10779  :  โรงพยาบาลอุทัย","46,934","162,574","3.46","5,293","29,589","5.59","19,523","44,874","2.30","23,236","86,402","3.72","96","266","2.77","229","1,443","6.30"
"10780  :  โรงพยาบาลมหาราช","9,889","43,378","4.39","367","776","2.11","1,388","5,472","3.94","5,418","25,482","4.70","2,711","4,022","1.48","1,152","7,626","6.62"
"10781  :  โรงพยาบาลบ้านแพรก","4,639","33,708","7.27","872","8,958","10.27","666","3,525","5.29","2,825","19,142","6.78","919","2,083","2.27","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","85,541","330,714","3.87","15,454","78,153","5.06","14,016","48,979","3.49","41,166","162,519","3.95","24,781","40,709","1.64","29","354","12.21"
"10782  :  โรงพยาบาลไชโย","11,854","58,466","4.93","1,642","10,562","6.43","1,334","5,822","4.36","7,109","36,183","5.09","2,346","4,370","1.86","350","1,529","4.37"
"10784  :  โรงพยาบาลป่าโมก","21,002","124,485","5.93","0","0","0.00","2","3","1.50","81","133","1.64","489","941","1.92","20,519","123,408","6.01"
"10785  :  โรงพยาบาลโพธิ์ทอง","24,257","121,424","5.01","2,927","18,496","6.32","2,076","9,197","4.43","16,432","82,911","5.05","5,699","10,820","1.90","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","17,184","89,495","5.21","1,594","9,426","5.91","1,332","5,810","4.36","12,858","69,561","5.41","2,687","4,608","1.71","82","90","1.10"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","37,681","175,533","4.66","5,715","35,660","6.24","3,889","12,584","3.24","23,310","112,930","4.84","8,441","14,359","1.70","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","11,455","68,164","5.95","1,348","9,374","6.95","1,080","4,558","4.22","7,880","50,536","6.41","2,166","3,696","1.71","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","96,143","308,986","3.21","16,763","73,617","4.39","16,383","51,617","3.15","42,888","142,487","3.32","29,933","41,265","1.38","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","22,331","57,570","2.58","3,764","12,823","3.41","2,596","6,382","2.46","14,165","34,594","2.44","2,785","3,771","1.35","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","34,848","131,746","3.78","1,535","6,456","4.21","4,902","13,026","2.66","16,760","55,331","3.30","24,368","56,933","2.34","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","35,164","147,594","4.20","3,394","21,003","6.19","4,415","16,285","3.69","23,484","98,098","4.18","6,263","8,743","1.40","1,322","3,465","2.62"
"10791  :  โรงพยาบาลชัยบาดาล","42,262","180,367","4.27","3,311","23,797","7.19","3,543","14,240","4.02","13,518","56,121","4.15","9,805","17,635","1.80","15,033","68,574","4.56"
"10792  :  โรงพยาบาลท่าวุ้ง","21,815","98,046","4.49","3,139","24,974","7.96","2,377","7,962","3.35","13,552","59,458","4.39","4,279","5,642","1.32","6","10","1.67"
