"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","1,840","1,858","1.01","10","11","1.10","1,699","1,714","1.01","0","0","0.00","131","133","1.02","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","1","1","1.00","0","0","0.00","0","0","0.00","0","0","0.00","1","1","1.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","7,165","10,946","1.53","12","12","1.00","5,179","8,322","1.61","318","325","1.02","2,232","2,285","1.02","2","2","1.00"
"10754  :  โรงพยาบาลบางจาก","1,352","1,891","1.40","6","10","1.67","117","153","1.31","413","578","1.40","850","1,150","1.35","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,790","4,017","1.44","97","105","1.08","108","116","1.07","1,905","2,710","1.42","782","1,084","1.39","1","2","2.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","40,187","152,193","3.79","9,636","57,444","5.96","14,162","23,632","1.67","17,823","68,193","3.83","1,567","2,915","1.86","2","9","4.50"
"10757  :  โรงพยาบาลบางใหญ่","45,672","139,399","3.05","6,734","23,366","3.47","18,223","34,324","1.88","22,902","80,229","3.50","381","1,477","3.88","3","3","1.00"
"10758  :  โรงพยาบาลบางบัวทอง","54,430","164,147","3.02","4,575","15,847","3.46","35,571","121,366","3.41","527","1,144","2.17","17,026","25,736","1.51","54","54","1.00"
"10759  :  โรงพยาบาลไทรน้อย","69,054","210,705","3.05","5,983","30,519","5.10","16,150","31,215","1.93","49,013","146,825","3.00","940","2,119","2.25","13","27","2.08"
"10760  :  โรงพยาบาลปากเกร็ด","46,144","164,133","3.56","6,440","26,369","4.09","3,707","10,327","2.79","20,123","90,271","4.49","19,772","37,148","1.88","10","18","1.80"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","14,260","44,467","3.12","1,549","4,642","3.00","163","409","2.51","2,293","6,826","2.98","10,670","31,462","2.95","260","1,128","4.34"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","23,870","55,723","2.33","929","2,684","2.89","139","442","3.18","14,694","40,866","2.78","8,776","11,360","1.29","280","371","1.33"
"10762  :  โรงพยาบาลธัญบุรี","30,532","75,676","2.48","2,052","5,830","2.84","392","714","1.82","17,036","50,731","2.98","12,471","18,401","1.48","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","29,927","109,478","3.66","2,998","9,240","3.08","1,839","3,036","1.65","13,792","77,044","5.59","12,754","20,157","1.58","1","1","1.00"
"10764  :  โรงพยาบาลหนองเสือ","22,662","54,511","2.41","1,148","3,799","3.31","1,304","2,073","1.59","16,005","39,720","2.48","6,447","8,915","1.38","3","4","1.33"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","41,088","120,921","2.94","2,579","12,331","4.78","10,359","22,369","2.16","23,758","76,496","3.22","2,301","4,074","1.77","5,181","5,651","1.09"
"10766  :  โรงพยาบาลลำลูกกา","33,965","93,928","2.77","2,467","10,938","4.43","1,201","3,161","2.63","18,699","59,422","3.18","13,333","20,036","1.50","256","371","1.45"
"10767  :  โรงพยาบาลสามโคก","15,428","38,928","2.52","603","2,239","3.71","2,066","3,384","1.64","6,487","23,978","3.70","6,918","9,327","1.35","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","137,307","447,130","3.26","0","0","0.00","2","2","1.00","3","3","1.00","1,229","1,261","1.03","136,806","445,864","3.26"
"10688  :  โรงพยาบาลเสนา","56,270","224,623","3.99","6,154","33,337","5.42","14,192","51,093","3.60","29,842","122,701","4.11","10,825","17,274","1.60","115","218","1.90"
"10768  :  โรงพยาบาลท่าเรือ","26,227","121,577","4.64","2,707","17,978","6.64","10,059","27,756","2.76","13,237","71,333","5.39","52","155","2.98","2,750","4,355","1.58"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","20,768","74,631","3.59","1,700","8,753","5.15","2,299","7,404","3.22","10,227","45,102","4.41","8,381","13,372","1.60","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","21,418","77,869","3.64","1,845","9,748","5.28","4,461","11,907","2.67","12,093","46,380","3.84","5,434","9,833","1.81","1","1","1.00"
"10771  :  โรงพยาบาลบางบาล","15,917","63,305","3.98","2,092","10,389","4.97","5,718","11,657","2.04","9,460","41,126","4.35","44","121","2.75","5","12","2.40"
"10772  :  โรงพยาบาลบางปะอิน","40,557","142,743","3.52","866","2,510","2.90","8,521","30,599","3.59","19,439","81,286","4.18","15,557","28,238","1.82","107","110","1.03"
"10773  :  โรงพยาบาลบางปะหัน","20,154","80,352","3.99","1,636","8,980","5.49","2,453","8,867","3.61","11,041","50,864","4.61","7,225","11,641","1.61","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","16,766","81,459","4.86","1,775","12,681","7.14","3,987","10,688","2.68","11,033","52,637","4.77","33","115","3.48","2,003","5,338","2.67"
"10775  :  โรงพยาบาลภาชี","21,993","89,713","4.08","1,926","12,302","6.39","14,793","44,428","3.00","6,334","32,897","5.19","20","86","4.30","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","20,836","74,421","3.57","1,040","4,910","4.72","11,505","27,787","2.42","9,307","41,547","4.46","0","0","0.00","97","177","1.82"
"10777  :  โรงพยาบาลวังน้อย","34,004","104,206","3.06","1,725","7,841","4.55","2,561","7,571","2.96","15,707","61,392","3.91","16,661","27,402","1.64","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","7,722","29,490","3.82","0","0","0.00","3,858","10,732","2.78","4,362","18,758","4.30","0","0","0.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","43,825","147,986","3.38","5,017","27,332","5.45","18,817","41,596","2.21","21,264","78,536","3.69","197","522","2.65","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","14,792","49,907","3.37","1,681","8,964","5.33","1,712","5,608","3.28","6,351","25,854","4.07","6,567","9,481","1.44","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","8,878","39,385","4.44","1,265","8,371","6.62","1,270","4,634","3.65","4,355","20,832","4.78","3,207","5,548","1.73","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","80,084","296,542","3.70","14,843","71,949","4.85","12,983","42,817","3.30","39,472","147,890","3.75","21,522","33,732","1.57","26","154","5.92"
"10782  :  โรงพยาบาลไชโย","11,230","50,939","4.54","1,581","8,909","5.64","1,355","5,553","4.10","6,544","31,679","4.84","2,236","4,003","1.79","398","795","2.00"
"10784  :  โรงพยาบาลป่าโมก","21,370","112,526","5.27","0","0","0.00","0","0","0.00","107","210","1.96","287","616","2.15","21,083","111,700","5.30"
"10785  :  โรงพยาบาลโพธิ์ทอง","23,708","115,564","4.87","2,891","17,603","6.09","2,095","9,010","4.30","16,105","79,747","4.95","4,703","9,204","1.96","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","16,309","78,085","4.79","1,522","8,174","5.37","1,122","4,733","4.22","12,120","60,323","4.98","2,696","4,667","1.73","178","188","1.06"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","35,987","171,221","4.76","4,590","25,292","5.51","2,804","8,315","2.97","17,233","61,423","3.56","4,099","6,400","1.56","22,939","69,791","3.04"
"10788  :  โรงพยาบาลสามโก้","11,580","66,448","5.74","1,370","9,589","7.00","1,059","4,433","4.19","7,828","48,443","6.19","2,380","3,983","1.67","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","675","757","1.12","31","31","1.00","56","60","1.07","331","364","1.10","264","302","1.14","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","35,572","154,117","4.33","3,430","23,277","6.79","4,685","16,422","3.51","23,787","103,756","4.36","6,471","10,414","1.61","218","248","1.14"
"10791  :  โรงพยาบาลชัยบาดาล","42,221","157,998","3.74","3,086","18,838","6.10","4,199","14,280","3.40","12,527","49,789","3.97","10,968","17,108","1.56","14,586","57,983","3.98"
"10792  :  โรงพยาบาลท่าวุ้ง","21,946","88,548","4.03","2,985","19,659","6.59","2,638","7,457","2.83","13,062","54,485","4.17","5,113","6,945","1.36","2","2","1.00"
"10793  :  โรงพยาบาลท่าหลวง","23,453","84,621","3.61","1,159","6,111","5.27","2,685","8,964","3.34","15,125","59,126","3.91","6,804","10,403","1.53","2","17","8.50"
"10794  :  โรงพยาบาลสระโบสถ์","11,975","50,488","4.22","736","3,818","5.19","1,841","7,193","3.91","8,284","36,717","4.43","2,050","2,760","1.35","0","0","0.00"
