"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","2,572","3,402","1.32","0","0","0.00","394","535","1.36","1,612","2,121","1.32","595","746","1.25","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","50,506","106,695","2.11","7,039","16,697","2.37","437","2,234","5.11","1,681","7,716","4.59","42,806","78,126","1.83","487","1,922","3.95"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","15,004","29,545","1.97","0","0","0.00","0","0","0.00","15,004","29,545","1.97","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","787","814","1.03","0","0","0.00","0","0","0.00","0","0","0.00","365","374","1.02","425","440","1.04"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","180,668","739,639","4.09","12,920","81,502","6.31","9,348","46,614","4.99","122,240","506,613","4.14","49,764","104,910","2.11","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","69,002","238,526","3.46","3,099","24,820","8.01","6,635","25,459","3.84","24,147","114,086","4.72","40,602","74,161","1.83","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","87,540","269,454","3.08","4,435","23,084","5.20","23,486","44,484","1.89","34,657","142,759","4.12","36,012","57,970","1.61","455","1,157","2.54"
"10754  :  โรงพยาบาลบางจาก","43,843","131,862","3.01","2,516","9,338","3.71","5,189","9,370","1.81","21,855","84,397","3.86","16,721","28,757","1.72","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","41,735","149,391","3.58","2,372","9,460","3.99","2,888","5,495","1.90","25,153","107,027","4.26","14,762","25,790","1.75","894","1,619","1.81"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","12,022","45,305","3.77","0","0","0.00","1,209","4,253","3.52","8,207","36,385","4.43","3,052","4,667","1.53","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","29,404","160,772","5.47","0","0","0.00","0","0","0.00","29,404","160,772","5.47","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","8,932","45,833","5.13","966","5,333","5.52","61","279","4.57","5,490","31,428","5.72","3,429","8,793","2.56","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","35,031","90,775","2.59","83","99","1.19","21,847","63,836","2.92","4,495","15,714","3.50","9,801","11,126","1.14","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","9,391","28,800","3.07","613","1,440","2.35","399","610","1.53","8,354","26,470","3.17","189","280","1.48","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","167,964","787,428","4.69","16,908","118,992","7.04","19,617","89,177","4.55","88,569","446,775","5.04","63,496","131,447","2.07","488","1,037","2.13"
"10756  :  โรงพยาบาลบางกรวย","42,342","183,124","4.32","7,763","51,364","6.62","17,554","35,611","2.03","22,607","92,218","4.08","2,193","3,861","1.76","66","71","1.08"
"10757  :  โรงพยาบาลบางใหญ่","62,148","240,168","3.86","7,836","43,810","5.59","1,482","5,510","3.72","52,911","186,506","3.52","1,174","4,335","3.69","3","7","2.33"
"10758  :  โรงพยาบาลบางบัวทอง","52,563","197,424","3.76","4,362","18,443","4.23","19,752","33,625","1.70","31,051","141,096","4.54","1,280","3,983","3.11","91","277","3.04"
"10759  :  โรงพยาบาลไทรน้อย","61,938","216,269","3.49","5,913","35,103","5.94","7,748","18,705","2.41","43,155","147,116","3.41","9,904","15,138","1.53","34","207","6.09"
"10760  :  โรงพยาบาลปากเกร็ด","52,175","200,563","3.84","7,116","37,952","5.33","1,917","6,250","3.26","22,938","107,180","4.67","27,434","49,116","1.79","46","65","1.41"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","14,335","17,386","1.21","264","271","1.03","3","4","1.33","5,091","5,719","1.12","9,391","11,392","1.21","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","15,240","24,242","1.59","2,839","4,836","1.70","2,344","3,571","1.52","9,884","15,527","1.57","277","308","1.11","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","90,133","434,271","4.82","22,798","153,762","6.74","41,737","105,724","2.53","20,090","110,847","5.52","2","4","2.00","12,673","63,935","5.04"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","15,229","48,595","3.19","957","2,983","3.12","10,335","38,421","3.72","173","390","2.25","4,651","6,797","1.46","4","4","1.00"
"10687  :  โรงพยาบาลปทุมธานี","149,191","566,456","3.80","10,913","63,286","5.80","71,693","192,953","2.69","79,029","303,827","3.84","2,499","5,503","2.20","571","887","1.55"
"10761  :  โรงพยาบาลคลองหลวง","40,079","137,441","3.43","1,680","9,339","5.56","1,726","3,987","2.31","24,688","98,519","3.99","14,792","25,538","1.73","10","58","5.80"
"10762  :  โรงพยาบาลธัญบุรี","60,014","173,352","2.89","3,053","10,382","3.40","1,473","2,617","1.78","28,782","108,610","3.77","31,352","50,984","1.63","698","759","1.09"
"10763  :  โรงพยาบาลประชาธิปัตย์","50,897","163,256","3.21","3,348","10,787","3.22","4,160","6,212","1.49","29,432","112,134","3.81","15,586","25,545","1.64","5,029","8,676","1.73"
"10764  :  โรงพยาบาลหนองเสือ","22,750","94,108","4.14","1,140","7,699","6.75","270","1,291","4.78","14,236","68,642","4.82","10,032","16,447","1.64","13","29","2.23"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","29,108","96,053","3.30","1,490","8,572","5.75","12,672","23,838","1.88","15,240","58,785","3.86","2,446","4,626","1.89","193","232","1.20"
"10766  :  โรงพยาบาลลำลูกกา","46,725","144,490","3.09","2,731","14,940","5.47","2,774","7,529","2.71","25,315","90,126","3.56","18,969","31,895","1.68","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","16,003","57,594","3.60","859","3,485","4.06","1,682","3,340","1.99","9,435","42,566","4.51","4,969","8,197","1.65","6","6","1.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","363,549","845,464","2.33","18,238","99,434","5.45","28,155","100,967","3.59","62,175","238,221","3.83","335,980","420,041","1.25","933","1,565","1.68"
"10688  :  โรงพยาบาลเสนา","65,244","293,154","4.49","6,201","40,255","6.49","15,297","73,821","4.83","33,531","147,779","4.41","17,086","31,299","1.83","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","29,662","140,924","4.75","2,728","19,113","7.01","14,040","37,837","2.69","15,439","83,708","5.42","72","266","3.69","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","21,654","83,377","3.85","1,694","8,890","5.25","2,241","7,296","3.26","11,537","52,373","4.54","9,675","14,811","1.53","5","7","1.40"
"10770  :  โรงพยาบาลบางไทร","17,081","74,022","4.33","1,618","10,421","6.44","1,979","7,715","3.90","10,107","45,956","4.55","5,427","9,850","1.81","9","80","8.89"
"10771  :  โรงพยาบาลบางบาล","14,316","63,792","4.46","1,957","9,737","4.98","4,320","10,195","2.36","9,003","43,599","4.84","49","141","2.88","14","120","8.57"
"10772  :  โรงพยาบาลบางปะอิน","50,197","178,795","3.56","1,175","3,580","3.05","12,041","41,276","3.43","24,571","104,482","4.25","17,665","29,457","1.67","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","21,586","98,350","4.56","1,963","11,814","6.02","3,567","13,495","3.78","12,836","64,754","5.04","5,266","8,275","1.57","5","12","2.40"
"10774  :  โรงพยาบาลผักไห่","18,385","88,432","4.81","1,890","11,926","6.31","5,097","13,088","2.57","12,890","63,252","4.91","39","165","4.23","1","1","1.00"
"10775  :  โรงพยาบาลภาชี","21,825","102,766","4.71","1,776","12,218","6.88","3,502","14,617","4.17","12,314","61,788","5.02","7,200","14,143","1.96","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","23,440","89,708","3.83","1,297","6,852","5.28","3,693","13,163","3.56","12,351","54,506","4.41","8,105","15,181","1.87","6","6","1.00"
"10777  :  โรงพยาบาลวังน้อย","39,125","124,526","3.18","1,835","8,404","4.58","6,509","16,231","2.49","26,094","87,726","3.36","7,623","12,165","1.60","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","10,132","43,224","4.27","613","4,791","7.82","3,569","7,143","2.00","5,315","27,255","5.13","2,747","4,035","1.47","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","34,802","136,304","3.92","4,250","28,205","6.64","10,762","26,485","2.46","20,413","80,964","3.97","247","529","2.14","21","121","5.76"
"10780  :  โรงพยาบาลมหาราช","13,972","50,418","3.61","1,772","9,606","5.42","1,855","6,222","3.35","6,630","27,335","4.12","5,011","7,255","1.45","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","9,214","47,675","5.17","1,395","12,530","8.98","1,356","5,342","3.94","4,524","24,566","5.43","2,980","5,236","1.76","1","1","1.00"
"10689  :  โรงพยาบาลอ่างทอง","69,831","326,934","4.68","13,065","82,603","6.32","13,829","53,856","3.89","32,820","158,079","4.82","18,600","32,395","1.74","1","1","1.00"
"10782  :  โรงพยาบาลไชโย","12,764","72,995","5.72","1,823","19,104","10.48","1,489","7,018","4.71","7,717","41,328","5.36","2,876","5,543","1.93","2","2","1.00"
"10784  :  โรงพยาบาลป่าโมก","21,890","139,172","6.36","3,094","24,541","7.93","7,879","32,204","4.09","12,202","81,472","6.68","393","955","2.43","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","26,803","150,261","5.61","3,354","27,630","8.24","2,363","10,810","4.57","17,446","99,137","5.68","6,990","12,684","1.81","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","17,935","103,992","5.80","1,834","14,392","7.85","1,934","8,145","4.21","13,506","78,230","5.79","1,961","3,223","1.64","2","2","1.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","38,921","208,874","5.37","6,211","46,699","7.52","4,400","15,657","3.56","23,568","131,311","5.57","8,998","15,207","1.69","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","11,519","73,675","6.40","1,359","14,852","10.93","1,043","5,671","5.44","7,978","49,375","6.19","2,044","3,777","1.85","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","135,998","633,565","4.66","22,860","144,643","6.33","31,080","122,880","3.95","64,761","297,487","4.59","40,710","67,349","1.65","1,031","1,206","1.17"
"10691  :  โรงพยาบาลบ้านหมี่","44,923","216,490","4.82","5,996","46,433","7.74","7,504","28,278","3.77","26,684","129,223","4.84","9,194","12,556","1.37","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","41,217","191,621","4.65","2,161","14,386","6.66","8,592","30,173","3.51","26,911","131,279","4.88","9,187","15,784","1.72","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","37,574","170,075","4.53","3,458","19,458","5.63","4,899","18,591","3.79","25,267","118,878","4.70","7,220","10,655","1.48","869","2,493","2.87"
